https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DPI,Volume USDT
1656288000,2022-06-27 00:00:00,DPI/USDT,80.78,81.47,80.78,81.39,1.7362,140.66147
1656201600,2022-06-26 00:00:00,DPI/USDT,85.05,87.87,81,81.12,9.92515194,836.0040703572
1656115200,2022-06-25 00:00:00,DPI/USDT,83.44,86.04,80.62,84.56,36.07404034,3025.74724384
1656028800,2022-06-24 00:00:00,DPI/USDT,81.82,85.87,79.54,84.75,58.5651041,4857.4883368584
1655942400,2022-06-23 00:00:00,DPI/USDT,74.39,81.62,74.27,81.58,108.58838856,8652.022806434
1655856000,2022-06-22 00:00:00,DPI/USDT,72.26,79.46,71.32,75.04,67.437716,5061.68799528
1655769600,2022-06-21 00:00:00,DPI/USDT,69.36,98.49,67.57,74.06,382.18291846,29766.1032086929
1655683200,2022-06-20 00:00:00,DPI/USDT,61.64,77.99,60,70.99,256.85711815,18042.0208713096
1655596800,2022-06-19 00:00:00,DPI/USDT,56.97,65,53,62.99,153.13696742,8986.8380049927
1655510400,2022-06-18 00:00:00,DPI/USDT,61.74,70.28,50.4,55.53,152.95231367,8883.5614388108
1655424000,2022-06-17 00:00:00,DPI/USDT,60.78,64.85,57.37,63.27,52.24302613,3227.1912535999
1655337600,2022-06-16 00:00:00,DPI/USDT,63.27,69.52,58.5,59.31,94.95540909,5880.7887722389
1655251200,2022-06-15 00:00:00,DPI/USDT,62.45,89.88,53.34,64,235.07958785,14701.955540409
1655164800,2022-06-14 00:00:00,DPI/USDT,62.26,69,52.1,62.45,76.245943,4649.9123302619
1655078400,2022-06-13 00:00:00,DPI/USDT,69,69,55.25,61.24,217.71873131,13174.4161686753
1654992000,2022-06-12 00:00:00,DPI/USDT,78.01,78.01,66.49,69,33.58241285,2401.5033892586
1654905600,2022-06-11 00:00:00,DPI/USDT,85.92,86.68,76.13,76.13,16.15505354,1334.9130280166
1654819200,2022-06-10 00:00:00,DPI/USDT,91.29,92.87,84.25,85.33,164.00753767,14225.7069587754
1654732800,2022-06-09 00:00:00,DPI/USDT,91.8,94.3,90,93.22,8.12590269,743.2874972109
1654646400,2022-06-08 00:00:00,DPI/USDT,94.18,95.39,91.26,91.26,1.3655,127.000967
1654560000,2022-06-07 00:00:00,DPI/USDT,94.96,98.75,88.06,95.18,19.96129266,1846.6907002115
1654473600,2022-06-06 00:00:00,DPI/USDT,94.96,99.5,93.27,93.27,13.86974357,1351.8165770709
1654387200,2022-06-05 00:00:00,DPI/USDT,95.25,96.86,92.44,96.5,14.01644535,1306.2729942234
1654300800,2022-06-04 00:00:00,DPI/USDT,94.49,95.39,91.09,94.86,7.61854939,716.6662516439
1654214400,2022-06-03 00:00:00,DPI/USDT,97.62,98.29,88.24,93.72,16.74801376,1541.1086954704
1654128000,2022-06-02 00:00:00,DPI/USDT,95.39,99.75,92.24,99.57,18.04477238,1752.3280232219
1654041600,2022-06-01 00:00:00,DPI/USDT,104.38,108.76,93.24,95.74,19.99899282,2012.1748128176
1653955200,2022-05-31 00:00:00,DPI/USDT,106.88,109.79,99.58,105.46,54.39433847,5672.7403177103
1653868800,2022-05-30 00:00:00,DPI/USDT,90.1,107.68,89.02,106.47,34.75365743,3492.4364565845
1653782400,2022-05-29 00:00:00,DPI/USDT,91.06,94.77,87.25,91.95,14.51020183,1311.9360116411
1653696000,2022-05-28 00:00:00,DPI/USDT,87.77,93.83,86.99,91.67,90.79827664,8028.1082491288
1653609600,2022-05-27 00:00:00,DPI/USDT,91.21,92.15,85,86.95,59.2132,5150.238932
1653523200,2022-05-26 00:00:00,DPI/USDT,101.51,103.34,88.25,91.21,60.25447319,5573.7408507933
1653436800,2022-05-25 00:00:00,DPI/USDT,101.7,103.83,98.25,100.74,46.35539206,4686.1380763026
1653350400,2022-05-24 00:00:00,DPI/USDT,100.07,103.83,80.22,101.66,85.31478489,8031.1169482434
1653264000,2022-05-23 00:00:00,DPI/USDT,98.75,107.86,90.35,99.9,85.0969176,8765.5979225626
1653177600,2022-05-22 00:00:00,DPI/USDT,94.3,99.9,91.33,99.9,22.01666461,2152.1249389543
1653091200,2022-05-21 00:00:00,DPI/USDT,95,97.84,77,93.22,42.59387813,3845.8825109872
1653004800,2022-05-20 00:00:00,DPI/USDT,97.47,102.78,92.5,94.94,24.45083379,2413.508849399
1652918400,2022-05-19 00:00:00,DPI/USDT,92.1,99.86,86.64,97.56,20.0277713,1849.9507292898
1652832000,2022-05-18 00:00:00,DPI/USDT,102.73,103.9,88.35,91.29,25.92034828,2433.0837476341
1652745600,2022-05-17 00:00:00,DPI/USDT,94.3,106.89,94.3,102.21,41.44019344,4192.2791250335
