https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DENT,Volume BTC
1663459200,2022-09-18 00:00:00,DENT/BTC,0.000000048,0.000000048,0.000000048,0.000000048,120,0.00000576
1663372800,2022-09-17 00:00:00,DENT/BTC,0.0000000476,0.0000000485,0.0000000472,0.000000048,2608693.0057,0.12533577855039
1663286400,2022-09-16 00:00:00,DENT/BTC,0.0000000474,0.000000048,0.0000000469,0.0000000475,2697078.0581,0.12890910290256
1663200000,2022-09-15 00:00:00,DENT/BTC,0.0000000475,0.0000000477,0.0000000464,0.0000000473,3767351.4115,0.17668307978565
1663113600,2022-09-14 00:00:00,DENT/BTC,0.0000000472,0.0000000483,0.0000000459,0.0000000475,8199875.6246,0.38448560348912
1663027200,2022-09-13 00:00:00,DENT/BTC,0.0000000454,0.0000000481,0.0000000441,0.0000000472,8162354.619,0.36993245794907
1662940800,2022-09-12 00:00:00,DENT/BTC,0.0000000471,0.0000000504,0.0000000454,0.0000000457,6046154.2934,0.28790087985311
1662854400,2022-09-11 00:00:00,DENT/BTC,0.0000000476,0.0000000486,0.0000000469,0.0000000471,13128553.9586,0.62675851883525
1662768000,2022-09-10 00:00:00,DENT/BTC,0.0000000481,0.0000000509,0.0000000475,0.0000000476,7658913.0974,0.37255509712836
1662681600,2022-09-09 00:00:00,DENT/BTC,0.0000000511,0.0000000516,0.0000000473,0.0000000477,8276277.2075,0.40011069916693
1662595200,2022-09-08 00:00:00,DENT/BTC,0.0000000515,0.0000000546,0.0000000499,0.0000000511,16038952.5942,0.82595895169847
1662508800,2022-09-07 00:00:00,DENT/BTC,0.0000000469,0.0000000517,0.0000000468,0.0000000511,10711860.217,0.52315615563789
1662422400,2022-09-06 00:00:00,DENT/BTC,0.0000000487,0.0000000497,0.0000000468,0.0000000469,2416029.391,0.11737934206255
1662336000,2022-09-05 00:00:00,DENT/BTC,0.0000000494,0.0000000503,0.000000048,0.0000000484,6005032.8195,0.29051158812145
1662249600,2022-09-04 00:00:00,DENT/BTC,0.0000000474,0.0000000509,0.0000000468,0.0000000494,4282443.6515,0.20874421196122
1662163200,2022-09-03 00:00:00,DENT/BTC,0.0000000478,0.000000048,0.0000000468,0.0000000478,2643432.1652,0.12526988226771
1662076800,2022-09-02 00:00:00,DENT/BTC,0.0000000478,0.0000000485,0.0000000468,0.0000000478,8898849.2344,0.42414325668987
1661990400,2022-09-01 00:00:00,DENT/BTC,0.0000000472,0.000000048,0.0000000466,0.0000000479,8289289.0854,0.3898399432506
1661904000,2022-08-31 00:00:00,DENT/BTC,0.0000000492,0.0000000499,0.000000047,0.000000047,2569299.7089,0.12360342612874
1661817600,2022-08-30 00:00:00,DENT/BTC,0.0000000482,0.0000000493,0.0000000478,0.0000000488,8088565.4289,0.39290949642509
1661731200,2022-08-29 00:00:00,DENT/BTC,0.0000000458,0.0000000483,0.0000000457,0.0000000483,5940553.5565,0.28030035904038
1661644800,2022-08-28 00:00:00,DENT/BTC,0.0000000467,0.0000000474,0.0000000444,0.0000000458,6955247.6186,0.32154428364381
1661558400,2022-08-27 00:00:00,DENT/BTC,0.0000000454,0.000000047,0.000000045,0.0000000465,14680330.7074,0.67562084589914
1661472000,2022-08-26 00:00:00,DENT/BTC,0.0000000482,0.0000000484,0.0000000453,0.0000000456,21059060.8845,0.97343650939363
1661385600,2022-08-25 00:00:00,DENT/BTC,0.0000000478,0.0000000487,0.0000000473,0.0000000482,7492587.8823,0.36059380211376
1661299200,2022-08-24 00:00:00,DENT/BTC,0.0000000472,0.0000000481,0.000000047,0.0000000478,18240290.8487,0.86348867101927
1661212800,2022-08-23 00:00:00,DENT/BTC,0.000000047,0.0000000476,0.0000000465,0.0000000472,15910261.7512,0.75143542612964
1661126400,2022-08-22 00:00:00,DENT/BTC,0.0000000475,0.0000000475,0.0000000453,0.0000000472,6618166.4298,0.30735830623372
1661040000,2022-08-21 00:00:00,DENT/BTC,0.000000047,0.0000000478,0.0000000465,0.0000000478,1828960.5811,0.08636477051155
1660953600,2022-08-20 00:00:00,DENT/BTC,0.0000000485,0.0000000487,0.0000000461,0.0000000474,2585896.02,0.12206142983935
1660867200,2022-08-19 00:00:00,DENT/BTC,0.0000000471,0.0000000485,0.0000000454,0.0000000484,5250095.1712,0.24725220670873
1660780800,2022-08-18 00:00:00,DENT/BTC,0.0000000491,0.0000000497,0.0000000468,0.0000000471,2287513.6628,0.1118067656363
1660694400,2022-08-17 00:00:00,DENT/BTC,0.0000000508,0.0000000518,0.0000000487,0.0000000491,5956342.8559,0.29535874450316
1660608000,2022-08-16 00:00:00,DENT/BTC,0.0000000506,0.0000000512,0.0000000501,0.0000000508,3389637.8239,0.1714311098676
1660521600,2022-08-15 00:00:00,DENT/BTC,0.0000000523,0.0000000526,0.0000000501,0.0000000506,6469298.0739,0.33165653049007
1660435200,2022-08-14 00:00:00,DENT/BTC,0.0000000512,0.0000000563,0.0000000506,0.0000000525,39734099.8748,2.10675733874651
1660348800,2022-08-13 00:00:00,DENT/BTC,0.0000000516,0.0000000577,0.0000000504,0.0000000512,42434734.0736,2.21694030514945
1660262400,2022-08-12 00:00:00,DENT/BTC,0.0000000514,0.0000000522,0.0000000504,0.0000000518,5800306.9194,0.29796496286234
1660176000,2022-08-11 00:00:00,DENT/BTC,0.00000005,0.0000000524,0.000000049,0.0000000515,24636433.9005,1.24639729679654
1660089600,2022-08-10 00:00:00,DENT/BTC,0.0000000492,0.0000000506,0.0000000484,0.0000000502,7892987.715,0.38996105109366
