https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TVK,Volume USDT
1660089600,2022-08-10 00:00:00,TVK/USDT,0.0598,0.0632,0.0584,0.0611,4131251.58650479,249480.043409657226
1660003200,2022-08-09 00:00:00,TVK/USDT,0.058,0.0614,0.0572,0.0597,3533643.82330054,208022.586113280016
1659916800,2022-08-08 00:00:00,TVK/USDT,0.0568,0.0622,0.0565,0.0582,3305139.62058016,195209.448885425743
1659830400,2022-08-07 00:00:00,TVK/USDT,0.0553,0.059,0.0542,0.0568,2237280.73256036,126838.31884600642
1659744000,2022-08-06 00:00:00,TVK/USDT,0.0569,0.0571,0.0552,0.0554,1392242.39926163,78369.364369916528
1659657600,2022-08-05 00:00:00,TVK/USDT,0.0556,0.0577,0.0554,0.0566,2446023.87054599,138894.275501386396
1659571200,2022-08-04 00:00:00,TVK/USDT,0.0554,0.0589,0.0542,0.0555,2854401.82348022,160671.513325712388
1659484800,2022-08-03 00:00:00,TVK/USDT,0.054,0.0598,0.0528,0.0555,4631853.05736624,264052.476346819351
1659398400,2022-08-02 00:00:00,TVK/USDT,0.0571,0.0593,0.053,0.054,4782221.12099313,264860.840271622801
1659312000,2022-08-01 00:00:00,TVK/USDT,0.0519,0.0577,0.0502,0.057,7654660.38135329,420980.084972187995
1659225600,2022-07-31 00:00:00,TVK/USDT,0.0528,0.0556,0.0515,0.0521,2830968.63573442,152292.693954539871
1659139200,2022-07-30 00:00:00,TVK/USDT,0.0532,0.058,0.0524,0.0531,5372326.44655866,296871.154797678715
1659052800,2022-07-29 00:00:00,TVK/USDT,0.0517,0.0589,0.051,0.0529,5829369.21846172,312876.676355092879
1658966400,2022-07-28 00:00:00,TVK/USDT,0.0508,0.0536,0.05,0.0516,2879418.90317139,149549.388036890457
1658880000,2022-07-27 00:00:00,TVK/USDT,0.0478,0.0537,0.0475,0.0509,2769516.2949466,140098.78861159432
1658793600,2022-07-26 00:00:00,TVK/USDT,0.0486,0.0489,0.0465,0.0478,1252579.71478495,59611.545500137289
1658707200,2022-07-25 00:00:00,TVK/USDT,0.0515,0.0519,0.0484,0.0487,1459409.76984605,73497.510720503054
1658620800,2022-07-24 00:00:00,TVK/USDT,0.0519,0.0531,0.0506,0.0516,1665394.07400435,86057.900786010569
1658534400,2022-07-23 00:00:00,TVK/USDT,0.0515,0.0537,0.0497,0.0518,1929401.12036354,99818.189708294673
1658448000,2022-07-22 00:00:00,TVK/USDT,0.0513,0.058,0.0503,0.0513,5202143.90417965,279545.487726114261
1658361600,2022-07-21 00:00:00,TVK/USDT,0.0488,0.0554,0.0469,0.0511,3148033.45207909,162435.487530635571
1658275200,2022-07-20 00:00:00,TVK/USDT,0.0522,0.055,0.0475,0.0488,2544544.2654321,130878.276782657111
1658188800,2022-07-19 00:00:00,TVK/USDT,0.0526,0.0549,0.05,0.0522,4057466.52617501,213232.355068461349
1658102400,2022-07-18 00:00:00,TVK/USDT,0.0461,0.0679,0.0459,0.0528,10689309.46548671,587476.712299174128
1658016000,2022-07-17 00:00:00,TVK/USDT,0.048,0.0494,0.0461,0.0461,1320814.32030074,63556.365277584442
1657929600,2022-07-16 00:00:00,TVK/USDT,0.0478,0.0496,0.046,0.048,1399210.23288149,67081.612832394131
1657843200,2022-07-15 00:00:00,TVK/USDT,0.0503,0.0508,0.0474,0.0479,1561253.24656155,76340.917966138467
1657756800,2022-07-14 00:00:00,TVK/USDT,0.0505,0.0534,0.0475,0.0504,3236481.10326849,161976.733801810048
1657670400,2022-07-13 00:00:00,TVK/USDT,0.0448,0.0558,0.0436,0.0504,7802264.88899324,385676.560993661386
1657584000,2022-07-12 00:00:00,TVK/USDT,0.0511,0.0568,0.0448,0.045,17391620.07332573,889499.434813180541
1657497600,2022-07-11 00:00:00,TVK/USDT,0.0429,0.0606,0.0401,0.051,16057044.812103,844931.297713904695
1657411200,2022-07-10 00:00:00,TVK/USDT,0.0462,0.0482,0.0424,0.0429,2509364.14995185,111917.757709917818
1657324800,2022-07-09 00:00:00,TVK/USDT,0.0468,0.0508,0.0451,0.0461,4106558.25453142,195169.494219730908
1657238400,2022-07-08 00:00:00,TVK/USDT,0.0516,0.0555,0.0468,0.0468,7183193.342556,368493.594447869458
1657152000,2022-07-07 00:00:00,TVK/USDT,0.0885,0.1024,0.045,0.0513,56828703.05313942,3239274.521063287568
1657065600,2022-07-06 00:00:00,TVK/USDT,0.0328,0.0975,0.0323,0.0885,23690875.73858126,1119945.227066765835
1656979200,2022-07-05 00:00:00,TVK/USDT,0.0344,0.0347,0.0322,0.0326,1064090.23428845,35278.630559702233
1656892800,2022-07-04 00:00:00,TVK/USDT,0.0332,0.0345,0.0325,0.0344,994864.56041858,33348.583609678638
1656806400,2022-07-03 00:00:00,TVK/USDT,0.0322,0.0333,0.0314,0.0333,1068032.56705293,34622.667835784227
1656720000,2022-07-02 00:00:00,TVK/USDT,0.0316,0.0382,0.0311,0.0324,4334690.65538495,147516.488912314394
1656633600,2022-07-01 00:00:00,TVK/USDT,0.0319,0.0329,0.0308,0.0317,1684064.64968335,53504.554094877692
1656547200,2022-06-30 00:00:00,TVK/USDT,0.0324,0.0326,0.0295,0.0318,1711395.59863293,53342.419117660622
1656460800,2022-06-29 00:00:00,TVK/USDT,0.0328,0.0336,0.032,0.0324,1621605.07205545,53253.220360019271
1656374400,2022-06-28 00:00:00,TVK/USDT,0.0343,0.0355,0.0327,0.0328,1284355.61310252,43611.729197976126
1656288000,2022-06-27 00:00:00,TVK/USDT,0.0346,0.0365,0.0341,0.0344,1319640.21651932,46417.455227603579
1656201600,2022-06-26 00:00:00,TVK/USDT,0.0366,0.039,0.0346,0.0347,2360898.33729616,86777.947170080605
1656115200,2022-06-25 00:00:00,TVK/USDT,0.034,0.0417,0.0334,0.0366,3775283.73197914,138993.916042103444
1656028800,2022-06-24 00:00:00,TVK/USDT,0.033,0.0346,0.0327,0.034,2014523.78644209,67719.938129385803
1655942400,2022-06-23 00:00:00,TVK/USDT,0.0306,0.0349,0.0305,0.0329,2236479.49734572,72851.101426398318
1655856000,2022-06-22 00:00:00,TVK/USDT,0.0325,0.0325,0.0303,0.0306,2678914.36737298,83903.003568786779
1655769600,2022-06-21 00:00:00,TVK/USDT,0.0324,0.0337,0.0319,0.0325,2903655.86290788,95092.660915628274
1655683200,2022-06-20 00:00:00,TVK/USDT,0.0314,0.0326,0.03,0.0326,2724534.26974663,86028.036281098426
1655596800,2022-06-19 00:00:00,TVK/USDT,0.0296,0.032,0.0284,0.0313,2134238.23158446,65042.578558927242
1655510400,2022-06-18 00:00:00,TVK/USDT,0.0319,0.0323,0.0273,0.0296,1968949.71518498,57330.992818375053
1655424000,2022-06-17 00:00:00,TVK/USDT,0.0313,0.0326,0.0312,0.032,575689.43255219,18413.33127413869
1655337600,2022-06-16 00:00:00,TVK/USDT,0.0348,0.0351,0.0305,0.0312,1596821.07496686,52131.308746672826
1655251200,2022-06-15 00:00:00,TVK/USDT,0.0335,0.0347,0.0301,0.0347,3168137.22307236,101152.482506981535
1655164800,2022-06-14 00:00:00,TVK/USDT,0.0325,0.0344,0.0305,0.0336,2186144.53021946,71919.932332187569
1655078400,2022-06-13 00:00:00,TVK/USDT,0.0337,0.034,0.0297,0.0323,2671044.19203351,85162.283468452704
1654992000,2022-06-12 00:00:00,TVK/USDT,0.037,0.0373,0.0337,0.0337,1761226.39351784,62428.523081279728
1654905600,2022-06-11 00:00:00,TVK/USDT,0.0394,0.0409,0.0355,0.037,1883190.98666686,71842.113153090294
1654819200,2022-06-10 00:00:00,TVK/USDT,0.0421,0.0422,0.0394,0.0394,1769365.84399521,72060.638003068143
1654732800,2022-06-09 00:00:00,TVK/USDT,0.0431,0.0447,0.0415,0.042,1255907.61663175,53609.437997446714
1654646400,2022-06-08 00:00:00,TVK/USDT,0.0421,0.0461,0.0408,0.0432,2539414.21634505,109873.599306782723
1654560000,2022-06-07 00:00:00,TVK/USDT,0.0413,0.043,0.0388,0.0422,1974204.14687848,81476.46221244919
1654473600,2022-06-06 00:00:00,TVK/USDT,0.0408,0.0428,0.0408,0.0412,949825.83644524,39893.686443261033
1654387200,2022-06-05 00:00:00,TVK/USDT,0.0408,0.0437,0.0401,0.0409,1551807.66883289,64320.594221838
1654300800,2022-06-04 00:00:00,TVK/USDT,0.0415,0.0451,0.0401,0.0408,2045317.56077129,85982.013063704516
1654214400,2022-06-03 00:00:00,TVK/USDT,0.0411,0.0523,0.038,0.0414,9625572.86170651,429509.443664806784
1654128000,2022-06-02 00:00:00,TVK/USDT,0.0389,0.0415,0.0382,0.0412,833595.06221605,33271.412675003007
1654041600,2022-06-01 00:00:00,TVK/USDT,0.0439,0.0441,0.0382,0.0391,1241997.05103942,51786.420283978166
1653955200,2022-05-31 00:00:00,TVK/USDT,0.0433,0.0448,0.0423,0.0438,1394410.98856425,60794.778485503785
1653868800,2022-05-30 00:00:00,TVK/USDT,0.0413,0.0438,0.0413,0.0433,1739790.04848301,74037.01272013256
1653782400,2022-05-29 00:00:00,TVK/USDT,0.0393,0.0416,0.0379,0.0412,1395267.84477806,54592.249943078602
1653696000,2022-05-28 00:00:00,TVK/USDT,0.0379,0.0398,0.0378,0.0394,1903523.88326601,74124.199749737593
1653609600,2022-05-27 00:00:00,TVK/USDT,0.0397,0.0402,0.0369,0.0379,4243051.32154204,163517.62797334148
1653523200,2022-05-26 00:00:00,TVK/USDT,0.0422,0.0472,0.0378,0.0398,8105210.09045807,339179.206221671976
1653436800,2022-05-25 00:00:00,TVK/USDT,0.0413,0.0486,0.0407,0.0422,6244620.26666773,271731.996642850371
1653350400,2022-05-24 00:00:00,TVK/USDT,0.0395,0.0421,0.0389,0.0412,4759494.61869354,193356.340052200041
1653264000,2022-05-23 00:00:00,TVK/USDT,0.0419,0.0435,0.0391,0.0396,4269187.05119879,178651.527176432558
1653177600,2022-05-22 00:00:00,TVK/USDT,0.0413,0.0462,0.0397,0.042,5520158.21853389,232519.208503101134
1653091200,2022-05-21 00:00:00,TVK/USDT,0.0375,0.0517,0.037,0.0413,9688283.03835229,424900.931652177283
1653004800,2022-05-20 00:00:00,TVK/USDT,0.0397,0.0399,0.0363,0.0376,5704776.5835931,217747.659097877644
1652918400,2022-05-19 00:00:00,TVK/USDT,0.0363,0.0446,0.035,0.0397,5328932.38087985,215169.378860512564
1652832000,2022-05-18 00:00:00,TVK/USDT,0.0412,0.0414,0.0361,0.0363,2309163.96562081,88613.450886237203
1652745600,2022-05-17 00:00:00,TVK/USDT,0.0382,0.0419,0.0354,0.0412,2802366.19984235,108948.138729812073
1652659200,2022-05-16 00:00:00,TVK/USDT,0.041,0.041,0.037,0.0383,1347703.64720749,52893.510354757949
1652572800,2022-05-15 00:00:00,TVK/USDT,0.037,0.0411,0.0359,0.0411,730240.92731236,28720.617437927132
1652486400,2022-05-14 00:00:00,TVK/USDT,0.0358,0.0372,0.0327,0.0369,1294834.35905806,45067.370146816889
1652400000,2022-05-13 00:00:00,TVK/USDT,0.0297,0.041,0.0294,0.0359,3476011.47755417,128424.057140958227
1652313600,2022-05-12 00:00:00,TVK/USDT,0.0351,0.0374,0.0255,0.0298,3990907.7332643,122401.48568377047
1652227200,2022-05-11 00:00:00,TVK/USDT,0.0586,0.0602,0.0321,0.0351,17555595.77869982,803428.220845596575
1652140800,2022-05-10 00:00:00,TVK/USDT,0.0571,0.0658,0.055,0.0587,7950464.28161238,486370.705382702435
1652054400,2022-05-09 00:00:00,TVK/USDT,0.0726,0.0744,0.0572,0.0572,5986313.22578497,387924.910034571957
1651968000,2022-05-08 00:00:00,TVK/USDT,0.0762,0.0762,0.0715,0.0726,2607186.28229908,190769.489237592076
1651881600,2022-05-07 00:00:00,TVK/USDT,0.0786,0.0836,0.0737,0.0763,3346496.73534309,265635.933528930309
1651795200,2022-05-06 00:00:00,TVK/USDT,0.0793,0.0851,0.0742,0.0787,4982128.31673614,391574.118838366239
1651708800,2022-05-05 00:00:00,TVK/USDT,0.0894,0.0899,0.0767,0.0792,2815392.59304757,232657.783464021211
1651622400,2022-05-04 00:00:00,TVK/USDT,0.082,0.0897,0.0819,0.0896,2328702.58005333,199645.445431804937
1651536000,2022-05-03 00:00:00,TVK/USDT,0.0825,0.0869,0.0814,0.0821,2526826.88007984,212065.197990023951
1651449600,2022-05-02 00:00:00,TVK/USDT,0.0828,0.0866,0.0803,0.0825,2358789.71275095,196533.431501942666
1651363200,2022-05-01 00:00:00,TVK/USDT,0.0793,0.0841,0.0781,0.0829,1668515.5227417,134812.209911755208
1651276800,2022-04-30 00:00:00,TVK/USDT,0.0887,0.0906,0.0765,0.0791,2031075.57110406,174116.630844430806
1651190400,2022-04-29 00:00:00,TVK/USDT,0.0944,0.0971,0.0875,0.0883,1983499.48345351,181709.835127147615
1651104000,2022-04-28 00:00:00,TVK/USDT,0.0945,0.0992,0.0931,0.0946,1699118.74468112,161762.317551744592
1651017600,2022-04-27 00:00:00,TVK/USDT,0.0915,0.0961,0.0849,0.0946,2676460.70399599,251252.338961925256
1650931200,2022-04-26 00:00:00,TVK/USDT,0.1012,0.1027,0.0903,0.0915,2407290.38213482,231479.714349001509
1650844800,2022-04-25 00:00:00,TVK/USDT,0.1045,0.1046,0.094,0.1011,3852546.68029659,379444.721982867656
1650758400,2022-04-24 00:00:00,TVK/USDT,0.1026,0.1094,0.1025,0.1045,2356316.87048897,248536.221236863608
1650672000,2022-04-23 00:00:00,TVK/USDT,0.1054,0.1064,0.1017,0.1026,1311049.99681,136212.495336278862
1650585600,2022-04-22 00:00:00,TVK/USDT,0.1067,0.1116,0.1033,0.1054,1766848.70342661,188318.591681239688
1650499200,2022-04-21 00:00:00,TVK/USDT,0.1063,0.1122,0.1032,0.1066,2698920.97082736,292930.661838165588
1650412800,2022-04-20 00:00:00,TVK/USDT,0.1107,0.1127,0.1045,0.1065,2398696.32746059,260127.664313111893
1650326400,2022-04-19 00:00:00,TVK/USDT,0.1059,0.1166,0.1055,0.1107,3325386.7755955,364093.851759290785
1650240000,2022-04-18 00:00:00,TVK/USDT,0.1042,0.1063,0.0966,0.1057,3277218.31589196,330303.379984157181
1650153600,2022-04-17 00:00:00,TVK/USDT,0.1092,0.1105,0.1039,0.1043,825645.06912398,89285.443383317038
1650067200,2022-04-16 00:00:00,TVK/USDT,0.1129,0.113,0.1074,0.1094,1474827.39450164,162314.896801317334
1649980800,2022-04-15 00:00:00,TVK/USDT,0.1077,0.1257,0.1077,0.1127,6208394.88399128,721271.112213232056
1649894400,2022-04-14 00:00:00,TVK/USDT,0.1068,0.1181,0.1059,0.1077,4708778.22165858,519058.547190644446
1649808000,2022-04-13 00:00:00,TVK/USDT,0.1058,0.1076,0.1022,0.107,1641917.94977955,173977.971310659695
1649721600,2022-04-12 00:00:00,TVK/USDT,0.1017,0.1108,0.1011,0.106,1807008.57289121,191122.315149255984
1649635200,2022-04-11 00:00:00,TVK/USDT,0.1141,0.1146,0.1005,0.1014,2687956.30737313,288072.13576933222
1649548800,2022-04-10 00:00:00,TVK/USDT,0.1192,0.1212,0.1137,0.1139,1845855.2522567,218180.605337099859
1649462400,2022-04-09 00:00:00,TVK/USDT,0.1157,0.1193,0.1141,0.1193,1712653.52284257,198829.556117833548
1649376000,2022-04-08 00:00:00,TVK/USDT,0.1262,0.1331,0.1147,0.1155,3530294.24125419,442954.422978046001
1649289600,2022-04-07 00:00:00,TVK/USDT,0.1209,0.1277,0.1182,0.1261,3744093.8588115,465445.133426556003
1649203200,2022-04-06 00:00:00,TVK/USDT,0.1429,0.1429,0.1207,0.1208,4865773.47152999,637960.333146460947
1649116800,2022-04-05 00:00:00,TVK/USDT,0.1548,0.1572,0.142,0.1429,3800701.77588354,557817.342829204958
1649030400,2022-04-04 00:00:00,TVK/USDT,0.1451,0.1599,0.1407,0.1548,8392701.03702204,1245211.120033921356
1648944000,2022-04-03 00:00:00,TVK/USDT,0.1402,0.1474,0.138,0.1452,3081904.71079468,438990.424928150318
1648857600,2022-04-02 00:00:00,TVK/USDT,0.1435,0.1544,0.14,0.1404,3620313.53401764,526478.549634480965
1648771200,2022-04-01 00:00:00,TVK/USDT,0.1294,0.1568,0.1277,0.1442,7470648.88124269,1066829.010482899857
1648684800,2022-03-31 00:00:00,TVK/USDT,0.1365,0.1432,0.1273,0.1292,5066140.14641754,691842.521373604095
1648598400,2022-03-30 00:00:00,TVK/USDT,0.1344,0.1404,0.133,0.1368,2985824.48818921,410468.834661202493
1648512000,2022-03-29 00:00:00,TVK/USDT,0.1325,0.143,0.1321,0.1344,2639399.89549371,361289.365313119294
1648425600,2022-03-28 00:00:00,TVK/USDT,0.1351,0.1437,0.1322,0.1328,5257624.39430883,724746.58860388252
1648339200,2022-03-27 00:00:00,TVK/USDT,0.1238,0.1394,0.1235,0.1351,5372665.1342777,714457.791270558468
1648252800,2022-03-26 00:00:00,TVK/USDT,0.1202,0.1246,0.1192,0.124,1182070.35354339,143930.325218519741
1648166400,2022-03-25 00:00:00,TVK/USDT,0.1231,0.1256,0.1199,0.1203,1638384.93170152,201691.338943306941
1648080000,2022-03-24 00:00:00,TVK/USDT,0.1228,0.1277,0.1196,0.1231,2451182.78855319,301524.609961377792
1647993600,2022-03-23 00:00:00,TVK/USDT,0.1258,0.1274,0.1168,0.1227,2960432.20584285,358637.695011220686
1647907200,2022-03-22 00:00:00,TVK/USDT,0.1205,0.1296,0.1203,0.1257,3907171.88532755,490160.833943994157
1647820800,2022-03-21 00:00:00,TVK/USDT,0.1197,0.1606,0.1197,0.1206,20064633.54010493,2733166.356856806024
1647734400,2022-03-20 00:00:00,TVK/USDT,0.1126,0.1233,0.1077,0.1194,3591170.97754147,415928.612311236722
1647648000,2022-03-19 00:00:00,TVK/USDT,0.1104,0.1231,0.1101,0.1127,3080204.74731396,354208.946131879016
1647561600,2022-03-18 00:00:00,TVK/USDT,0.1082,0.1116,0.1052,0.1102,1863868.78529789,202347.300453216984
1647475200,2022-03-17 00:00:00,TVK/USDT,0.1069,0.1113,0.1059,0.1082,1775533.93134897,192482.61093710375
1647388800,2022-03-16 00:00:00,TVK/USDT,0.1031,0.108,0.101,0.107,2761087.39272042,288107.814179297763
1647302400,2022-03-15 00:00:00,TVK/USDT,0.1014,0.1128,0.0985,0.1032,4001437.6139521,419274.353286328047
1647216000,2022-03-14 00:00:00,TVK/USDT,0.1008,0.104,0.0982,0.1013,1503814.87828632,151601.022400332359
1647129600,2022-03-13 00:00:00,TVK/USDT,0.1037,0.1177,0.1004,0.1009,4849097.92259122,527898.890383828478
1647043200,2022-03-12 00:00:00,TVK/USDT,0.0981,0.11,0.0981,0.1037,3430253.45286904,361717.23085168924
1646956800,2022-03-11 00:00:00,TVK/USDT,0.1017,0.105,0.0982,0.0982,1511538.18345247,154264.927553781552
1646870400,2022-03-10 00:00:00,TVK/USDT,0.1062,0.1129,0.0995,0.1018,2438032.15962435,251023.914233310484
1646784000,2022-03-09 00:00:00,TVK/USDT,0.0993,0.1135,0.099,0.1062,1916200.68801844,206795.918987132605
1646697600,2022-03-08 00:00:00,TVK/USDT,0.1008,0.1035,0.0981,0.0992,985785.21366454,99060.590879712886
1646611200,2022-03-07 00:00:00,TVK/USDT,0.1017,0.1096,0.0961,0.1009,2140507.06099912,215238.664828367142
1646524800,2022-03-06 00:00:00,TVK/USDT,0.1061,0.1076,0.1017,0.1018,1610945.65349512,168041.73701226071
1646438400,2022-03-05 00:00:00,TVK/USDT,0.102,0.1103,0.0997,0.106,1291471.26275368,136199.236906080569
1646352000,2022-03-04 00:00:00,TVK/USDT,0.1114,0.1124,0.1001,0.102,2484422.65710563,267905.67013241798
1646265600,2022-03-03 00:00:00,TVK/USDT,0.1186,0.122,0.1093,0.1112,2458662.84728425,284670.979825842504
1646179200,2022-03-02 00:00:00,TVK/USDT,0.1145,0.1311,0.1107,0.1188,7213686.73042818,872945.633403216211
1646092800,2022-03-01 00:00:00,TVK/USDT,0.1114,0.1195,0.1088,0.1146,3716632.48255597,421398.837508646956
1646006400,2022-02-28 00:00:00,TVK/USDT,0.0996,0.119,0.0987,0.1114,2839241.55323287,302351.887200119518
1645920000,2022-02-27 00:00:00,TVK/USDT,0.1049,0.1084,0.0935,0.1001,4288501.87173983,436132.013644986512
1645833600,2022-02-26 00:00:00,TVK/USDT,0.1057,0.1184,0.1046,0.1051,2916573.56548303,314593.613880551264
1645747200,2022-02-25 00:00:00,TVK/USDT,0.0981,0.1129,0.0975,0.1058,5317951.87126504,560778.581923176122
1645660800,2022-02-24 00:00:00,TVK/USDT,0.1006,0.1016,0.0838,0.0981,6587975.42414148,605433.227398843832
1645574400,2022-02-23 00:00:00,TVK/USDT,0.1056,0.1139,0.1007,0.1007,3849890.89436812,415113.807017915135
1645488000,2022-02-22 00:00:00,TVK/USDT,0.1004,0.107,0.0946,0.1056,5558817.41234613,567223.73835130269
1645401600,2022-02-21 00:00:00,TVK/USDT,0.1093,0.1178,0.1001,0.1002,5173604.45249368,562306.098487298451
1645315200,2022-02-20 00:00:00,TVK/USDT,0.117,0.1175,0.1059,0.1092,2959363.060088,323536.133424938819
1645228800,2022-02-19 00:00:00,TVK/USDT,0.1173,0.1212,0.1139,0.117,1853713.28205636,217280.944521019518
1645142400,2022-02-18 00:00:00,TVK/USDT,0.1248,0.13,0.1169,0.1175,3578129.57844583,436746.007247004402
1645056000,2022-02-17 00:00:00,TVK/USDT,0.1392,0.1431,0.1226,0.1248,4526802.36832373,600667.119211292248
1644969600,2022-02-16 00:00:00,TVK/USDT,0.1393,0.1465,0.1345,0.1391,4158097.97856277,581113.410478612623
1644883200,2022-02-15 00:00:00,TVK/USDT,0.1258,0.1397,0.1255,0.1391,3422467.50239944,461061.6493992714
1644796800,2022-02-14 00:00:00,TVK/USDT,0.1255,0.1281,0.12,0.1256,2009916.28633903,249709.780863905909
1644710400,2022-02-13 00:00:00,TVK/USDT,0.1295,0.1326,0.1238,0.1252,1658173.18955383,214351.654975039924
1644624000,2022-02-12 00:00:00,TVK/USDT,0.1338,0.136,0.1266,0.1296,1894062.03089778,248523.27141633297
1644537600,2022-02-11 00:00:00,TVK/USDT,0.1533,0.1541,0.1313,0.1342,4498419.86108888,656238.476023691435
1644451200,2022-02-10 00:00:00,TVK/USDT,0.1503,0.1611,0.1444,0.1534,5817655.9611356,897330.91045819942
1644364800,2022-02-09 00:00:00,TVK/USDT,0.1501,0.153,0.1453,0.1505,2093190.1933509,313943.454133957674
1644278400,2022-02-08 00:00:00,TVK/USDT,0.1558,0.1596,0.1433,0.1496,3072539.39904984,459690.501339578023
1644192000,2022-02-07 00:00:00,TVK/USDT,0.1482,0.1661,0.146,0.1554,3485076.38461442,546477.695589204852
1644105600,2022-02-06 00:00:00,TVK/USDT,0.1465,0.1625,0.1439,0.1485,5302962.31446302,808838.162841309985
1644019200,2022-02-05 00:00:00,TVK/USDT,0.1348,0.1509,0.1342,0.1465,3172938.17833669,444062.13704799664
