https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume XRP
1663545600000,2022-09-19 00:00:00,XRP/ETH,0.00026932,0.0002705,0.00026648,0.00026869,5.324021700769623,19814.73706044
1663459200000,2022-09-18 00:00:00,XRP/ETH,0.00025613,0.00029047,0.00025172,0.00026821,111.10954692630325,414263.25240037
1663372800000,2022-09-17 00:00:00,XRP/ETH,0.00024762,0.00026435,0.00024165,0.00025577,109.3888222773847,427684.33466546
1663286400000,2022-09-16 00:00:00,XRP/ETH,0.00022169,0.0002504,0.00021992,0.00024876,98.49163259343091,395930.34488435
1663200000000,2022-09-15 00:00:00,XRP/ETH,0.00020945,0.00022296,0.00020697,0.00022149,91.8784610028332,414819.90610336
1663113600000,2022-09-14 00:00:00,XRP/ETH,0.00021218,0.0002148,0.00020685,0.0002086,69.60126925532177,333659.00889416
1663027200000,2022-09-13 00:00:00,XRP/ETH,0.00020961,0.00021457,0.00020391,0.00021141,80.14688656380999,379106.41201367
1662940800000,2022-09-12 00:00:00,XRP/ETH,0.00020125,0.00020997,0.00020027,0.00020955,82.08950986067079,391741.87478249
1662854400000,2022-09-11 00:00:00,XRP/ETH,0.00020117,0.00020421,0.0002,0.00020127,78.29932941324486,389026.32987154
1662768000000,2022-09-10 00:00:00,XRP/ETH,0.00020787,0.00020843,0.00020072,0.00020125,80.25825486296372,398798.78192777
1662681600000,2022-09-09 00:00:00,XRP/ETH,0.00020757,0.00021111,0.00020072,0.00020774,87.25560684570534,420023.13875857
1662595200000,2022-09-08 00:00:00,XRP/ETH,0.00020676,0.00020942,0.00020265,0.00020781,81.75367213640206,393405.86177952
1662508800000,2022-09-07 00:00:00,XRP/ETH,0.00020602,0.00021404,0.00020218,0.00020687,83.06422213144975,401528.60313941
1662422400000,2022-09-06 00:00:00,XRP/ETH,0.00020563,0.00020894,0.00019994,0.00020606,83.68314449462027,406110.57213734
1662336000000,2022-09-05 00:00:00,XRP/ETH,0.00021013,0.00021114,0.00020408,0.00020595,81.82755585876701,397317.5812516
1662249600000,2022-09-04 00:00:00,XRP/ETH,0.00021161,0.00021378,0.00020986,0.00021013,83.50889659412479,397415.39329998
1662163200000,2022-09-03 00:00:00,XRP/ETH,0.0002102,0.00021379,0.00020877,0.00021158,81.91224242093122,387145.48833033
1662076800000,2022-09-02 00:00:00,XRP/ETH,0.00021013,0.00021117,0.0002017,0.00021005,84.62958944734712,402902.11591215
1661990400000,2022-09-01 00:00:00,XRP/ETH,0.0002109,0.00021244,0.00020646,0.00020993,84.24787691577286,401314.1376448
