https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume DAI
1643500800,2022-01-30 00:00:00,USDT/DAI,1.0007,1.0012,1.0003,1.0005,288856.05015257,289063.090483251179
1643414400,2022-01-29 00:00:00,USDT/DAI,0.9999,1.0016,0.9989,1.0007,1392994.20067705,1393029.135425532598
1643328000,2022-01-28 00:00:00,USDT/DAI,1.0007,1.0015,0.9998,0.9999,811067.9360184,811530.631618411477
1643241600,2022-01-27 00:00:00,USDT/DAI,1.0003,1.0009,0.9985,1.0007,946547.72102571,946675.622291171044
1643155200,2022-01-26 00:00:00,USDT/DAI,1.0005,1.0014,0.9995,1.0002,787679.71424316,788065.947189075601
1643068800,2022-01-25 00:00:00,USDT/DAI,1.0004,1.0016,1,1.0005,739911.51588873,740374.666753954418
1642982400,2022-01-24 00:00:00,USDT/DAI,1.0001,1.0009,0.9985,1.0004,1329542.89122241,1329235.388485412496
1642896000,2022-01-23 00:00:00,USDT/DAI,1.0003,1.0009,0.9986,0.9999,813584.87502312,813625.988017953339
1642809600,2022-01-22 00:00:00,USDT/DAI,0.9998,1.0013,0.9989,1.0003,1742022.29338078,1742483.814050596215
1642723200,2022-01-21 00:00:00,USDT/DAI,1.0004,1.0004,0.9922,0.9995,1813878.87071953,1812819.713866043493
1642636800,2022-01-20 00:00:00,USDT/DAI,1.0005,1.002,1.0001,1.0003,801855.80643803,802311.860999555503
1642550400,2022-01-19 00:00:00,USDT/DAI,1.0005,1.0065,0.9997,1.0005,1309872.56543246,1311038.828371961924
1642464000,2022-01-18 00:00:00,USDT/DAI,1.0005,1.004,0.9997,1.0005,888229.52723864,888626.411619007227
1642377600,2022-01-17 00:00:00,USDT/DAI,1.0007,1.0048,1.0001,1.0004,822434.17836551,823104.110901659887
1642291200,2022-01-16 00:00:00,USDT/DAI,1.0007,1.0011,0.9996,1.0007,621856.18248127,622105.035358189462
1642204800,2022-01-15 00:00:00,USDT/DAI,1.0007,1.0039,1,1.0006,768588.52243104,768944.424823184142
1642118400,2022-01-14 00:00:00,USDT/DAI,1.0006,1.0057,1.0002,1.0005,1001788.38797151,1002682.447264995609
1642032000,2022-01-13 00:00:00,USDT/DAI,1.0005,1.0109,1,1.001,787050.44982824,788107.543227758369
1641945600,2022-01-12 00:00:00,USDT/DAI,1.0004,1.0289,0.9989,1.0005,1610561.57620657,1614868.229149956243
1641859200,2022-01-11 00:00:00,USDT/DAI,1.0002,1.0012,0.9991,1.0005,975796.80574059,975924.72460886477
1641772800,2022-01-10 00:00:00,USDT/DAI,1.0001,1.0012,0.9997,1.0003,663107.5191516,663347.397891082156
1641686400,2022-01-09 00:00:00,USDT/DAI,1.0003,1.0015,0.999,1.0002,961226.37240796,961369.540785809357
1641600000,2022-01-08 00:00:00,USDT/DAI,1,1.017,0.9998,1.0004,1603795.20507933,1606322.844250601744
1641513600,2022-01-07 00:00:00,USDT/DAI,0.9999,1.0008,0.9996,1.0003,1170204.18525831,1170344.378837741521
1641427200,2022-01-06 00:00:00,USDT/DAI,1.0004,1.0021,0.9989,1.0001,1343646.56124386,1343961.093761172083
1641340800,2022-01-05 00:00:00,USDT/DAI,1.0007,1.0021,0.9995,1.0004,1222129.86972776,1222711.906670917689
1641254400,2022-01-04 00:00:00,USDT/DAI,1.0004,1.0017,0.9996,1.0006,1027635.43445344,1028097.918167413643
1641168000,2022-01-03 00:00:00,USDT/DAI,1.0007,1.0016,0.9999,1.0004,705725.95536278,706035.334946802705
1641081600,2022-01-02 00:00:00,USDT/DAI,1.001,1.0015,1,1.0003,767713.05074297,768226.035106283187
1640995200,2022-01-01 00:00:00,USDT/DAI,1.0004,1.0015,0.9999,1.0005,555058.15222183,555384.851040071763
1640908800,2021-12-31 00:00:00,USDT/DAI,1.0004,1.0014,1,1.0005,825029.52029272,825575.664898508075
1640822400,2021-12-30 00:00:00,USDT/DAI,1.0004,1.0011,1,1.0004,666453.04215668,666768.043400832486
1640736000,2021-12-29 00:00:00,USDT/DAI,1.0005,1.001,0.9995,1.0007,554245.29648387,554366.843862754775
1640649600,2021-12-28 00:00:00,USDT/DAI,1.0009,1.0016,1,1.001,1004424.19210687,1005220.905055340803
