https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume DASH
1663549200000,2022-09-19 01:00:00,DASH/USDT,40.601478,40.826597,40.563772,40.826597,126.15418473,3.09
1663545600000,2022-09-19 00:00:00,DASH/USDT,40.261251,40.747793,40.125646,40.628781,659.995441254447,16.24452974
1663542000000,2022-09-18 23:00:00,DASH/USDT,40.491121,40.768869,40.04481,40.263479,918.1922018349677,22.80459177
1663538400000,2022-09-18 22:00:00,DASH/USDT,40.842679,40.934601,40.052962,40.470149,1805.5941945166005,44.61545705
1663534800000,2022-09-18 21:00:00,DASH/USDT,42.432561,42.432561,39.944433,40.948778,5077.602627386102,123.99888044
1663531200000,2022-09-18 20:00:00,DASH/USDT,42.676265,42.677311,42.343812,42.438613,655.6890528948555,15.45029412
1663527600000,2022-09-18 19:00:00,DASH/USDT,42.66175,42.85939,42.521382,42.709793,667.1430456157707,15.62037647
1663524000000,2022-09-18 18:00:00,DASH/USDT,42.707079,42.881957,42.5,42.637583,1659.2329676006827,38.91479889
1663520400000,2022-09-18 17:00:00,DASH/USDT,43.036577,43.116346,42.621909,42.698501,703.9915693963007,16.4875008
1663516800000,2022-09-18 16:00:00,DASH/USDT,43.279042,43.3979,42.841711,43.03179,637.036431188598,14.8038562
1663513200000,2022-09-18 15:00:00,DASH/USDT,43.338714,43.509147,43.20662,43.296131,512.19322973,11.83
1663509600000,2022-09-18 14:00:00,DASH/USDT,43.744632,43.744632,43.257673,43.36316,769.2624583999999,17.74
1663506000000,2022-09-18 13:00:00,DASH/USDT,43.774268,43.779101,43.60851,43.768639,734.6068529276758,16.78386328
1663502400000,2022-09-18 12:00:00,DASH/USDT,43.693562,43.785305,43.400433,43.733605,1041.6894403562756,23.81897034
1663498800000,2022-09-18 11:00:00,DASH/USDT,43.63111,43.778579,43.624596,43.679098,591.8517779000001,13.55
1663495200000,2022-09-18 10:00:00,DASH/USDT,43.514892,43.829053,43.465545,43.660695,749.5560310611905,17.16775308
1663491600000,2022-09-18 09:00:00,DASH/USDT,44.460134,44.629068,43.48231,43.528323,1191.3915372233682,27.37049018
1663488000000,2022-09-18 08:00:00,DASH/USDT,44.403401,44.520714,44.297762,44.386437,658.25086071,14.83
1663484400000,2022-09-18 07:00:00,DASH/USDT,44.316066,44.427754,44.243334,44.395208,646.3942284799999,14.56
1663480800000,2022-09-18 06:00:00,DASH/USDT,44.257772,44.348985,44.058836,44.341831,1617.1078280175623,36.46912614
1663477200000,2022-09-18 05:00:00,DASH/USDT,44.113296,44.344008,44.113296,44.329313,649.42443545,14.65
1663473600000,2022-09-18 04:00:00,DASH/USDT,44.047956,44.186211,44.047956,44.17075,644.009535,14.58
1663470000000,2022-09-18 03:00:00,DASH/USDT,44.295077,44.295077,43.951725,44.032026,712.2278639094122,16.17522355
1663466400000,2022-09-18 02:00:00,DASH/USDT,44.22244,44.375459,44.217888,44.255707,619.13734093,13.99
1663462800000,2022-09-18 01:00:00,DASH/USDT,44.1624,44.307901,44.049862,44.214114,612.3654789,13.85
1663459200000,2022-09-18 00:00:00,DASH/USDT,44.516135,44.540385,43.939475,44.142659,757.6975829122315,17.16474721
1663455600000,2022-09-17 23:00:00,DASH/USDT,44.392153,44.600493,44.353046,44.520103,677.59596766,15.22
1663452000000,2022-09-17 22:00:00,DASH/USDT,44.388438,44.510215,44.350758,44.385204,690.6337742400001,15.56
1663448400000,2022-09-17 21:00:00,DASH/USDT,44.548974,44.548974,44.277886,44.399671,743.2504925399999,16.74
1663444800000,2022-09-17 20:00:00,DASH/USDT,44.3738,44.485608,44.261166,44.475653,477.66851322,10.74
1663441200000,2022-09-17 19:00:00,DASH/USDT,44.384467,44.415668,44.245587,44.382557,654.9344964438804,14.75657422
1663437600000,2022-09-17 18:00:00,DASH/USDT,44.409871,44.52159,44.358546,44.400868,691.5538325336191,15.57523228
1663434000000,2022-09-17 17:00:00,DASH/USDT,44.668937,44.718921,44.376741,44.421106,654.76088348516,14.73986
1663430400000,2022-09-17 16:00:00,DASH/USDT,44.415382,44.70239,44.415382,44.688997,694.3768975706596,15.53798349
1663426800000,2022-09-17 15:00:00,DASH/USDT,44.365885,44.443368,44.258654,44.38666,734.599223,16.55
1663423200000,2022-09-17 14:00:00,DASH/USDT,44.147594,44.470365,44.147594,44.267737,700.6831291277009,15.82830243
1663419600000,2022-09-17 13:00:00,DASH/USDT,44.054555,44.262818,44.054555,44.197117,767.2619511199999,17.36
1663416000000,2022-09-17 12:00:00,DASH/USDT,43.97913,44.104708,43.912204,44.064583,602.36284961,13.67
1663412400000,2022-09-17 11:00:00,DASH/USDT,44.052558,44.126031,43.94042,44.002027,672.35097256,15.28
1663408800000,2022-09-17 10:00:00,DASH/USDT,44.156091,44.166591,43.82861,44.075074,909.2687766199999,20.63
1663405200000,2022-09-17 09:00:00,DASH/USDT,44.162393,44.207475,44.057414,44.142789,639.62901261,14.49
1663401600000,2022-09-17 08:00:00,DASH/USDT,43.968844,44.172382,43.968844,44.135343,551.6917875,12.5
1663398000000,2022-09-17 07:00:00,DASH/USDT,43.933971,44.055751,43.819048,44.055751,672.0096083521709,15.25361827
1663394400000,2022-09-17 06:00:00,DASH/USDT,43.898922,44.020032,43.786552,43.874104,612.4851773739058,13.96006121
1663390800000,2022-09-17 05:00:00,DASH/USDT,44.117918,44.117918,43.828376,43.910433,663.4032799902625,15.10810153
1663387200000,2022-09-17 04:00:00,DASH/USDT,44.024163,44.234342,44.000236,44.055377,644.08961174,14.62
1663383600000,2022-09-17 03:00:00,DASH/USDT,43.929005,44.028631,43.910525,43.983773,633.80616893,14.41
1663380000000,2022-09-17 02:00:00,DASH/USDT,44.072864,44.139378,43.832067,43.921499,594.2578814699999,13.53
1663376400000,2022-09-17 01:00:00,DASH/USDT,44.058445,44.087532,43.863221,44.087532,628.6882063200001,14.26
1663372800000,2022-09-17 00:00:00,DASH/USDT,43.794392,44.354049,43.739647,44.065915,1114.6597209547992,25.29528142
1663369200000,2022-09-16 23:00:00,DASH/USDT,43.672918,43.790844,43.542305,43.753711,699.62183889,15.99
1663365600000,2022-09-16 22:00:00,DASH/USDT,43.656505,43.795094,43.615255,43.631225,666.176206882098,15.26833608
1663362000000,2022-09-16 21:00:00,DASH/USDT,43.559825,43.786077,43.559825,43.601023,674.50782581,15.47
1663358400000,2022-09-16 20:00:00,DASH/USDT,43.400478,43.60758,43.400478,43.558232,1073.3909919105274,24.64266667
1663354800000,2022-09-16 19:00:00,DASH/USDT,43.337223,43.504157,43.298273,43.379447,679.1652213773945,15.65638265
1663351200000,2022-09-16 18:00:00,DASH/USDT,43.081126,43.408687,42.948759,43.328017,613.09144055,14.15
