https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ONT,Volume BTC
1663459200,2022-09-18 00:00:00,ONT/BTC,0.000011772,0.000011854,0.000011705,0.000011731,171.1679,0.0020122856958
1663372800,2022-09-17 00:00:00,ONT/BTC,0.000011649,0.00001186,0.000011568,0.000011768,2307.5931,0.0269576897758
1663286400,2022-09-16 00:00:00,ONT/BTC,0.00001148,0.000011733,0.000011346,0.000011649,11463.1045,0.1330736520117
1663200000,2022-09-15 00:00:00,ONT/BTC,0.000011613,0.000011719,0.000011246,0.000011474,4591.7255,0.0525015797797
1663113600,2022-09-14 00:00:00,ONT/BTC,0.000011394,0.000011828,0.000011315,0.000011641,4162.699,0.0481715156794
1663027200,2022-09-13 00:00:00,ONT/BTC,0.000011328,0.000011599,0.00001099,0.000011375,13012.2107,0.1467366311876
1662940800,2022-09-12 00:00:00,ONT/BTC,0.000011546,0.00001194,0.000011239,0.000011289,8004.1428,0.091544539183
1662854400,2022-09-11 00:00:00,ONT/BTC,0.000011687,0.00001186,0.00001125,0.000011574,5123.4692,0.0595868862474
1662768000,2022-09-10 00:00:00,ONT/BTC,0.000011854,0.000012155,0.000011589,0.000011631,3124.1365,0.036962432945
1662681600,2022-09-09 00:00:00,ONT/BTC,0.000012568,0.00001269,0.000011644,0.000011903,4738.4739,0.057118777428
1662595200,2022-09-08 00:00:00,ONT/BTC,0.000011975,0.000012569,0.000011886,0.000012548,4975.8639,0.06125025501
1662508800,2022-09-07 00:00:00,ONT/BTC,0.000011898,0.000012219,0.000011714,0.000011984,5089.6578,0.0606922336745
1662422400,2022-09-06 00:00:00,ONT/BTC,0.00001226,0.000013333,0.000011878,0.000011909,8411.6507,0.1050752883979
1662336000,2022-09-05 00:00:00,ONT/BTC,0.000012204,0.000012396,0.000012045,0.000012286,3592.628,0.0439834605261
1662249600,2022-09-04 00:00:00,ONT/BTC,0.00001222,0.000012346,0.000012094,0.000012204,3547.907,0.0434746190525
1662163200,2022-09-03 00:00:00,ONT/BTC,0.000012048,0.000012219,0.000011914,0.000012165,6834.6408,0.0820712575701
1662076800,2022-09-02 00:00:00,ONT/BTC,0.000012421,0.000012516,0.000011985,0.000012033,4108.2133,0.0498552677133
1661990400,2022-09-01 00:00:00,ONT/BTC,0.000012278,0.000012516,0.00001202,0.000012445,2183.0614,0.0265989482821
1661904000,2022-08-31 00:00:00,ONT/BTC,0.000012278,0.00001233,0.000012097,0.000012246,4419.7292,0.0540397276171
1661817600,2022-08-30 00:00:00,ONT/BTC,0.000012096,0.000012279,0.000011951,0.000012171,3108.6807,0.0376629708285
1661731200,2022-08-29 00:00:00,ONT/BTC,0.000011884,0.000012184,0.00001176,0.000012092,2362.3207,0.0281381305889
1661644800,2022-08-28 00:00:00,ONT/BTC,0.000011844,0.000012088,0.000011761,0.000011994,7446.864,0.0884847133738
1661558400,2022-08-27 00:00:00,ONT/BTC,0.000011757,0.000012033,0.000011675,0.000011851,11376.3931,0.1354917488494
1661472000,2022-08-26 00:00:00,ONT/BTC,0.000012074,0.000012235,0.000011607,0.000011757,23627.3943,0.2816051732821
1661385600,2022-08-25 00:00:00,ONT/BTC,0.000011918,0.00001214,0.000011801,0.000012035,2074.9404,0.0248641792593
1661299200,2022-08-24 00:00:00,ONT/BTC,0.000012079,0.00001225,0.000011851,0.000011927,3897.2889,0.0471112576424
1661212800,2022-08-23 00:00:00,ONT/BTC,0.000011762,0.000012319,0.000011762,0.00001208,7818.2892,0.0941998781353
1661126400,2022-08-22 00:00:00,ONT/BTC,0.0000119,0.000012098,0.000011396,0.000011829,26936.8665,0.3172516713676
1661040000,2022-08-21 00:00:00,ONT/BTC,0.000011878,0.000012003,0.000011761,0.000011867,6489.2088,0.0771393388713
1660953600,2022-08-20 00:00:00,ONT/BTC,0.000012157,0.000012316,0.000011558,0.000011882,3301.8535,0.0393137457099
1660867200,2022-08-19 00:00:00,ONT/BTC,0.000011611,0.000012235,0.00001114,0.000012215,26572.4293,0.3091516729011
1660780800,2022-08-18 00:00:00,ONT/BTC,0.000012378,0.000012378,0.000011199,0.000011632,18509.95,0.2206564236522
1660694400,2022-08-17 00:00:00,ONT/BTC,0.000012042,0.0000163,0.000011987,0.000012385,118824.6344,1.6336969544035
1660608000,2022-08-16 00:00:00,ONT/BTC,0.000012058,0.00001225,0.000011862,0.000012053,4777.38,0.0576339907131
1660521600,2022-08-15 00:00:00,ONT/BTC,0.000012086,0.000012416,0.000011864,0.000012058,12469.2825,0.1512352044239
1660435200,2022-08-14 00:00:00,ONT/BTC,0.00001224,0.00001241,0.00001193,0.000012025,12835.8206,0.1539885467253
1660348800,2022-08-13 00:00:00,ONT/BTC,0.000012217,0.000012284,0.000012051,0.000012199,1566.5637,0.0190393545696
1660262400,2022-08-12 00:00:00,ONT/BTC,0.000012199,0.00001336,0.00001202,0.00001219,13782.9101,0.1678828309652
1660176000,2022-08-11 00:00:00,ONT/BTC,0.000011969,0.000013126,0.000011785,0.000012183,44346.4136,0.5560050928837
1660089600,2022-08-10 00:00:00,ONT/BTC,0.000011758,0.000012009,0.000011633,0.000011971,1672.8209,0.0197809474369
1660003200,2022-08-09 00:00:00,ONT/BTC,0.000012151,0.000012203,0.000011683,0.00001176,12647.5243,0.1489483398675
1659916800,2022-08-08 00:00:00,ONT/BTC,0.000012535,0.000012544,0.000012023,0.000012131,8272.5056,0.1002653742382
1659830400,2022-08-07 00:00:00,ONT/BTC,0.000012501,0.000012621,0.000012317,0.000012516,2496.5363,0.0310519887501
1659744000,2022-08-06 00:00:00,ONT/BTC,0.000012513,0.000012625,0.000012334,0.000012502,1864.156,0.0232784909732
1659657600,2022-08-05 00:00:00,ONT/BTC,0.000012151,0.000014392,0.000012106,0.00001253,55751.6032,0.7566797628231
1659571200,2022-08-04 00:00:00,ONT/BTC,0.000011798,0.000012187,0.000011752,0.00001213,3588.0245,0.0429310959572
1659484800,2022-08-03 00:00:00,ONT/BTC,0.000011595,0.00001195,0.00001143,0.000011815,7695.2423,0.0907593172276
1659398400,2022-08-02 00:00:00,ONT/BTC,0.000012168,0.000012211,0.000011458,0.000011598,3141.1228,0.0369295125149
1659312000,2022-08-01 00:00:00,ONT/BTC,0.000011635,0.000012258,0.000011576,0.000012156,20577.0976,0.2442304701607
1659225600,2022-07-31 00:00:00,ONT/BTC,0.000011669,0.00001195,0.000011419,0.000011651,3139.3888,0.0367679631372
1659139200,2022-07-30 00:00:00,ONT/BTC,0.000011814,0.000012027,0.00001155,0.000011636,3579.8645,0.042155741759
1659052800,2022-07-29 00:00:00,ONT/BTC,0.000011494,0.000012845,0.000011457,0.000011775,37553.6375,0.4647240078242
1658966400,2022-07-28 00:00:00,ONT/BTC,0.000010757,0.000011988,0.000010677,0.000011492,40572.6624,0.4570629984886
1658880000,2022-07-27 00:00:00,ONT/BTC,0.000010889,0.000010929,0.00001055,0.000010755,3664.6248,0.0394740384561
1658793600,2022-07-26 00:00:00,ONT/BTC,0.000010722,0.000010908,0.000010608,0.000010856,1972.031,0.0211312949441
1658707200,2022-07-25 00:00:00,ONT/BTC,0.000011046,0.00001116,0.000010555,0.000010641,11927.6334,0.1291813854655
1658620800,2022-07-24 00:00:00,ONT/BTC,0.000011002,0.00001118,0.000010925,0.000011078,1929.0213,0.0213169678392
1658534400,2022-07-23 00:00:00,ONT/BTC,0.000010855,0.000011192,0.000010779,0.000010975,15271.8437,0.1686576061124
1658448000,2022-07-22 00:00:00,ONT/BTC,0.000010709,0.00001104,0.000010681,0.000010901,23682.7601,0.2601807877149
1658361600,2022-07-21 00:00:00,ONT/BTC,0.00001063,0.000010919,0.000010495,0.00001068,4017.2256,0.0429485139671
1658275200,2022-07-20 00:00:00,ONT/BTC,0.000010884,0.00001149,0.000010562,0.000010628,19760.9826,0.2145057151259
1658188800,2022-07-19 00:00:00,ONT/BTC,0.000011147,0.000011459,0.000010824,0.000010886,5052.716,0.0562491836955
1658102400,2022-07-18 00:00:00,ONT/BTC,0.000011023,0.00001135,0.00001088,0.000011147,22024.5759,0.242652815684
1658016000,2022-07-17 00:00:00,ONT/BTC,0.000011139,0.000011197,0.000010903,0.000011044,15103.1097,0.1663517471958
1657929600,2022-07-16 00:00:00,ONT/BTC,0.000011025,0.000011325,0.000010962,0.000011174,4574.9853,0.0507903665899
1657843200,2022-07-15 00:00:00,ONT/BTC,0.000011159,0.000011205,0.000010912,0.000011018,3668.3639,0.0405161434377
1657756800,2022-07-14 00:00:00,ONT/BTC,0.000011104,0.000011189,0.000010938,0.000011161,4610.6342,0.0509127642492
1657670400,2022-07-13 00:00:00,ONT/BTC,0.000011138,0.00001135,0.000010882,0.0000111,6980.7604,0.0771376386966
1657584000,2022-07-12 00:00:00,ONT/BTC,0.00001134,0.00001144,0.000011076,0.000011148,24672.5493,0.2775488459749
1657497600,2022-07-11 00:00:00,ONT/BTC,0.000012126,0.000012211,0.000011076,0.000011329,17126.7994,0.1944487608543
1657411200,2022-07-10 00:00:00,ONT/BTC,0.000012088,0.000012271,0.000011919,0.000012127,1983.3759,0.023905607204
1657324800,2022-07-09 00:00:00,ONT/BTC,0.000011388,0.00001314,0.000011388,0.000012098,44985.3833,0.5450986649122
1657238400,2022-07-08 00:00:00,ONT/BTC,0.000011493,0.000011668,0.000011211,0.000011308,27629.6891,0.3146874800306
1657152000,2022-07-07 00:00:00,ONT/BTC,0.000011551,0.000011821,0.00001138,0.000011484,2807.45428998,0.03259848230328804
1657065600,2022-07-06 00:00:00,ONT/BTC,0.000011601,0.000011763,0.00001149,0.000011551,2480.56798711,0.0288368621564916
1656979200,2022-07-05 00:00:00,ONT/BTC,0.000011907,0.000011995,0.000011545,0.000011612,5639.166019,0.0667674342636115
1656892800,2022-07-04 00:00:00,ONT/BTC,0.000012227,0.000012318,0.000011874,0.000011913,3533.5644,0.0424329279321
1656806400,2022-07-03 00:00:00,ONT/BTC,0.000012306,0.00001275,0.000012001,0.000012205,9925.6171,0.1212837350671
1656720000,2022-07-02 00:00:00,ONT/BTC,0.00001255,0.000012564,0.000012033,0.000012306,9335.3044,0.1145374169349
1656633600,2022-07-01 00:00:00,ONT/BTC,0.000011325,0.000012553,0.000011107,0.00001255,10726.3224,0.1290070746794
1656547200,2022-06-30 00:00:00,ONT/BTC,0.000011482,0.000011742,0.000011056,0.000011393,4917.5851495,0.055596742812809
1656460800,2022-06-29 00:00:00,ONT/BTC,0.000011574,0.000011736,0.000011334,0.000011481,3775.30032526,0.0436325791545744
