https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XVS,Volume USDT
1663200000,2022-09-15 00:00:00,XVS/USDT,4.6689,4.6689,4.63,4.63,0.5789,2.68780315
1663196400,2022-09-14 23:00:00,XVS/USDT,4.668,4.6889,4.659,4.6789,4.3928,20.59062446
1663192800,2022-09-14 22:00:00,XVS/USDT,4.6589,4.673,4.65,4.673,7.1119,33.13628924
1663189200,2022-09-14 21:00:00,XVS/USDT,4.63,4.66,4.6189,4.66,55.0359,255.19570868
1663185600,2022-09-14 20:00:00,XVS/USDT,4.6489,4.6589,4.6371,4.6371,0.8738,4.05659165
1663182000,2022-09-14 19:00:00,XVS/USDT,4.63,4.6689,4.63,4.6589,44.792,208.90597325
1663178400,2022-09-14 18:00:00,XVS/USDT,4.69,4.69,4.6,4.6,729.7424,3371.21337785
1663174800,2022-09-14 17:00:00,XVS/USDT,4.6672,4.7255,4.66,4.708,29.3524,138.6812921
1663171200,2022-09-14 16:00:00,XVS/USDT,4.699,4.699,4.66,4.679,7.1703,33.50907262
1663167600,2022-09-14 15:00:00,XVS/USDT,4.668,4.719,4.668,4.719,59.9505,281.18211838
1663164000,2022-09-14 14:00:00,XVS/USDT,4.684,4.698,4.683,4.687,28.2245,132.2046197
1663160400,2022-09-14 13:00:00,XVS/USDT,4.7039,4.708,4.667,4.699,6.6943,31.47829515
1663156800,2022-09-14 12:00:00,XVS/USDT,4.635,4.69,4.62,4.687,29.9121,139.05664
1663153200,2022-09-14 11:00:00,XVS/USDT,4.662,4.663,4.647,4.647,0.877,4.08152612
1663149600,2022-09-14 10:00:00,XVS/USDT,4.6501,4.663,4.6501,4.663,0.0574,0.26720728
1663146000,2022-09-14 09:00:00,XVS/USDT,4.683,4.683,4.6631,4.6739,1.4283,6.67084846
1663142400,2022-09-14 08:00:00,XVS/USDT,4.6426,4.6878,4.6426,4.6878,17.9549,83.5310521
1663138800,2022-09-14 07:00:00,XVS/USDT,4.687,4.687,4.646,4.665,225.6245,1052.37775545
1663135200,2022-09-14 06:00:00,XVS/USDT,4.7472,4.7472,4.69,4.69,3.3075,15.57263391
1663131600,2022-09-14 05:00:00,XVS/USDT,4.759,4.7789,4.7522,4.7789,129.0082,613.77345859
1663128000,2022-09-14 04:00:00,XVS/USDT,4.749,4.7691,4.749,4.7691,1.5251,7.24343355
1663124400,2022-09-14 03:00:00,XVS/USDT,4.7691,4.7691,4.749,4.7691,0.4673,2.22533217
1663120800,2022-09-14 02:00:00,XVS/USDT,4.7662,4.78,4.7662,4.7791,1.3893,6.63776538
1663117200,2022-09-14 01:00:00,XVS/USDT,4.7371,4.76,4.7371,4.7481,4.5696,21.70839229
1663113600,2022-09-14 00:00:00,XVS/USDT,4.669,4.725,4.669,4.725,1.6441,7.7586556
1663110000,2022-09-13 23:00:00,XVS/USDT,4.6878,4.6973,4.669,4.669,620.1902,2912.18383339
1663106400,2022-09-13 22:00:00,XVS/USDT,4.68,4.6878,4.67,4.6878,0.3145,1.47195594
1663102800,2022-09-13 21:00:00,XVS/USDT,4.7147,4.7154,4.68,4.68,3.5824,16.85618022
1663099200,2022-09-13 20:00:00,XVS/USDT,4.7148,4.731,4.7145,4.719,1478.1063,6991.54047657
1663095600,2022-09-13 19:00:00,XVS/USDT,4.708,4.715,4.6824,4.7148,305.624,1431.12140525
1663092000,2022-09-13 18:00:00,XVS/USDT,4.81,4.81,4.7125,4.7125,50.46,241.02243723
1663088400,2022-09-13 17:00:00,XVS/USDT,4.7436,4.8535,4.7324,4.8244,183.0278,882.08739666
1663084800,2022-09-13 16:00:00,XVS/USDT,4.725,4.7421,4.6923,4.7409,516.0811,2433.17529456
1663081200,2022-09-13 15:00:00,XVS/USDT,4.6325,4.7891,4.6325,4.739,2636.4248,12523.68513191
1663077600,2022-09-13 14:00:00,XVS/USDT,4.6207,4.6724,4.6189,4.63,120.7138,560.12504733
1663074000,2022-09-13 13:00:00,XVS/USDT,4.6225,4.6589,4.6189,4.6324,358.8881,1665.66371953
1663070400,2022-09-13 12:00:00,XVS/USDT,4.838,4.857,4.6149,4.66,310.2244,1480.356953
1663066800,2022-09-13 11:00:00,XVS/USDT,4.84,4.858,4.8323,4.848,16.0594,77.78253219
1663063200,2022-09-13 10:00:00,XVS/USDT,4.86,4.86,4.7889,4.8063,756.1941,3645.88623977
1663059600,2022-09-13 09:00:00,XVS/USDT,4.8839,4.8839,4.8619,4.8619,4.5345,22.12089099
1663056000,2022-09-13 08:00:00,XVS/USDT,4.929,4.929,4.9019,4.9019,0.1832,0.89874623
1663052400,2022-09-13 07:00:00,XVS/USDT,4.902,4.91,4.902,4.902,200.203,981.4183772
1663048800,2022-09-13 06:00:00,XVS/USDT,4.874,4.926,4.874,4.892,78.1427,382.71271374
1663045200,2022-09-13 05:00:00,XVS/USDT,4.8579,4.8857,4.8579,4.873,166.2194,809.97251248
1663041600,2022-09-13 04:00:00,XVS/USDT,4.837,4.869,4.8321,4.8321,82.0736,397.24362544
1663038000,2022-09-13 03:00:00,XVS/USDT,4.8244,4.838,4.8244,4.837,3.2711,15.82512258
1663034400,2022-09-13 02:00:00,XVS/USDT,4.8061,4.8244,4.7889,4.8244,202.4166,971.69227594
1663030800,2022-09-13 01:00:00,XVS/USDT,4.853,4.853,4.772,4.8061,460.0152,2214.64440737
1663027200,2022-09-13 00:00:00,XVS/USDT,4.974,4.9879,4.83,4.8685,184.5406,899.71601914
1663023600,2022-09-12 23:00:00,XVS/USDT,4.9959,4.9959,4.982,4.9878,0.6679,3.32948125
1663020000,2022-09-12 22:00:00,XVS/USDT,5.0069,5.0069,4.99,4.998,5.4578,27.2895153
1663016400,2022-09-12 21:00:00,XVS/USDT,5.032,5.032,5.0199,5.0199,20.4639,102.72980259
1663012800,2022-09-12 20:00:00,XVS/USDT,5.05,5.05,5.034,5.05,0.1824,0.920224
1663009200,2022-09-12 19:00:00,XVS/USDT,5.039,5.04,5.0199,5.04,106.9701,538.58677878
1663005600,2022-09-12 18:00:00,XVS/USDT,5.039,5.039,5.02,5.038,5.6132,28.2787777
1663002000,2022-09-12 17:00:00,XVS/USDT,5.02,5.0281,5.002,5.0281,1.2473,6.26153312
1662998400,2022-09-12 16:00:00,XVS/USDT,5.049,5.049,4.9855,5.02,123.2483,616.40409384
1662994800,2022-09-12 15:00:00,XVS/USDT,5.0623,5.063,5.0409,5.0409,70.4432,356.30900373
1662991200,2022-09-12 14:00:00,XVS/USDT,5.0973,5.0973,5.0623,5.0623,14.9016,75.7913811
1662987600,2022-09-12 13:00:00,XVS/USDT,5.1179,5.1179,5.085,5.111,0.6568,3.34656861
1662984000,2022-09-12 12:00:00,XVS/USDT,5.123,5.123,5.092,5.1109,43.1674,221.11119838
1662980400,2022-09-12 11:00:00,XVS/USDT,5.1298,5.1298,5.102,5.1298,4.2641,21.87273471
1662976800,2022-09-12 10:00:00,XVS/USDT,5.1017,5.1298,5.1017,5.113,12.2075,62.28278956
1662973200,2022-09-12 09:00:00,XVS/USDT,5.1298,5.1298,5.1017,5.1017,322.1266,1644.19062339
1662969600,2022-09-12 08:00:00,XVS/USDT,5.12,5.13,5.105,5.13,16.3177,83.45240566
1662966000,2022-09-12 07:00:00,XVS/USDT,5.11,5.12,5.0932,5.1172,57.0274,290.59669892
1662962400,2022-09-12 06:00:00,XVS/USDT,5.102,5.11,5.0172,5.11,754.2519,3800.35253027
1662958800,2022-09-12 05:00:00,XVS/USDT,5.095,5.102,5.094,5.102,0.4056,2.0667302
1662955200,2022-09-12 04:00:00,XVS/USDT,5.08,5.08,5.08,5.08,0,0
1662951600,2022-09-12 03:00:00,XVS/USDT,5.0898,5.0898,5.08,5.08,1.0664,5.42404212
1662948000,2022-09-12 02:00:00,XVS/USDT,5.104,5.104,5.0918,5.0918,0.0563,0.28690868
1662944400,2022-09-12 01:00:00,XVS/USDT,5.0623,5.14,5.061,5.1399,27.2086,137.92052618
1662940800,2022-09-12 00:00:00,XVS/USDT,5.0852,5.11,5.0852,5.11,0.1634,0.83447304
1662937200,2022-09-11 23:00:00,XVS/USDT,5.0546,5.1095,5.0546,5.1095,2.2896,11.63619844
1662933600,2022-09-11 22:00:00,XVS/USDT,5.041,5.08,5.041,5.073,74.1007,374.55940444
1662930000,2022-09-11 21:00:00,XVS/USDT,5.0555,5.0572,5.0308,5.0308,91.9504,464.45556059
1662926400,2022-09-11 20:00:00,XVS/USDT,5.07,5.088,5.0245,5.0327,551.6449,2791.48752391
1662922800,2022-09-11 19:00:00,XVS/USDT,5.0886,5.0886,5.05,5.05,120.6508,612.18777146
1662919200,2022-09-11 18:00:00,XVS/USDT,5.11,5.1149,5.0917,5.0917,138.2547,704.24983356
1662915600,2022-09-11 17:00:00,XVS/USDT,5.157,5.1586,5.113,5.1254,23.4861,120.50217349
1662912000,2022-09-11 16:00:00,XVS/USDT,5.1322,5.157,5.1316,5.157,187.3606,961.84940119
1662908400,2022-09-11 15:00:00,XVS/USDT,5.118,5.1398,5.0886,5.118,133.3809,681.93383666
1662904800,2022-09-11 14:00:00,XVS/USDT,5.1309,5.1317,5.11,5.11,2.2402,11.49125529
1662901200,2022-09-11 13:00:00,XVS/USDT,5.1119,5.148,5.1117,5.1117,47.0673,240.72757784
1662897600,2022-09-11 12:00:00,XVS/USDT,5.0992,5.1249,5.084,5.1249,118.3845,603.12151819
1662894000,2022-09-11 11:00:00,XVS/USDT,5.1229,5.1239,5.0918,5.1178,0.8377,4.27262196
1662890400,2022-09-11 10:00:00,XVS/USDT,5.1077,5.14,5.084,5.1217,39.3577,202.06583854
1662886800,2022-09-11 09:00:00,XVS/USDT,5.1088,5.109,5.065,5.065,0.0944,0.4811269
1662883200,2022-09-11 08:00:00,XVS/USDT,5.08,5.11,5.08,5.0842,23.8339,121.17664702
1662879600,2022-09-11 07:00:00,XVS/USDT,5.022,5.0759,5.022,5.0618,56.0786,284.3738318
1662876000,2022-09-11 06:00:00,XVS/USDT,5.0572,5.0572,5.0123,5.0149,28.8698,144.89468031
1662872400,2022-09-11 05:00:00,XVS/USDT,5.0558,5.0897,5.0558,5.0897,28.3165,144.07305044
1662868800,2022-09-11 04:00:00,XVS/USDT,5.0779,5.0779,5.065,5.065,0.0762,0.38651931
1662865200,2022-09-11 03:00:00,XVS/USDT,5.0557,5.0557,5.0557,5.0557,0,0
1662861600,2022-09-11 02:00:00,XVS/USDT,5.0623,5.0623,5.0557,5.0557,0.1977,1.00049019
1662858000,2022-09-11 01:00:00,XVS/USDT,5.0869,5.0869,5.08,5.08,1.3686,6.95297688
1662854400,2022-09-11 00:00:00,XVS/USDT,5.1149,5.123,5.0917,5.095,40.851,208.98911378
1662850800,2022-09-10 23:00:00,XVS/USDT,5.1008,5.1198,5.1008,5.1186,13.6159,69.69647666
1662847200,2022-09-10 22:00:00,XVS/USDT,5.072,5.1097,5.072,5.1097,5.9683,30.43852604
1662843600,2022-09-10 21:00:00,XVS/USDT,5.0431,5.0798,5.0431,5.0798,1.9212,9.74089254
1662840000,2022-09-10 20:00:00,XVS/USDT,5.0504,5.0687,5.0423,5.0423,0.9245,4.66627114
1662836400,2022-09-10 19:00:00,XVS/USDT,5.0585,5.0585,5.05,5.05,1.5612,7.88783145
1662832800,2022-09-10 18:00:00,XVS/USDT,5.0688,5.0797,5.0519,5.0585,21.6133,109.63565664
1662829200,2022-09-10 17:00:00,XVS/USDT,5.0718,5.0885,5.0519,5.0519,31.3879,159.34697912
1662825600,2022-09-10 16:00:00,XVS/USDT,5.0623,5.1087,5.05,5.1087,11.1072,56.12671625
1662822000,2022-09-10 15:00:00,XVS/USDT,5.25,5.2759,5.0664,5.0848,489.5701,2535.90465364
1662818400,2022-09-10 14:00:00,XVS/USDT,5.039,5.2614,5.039,5.2398,480.2802,2449.50057429
1662814800,2022-09-10 13:00:00,XVS/USDT,5.0722,5.0722,5.0101,5.039,80.9016,406.63404971
1662811200,2022-09-10 12:00:00,XVS/USDT,5.058,5.0638,5.0518,5.0638,226.4631,1144.67998263
1662807600,2022-09-10 11:00:00,XVS/USDT,5.0797,5.0797,5.045,5.045,54.3824,274.69119569
1662804000,2022-09-10 10:00:00,XVS/USDT,5.1095,5.1097,5.058,5.0797,520.1105,2636.68795601
1662800400,2022-09-10 09:00:00,XVS/USDT,5.099,5.1088,5.0886,5.106,98.3353,501.70751584
1662796800,2022-09-10 08:00:00,XVS/USDT,5.0128,5.13,5.0128,5.13,221.5893,1122.73691517
1662793200,2022-09-10 07:00:00,XVS/USDT,5.1,5.109,5.0101,5.0101,175.8559,894.14405724
1662789600,2022-09-10 06:00:00,XVS/USDT,5.0718,5.1004,5.0718,5.1004,1.0075,5.13029136
1662786000,2022-09-10 05:00:00,XVS/USDT,5.053,5.0869,5.053,5.0719,1.9791,10.05070219
1662782400,2022-09-10 04:00:00,XVS/USDT,5.0109,5.0917,5.001,5.0542,400.2716,2023.8581453
1662778800,2022-09-10 03:00:00,XVS/USDT,5.0109,5.0109,4.9949,5.0109,0.077,0.3855065
1662775200,2022-09-10 02:00:00,XVS/USDT,5.0108,5.014,4.991,5.014,20.2005,101.23853624
1662771600,2022-09-10 01:00:00,XVS/USDT,5.0018,5.0186,5.0018,5.013,0.2215,1.1100379
1662768000,2022-09-10 00:00:00,XVS/USDT,5.0018,5.0018,4.9719,4.9721,0.5361,2.67025635
1662764400,2022-09-09 23:00:00,XVS/USDT,5,5.0199,4.9831,5.0199,2.7681,13.82956874
1662760800,2022-09-09 22:00:00,XVS/USDT,5.0018,5.039,5.0018,5.0118,25.7221,129.42955238
1662757200,2022-09-09 21:00:00,XVS/USDT,4.9709,5.0428,4.9709,5.012,181.1152,903.93216184
1662753600,2022-09-09 20:00:00,XVS/USDT,4.959,4.9757,4.92,4.9718,1268.2337,6251.73067449
1662750000,2022-09-09 19:00:00,XVS/USDT,4.959,4.967,4.9515,4.9595,80.125,397.33171384
1662746400,2022-09-09 18:00:00,XVS/USDT,5.022,5.022,4.9515,4.9515,409.3212,2054.37401927
1662742800,2022-09-09 17:00:00,XVS/USDT,5.0172,5.0285,4.9699,5.02,1109.9387,5566.5398566
1662739200,2022-09-09 16:00:00,XVS/USDT,5.0101,5.0101,4.95,4.999,126.1085,626.86152925
1662735600,2022-09-09 15:00:00,XVS/USDT,5.0459,5.068,5.0169,5.0169,20.4387,103.33001953
1662732000,2022-09-09 14:00:00,XVS/USDT,5.0779,5.0887,5,5.0018,3244.3005,16304.5679939
1662728400,2022-09-09 13:00:00,XVS/USDT,5.0886,5.0886,5.0418,5.046,230.0575,1164.80991199
1662724800,2022-09-09 12:00:00,XVS/USDT,5.0783,5.1521,5.0783,5.1278,2364.6397,12129.85681562
1662721200,2022-09-09 11:00:00,XVS/USDT,5.115,5.115,5.0644,5.0781,216.2105,1100.96865874
1662717600,2022-09-09 10:00:00,XVS/USDT,5.0817,5.1389,5.0817,5.1098,236.0227,1210.90170396
1662714000,2022-09-09 09:00:00,XVS/USDT,5.085,5.1042,5.0717,5.0817,83.6937,425.16211915
1662710400,2022-09-09 08:00:00,XVS/USDT,5.0697,5.08,5.0245,5.08,46.4781,233.98735989
1662706800,2022-09-09 07:00:00,XVS/USDT,5.0662,5.0997,5.0418,5.0418,101.9326,517.67887699
1662703200,2022-09-09 06:00:00,XVS/USDT,4.9,5.089,4.9,5.0557,165.3053,828.19025877
1662699600,2022-09-09 05:00:00,XVS/USDT,4.9782,4.9782,4.9046,4.9294,117.7968,579.05538628
1662696000,2022-09-09 04:00:00,XVS/USDT,4.8857,4.9831,4.8857,4.9795,2977.237,14740.21955442
1662692400,2022-09-09 03:00:00,XVS/USDT,4.8219,4.8857,4.803,4.8857,43.5904,212.84403031
1662688800,2022-09-09 02:00:00,XVS/USDT,4.8022,4.8022,4.8022,4.8022,0,0
1662685200,2022-09-09 01:00:00,XVS/USDT,4.8177,4.8177,4.8022,4.8022,0.3554,1.70981893
1662681600,2022-09-09 00:00:00,XVS/USDT,4.8219,4.8219,4.8219,4.8219,5.688,27.4269672
1662678000,2022-09-08 23:00:00,XVS/USDT,4.8109,4.8209,4.8109,4.8209,0.2302,1.10769518
1662674400,2022-09-08 22:00:00,XVS/USDT,4.8257,4.8257,4.8022,4.8022,0.0886,0.42601072
1662670800,2022-09-08 21:00:00,XVS/USDT,4.791,4.8321,4.791,4.8221,26.0752,125.14803068
1662667200,2022-09-08 20:00:00,XVS/USDT,4.7749,4.791,4.7749,4.791,0.4269,2.04137233
1662663600,2022-09-08 19:00:00,XVS/USDT,4.775,4.787,4.7622,4.7622,52.3304,249.47485243
1662660000,2022-09-08 18:00:00,XVS/USDT,4.778,4.778,4.7524,4.775,10.8104,51.58182398
1662656400,2022-09-08 17:00:00,XVS/USDT,4.715,4.7749,4.715,4.7724,2.9126,13.82689399
1662652800,2022-09-08 16:00:00,XVS/USDT,4.7459,4.7459,4.693,4.703,6.9887,32.88088574
1662649200,2022-09-08 15:00:00,XVS/USDT,4.78,4.78,4.746,4.755,5.863,27.92113308
1662645600,2022-09-08 14:00:00,XVS/USDT,4.758,4.78,4.726,4.7691,20.1273,95.7323234
1662642000,2022-09-08 13:00:00,XVS/USDT,4.72,4.7585,4.69,4.7423,131.9659,624.05906072
1662638400,2022-09-08 12:00:00,XVS/USDT,4.7791,4.7876,4.72,4.72,218.3338,1040.54947328
1662634800,2022-09-08 11:00:00,XVS/USDT,4.7591,4.7776,4.7405,4.7776,116.1842,554.45466611
1662631200,2022-09-08 10:00:00,XVS/USDT,4.7548,4.7548,4.737,4.737,0.4216,2.00236637
1662627600,2022-09-08 09:00:00,XVS/USDT,4.766,4.766,4.736,4.739,0.4469,2.1209102
1662624000,2022-09-08 08:00:00,XVS/USDT,4.746,4.763,4.746,4.763,0.0914,0.4342162
1662620400,2022-09-08 07:00:00,XVS/USDT,4.7666,4.77,4.7252,4.7461,11.4211,54.24539534
1662616800,2022-09-08 06:00:00,XVS/USDT,4.7371,4.7666,4.7371,4.7565,13.8193,65.55882242
1662613200,2022-09-08 05:00:00,XVS/USDT,4.7992,4.7992,4.7,4.7,87.0502,414.24828706
1662609600,2022-09-08 04:00:00,XVS/USDT,4.8244,4.8372,4.7992,4.7992,10.4856,50.32458936
1662606000,2022-09-08 03:00:00,XVS/USDT,4.81,4.8192,4.793,4.793,31.2303,150.48979618
1662602400,2022-09-08 02:00:00,XVS/USDT,4.8061,4.81,4.793,4.81,0.3242,1.55841818
1662598800,2022-09-08 01:00:00,XVS/USDT,4.791,4.791,4.7722,4.7722,3.0566,14.60031424
1662595200,2022-09-08 00:00:00,XVS/USDT,4.817,4.817,4.7953,4.7953,2.758,13.26159926
1662591600,2022-09-07 23:00:00,XVS/USDT,4.8317,4.8317,4.8192,4.8192,27.3919,132.06737896
1662588000,2022-09-07 22:00:00,XVS/USDT,4.84,4.8492,4.8317,4.8492,1.2622,6.10925727
1662584400,2022-09-07 21:00:00,XVS/USDT,4.9309,4.9515,4.84,4.84,144.5183,711.7414085
1662580800,2022-09-07 20:00:00,XVS/USDT,4.708,4.9621,4.708,4.946,514.5318,2517.68116239
1662577200,2022-09-07 19:00:00,XVS/USDT,4.66,4.7054,4.6526,4.7054,159.3616,747.72639133
1662573600,2022-09-07 18:00:00,XVS/USDT,4.608,4.6524,4.606,4.6524,45.3106,210.48948586
1662570000,2022-09-07 17:00:00,XVS/USDT,4.5731,4.606,4.573,4.6055,132.58,610.11924535
1662566400,2022-09-07 16:00:00,XVS/USDT,4.555,4.58,4.5527,4.573,113.7113,519.41480241
1662562800,2022-09-07 15:00:00,XVS/USDT,4.5565,4.5787,4.5565,4.574,47.9948,219.64130005
1662559200,2022-09-07 14:00:00,XVS/USDT,4.5285,4.5534,4.5285,4.5534,2.265,10.2798983
