https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JAM,Volume USDT
1661558400,2022-08-27 00:00:00,JAM/USDT,0.004494,0.004528,0.004371,0.004438,5592581.9978,24901.3233399343
1661472000,2022-08-26 00:00:00,JAM/USDT,0.004644,0.004644,0.004487,0.004494,8662655.2364,39516.3955619881
1661385600,2022-08-25 00:00:00,JAM/USDT,0.004642,0.004644,0.004563,0.004644,6846262.8896,31650.8199341677
1661299200,2022-08-24 00:00:00,JAM/USDT,0.004685,0.00471,0.00463,0.004644,6069849.8096,28294.7084189808
1661212800,2022-08-23 00:00:00,JAM/USDT,0.0047,0.004729,0.004654,0.004682,6376433.94632043,29884.57147057302208
1661126400,2022-08-22 00:00:00,JAM/USDT,0.004723,0.00477,0.004634,0.004667,7909698.8342,37153.0814086369
1661040000,2022-08-21 00:00:00,JAM/USDT,0.004691,0.004769,0.004661,0.004751,4854732.7229,22989.3679542033
1660953600,2022-08-20 00:00:00,JAM/USDT,0.004668,0.004693,0.004601,0.004691,6577059.181,30558.1757095985
1660867200,2022-08-19 00:00:00,JAM/USDT,0.004999,0.005026,0.004563,0.004706,153884566.0802,753046.0451098051
1660780800,2022-08-18 00:00:00,JAM/USDT,0.005026,0.005053,0.004989,0.005015,141921284.2299,712845.3451724041
1660694400,2022-08-17 00:00:00,JAM/USDT,0.005064,0.005078,0.005002,0.005034,45605596.232,230184.0016153426
1660608000,2022-08-16 00:00:00,JAM/USDT,0.005033,0.005064,0.00495,0.005064,19154144.6233,96328.8842895745
1660521600,2022-08-15 00:00:00,JAM/USDT,0.005403,0.005404,0.004966,0.005039,38542839.2219,201203.9868466338
1660435200,2022-08-14 00:00:00,JAM/USDT,0.005378,0.005427,0.005343,0.005402,11740846.4892,63286.997005787
1660348800,2022-08-13 00:00:00,JAM/USDT,0.005363,0.005418,0.005292,0.005413,13678625.6876,73446.8520116402
1660262400,2022-08-12 00:00:00,JAM/USDT,0.005254,0.005363,0.005254,0.005332,10517865.4998,56039.6444216061
1660176000,2022-08-11 00:00:00,JAM/USDT,0.0053,0.005317,0.005231,0.005248,6178313.6737,32568.7431350532
1660089600,2022-08-10 00:00:00,JAM/USDT,0.005327,0.005375,0.005199,0.005317,7094218.8783,37483.2459267774
1660003200,2022-08-09 00:00:00,JAM/USDT,0.005441,0.005441,0.005317,0.005346,4094340.2164,22037.5921482752
1659916800,2022-08-08 00:00:00,JAM/USDT,0.00547,0.005503,0.00533,0.005441,8913034.4798,48534.7181633906
1659830400,2022-08-07 00:00:00,JAM/USDT,0.00535,0.00549,0.005301,0.005469,11683490.0148,63059.3655491964
1659744000,2022-08-06 00:00:00,JAM/USDT,0.005331,0.005392,0.005185,0.005306,11702836.4275,61536.5613097488
1659657600,2022-08-05 00:00:00,JAM/USDT,0.005194,0.005331,0.005118,0.005286,9038961.3494,47227.172035914
1659571200,2022-08-04 00:00:00,JAM/USDT,0.005301,0.005366,0.00519,0.005226,5164414.006,27236.1584121719
1659484800,2022-08-03 00:00:00,JAM/USDT,0.005235,0.005343,0.005215,0.005302,6832830.7235,36103.5759242277
1659398400,2022-08-02 00:00:00,JAM/USDT,0.005184,0.0053,0.005184,0.005263,4284234.7469,22431.8346037005
1659312000,2022-08-01 00:00:00,JAM/USDT,0.005244,0.005339,0.00515,0.005172,8301524.36235243,43293.56873756870684
1659225600,2022-07-31 00:00:00,JAM/USDT,0.005008,0.00992,0.004994,0.005285,43226747.9504,247110.4771748954
1659139200,2022-07-30 00:00:00,JAM/USDT,0.005068,0.005095,0.004966,0.005008,6315208.0492,31746.9127689199
1659052800,2022-07-29 00:00:00,JAM/USDT,0.005069,0.005185,0.005,0.005068,12321386.564,62513.7366656168
1658966400,2022-07-28 00:00:00,JAM/USDT,0.00462,0.0139,0.00462,0.00511,45971071.21218305,268120.13275194537151
1658880000,2022-07-27 00:00:00,JAM/USDT,0.004541,0.004661,0.004496,0.004642,4270134.6457,19551.1162037178
1658793600,2022-07-26 00:00:00,JAM/USDT,0.00439,0.004555,0.00434,0.004543,7181503.4713,32108.4886178192
1658707200,2022-07-25 00:00:00,JAM/USDT,0.004612,0.004612,0.004384,0.004393,7359998.5237,32855.9959949288
1658620800,2022-07-24 00:00:00,JAM/USDT,0.004578,0.004615,0.004515,0.004614,3577604.4815,16348.5385633433
1658534400,2022-07-23 00:00:00,JAM/USDT,0.004523,0.004583,0.004517,0.004547,1418149.5584,6456.5924177806
1658448000,2022-07-22 00:00:00,JAM/USDT,0.004575,0.004611,0.004489,0.004503,4902150.4509,22383.9772662674
1658361600,2022-07-21 00:00:00,JAM/USDT,0.004607,0.004653,0.00456,0.004574,3277898.2821,15078.0008571476
1658275200,2022-07-20 00:00:00,JAM/USDT,0.004581,0.004673,0.004551,0.004641,4999296.45470593,23100.08931503408986
1658188800,2022-07-19 00:00:00,JAM/USDT,0.004513,0.004581,0.004467,0.004562,8479753.38137969,38389.70080042231374
1658102400,2022-07-18 00:00:00,JAM/USDT,0.004345,0.004512,0.004345,0.004512,5558353.95985821,24704.31823226378024
1658016000,2022-07-17 00:00:00,JAM/USDT,0.004372,0.004399,0.004344,0.004348,2681175.00591484,11729.40711681898519
1657929600,2022-07-16 00:00:00,JAM/USDT,0.004301,0.004373,0.0043,0.004349,1838882.34502215,7973.55846124177914
1657843200,2022-07-15 00:00:00,JAM/USDT,0.004183,0.004341,0.004172,0.0043,6486140.63986716,27693.14432538035649
1657756800,2022-07-14 00:00:00,JAM/USDT,0.003971,0.004202,0.003937,0.004175,5694050.68696016,23153.90877922453451
1657670400,2022-07-13 00:00:00,JAM/USDT,0.003942,0.003998,0.003902,0.003971,4706182.99422292,18641.06257859523095
1657584000,2022-07-12 00:00:00,JAM/USDT,0.003935,0.003978,0.003896,0.003963,2948409.22111369,11619.08024824039395
1657497600,2022-07-11 00:00:00,JAM/USDT,0.003872,0.003989,0.003858,0.003934,4620157.04741385,18174.32431004710327
1657411200,2022-07-10 00:00:00,JAM/USDT,0.003889,0.003951,0.00386,0.003893,2419185.63370767,9441.96693105873318
1657324800,2022-07-09 00:00:00,JAM/USDT,0.004019,0.004064,0.003634,0.00389,8016985.74508742,31395.23011258567238
1657238400,2022-07-08 00:00:00,JAM/USDT,0.004166,0.004238,0.003834,0.004058,26348418.41146979,105926.72014963437892
1657152000,2022-07-07 00:00:00,JAM/USDT,0.00424,0.004267,0.004139,0.004161,4164977.30606183,17516.05466620269675
1657065600,2022-07-06 00:00:00,JAM/USDT,0.004054,0.004372,0.004054,0.004239,14883930.97437628,63403.38040010805592
1656979200,2022-07-05 00:00:00,JAM/USDT,0.003984,0.004055,0.00396,0.004054,3913324.6708023,15691.47427804138338
1656892800,2022-07-04 00:00:00,JAM/USDT,0.004056,0.004056,0.00396,0.003984,3869417.3146751,15486.8370819583011
1656806400,2022-07-03 00:00:00,JAM/USDT,0.004038,0.004058,0.004,0.004056,939588.77523458,3781.96928939098134
1656720000,2022-07-02 00:00:00,JAM/USDT,0.00403,0.004097,0.004025,0.004054,4250816.97257334,17231.65960909783407
1656633600,2022-07-01 00:00:00,JAM/USDT,0.004271,0.004418,0.004025,0.00404,15818453.2911909,66907.84833257906649
1656547200,2022-06-30 00:00:00,JAM/USDT,0.004526,0.004553,0.004247,0.00427,11437236.65228252,49750.29302389475326
1656460800,2022-06-29 00:00:00,JAM/USDT,0.00459,0.00475,0.004486,0.004529,10021668.28499736,46142.15447559382761
1656374400,2022-06-28 00:00:00,JAM/USDT,0.0047,0.004724,0.004588,0.004633,6909276.27410116,32299.02312078383909
1656288000,2022-06-27 00:00:00,JAM/USDT,0.004954,0.004966,0.004676,0.0047,5034615.84247376,24278.66563252753306
1656201600,2022-06-26 00:00:00,JAM/USDT,0.004974,0.005051,0.004955,0.004997,2499155.39013501,12520.03004145224263
1656115200,2022-06-25 00:00:00,JAM/USDT,0.005016,0.005064,0.004925,0.004969,4620438.24586444,23051.87050800137036
1656028800,2022-06-24 00:00:00,JAM/USDT,0.005061,0.005098,0.004987,0.005039,6222482.00230472,31385.61574935839073
1655942400,2022-06-23 00:00:00,JAM/USDT,0.005032,0.005098,0.00498,0.005061,6048575.93877531,30518.38368288715724
1655856000,2022-06-22 00:00:00,JAM/USDT,0.005223,0.005322,0.005,0.005029,6224314.74532087,31711.08730213586075
1655769600,2022-06-21 00:00:00,JAM/USDT,0.005316,0.005466,0.005192,0.005223,13675716.95796367,72661.78556306876977
1655683200,2022-06-20 00:00:00,JAM/USDT,0.005376,0.005401,0.005264,0.005339,4680576.99366253,24903.92367303371891
1655596800,2022-06-19 00:00:00,JAM/USDT,0.00521,0.005528,0.00495,0.005377,10147692.59082534,54432.36338781278954
1655510400,2022-06-18 00:00:00,JAM/USDT,0.005505,0.005534,0.005186,0.005207,3419885.72783833,18321.66663224969634
1655424000,2022-06-17 00:00:00,JAM/USDT,0.005592,0.005638,0.005493,0.005533,2263656.16692549,12571.74778566844273
1655337600,2022-06-16 00:00:00,JAM/USDT,0.005703,0.005892,0.005527,0.00561,7478984.43046022,42749.20332198213524
1655251200,2022-06-15 00:00:00,JAM/USDT,0.005721,0.005821,0.005173,0.005702,23008182.48826579,127685.70010056693642
1655164800,2022-06-14 00:00:00,JAM/USDT,0.005754,0.005965,0.005126,0.005781,15014417.89320216,86233.47322980879071
1655078400,2022-06-13 00:00:00,JAM/USDT,0.006772,0.006824,0.005692,0.005726,11727360.43310016,71280.65579656026522
1654992000,2022-06-12 00:00:00,JAM/USDT,0.007458,0.007468,0.00672,0.006769,7104736.87916607,51349.38799983916578
1654905600,2022-06-11 00:00:00,JAM/USDT,0.00807,0.008099,0.007345,0.007459,9618814.91704604,73820.61052504948427
1654819200,2022-06-10 00:00:00,JAM/USDT,0.008914,0.008916,0.007995,0.00807,13616918.22853392,114957.56070477313777
1654732800,2022-06-09 00:00:00,JAM/USDT,0.008673,0.008935,0.008446,0.0089,10578071.38438096,92200.17870186768556
1654646400,2022-06-08 00:00:00,JAM/USDT,0.00826,0.008674,0.008225,0.008673,12034031.07745368,101946.81012712016339
1654560000,2022-06-07 00:00:00,JAM/USDT,0.008738,0.00881,0.008246,0.00826,9125907.58623879,78164.31260558086957
1654473600,2022-06-06 00:00:00,JAM/USDT,0.007993,0.009818,0.007976,0.008774,19568168.54518328,170174.59567707270486
1654387200,2022-06-05 00:00:00,JAM/USDT,0.008067,0.0082,0.007774,0.008037,13959671.49206203,111246.9195829905955
1654300800,2022-06-04 00:00:00,JAM/USDT,0.007487,0.00806,0.00747,0.00806,8039114.8468188,62286.51204486247158
1654214400,2022-06-03 00:00:00,JAM/USDT,0.007738,0.008292,0.007436,0.007488,23362979.57720876,185403.78728203459139
1654128000,2022-06-02 00:00:00,JAM/USDT,0.007606,0.007862,0.007363,0.00771,8732786.20567315,66317.98426261289802
1654041600,2022-06-01 00:00:00,JAM/USDT,0.008001,0.008066,0.007401,0.007605,9382151.0362727,73491.53238118193924
1653955200,2022-05-31 00:00:00,JAM/USDT,0.007842,0.00816,0.007807,0.007963,11518357.30701527,92073.92971020389644
1653868800,2022-05-30 00:00:00,JAM/USDT,0.007525,0.007846,0.007462,0.007846,4331486.97700745,33017.20106772536262
1653782400,2022-05-29 00:00:00,JAM/USDT,0.007457,0.007683,0.007455,0.007581,3667664.50730812,27716.83721622145962
1653696000,2022-05-28 00:00:00,JAM/USDT,0.007247,0.007536,0.007189,0.007459,3192514.02341011,23361.96840953605483
1653609600,2022-05-27 00:00:00,JAM/USDT,0.006927,0.007451,0.006884,0.007247,10364419.69367077,74035.74338113969529
1653523200,2022-05-26 00:00:00,JAM/USDT,0.00729,0.007345,0.006816,0.00694,7047755.16891311,49538.80836404450414
1653436800,2022-05-25 00:00:00,JAM/USDT,0.007553,0.007585,0.007258,0.007305,2815599.80349666,20891.11436391043749
1653350400,2022-05-24 00:00:00,JAM/USDT,0.007663,0.007794,0.007462,0.007551,2185302.39940898,16686.34265267043684
1653264000,2022-05-23 00:00:00,JAM/USDT,0.007982,0.008028,0.007667,0.007711,4561147.50207398,35891.08429670459022
1653177600,2022-05-22 00:00:00,JAM/USDT,0.007983,0.008045,0.007838,0.007983,4588069.02891505,36453.45335772260528
1653091200,2022-05-21 00:00:00,JAM/USDT,0.008097,0.008225,0.007913,0.007944,4752051.2916143,38358.92479675866025
1653004800,2022-05-20 00:00:00,JAM/USDT,0.008168,0.008223,0.007845,0.008101,4580935.15857623,36783.60292402478084
1652918400,2022-05-19 00:00:00,JAM/USDT,0.008073,0.008229,0.007324,0.008213,12966347.08440036,102697.6553775674467
1652832000,2022-05-18 00:00:00,JAM/USDT,0.00951,0.009599,0.008073,0.008119,10148464.50107695,89125.71684422137138
1652745600,2022-05-17 00:00:00,JAM/USDT,0.009449,0.011359,0.009368,0.009518,24607533.99319408,254730.37166929871031
1652659200,2022-05-16 00:00:00,JAM/USDT,0.007239,0.0095,0.007156,0.009449,37679225.44125488,315554.8154990768606
1652572800,2022-05-15 00:00:00,JAM/USDT,0.006128,0.00724,0.006078,0.007239,18394155.47408985,121789.70862284216217
1652486400,2022-05-14 00:00:00,JAM/USDT,0.006533,0.006613,0.005947,0.006158,14085876.93147208,87661.91874237274127
1652400000,2022-05-13 00:00:00,JAM/USDT,0.006303,0.006899,0.006274,0.006532,12409538.05181249,81915.28363826180919
1652313600,2022-05-12 00:00:00,JAM/USDT,0.007245,0.00732,0.005283,0.006302,25439149.46521265,158876.95968801813318
1652227200,2022-05-11 00:00:00,JAM/USDT,0.008831,0.008923,0.007195,0.007204,25915657.97442516,212220.15847286624751
1652140800,2022-05-10 00:00:00,JAM/USDT,0.009203,0.0096,0.00877,0.00885,20106107.88411032,183894.77930490527311
1652054400,2022-05-09 00:00:00,JAM/USDT,0.010686,0.010939,0.009203,0.009203,15154366.16322263,149613.92624081819897
1651968000,2022-05-08 00:00:00,JAM/USDT,0.01043,0.011054,0.010067,0.010747,9033244.78854488,95398.25031582707309
1651881600,2022-05-07 00:00:00,JAM/USDT,0.010942,0.010942,0.01035,0.010467,7719065.86732754,81265.27208138399393
1651795200,2022-05-06 00:00:00,JAM/USDT,0.010826,0.011035,0.010385,0.010935,6925873.54032335,74763.00845887276467
1651708800,2022-05-05 00:00:00,JAM/USDT,0.011673,0.012019,0.010792,0.010828,9751889.6259878,110986.14239317970359
1651622400,2022-05-04 00:00:00,JAM/USDT,0.010847,0.012226,0.010792,0.011673,9819921.66902183,111014.30274589902836
1651536000,2022-05-03 00:00:00,JAM/USDT,0.012036,0.012194,0.010711,0.010892,13376697.36880923,151882.96895574264082
1651449600,2022-05-02 00:00:00,JAM/USDT,0.010622,0.012118,0.0105,0.012028,17177835.84558188,197446.89492746682611
1651363200,2022-05-01 00:00:00,JAM/USDT,0.010946,0.011053,0.01025,0.010622,13376303.8642775,140679.70033504917456
1651276800,2022-04-30 00:00:00,JAM/USDT,0.011565,0.011663,0.010666,0.010948,11626650.66677104,129171.0316640130049
1651190400,2022-04-29 00:00:00,JAM/USDT,0.012677,0.01295,0.011368,0.011567,17979975.15138901,220146.85142947655653
1651104000,2022-04-28 00:00:00,JAM/USDT,0.013403,0.014719,0.012505,0.012667,57650835.55588877,777833.78873806660117
1651017600,2022-04-27 00:00:00,JAM/USDT,0.01116,0.0179,0.01116,0.01341,88229939.76570522,1239583.42010188242129
1650931200,2022-04-26 00:00:00,JAM/USDT,0.010958,0.012668,0.010958,0.01116,29289497.35389581,341265.4460736592843
1650844800,2022-04-25 00:00:00,JAM/USDT,0.010104,0.011178,0.009906,0.010958,17060974.82317483,180322.47903705707658
1650758400,2022-04-24 00:00:00,JAM/USDT,0.010351,0.010429,0.01007,0.010104,6838908.66498156,70166.40694224640896
1650672000,2022-04-23 00:00:00,JAM/USDT,0.010663,0.010948,0.010346,0.010385,8432098.23163147,89387.34772583075087
1650585600,2022-04-22 00:00:00,JAM/USDT,0.010761,0.010976,0.010078,0.010664,22905147.64346066,242255.87241363757788
1650499200,2022-04-21 00:00:00,JAM/USDT,0.011107,0.011369,0.010564,0.010738,19032558.18246069,208486.48295323667437
1650412800,2022-04-20 00:00:00,JAM/USDT,0.010952,0.011342,0.010778,0.011077,16133080.03162022,177733.82471745441714
1650326400,2022-04-19 00:00:00,JAM/USDT,0.011576,0.011741,0.0109,0.010952,18171368.23360738,203342.1098116083335
1650240000,2022-04-18 00:00:00,JAM/USDT,0.011247,0.011687,0.010957,0.011578,15071817.74233603,169319.78822667039071
1650153600,2022-04-17 00:00:00,JAM/USDT,0.012509,0.012814,0.011147,0.011295,31620838.36477777,370652.4117307208114
1650067200,2022-04-16 00:00:00,JAM/USDT,0.012328,0.012977,0.011793,0.012509,49423564.3114933,615762.71922694708136
1649980800,2022-04-15 00:00:00,JAM/USDT,0.011602,0.012719,0.011583,0.012328,30829331.13694175,369466.54291252572214
1649894400,2022-04-14 00:00:00,JAM/USDT,0.01174,0.011803,0.011061,0.011651,18579161.8971667,213559.43783214224411
1649808000,2022-04-13 00:00:00,JAM/USDT,0.011226,0.0119,0.010602,0.011732,62344204.79694664,698330.30494467013467
1649721600,2022-04-12 00:00:00,JAM/USDT,0.010636,0.011559,0.010547,0.011226,67927700.6863569,746328.69597699112264
1649635200,2022-04-11 00:00:00,JAM/USDT,0.010577,0.011428,0.009739,0.010635,53267006.68371644,559756.52682701268213
1649548800,2022-04-10 00:00:00,JAM/USDT,0.01127,0.011533,0.0104,0.010561,33962704.95359052,370844.1294689624908
1649462400,2022-04-09 00:00:00,JAM/USDT,0.00959,0.013867,0.009462,0.011317,171833325.96944013,2067986.01816703174301
1649376000,2022-04-08 00:00:00,JAM/USDT,0.010714,0.011114,0.009577,0.009577,45756696.52840643,470070.78364698405449
1649289600,2022-04-07 00:00:00,JAM/USDT,0.011195,0.011795,0.010108,0.010714,72306749.3401883,773005.42665818459354
1649203200,2022-04-06 00:00:00,JAM/USDT,0.012055,0.012508,0.010621,0.011195,84563777.43292819,976476.71089959769358
1649116800,2022-04-05 00:00:00,JAM/USDT,0.013769,0.01495,0.012,0.012055,129687163.11594458,1762051.23381806627737
1649030400,2022-04-04 00:00:00,JAM/USDT,0.012276,0.0193,0.011284,0.013768,363254754.13525043,5465000.26841780374809
1648944000,2022-04-03 00:00:00,JAM/USDT,0.013057,0.013603,0.01219,0.012276,77523665.70202439,1002655.8499385250796
1648857600,2022-04-02 00:00:00,JAM/USDT,0.01747,0.0176,0.012435,0.013057,150368627.56165857,2189879.18655178485524
1648771200,2022-04-01 00:00:00,JAM/USDT,0.024553,0.026369,0.015698,0.01747,405167808.18275057,7977968.90638566994099
1648684800,2022-03-31 00:00:00,JAM/USDT,0.005,1,0.005,0.024666,606289125.37334015,21489595.76658289360231
