https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KZT,Volume USDT
1663545600000,2022-09-19 00:00:00,USDT/KZT,472.0124,474,469.1797,471.8543,209414.02285791363,443.81077561
1663459200000,2022-09-18 00:00:00,USDT/KZT,469.4049,480,466.0,471.2611,4718148.245605271,10011.74984654
1663372800000,2022-09-17 00:00:00,USDT/KZT,466.7345,480.0,460.5,475.2148,4576289.108869181,9629.9381014
1663286400000,2022-09-16 00:00:00,USDT/KZT,464.4001,475.0,460.0,465.9867,4594674.316104148,9860.09754378
1663200000000,2022-09-15 00:00:00,USDT/KZT,460.9111,470,455.0,465.5615,4660575.538326685,10010.65495821
1663113600000,2022-09-14 00:00:00,USDT/KZT,470.5691,473.9133,455.0,463.5009,4488735.533717163,9684.41600376
1663027200000,2022-09-13 00:00:00,USDT/KZT,459.5046,480.0,450.0001,473.2929,4443072.586758065,9387.57498107
1662940800000,2022-09-12 00:00:00,USDT/KZT,459.5288,465.0,450.0,455.603,4724087.724838221,10368.86878453
1662854400000,2022-09-11 00:00:00,USDT/KZT,463.48,468.0,450.0,458.3404,4503327.844800732,9825.29108235
1662768000000,2022-09-10 00:00:00,USDT/KZT,465.781,480.0,455,466.072,4647224.69343739,9971.04458847
1662681600000,2022-09-09 00:00:00,USDT/KZT,461.8054,474.9999,450.0,464.0025,4546020.031503882,9797.40417671
1662595200000,2022-09-08 00:00:00,USDT/KZT,454.3482,475.0,451.2966,468.8921,4531402.537119581,9664.06245087
1662508800000,2022-09-07 00:00:00,USDT/KZT,446.5977,465.0,430.0,452.0791,4546203.771869588,10056.21310932
1662422400000,2022-09-06 00:00:00,USDT/KZT,455.5854,460.0,440.0,446.03,4334210.263150363,9717.30660079
1662336000000,2022-09-05 00:00:00,USDT/KZT,449.9334,466.0,440,455.6572,4680107.9879232235,10271.11606691
1662249600000,2022-09-04 00:00:00,USDT/KZT,466.0753,475.0,430.0,453.3079,4938682.269102129,10894.76329246
1662163200000,2022-09-03 00:00:00,USDT/KZT,464.7628,474.0,449.0,461.358,4320765.442962787,9365.32029999
1662076800000,2022-09-02 00:00:00,USDT/KZT,467.7969,475.0,454.0,461.7291,4379846.41535731,9485.74914459
1661990400000,2022-09-01 00:00:00,USDT/KZT,466.8258,484.8484,460.0,467.3678,4795221.937682802,10260.0605726
1661904000000,2022-08-31 00:00:00,USDT/KZT,465.766,477.0,446.0,466.8989,4526800.194228427,9695.46125345
1661817600000,2022-08-30 00:00:00,USDT/KZT,469.5124,480.0,446.0,461.0306,4660239.247385209,10108.30788105
1661731200000,2022-08-29 00:00:00,USDT/KZT,463.8955,478.0,402,473.0845,5543717.529303316,11718.23961534
1661644800000,2022-08-28 00:00:00,USDT/KZT,460.4077,483.0,421,462.8951,5321867.383695693,11496.91881313
1661558400000,2022-08-27 00:00:00,USDT/KZT,475.8749,484.8484,453.0001,459.4986,4675285.611799266,10174.75485627
1661472000000,2022-08-26 00:00:00,USDT/KZT,458.1566,484.0,449.2903,472.0214,4521238.783852647,9578.4614508
1661385600000,2022-08-25 00:00:00,USDT/KZT,458.467,461.3781,445.0,455.9235,4843156.508393794,10622.73935955
1661299200000,2022-08-24 00:00:00,USDT/KZT,469.408,473.9683,454.0001,459.4511,4493704.866806611,9780.5944241
1661212800000,2022-08-23 00:00:00,USDT/KZT,489.4061,491.7566,460.0,469.001,4532176.559390421,9663.46886124
1661126400000,2022-08-22 00:00:00,USDT/KZT,485.88,488.1758,480,483.6601,245547.98956451417,507.68709175
1661040000000,2022-08-21 00:00:00,USDT/KZT,513.6669,529.0,479,487.4896,4663185.07373999,9565.71191209
1660953600000,2022-08-20 00:00:00,USDT/KZT,501.4494,530.6015,473.473,509.2949,5087580.135053748,9989.45823933
1660867200000,2022-08-19 00:00:00,USDT/KZT,486.1212,508.0,474.0,496.0467,4775083.807564857,9626.2787507
1660780800000,2022-08-18 00:00:00,USDT/KZT,494.9274,503.3015,472.472,486.7675,4617547.313953527,9486.14546771
1660694400000,2022-08-17 00:00:00,USDT/KZT,469.0205,650.0,466.5801,494.7177,4944897.504347547,9995.39233051
1660608000000,2022-08-16 00:00:00,USDT/KZT,473.8941,478.0,463.0,468.4361,4359676.694520322,9306.87599551
1660521600000,2022-08-15 00:00:00,USDT/KZT,474.4323,479.5125,458.0,473.0199,4673262.762825866,9879.63246964
1660435200000,2022-08-14 00:00:00,USDT/KZT,454.2309,483.0,450,477.5134,5846164.873357815,12242.93365036
1660348800000,2022-08-13 00:00:00,USDT/KZT,465.8792,470.6769,453.0,453.848,5101476.817299845,11240.49641576
1660262400000,2022-08-12 00:00:00,USDT/KZT,463.1679,478.3912,458,468.4023,4652049.870407596,9931.74002435
1660176000000,2022-08-11 00:00:00,USDT/KZT,481.0985,486.8972,456.0002,460.2715,4391518.582929125,9541.14817652
1660089600000,2022-08-10 00:00:00,USDT/KZT,490.8085,495.0,475,483.142,4169843.5855221124,8630.67914924
1660003200000,2022-08-09 00:00:00,USDT/KZT,458.5095,462.7595,457.3576,458.5674,210941.00400000002,460.0
1659916800000,2022-08-08 00:00:00,USDT/KZT,460.4154,470.0,453.0001,458.5049,4535545.451521427,9892.03267298
1659830400000,2022-08-07 00:00:00,USDT/KZT,465.3874,471.0,455.0001,460.6746,4614251.951100557,10016.29339039
1659744000000,2022-08-06 00:00:00,USDT/KZT,464.896,469,455.0001,464.6995,4404251.940723453,9477.63434375
1659657600000,2022-08-05 00:00:00,USDT/KZT,464.4238,470.0,457.0,463.2305,4659732.6825421695,10059.20957826
1659571200000,2022-08-04 00:00:00,USDT/KZT,468.2891,475.0,455.0001,463.1686,4561250.483267656,9847.92683111
1659484800000,2022-08-03 00:00:00,USDT/KZT,465.7654,475.0,455.0001,469.0172,4727178.078260451,10078.90132443
1659398400000,2022-08-02 00:00:00,USDT/KZT,474.9985,483.0,456,466.1734,4590475.546266606,9847.14174225
1659312000000,2022-08-01 00:00:00,USDT/KZT,472.6425,483.0,471.3311,475.4155,4415494.807170927,9287.65428803
1659225600000,2022-07-31 00:00:00,USDT/KZT,467.8689,479.0,464.2056,474.6382,4315880.352650332,9092.98988714
1659139200000,2022-07-30 00:00:00,USDT/KZT,468.1439,475.0,457.0,466.7901,4499546.536920188,9639.33583193
1659052800000,2022-07-29 00:00:00,USDT/KZT,466.0513,483.0,445.0,466.2835,5294845.360770393,11355.42081324
1658966400000,2022-07-28 00:00:00,USDT/KZT,475.1751,483.9973,455.9988,466.3573,4806983.081815148,10307.51117612
1658880000000,2022-07-27 00:00:00,USDT/KZT,492.4986,503.5183,466.1,477.4511,4834305.523529636,10125.23695836
1658793600000,2022-07-26 00:00:00,USDT/KZT,493.5178,510.0,482,497.4514,4770737.66580973,9590.3593111
1658707200000,2022-07-25 00:00:00,USDT/KZT,489.9024,510,485.2615,492.1299,5085951.264400816,10334.57073915
1658620800000,2022-07-24 00:00:00,USDT/KZT,495.7167,496.1954,481.0,487.9644,4598881.892796049,9424.62583909
1658534400000,2022-07-23 00:00:00,USDT/KZT,494.4992,501.0,481.0,490.9275,4561516.300730159,9291.62921354
1658448000000,2022-07-22 00:00:00,USDT/KZT,493.9711,500.0,480.0,489.9833,4735411.545668098,9664.43457495
1658361600000,2022-07-21 00:00:00,USDT/KZT,479.5229,509.9898,472,491.0014,5100836.167339321,10388.63874388
1658275200000,2022-07-20 00:00:00,USDT/KZT,469.4991,485.0,467.197,479.933,5121625.086335617,10671.54183258
1658188800000,2022-07-19 00:00:00,USDT/KZT,473.5394,480.9999,461.0,474.7936,5064518.985463928,10666.78022927
1658102400000,2022-07-18 00:00:00,USDT/KZT,473.9564,483.0,456.0,474.6003,5722403.232590025,12057.31060977
1658016000000,2022-07-17 00:00:00,USDT/KZT,466.0671,477.66,455.9988,472.8991,4722277.676495366,9985.80389875
1657929600000,2022-07-16 00:00:00,USDT/KZT,471.163,476.0,456,467.1241,4482146.770094111,9595.19487454
1657843200000,2022-07-15 00:00:00,USDT/KZT,485.9432,486.9594,464.0,473.1499,4721482.126831612,9978.82938754
1657756800000,2022-07-14 00:00:00,USDT/KZT,497.6181,498.9114,477.601,484.6502,4556172.721778311,9400.95087504
1657670400000,2022-07-13 00:00:00,USDT/KZT,487.9787,537.9933,474.0,495.1792,4918388.508849466,9932.54262063
1657584000000,2022-07-12 00:00:00,USDT/KZT,480.9626,550.0,461.0,486.3788,3912203.119559459,8043.53133722
1657497600000,2022-07-11 00:00:00,USDT/KZT,466.7398,488,463.3449,482.3017,3924354.467248739,8136.72120013
1657411200000,2022-07-10 00:00:00,USDT/KZT,454.7455,467.0,452.4026,459.4819,203563.40630554644,443.02812865
1657324800000,2022-07-09 00:00:00,USDT/KZT,453.0943,469.6515,450.0,454.6715,3644420.0164958923,8015.50133777
1657238400000,2022-07-08 00:00:00,USDT/KZT,453.3258,461.0,444.695,452.6659,3798241.9273513826,8390.82848377
1657152000000,2022-07-07 00:00:00,USDT/KZT,447.3255,473.0,441.0,454.5094,4829751.574133745,10626.29634092
1657065600000,2022-07-06 00:00:00,USDT/KZT,460.9979,466.0,435,448.0018,4260631.897132881,9510.30084507
1656979200000,2022-07-05 00:00:00,USDT/KZT,442.6167,466.0,428,460.9482,3917115.622307058,8497.95187899
1656892800000,2022-07-04 00:00:00,USDT/KZT,459.991,465.0,438.0,448.3667,3301474.8244855776,7363.33635947
1656806400000,2022-07-03 00:00:00,USDT/KZT,456.5071,466.0,451.0,456.0607,3269578.505177177,7169.17398315
1656720000000,2022-07-02 00:00:00,USDT/KZT,449.9379,466.0,435.9129,457.7417,3391317.697133113,7408.80216317
1656633600000,2022-07-01 00:00:00,USDT/KZT,447.0286,470,420.0,447.5479,3861205.6378121874,8627.46901016
1656547200000,2022-06-30 00:00:00,USDT/KZT,447.2674,462.0,432.0,446.613,3559619.4074926064,7970.25480112
1656460800000,2022-06-29 00:00:00,USDT/KZT,451.4204,460,439.0,445.7483,3250232.9409424984,7291.63283616
1656374400000,2022-06-28 00:00:00,USDT/KZT,451.8901,454.019,449.0647,453.3634,108807.216,240.0
1656288000000,2022-06-27 00:00:00,USDT/KZT,460.597,462.8863,445.0,452.7112,3212347.4491306785,7095.79848948
1656201600000,2022-06-26 00:00:00,USDT/KZT,464.2004,468.0,450.0,459.3397,3241851.6869993764,7057.63444135
1656115200000,2022-06-25 00:00:00,USDT/KZT,439.9044,480.0,420.0,464.0382,3937196.7875118377,8484.63938424
1656028800000,2022-06-24 00:00:00,USDT/KZT,452.0495,455.0209,431,437.6477,3178023.7387263705,7261.60274286
1655942400000,2022-06-23 00:00:00,USDT/KZT,460.689,469.0438,435,450.6556,4110378.974491428,9120.88737939
1655856000000,2022-06-22 00:00:00,USDT/KZT,455.9794,476.0,445.0,461.7457,4376125.102574999,9477.3489013
1655769600000,2022-06-21 00:00:00,USDT/KZT,466.2374,469.0,450.0,455.6392,4315857.48649085,9472.094338
