https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOMO,Volume USDT
1663459200,2022-09-18 00:00:00,TOMO/USDT,0.46889,0.46889,0.46659,0.46659,4389.3017,2058.092281913
1663372800,2022-09-17 00:00:00,TOMO/USDT,0.45397,0.46816,0.45307,0.46816,9830.1099,4533.920311686
1663286400,2022-09-16 00:00:00,TOMO/USDT,0.46172,0.46894,0.44429,0.4491,45921.2127,20998.882157845
1663200000,2022-09-15 00:00:00,TOMO/USDT,0.48512,0.50109,0.45789,0.46591,79938.1775,37890.444811963
1663113600,2022-09-14 00:00:00,TOMO/USDT,0.47793,0.49851,0.46749,0.48525,61715.731,29989.386559046
1663027200,2022-09-13 00:00:00,TOMO/USDT,0.52776,0.54564,0.47802,0.47805,23738.3448,12093.02544451
1662940800,2022-09-12 00:00:00,TOMO/USDT,0.5211,0.53984,0.50944,0.53072,9236.2273,4860.009445745
1662854400,2022-09-11 00:00:00,TOMO/USDT,0.52718,0.52978,0.51201,0.5238,4102.1855,2144.773927195
1662768000,2022-09-10 00:00:00,TOMO/USDT,0.52338,0.53566,0.51286,0.52554,18748.5764,9850.357409324
1662681600,2022-09-09 00:00:00,TOMO/USDT,0.48208,0.53101,0.48208,0.52266,21278.0771,10926.411844514
1662595200,2022-09-08 00:00:00,TOMO/USDT,0.48111,0.48582,0.45836,0.47865,17910.4672,8461.870393157
1662508800,2022-09-07 00:00:00,TOMO/USDT,0.46127,0.48582,0.45159,0.47948,15190.7516,7063.466324749
1662422400,2022-09-06 00:00:00,TOMO/USDT,0.48976,0.51773,0.46062,0.46062,20139.6459,9829.572796445
1662336000,2022-09-05 00:00:00,TOMO/USDT,0.48962,0.49362,0.48289,0.48962,13181.3539,6393.249971646
1662249600,2022-09-04 00:00:00,TOMO/USDT,0.48381,0.4896,0.47601,0.4896,13110.0696,6336.479389715
1662163200,2022-09-03 00:00:00,TOMO/USDT,0.48104,0.48805,0.47603,0.47923,16375.6302,7874.077097372
1662076800,2022-09-02 00:00:00,TOMO/USDT,0.49974,0.50917,0.47904,0.48207,6043.1698,3014.281045857
1661990400,2022-09-01 00:00:00,TOMO/USDT,0.50792,0.51114,0.47946,0.49645,20681.6214,10239.383026556
1661904000,2022-08-31 00:00:00,TOMO/USDT,0.4968,0.52672,0.4968,0.50692,9866.6053,5063.480295191
1661817600,2022-08-30 00:00:00,TOMO/USDT,0.50299,0.50937,0.45754,0.49301,61154.796,29873.629610652
1661731200,2022-08-29 00:00:00,TOMO/USDT,0.468,0.5027,0.46502,0.5027,10422.94282086,5061.73918180248
1661644800,2022-08-28 00:00:00,TOMO/USDT,0.4912,0.50944,0.468,0.46867,18882.78087914,9407.56880248752
1661558400,2022-08-27 00:00:00,TOMO/USDT,0.4912,0.49763,0.48281,0.49575,4976.8929,2447.455610566
1661472000,2022-08-26 00:00:00,TOMO/USDT,0.54068,0.55503,0.48711,0.48711,27780.5496,14243.553077856
1661385600,2022-08-25 00:00:00,TOMO/USDT,0.53263,0.55619,0.52838,0.54071,71260.6044,38860.685799251
1661299200,2022-08-24 00:00:00,TOMO/USDT,0.52465,0.543,0.51248,0.531,14792.9164,7921.974535033
1661212800,2022-08-23 00:00:00,TOMO/USDT,0.51697,0.538,0.50441,0.52852,25253.6845,13166.70250903
1661126400,2022-08-22 00:00:00,TOMO/USDT,0.51426,0.51797,0.49064,0.51797,20878.5415,10478.912924527
1661040000,2022-08-21 00:00:00,TOMO/USDT,0.49424,0.51961,0.48928,0.51437,33693.5435,17098.276619062
1660953600,2022-08-20 00:00:00,TOMO/USDT,0.50032,0.54663,0.47862,0.49119,119509.6541,61394.167101828
1660867200,2022-08-19 00:00:00,TOMO/USDT,0.54849,0.54849,0.48861,0.50027,82126.9227,42257.511522059
1660780800,2022-08-18 00:00:00,TOMO/USDT,0.58378,0.60614,0.54051,0.55064,48862.0909,28835.102187089
1660694400,2022-08-17 00:00:00,TOMO/USDT,0.628,0.64505,0.57445,0.5833,66245.8567,40055.564265513
1660608000,2022-08-16 00:00:00,TOMO/USDT,0.61423,0.63356,0.60801,0.62493,25043.1199,15624.173892352
1660521600,2022-08-15 00:00:00,TOMO/USDT,0.61888,0.64284,0.60534,0.618,88558.7084,55207.633884886
1660435200,2022-08-14 00:00:00,TOMO/USDT,0.66144,0.684,0.61651,0.62287,90867.9194,58581.407346488
1660348800,2022-08-13 00:00:00,TOMO/USDT,0.6642,0.67566,0.65442,0.66465,73642.8542,49018.303555868
1660262400,2022-08-12 00:00:00,TOMO/USDT,0.65641,0.716,0.63945,0.6642,112088.4646,74215.471504748
1660176000,2022-08-11 00:00:00,TOMO/USDT,0.6402,0.879,0.6402,0.657,641636.3652169,474795.1062708775163
