https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAT,Volume USDT
1659139200,2022-07-30 00:00:00,BAT/USDT,0.4074,0.43373189,0.4074,0.43373189,847.87353144,2022.6335193
1659052800,2022-07-29 00:00:00,BAT/USDT,0.40741686,0.416,0.39980955,0.4074,415.49361726,1018.09391132
1658966400,2022-07-28 00:00:00,BAT/USDT,0.39573903,0.41219768,0.38653583,0.40708129,987.19731382,2449.46421308
1658880000,2022-07-27 00:00:00,BAT/USDT,0.36404232,0.39402584,0.36404232,0.3908307,509.61473787,1335.78232885
1658793600,2022-07-26 00:00:00,BAT/USDT,0.3579417,0.36031157,0.35214966,0.35223573,66.8283986,188.0709941
1658707200,2022-07-25 00:00:00,BAT/USDT,0.38116014,0.38708959,0.36852037,0.36852037,423.79267185,1135.30739975
1658620800,2022-07-24 00:00:00,BAT/USDT,0.39730391,0.43,0.38547946,0.39318703,498.81268604,1254.56326017
1658534400,2022-07-23 00:00:00,BAT/USDT,0.3937934,0.3937934,0.38265115,0.3845515,69.35834299,176.5940017
1658448000,2022-07-22 00:00:00,BAT/USDT,0.41401331,0.41499401,0.3937934,0.3937934,530.48327886,1282.10509531
1658361600,2022-07-21 00:00:00,BAT/USDT,0.38322911,0.39932311,0.38322911,0.39547608,1046.41974252,2695.33123365
1658275200,2022-07-20 00:00:00,BAT/USDT,0.43865182,0.46,0.3927008,0.3927008,974.67809198,2332.11177519
1658188800,2022-07-19 00:00:00,BAT/USDT,0.41227834,0.43969799,0.41227834,0.43199729,535.23701436,1263.81881908
1658102400,2022-07-18 00:00:00,BAT/USDT,0.38174627,0.4173826,0.37271201,0.41333046,805.39187964,2001.41093187
1658016000,2022-07-17 00:00:00,BAT/USDT,0.39654897,0.40129221,0.38427834,0.38464208,289.34094954,735.95321055
1657929600,2022-07-16 00:00:00,BAT/USDT,0.39246735,0.3981021,0.38427834,0.3951,3105.09349094,8052.22265012
1657843200,2022-07-15 00:00:00,BAT/USDT,0.3942939,0.42934725,0.39173777,0.39173777,2095.26744335,5295.83421358
1657756800,2022-07-14 00:00:00,BAT/USDT,0.37210025,0.41224814,0.34309111,0.389105,1001.36646861,2641.45223637
1657670400,2022-07-13 00:00:00,BAT/USDT,0.36961037,0.37991449,0.36148798,0.36969506,124.32372949,337.87079596
1657584000,2022-07-12 00:00:00,BAT/USDT,0.37289032,0.37804916,0.37125589,0.37125589,334.84909076,893.71931632
1657497600,2022-07-11 00:00:00,BAT/USDT,0.39286621,0.42934725,0.36232982,0.37289032,868.44907248,2183.9734509
1657411200,2022-07-10 00:00:00,BAT/USDT,0.43563717,0.44388287,0.40651364,0.40651364,1147.07226134,2713.28252118
1657324800,2022-07-09 00:00:00,BAT/USDT,0.4403399,0.45926573,0.43235799,0.43626283,288.78974783,643.68554659
1657238400,2022-07-08 00:00:00,BAT/USDT,0.4427,0.4427,0.42919581,0.43514496,275.76694915,636.22845255
1657152000,2022-07-07 00:00:00,BAT/USDT,0.447208,0.49,0.4427,0.45062053,4837.24725117,10573.14481508
1657065600,2022-07-06 00:00:00,BAT/USDT,0.44053424,0.44053424,0.42577003,0.4369835,461.52781067,1061.20324459
1656979200,2022-07-05 00:00:00,BAT/USDT,0.4197465,0.45,0.41771507,0.44054808,1998.40328179,4639.47017966
1656892800,2022-07-04 00:00:00,BAT/USDT,0.39325761,0.42398636,0.3868048,0.39956964,1025.47544892,2550.57425744
1656806400,2022-07-03 00:00:00,BAT/USDT,0.41026299,0.42972226,0.3888108,0.39325761,1776.02270772,4367.45739831
1656720000,2022-07-02 00:00:00,BAT/USDT,0.40906324,0.43406289,0.39681235,0.40698549,703.67977564,1690.08116117
1656633600,2022-07-01 00:00:00,BAT/USDT,0.39604191,0.41573003,0.39604191,0.40924079,1056.14196661,2580.99740393
1656547200,2022-06-30 00:00:00,BAT/USDT,0.37555825,0.37555825,0.35964,0.36477664,161.3796546,430.54224587
1656460800,2022-06-29 00:00:00,BAT/USDT,0.3741,0.40253346,0.37249867,0.38867697,439.36248427,1119.65947501
1656374400,2022-06-28 00:00:00,BAT/USDT,0.4054799,0.42290696,0.3778813,0.38671498,1183.84125897,3009.45689923
1656288000,2022-06-27 00:00:00,BAT/USDT,0.3929735,0.43406288,0.38078483,0.38230164,1192.58590782,2943.83052496
1656201600,2022-06-26 00:00:00,BAT/USDT,0.4257738,0.45798256,0.3929735,0.3929735,796.22887403,1896.45425481
1656115200,2022-06-25 00:00:00,BAT/USDT,0.43394607,0.43853944,0.41020777,0.42406865,869.70264761,2029.57750991
1656028800,2022-06-24 00:00:00,BAT/USDT,0.4092982,0.4392,0.40852123,0.43738145,2958.93535276,7123.77976407
1655942400,2022-06-23 00:00:00,BAT/USDT,0.37277488,0.40890921,0.37277488,0.40061884,1009.15553204,2578.78727901
1655856000,2022-06-22 00:00:00,BAT/USDT,0.36595713,0.38786426,0.35636291,0.37277681,1048.6506495,2814.85259937
1655769600,2022-06-21 00:00:00,BAT/USDT,0.38448867,0.41,0.36595713,0.36858104,1654.19878147,4212.46508974
