https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EFX,Volume BTC
1663459200,2022-09-18 00:00:00,EFX/BTC,0.0000002224,0.0000002224,0.0000002224,0.0000002224,323.0523,0.00007184683152
1663372800,2022-09-17 00:00:00,EFX/BTC,0.0000002167,0.0000002292,0.0000002136,0.0000002218,187326.9384,0.041402546839
1663286400,2022-09-16 00:00:00,EFX/BTC,0.0000002314,0.0000002346,0.0000002136,0.0000002178,230582.7312,0.05102446982191
1663200000,2022-09-15 00:00:00,EFX/BTC,0.000000219,0.000000235,0.0000002125,0.0000002332,778740.2622,0.17790179850712
1663113600,2022-09-14 00:00:00,EFX/BTC,0.0000002235,0.0000002281,0.0000002184,0.0000002196,40745.1393,0.00903802021934
1663027200,2022-09-13 00:00:00,EFX/BTC,0.0000002201,0.0000002286,0.0000002085,0.0000002235,358193.5248,0.07788189538332
1662940800,2022-09-12 00:00:00,EFX/BTC,0.0000002274,0.000000235,0.0000002188,0.0000002201,1613195.8113,0.36286844534643
1662854400,2022-09-11 00:00:00,EFX/BTC,0.0000002303,0.0000002398,0.0000002263,0.0000002263,291228.3383,0.06609277983851
1662768000,2022-09-10 00:00:00,EFX/BTC,0.0000002354,0.000000278,0.000000222,0.000000232,1661522.3116,0.40747520669985
1662681600,2022-09-09 00:00:00,EFX/BTC,0.0000002402,0.0000002536,0.000000225,0.0000002346,257262.2925,0.06212799158427
1662595200,2022-09-08 00:00:00,EFX/BTC,0.000000232,0.000000255,0.0000002285,0.0000002383,2746316.1666,0.66373916250757
1662508800,2022-09-07 00:00:00,EFX/BTC,0.00000022,0.000000245,0.0000002135,0.0000002337,813180.7786,0.19242803348042
1662422400,2022-09-06 00:00:00,EFX/BTC,0.0000002158,0.0000002214,0.0000002133,0.00000022,285100.6478,0.0627526572973
1662336000,2022-09-05 00:00:00,EFX/BTC,0.0000002165,0.00000022,0.0000002066,0.0000002168,579912.1678,0.12044285367657
1662249600,2022-09-04 00:00:00,EFX/BTC,0.0000002167,0.0000002209,0.0000002133,0.000000216,380754.0203,0.08320479248061
1662163200,2022-09-03 00:00:00,EFX/BTC,0.0000002133,0.0000002197,0.0000002096,0.000000216,174281.2613,0.03750277104614
1662076800,2022-09-02 00:00:00,EFX/BTC,0.0000002094,0.0000002156,0.0000002085,0.0000002142,15678.1014,0.00330587635813
1661990400,2022-09-01 00:00:00,EFX/BTC,0.0000002133,0.0000002166,0.0000002082,0.0000002089,52634.7734,0.01107744790083
1661904000,2022-08-31 00:00:00,EFX/BTC,0.0000002146,0.0000002199,0.0000002099,0.0000002142,257667.3846,0.05426946986758
1661817600,2022-08-30 00:00:00,EFX/BTC,0.000000215,0.0000002202,0.0000002105,0.0000002144,758116.3963,0.16535007378463
1661731200,2022-08-29 00:00:00,EFX/BTC,0.0000002184,0.0000002202,0.0000002103,0.0000002117,352847.8832,0.07671298112757
1661644800,2022-08-28 00:00:00,EFX/BTC,0.0000002201,0.000000224,0.0000002176,0.0000002201,836814.1301,0.18281731791138
1661558400,2022-08-27 00:00:00,EFX/BTC,0.0000002216,0.0000002248,0.0000002184,0.0000002184,570741.1307,0.12528316461119
1661472000,2022-08-26 00:00:00,EFX/BTC,0.0000002208,0.0000002251,0.0000002122,0.0000002188,465706.2632,0.10225044194175
1661385600,2022-08-25 00:00:00,EFX/BTC,0.0000002304,0.000000232,0.0000002185,0.0000002194,2290082.6098,0.50369213403568
1661299200,2022-08-24 00:00:00,EFX/BTC,0.0000002184,0.000000255,0.0000002154,0.000000232,4372668.4171,1.03662942847323
1661212800,2022-08-23 00:00:00,EFX/BTC,0.0000002016,0.00000026,0.0000002014,0.0000002172,5608792.6695,1.27324424506009
1661126400,2022-08-22 00:00:00,EFX/BTC,0.0000002031,0.00000021,0.0000002,0.0000002017,978017.042,0.19883022161431
1661040000,2022-08-21 00:00:00,EFX/BTC,0.0000002048,0.0000002102,0.0000002001,0.0000002027,620375.751,0.12753665019656
1660953600,2022-08-20 00:00:00,EFX/BTC,0.0000002241,0.00000026,0.0000002,0.0000002046,5294347.5081,1.18495081290092
1660867200,2022-08-19 00:00:00,EFX/BTC,0.0000001987,0.0000002296,0.0000001904,0.0000002248,2649179.7596,0.56394662583234
1660780800,2022-08-18 00:00:00,EFX/BTC,0.0000001906,0.00000023,0.00000019,0.0000001988,3364244.9341,0.6826920061518
1660694400,2022-08-17 00:00:00,EFX/BTC,0.0000002026,0.0000002405,0.000000191,0.0000001923,1914791.2756,0.42513670692389
1660608000,2022-08-16 00:00:00,EFX/BTC,0.00000019,0.0000002051,0.00000019,0.0000002026,359734.1717,0.07235114365245
1660521600,2022-08-15 00:00:00,EFX/BTC,0.0000002,0.0000002007,0.0000001878,0.00000019,1135739.2392,0.21810811190004
1660435200,2022-08-14 00:00:00,EFX/BTC,0.0000002087,0.0000002176,0.0000001901,0.0000002,1118582.939,0.22461478084352
1660348800,2022-08-13 00:00:00,EFX/BTC,0.000000203,0.00000022,0.0000002005,0.0000002087,1403544.4944,0.29838097792687
1660262400,2022-08-12 00:00:00,EFX/BTC,0.0000001957,0.000000215,0.0000001942,0.0000002034,889766.4626,0.18447704526091
1660176000,2022-08-11 00:00:00,EFX/BTC,0.000000186,0.0000002148,0.0000001824,0.0000001961,1466112.6032,0.28161545214735
1660089600,2022-08-10 00:00:00,EFX/BTC,0.00000019,0.0000001918,0.0000001817,0.000000187,129915.943,0.02457314147129
1660003200,2022-08-09 00:00:00,EFX/BTC,0.0000001873,0.0000002,0.000000182,0.00000019,778493.6387,0.15073278732342
1659916800,2022-08-08 00:00:00,EFX/BTC,0.0000001914,0.0000001915,0.000000181,0.0000001862,464579.8389,0.0862760562742
