https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume ANT
1663534800000,2022-09-18 21:00:00,ANT/ETH,0.0011991,0.0012099,0.0011652,0.0012099,0.542544828839133,448.42121567
1663527600000,2022-09-18 19:00:00,ANT/ETH,0.0012124,0.0012124,0.0012124,0.0012124,0.010725908464403999,8.84683971
1663516800000,2022-09-18 16:00:00,ANT/ETH,0.0011891,0.0011892,0.0011891,0.0011892,0.073498101897948,61.80466019
1663473600000,2022-09-18 04:00:00,ANT/ETH,0.0011969,0.0011969,0.0011969,0.0011969,0.034482856566,28.81014
1663455600000,2022-09-17 23:00:00,ANT/ETH,0.0011896,0.0011896,0.0011896,0.0011896,0.059252691232000006,49.80892
1663347600000,2022-09-16 17:00:00,ANT/ETH,0.0011961,0.0012,0.0011961,0.0012,0.122425968,102.02164
1663344000000,2022-09-16 16:00:00,ANT/ETH,0.00119,0.0011912,0.001189,0.001189,0.53929373461676,453.56916284
1663340400000,2022-09-16 15:00:00,ANT/ETH,0.0011968,0.0011968,0.0011968,0.0011968,0.0035904,3.0
1663322400000,2022-09-16 10:00:00,ANT/ETH,0.0011481,0.00115,0.0011481,0.00115,0.034069509,29.62566
1663308000000,2022-09-16 06:00:00,ANT/ETH,0.0011329,0.0011329,0.0011319,0.0011319,0.15224273456700002,134.50193000000002
1663279200000,2022-09-15 22:00:00,ANT/ETH,0.0011306,0.0011306,0.0011306,0.0011306,0.021719346076000002,19.21046
1663254000000,2022-09-15 15:00:00,ANT/ETH,0.0011147,0.0011147,0.0011147,0.0011147,0.11066699437587199,99.27962176
1663246800000,2022-09-15 13:00:00,ANT/ETH,0.0010697,0.001071,0.0010697,0.001071,0.21514981634999997,200.88684999999998
1663243200000,2022-09-15 12:00:00,ANT/ETH,0.001076,0.0010776,0.001076,0.0010776,0.313110385800432,290.56271882
1663239600000,2022-09-15 11:00:00,ANT/ETH,0.0010784,0.0010784,0.0010752,0.0010752,0.126425086491648,117.58285574
1663214400000,2022-09-15 04:00:00,ANT/ETH,0.0010644,0.001069,0.0010606,0.001069,5.41028070917209,5061.06708061
1663210800000,2022-09-15 03:00:00,ANT/ETH,0.0010612,0.0010676,0.0010568,0.0010629,45.0511736359792,42385.14783703
1663207200000,2022-09-15 02:00:00,ANT/ETH,0.0010702,0.0010722,0.0010504,0.0010545,6.402089113090966,6071.20826277
1663203600000,2022-09-15 01:00:00,ANT/ETH,0.0010752,0.0010752,0.0010723,0.0010725,0.284149437,264.9412
1663196400000,2022-09-14 23:00:00,ANT/ETH,0.0010808,0.0010808,0.0010808,0.0010808,0.061353215074984,56.76648323
1663178400000,2022-09-14 18:00:00,ANT/ETH,0.0010876,0.0010896,0.0010876,0.0010896,0.022370807222304005,20.531210740000002
1663167600000,2022-09-14 15:00:00,ANT/ETH,0.0011097,0.0011097,0.0011097,0.0011097,0.009347896408499999,8.423805
1663160400000,2022-09-14 13:00:00,ANT/ETH,0.0010908,0.0011129,0.0010908,0.0011129,0.250075151594,224.70586
1663142400000,2022-09-14 08:00:00,ANT/ETH,0.0010843,0.0010885,0.0010843,0.0010885,0.057984653812645004,53.27023777
1663110000000,2022-09-13 23:00:00,ANT/ETH,0.0010993,0.0010999,0.0010993,0.0010999,0.027819627372031,25.29286969
1663095600000,2022-09-13 19:00:00,ANT/ETH,0.0011032,0.0011038,0.0010973,0.0011038,0.35463571751627604,321.28620902
1663077600000,2022-09-13 14:00:00,ANT/ETH,0.0011278,0.0011278,0.0011278,0.0011278,0.002316885813634,2.05434103
1663070400000,2022-09-13 12:00:00,ANT/ETH,0.0011148,0.001121,0.0010931,0.0011033,1.0377226942602409,940.56257977
1663066800000,2022-09-13 11:00:00,ANT/ETH,0.0011,0.0011,0.0010945,0.001099,0.28523308565654,259.53874946
1663063200000,2022-09-13 10:00:00,ANT/ETH,0.0011034,0.0011034,0.0011034,0.0011034,0.10972020918599999,99.43829
1663059600000,2022-09-13 09:00:00,ANT/ETH,0.0011177,0.0011177,0.0011177,0.0011177,0.029112161872999996,26.04649
1663052400000,2022-09-13 07:00:00,ANT/ETH,0.0011319,0.0011319,0.0011319,0.0011319,0.05648426622299999,49.90217
1663038000000,2022-09-13 03:00:00,ANT/ETH,0.0011219,0.0011219,0.0011219,0.0011219,0.055861667238,49.79202
1663023600000,2022-09-12 23:00:00,ANT/ETH,0.0011257,0.0011257,0.0011257,0.0011257,0.05627374300000001,49.99
1663002000000,2022-09-12 17:00:00,ANT/ETH,0.0011189,0.0011189,0.0011189,0.0011189,0.055461556876999996,49.56793
1662998400000,2022-09-12 16:00:00,ANT/ETH,0.0011106,0.0011131,0.0011106,0.0011131,0.03207023503697,28.8116387
