https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume SOL
1663549200000,2022-09-19 01:00:00,SOL/BTC,0.00162294,0.0016306,0.00161925,0.00162935,0.0021116375999999997,1.296
1663545600000,2022-09-19 00:00:00,SOL/BTC,0.00160394,0.00162975,0.00160023,0.00162681,0.00802830735,4.935
1663542000000,2022-09-18 23:00:00,SOL/BTC,0.00160476,0.00161699,0.00159518,0.00160307,0.00772038512,4.816
1663538400000,2022-09-18 22:00:00,SOL/BTC,0.0016147,0.00161789,0.00159087,0.00160908,0.00867615936,5.392
1663534800000,2022-09-18 21:00:00,SOL/BTC,0.00163603,0.00163706,0.00159396,0.00161134,0.30806853587504296,191.18779145
1663531200000,2022-09-18 20:00:00,SOL/BTC,0.00163742,0.00164335,0.00163194,0.00163657,0.0070830749600000005,4.328
1663527600000,2022-09-18 19:00:00,SOL/BTC,0.00164641,0.00164705,0.00163708,0.00163829,0.007998131779999999,4.882
1663524000000,2022-09-18 18:00:00,SOL/BTC,0.00164808,0.00164955,0.00163438,0.00163872,0.00912603168,5.569
1663520400000,2022-09-18 17:00:00,SOL/BTC,0.0016479,0.001663,0.00164062,0.00164508,0.008103662944894799,4.92599931
1663516800000,2022-09-18 16:00:00,SOL/BTC,0.00166657,0.00166824,0.00164589,0.00166406,0.0081705346,4.91
1663513200000,2022-09-18 15:00:00,SOL/BTC,0.00166581,0.00167542,0.00165536,0.0016587,0.0096818319,5.837
1663509600000,2022-09-18 14:00:00,SOL/BTC,0.00167122,0.00167137,0.0016594,0.00166771,0.02562603186,15.366
1663506000000,2022-09-18 13:00:00,SOL/BTC,0.00167116,0.0016726,0.00166733,0.00167193,0.00783132012,4.684
1663502400000,2022-09-18 12:00:00,SOL/BTC,0.00167238,0.00167411,0.00166747,0.00167251,0.00825550936,4.936
1663498800000,2022-09-18 11:00:00,SOL/BTC,0.00166928,0.00167633,0.00166238,0.00167232,0.0068650897808064,4.10512927
1663495200000,2022-09-18 10:00:00,SOL/BTC,0.00167996,0.00168257,0.00165851,0.00166468,0.00859973688,5.166
1663491600000,2022-09-18 09:00:00,SOL/BTC,0.00168269,0.0016857,0.00165849,0.00167806,0.007858354980000001,4.683
1663488000000,2022-09-18 08:00:00,SOL/BTC,0.00168666,0.00169236,0.00168392,0.00168402,0.007461708405052199,4.43089061
1663484400000,2022-09-18 07:00:00,SOL/BTC,0.00168559,0.0016895,0.00168085,0.00168721,0.008235272010000001,4.881
1663480800000,2022-09-18 06:00:00,SOL/BTC,0.0016815,0.00168598,0.00167984,0.00168598,0.0095297371499812,5.65234294
1663477200000,2022-09-18 05:00:00,SOL/BTC,0.00167709,0.00168155,0.00167473,0.00168111,0.007848287621494199,4.66851522
1663473600000,2022-09-18 04:00:00,SOL/BTC,0.00166971,0.00167991,0.00166971,0.00167754,0.0078630885523344,4.68727336
1663470000000,2022-09-18 03:00:00,SOL/BTC,0.00167835,0.00168092,0.00166738,0.00167002,0.00696064336,4.168
1663466400000,2022-09-18 02:00:00,SOL/BTC,0.00167981,0.00168112,0.00167646,0.00167821,0.00778185977,4.637
1663462800000,2022-09-18 01:00:00,SOL/BTC,0.00168531,0.00169035,0.00167746,0.00168127,0.00931927961,5.543
1663459200000,2022-09-18 00:00:00,SOL/BTC,0.00167426,0.00168869,0.00167086,0.00168582,0.00808856436,4.798
1663455600000,2022-09-17 23:00:00,SOL/BTC,0.00166928,0.0016828,0.00166851,0.00167661,0.007139005380000001,4.258
1663452000000,2022-09-17 22:00:00,SOL/BTC,0.00165857,0.00167333,0.00165857,0.00166776,0.008100264489955199,4.85697252
1663448400000,2022-09-17 21:00:00,SOL/BTC,0.00166292,0.00166808,0.00165937,0.00166112,0.008524776561456,5.13194505
1663444800000,2022-09-17 20:00:00,SOL/BTC,0.00166328,0.00166401,0.00165861,0.00166319,0.00690057531,4.149
1663441200000,2022-09-17 19:00:00,SOL/BTC,0.0016529,0.00166368,0.0016529,0.00166167,0.00716678271,4.313
1663437600000,2022-09-17 18:00:00,SOL/BTC,0.00165676,0.0016598,0.00165352,0.00165391,0.008704528329999999,5.263
1663434000000,2022-09-17 17:00:00,SOL/BTC,0.00165739,0.00166278,0.00165435,0.00165549,0.008575438199999999,5.18
1663430400000,2022-09-17 16:00:00,SOL/BTC,0.00166833,0.00166997,0.00165543,0.00165768,0.008716081439999999,5.258
1663426800000,2022-09-17 15:00:00,SOL/BTC,0.00166643,0.0016672,0.0016596,0.00166689,0.008621045015253301,5.17193397
1663423200000,2022-09-17 14:00:00,SOL/BTC,0.00164982,0.00166952,0.00164717,0.00166711,0.00864896668,5.188
1663419600000,2022-09-17 13:00:00,SOL/BTC,0.00165079,0.00165324,0.0016473,0.0016473,0.007939986,4.82
1663416000000,2022-09-17 12:00:00,SOL/BTC,0.00164676,0.00165336,0.00164447,0.00165313,0.0077398096804989994,4.6819123
1663412400000,2022-09-17 11:00:00,SOL/BTC,0.00165311,0.00165536,0.00164676,0.0016482,0.0072817476,4.418
1663408800000,2022-09-17 10:00:00,SOL/BTC,0.00165598,0.00165879,0.00164909,0.00165209,0.025000684062181297,15.13276157
1663405200000,2022-09-17 09:00:00,SOL/BTC,0.00165476,0.00166854,0.00165159,0.00165562,0.0076759794164392,4.63631716
1663401600000,2022-09-17 08:00:00,SOL/BTC,0.00165426,0.00165711,0.00165142,0.00165435,0.007791988499999999,4.71
1663398000000,2022-09-17 07:00:00,SOL/BTC,0.00164821,0.00165577,0.00164356,0.00165437,0.00670847035,4.055
1663394400000,2022-09-17 06:00:00,SOL/BTC,0.00164471,0.00164787,0.0016416,0.00164787,0.00755877969,4.587
1663390800000,2022-09-17 05:00:00,SOL/BTC,0.00164745,0.00165091,0.00164413,0.0016448,0.0095349056,5.797
1663387200000,2022-09-17 04:00:00,SOL/BTC,0.00164345,0.00165738,0.00164329,0.00164771,0.00642771671,3.901
1663383600000,2022-09-17 03:00:00,SOL/BTC,0.00164149,0.00164449,0.00164015,0.00164238,0.00984114096,5.992
1663380000000,2022-09-17 02:00:00,SOL/BTC,0.00164361,0.00164764,0.00164144,0.00164144,0.008976854965744002,5.4688901
1663376400000,2022-09-17 01:00:00,SOL/BTC,0.00164183,0.0016433,0.00163269,0.0016433,0.008963503442593,5.45457521
1663372800000,2022-09-17 00:00:00,SOL/BTC,0.00162863,0.00164919,0.00162828,0.00164123,0.02408505025,14.675
1663369200000,2022-09-16 23:00:00,SOL/BTC,0.00162652,0.00163174,0.00162442,0.00162844,0.009330961200000001,5.73
1663365600000,2022-09-16 22:00:00,SOL/BTC,0.00163272,0.00163496,0.00162436,0.00162436,0.007285254600000001,4.485
1663362000000,2022-09-16 21:00:00,SOL/BTC,0.00163548,0.00163692,0.00163107,0.0016311,0.0083153478,5.098
1663358400000,2022-09-16 20:00:00,SOL/BTC,0.00163666,0.00164187,0.00163218,0.00163491,0.00840180249,5.139
1663354800000,2022-09-16 19:00:00,SOL/BTC,0.00163295,0.00164055,0.00163013,0.00163698,0.007217444819999999,4.409
1663351200000,2022-09-16 18:00:00,SOL/BTC,0.00163334,0.00163735,0.00162681,0.00163223,0.00789836097,4.839
1663347600000,2022-09-16 17:00:00,SOL/BTC,0.00163568,0.00163973,0.0016309,0.00163342,0.00701880574,4.297
1663344000000,2022-09-16 16:00:00,SOL/BTC,0.00164041,0.00164194,0.00162278,0.00163444,0.0084049753593932,5.14241903
1663340400000,2022-09-16 15:00:00,SOL/BTC,0.00164309,0.00164974,0.00163704,0.00164026,0.008404692239999999,5.124
1663336800000,2022-09-16 14:00:00,SOL/BTC,0.0016393,0.00164247,0.00163542,0.00164226,0.008163674460000001,4.971
1663333200000,2022-09-16 13:00:00,SOL/BTC,0.00165568,0.00166166,0.00163481,0.00163774,0.009014120959999998,5.504
1663329600000,2022-09-16 12:00:00,SOL/BTC,0.00166489,0.00166575,0.00165255,0.00165508,0.0069596114,4.205
1663326000000,2022-09-16 11:00:00,SOL/BTC,0.00166217,0.00167447,0.00165867,0.00167447,0.0073341785999999996,4.38
1663322400000,2022-09-16 10:00:00,SOL/BTC,0.00165463,0.00166306,0.00165246,0.00166203,0.007755031980000001,4.666
1663318800000,2022-09-16 09:00:00,SOL/BTC,0.00164587,0.00165343,0.00164587,0.00165317,0.00960987721,5.813
1663315200000,2022-09-16 08:00:00,SOL/BTC,0.00166132,0.00166366,0.00164377,0.0016444,0.0089307364,5.431
1663311600000,2022-09-16 07:00:00,SOL/BTC,0.00166559,0.001668,0.00166153,0.00166153,0.00822789656,4.952
1663308000000,2022-09-16 06:00:00,SOL/BTC,0.001667,0.00167152,0.00166188,0.00166763,0.007652754070000001,4.589
1663304400000,2022-09-16 05:00:00,SOL/BTC,0.00166096,0.00168371,0.00166052,0.00166649,0.007439211360000001,4.464
