https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume QTUM
1663545600000,2022-09-19 00:00:00,QTUM/BTC,0.00014691,0.00014896,0.00014598,0.00014824,0.056227432,379.3
1663459200000,2022-09-18 00:00:00,QTUM/BTC,0.00015328,0.0001537,0.000143,0.00014716,1.1049075958149994,7508.20600581
1663372800000,2022-09-17 00:00:00,QTUM/BTC,0.00015165,0.00015386,0.0001509,0.00015297,1.1475633595357357,7501.88507247
1663286400000,2022-09-16 00:00:00,QTUM/BTC,0.00015153,0.00015262,0.00014879,0.00015172,1.1199119173817271,7381.43894926
1663200000000,2022-09-15 00:00:00,QTUM/BTC,0.00015114,0.00015323,0.00014844,0.0001517,1.082068031386468,7132.94681204
1663113600000,2022-09-14 00:00:00,QTUM/BTC,0.00015073,0.00015459,0.00014946,0.00015272,0.9570579726517958,6266.74942805
1663027200000,2022-09-13 00:00:00,QTUM/BTC,0.00014744,0.00015081,0.00014432,0.00014977,1.0722321313342038,7159.19163607
1662940800000,2022-09-12 00:00:00,QTUM/BTC,0.00015141,0.00015346,0.0001472,0.00014745,1.1096369916456346,7525.51367681
1662854400000,2022-09-11 00:00:00,QTUM/BTC,0.00015469,0.00015651,0.00015041,0.00015159,1.155037237771543,7619.48174531
1662768000000,2022-09-10 00:00:00,QTUM/BTC,0.00015638,0.00016177,0.00015458,0.00015474,1.232788429078779,7966.83746335
1662681600000,2022-09-09 00:00:00,QTUM/BTC,0.00016407,0.00016417,0.00015455,0.00015673,1.1816902163513747,7539.65556276
1662595200000,2022-09-08 00:00:00,QTUM/BTC,0.00016031,0.00016547,0.00015879,0.00016386,1.07373977154792,6552.787572
1662508800000,2022-09-07 00:00:00,QTUM/BTC,0.0001594,0.00016286,0.00015682,0.00016029,1.1922943272622901,7438.35752238
1662422400000,2022-09-06 00:00:00,QTUM/BTC,0.00016929,0.00016932,0.0001576,0.00015934,1.1961995464874668,7507.21442505
1662336000000,2022-09-05 00:00:00,QTUM/BTC,0.00016154,0.00016963,0.00015735,0.0001694,1.226471722688212,7240.09281398
1662249600000,2022-09-04 00:00:00,QTUM/BTC,0.00015869,0.00016234,0.00015867,0.00016162,1.1895232692525537,7360.00042849
1662163200000,2022-09-03 00:00:00,QTUM/BTC,0.00015732,0.0001599,0.00015685,0.00015873,1.1759502815374314,7408.49418218
1662076800000,2022-09-02 00:00:00,QTUM/BTC,0.0001584,0.00016005,0.00015593,0.00015722,1.1533955449252948,7336.18842975
1661990400000,2022-09-01 00:00:00,QTUM/BTC,0.00015473,0.00015857,0.00015279,0.00015838,1.174711217932058,7417.0426691
1661904000000,2022-08-31 00:00:00,QTUM/BTC,0.00015719,0.00015903,0.00015254,0.00015367,1.1359428552986712,7392.09250536
1661817600000,2022-08-30 00:00:00,QTUM/BTC,0.00015785,0.00015954,0.00015329,0.00015723,1.172821350663531,7459.2720897
1661731200000,2022-08-29 00:00:00,QTUM/BTC,0.00015249,0.00015802,0.00015057,0.00015783,1.1513384535899134,7294.80107451
1661644800000,2022-08-28 00:00:00,QTUM/BTC,0.00015549,0.00015791,0.00015183,0.00015274,1.1333913881654658,7420.39667517
1661558400000,2022-08-27 00:00:00,QTUM/BTC,0.00015388,0.00015585,0.00015168,0.00015545,1.1421201140176105,7347.18632369
1661472000000,2022-08-26 00:00:00,QTUM/BTC,0.00016103,0.00016161,0.00015216,0.00015352,1.1322395799756864,7375.19267832
1661385600000,2022-08-25 00:00:00,QTUM/BTC,0.00016205,0.00016374,0.00015908,0.00016153,1.151039903426821,7125.8583757
1661299200000,2022-08-24 00:00:00,QTUM/BTC,0.00016283,0.00016572,0.00016036,0.00016174,1.189884888520016,7356.7756184
