https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMB,Volume USDT
1650758400,2022-04-24 00:00:00,UMB/USDT,0.0864,0.0877,0.0849,0.0849,302311.96153222,26047.886684886416
1650672000,2022-04-23 00:00:00,UMB/USDT,0.0865,0.0875,0.0855,0.0861,277862.2895547,24086.75680681114
1650585600,2022-04-22 00:00:00,UMB/USDT,0.0925,0.0933,0.0863,0.087,610516.11695419,54757.643515106563
1650499200,2022-04-21 00:00:00,UMB/USDT,0.0906,0.0996,0.0904,0.0927,1305528.78353178,123614.892577409925
1650412800,2022-04-20 00:00:00,UMB/USDT,0.0865,0.094,0.0863,0.0907,803169.36939633,72988.760272791212
1650326400,2022-04-19 00:00:00,UMB/USDT,0.0872,0.0926,0.0852,0.0868,824173.05258656,72939.732945613184
1650240000,2022-04-18 00:00:00,UMB/USDT,0.0885,0.0892,0.0826,0.0871,854943.71467854,73079.191928471303
1650153600,2022-04-17 00:00:00,UMB/USDT,0.0915,0.0927,0.0873,0.0885,381245.43670628,34475.169251326943
1650067200,2022-04-16 00:00:00,UMB/USDT,0.0908,0.0935,0.0901,0.0911,424100.0431341,38856.507911873757
1649980800,2022-04-15 00:00:00,UMB/USDT,0.0889,0.0929,0.0886,0.0912,474931.46704755,43232.170068846127
1649894400,2022-04-14 00:00:00,UMB/USDT,0.0927,0.093,0.088,0.0889,667833.69027498,60560.717325974404
1649808000,2022-04-13 00:00:00,UMB/USDT,0.0907,0.0938,0.0876,0.0927,985453.75023744,89871.47041878135
1649721600,2022-04-12 00:00:00,UMB/USDT,0.0956,0.0972,0.087,0.0907,2369789.60263794,217956.169814613803
1649635200,2022-04-11 00:00:00,UMB/USDT,0.106,0.1062,0.091,0.0959,1585837.91278268,152846.557786638138
1649548800,2022-04-10 00:00:00,UMB/USDT,0.1044,0.1141,0.1043,0.1056,965193.43910793,104452.657696625178
1649462400,2022-04-09 00:00:00,UMB/USDT,0.1032,0.109,0.1014,0.1051,1347213.81802145,142346.876632659027
1649376000,2022-04-08 00:00:00,UMB/USDT,0.1089,0.1115,0.1021,0.1032,677735.04253627,72530.602630565714
1649289600,2022-04-07 00:00:00,UMB/USDT,0.1104,0.1104,0.1047,0.1081,606112.78403521,65514.271241080035
1649203200,2022-04-06 00:00:00,UMB/USDT,0.1218,0.1228,0.1085,0.111,1029405.04482005,116558.470288829398
1649116800,2022-04-05 00:00:00,UMB/USDT,0.1203,0.1285,0.1203,0.1218,862377.628527,106611.273052495472
1649030400,2022-04-04 00:00:00,UMB/USDT,0.1285,0.1313,0.1184,0.121,817997.40858263,102355.285144619898
1648944000,2022-04-03 00:00:00,UMB/USDT,0.1279,0.1325,0.1237,0.1285,616657.45220061,79319.320754507083
1648857600,2022-04-02 00:00:00,UMB/USDT,0.1267,0.1337,0.1247,0.1272,715201.6372473,92439.417588046789
1648771200,2022-04-01 00:00:00,UMB/USDT,0.1297,0.1312,0.116,0.1271,1285564.29626921,156882.657789864091
1648684800,2022-03-31 00:00:00,UMB/USDT,0.1402,0.144,0.1244,0.1297,800244.61716236,106460.039071025033
1648598400,2022-03-30 00:00:00,UMB/USDT,0.1329,0.145,0.125,0.1407,1448361.01407606,197049.239544287001
1648512000,2022-03-29 00:00:00,UMB/USDT,0.1187,0.1407,0.1187,0.1326,1499619.2473839,195233.897542734687
1648425600,2022-03-28 00:00:00,UMB/USDT,0.118,0.1287,0.1133,0.1189,1215388.5678657,146359.257660430319
1648339200,2022-03-27 00:00:00,UMB/USDT,0.1139,0.119,0.1078,0.118,510331.0826641,57808.223221436077
1648252800,2022-03-26 00:00:00,UMB/USDT,0.1145,0.1195,0.1115,0.1141,623312.0914754,71957.208727278316
1648166400,2022-03-25 00:00:00,UMB/USDT,0.1116,0.1168,0.1105,0.1141,734108.15173449,83439.910439992809
1648080000,2022-03-24 00:00:00,UMB/USDT,0.1211,0.1252,0.11,0.1115,1317865.52964302,153028.413380727891
1647993600,2022-03-23 00:00:00,UMB/USDT,0.123,0.1231,0.1177,0.1205,553644.54054818,67032.379404847686
1647907200,2022-03-22 00:00:00,UMB/USDT,0.1244,0.1275,0.1171,0.1224,1299107.03992536,159940.658975381693
1647820800,2022-03-21 00:00:00,UMB/USDT,0.1019,0.1272,0.1,0.1243,2065778.90236929,226333.672280611903
1647734400,2022-03-20 00:00:00,UMB/USDT,0.1198,0.1231,0.0907,0.1017,3976237.42861025,400771.108470426803
1647648000,2022-03-19 00:00:00,UMB/USDT,0.1119,0.14,0.1119,0.1196,1481324.855738,179989.870611918033
1647561600,2022-03-18 00:00:00,UMB/USDT,0.1049,0.1137,0.1022,0.1119,524060.56263237,56127.19153689545
1647475200,2022-03-17 00:00:00,UMB/USDT,0.1044,0.1068,0.1021,0.105,287122.19564652,30097.173734828432
1647388800,2022-03-16 00:00:00,UMB/USDT,0.0966,0.113,0.0908,0.1043,1370090.00578861,140021.524737515732
1647302400,2022-03-15 00:00:00,UMB/USDT,0.0952,0.0973,0.0908,0.0966,166743.85463948,15718.561157998232
1647216000,2022-03-14 00:00:00,UMB/USDT,0.0948,0.0994,0.0929,0.0951,225812.83371611,21606.842486965013
1647129600,2022-03-13 00:00:00,UMB/USDT,0.1048,0.1057,0.0933,0.0953,438457.44179619,43220.022257921209
1647043200,2022-03-12 00:00:00,UMB/USDT,0.0992,0.107,0.0989,0.1048,457957.07359014,46894.82366220961
1646956800,2022-03-11 00:00:00,UMB/USDT,0.0994,0.1063,0.0971,0.0992,713311.53027368,71750.547694036229
1646870400,2022-03-10 00:00:00,UMB/USDT,0.1036,0.1039,0.0971,0.0994,625807.10611116,63019.478000018754
1646784000,2022-03-09 00:00:00,UMB/USDT,0.1043,0.1139,0.1034,0.1037,823455.79660825,89497.201707331052
1646697600,2022-03-08 00:00:00,UMB/USDT,0.0951,0.1071,0.0936,0.1042,754976.26408106,76876.63721349431
1646611200,2022-03-07 00:00:00,UMB/USDT,0.1077,0.1131,0.0948,0.0956,749360.9952693,76753.842035697563
1646524800,2022-03-06 00:00:00,UMB/USDT,0.1129,0.1158,0.1069,0.1076,358481.80260982,39787.24969042778
1646438400,2022-03-05 00:00:00,UMB/USDT,0.1105,0.1154,0.108,0.1129,567978.58102643,63711.229134832067
1646352000,2022-03-04 00:00:00,UMB/USDT,0.1175,0.1221,0.1066,0.1105,939943.12205463,106743.390929274438
1646265600,2022-03-03 00:00:00,UMB/USDT,0.1268,0.1299,0.1123,0.1174,804579.81541506,97634.485225351766
1646179200,2022-03-02 00:00:00,UMB/USDT,0.1202,0.1288,0.1175,0.1267,782857.97464971,97146.235466568298
1646092800,2022-03-01 00:00:00,UMB/USDT,0.12,0.1215,0.1131,0.1196,843286.51214994,99020.766003461914
1646006400,2022-02-28 00:00:00,UMB/USDT,0.1042,0.139,0.103,0.1197,2072743.18158733,236545.191463849833
1645920000,2022-02-27 00:00:00,UMB/USDT,0.1238,0.1245,0.1019,0.1042,1724745.03550924,188531.50304981492
1645833600,2022-02-26 00:00:00,UMB/USDT,0.1217,0.1311,0.1206,0.1238,475590.13910087,59822.802739013082
1645747200,2022-02-25 00:00:00,UMB/USDT,0.1183,0.1257,0.1173,0.1212,445783.14400128,53832.54382078986
1645660800,2022-02-24 00:00:00,UMB/USDT,0.1265,0.1379,0.0998,0.1187,3014844.00301838,334684.944309001111
1645574400,2022-02-23 00:00:00,UMB/USDT,0.1284,0.1446,0.1253,0.127,946445.4262055,126449.71260347246
1645488000,2022-02-22 00:00:00,UMB/USDT,0.1319,0.1319,0.1245,0.1277,747578.559957,95536.207902530876
1645401600,2022-02-21 00:00:00,UMB/USDT,0.1243,0.1709,0.1235,0.1319,2296769.79195592,324082.228683289253
1645315200,2022-02-20 00:00:00,UMB/USDT,0.1329,0.1351,0.1228,0.1245,801741.18154744,101413.543414785717
1645228800,2022-02-19 00:00:00,UMB/USDT,0.1368,0.1387,0.13,0.1329,567281.29038101,75962.641002802261
1645142400,2022-02-18 00:00:00,UMB/USDT,0.1497,0.152,0.1354,0.1369,598415.50992266,84883.927466018609
1645056000,2022-02-17 00:00:00,UMB/USDT,0.1652,0.1685,0.1465,0.1495,659204.23634762,102651.170794834341
1644969600,2022-02-16 00:00:00,UMB/USDT,0.168,0.1697,0.1544,0.1654,602859.61855772,97899.737077821614
1644883200,2022-02-15 00:00:00,UMB/USDT,0.1586,0.1792,0.1586,0.1682,1034456.9062179,174922.298295755425
1644796800,2022-02-14 00:00:00,UMB/USDT,0.1616,0.166,0.1557,0.1594,892310.27973599,142228.853143123113
1644710400,2022-02-13 00:00:00,UMB/USDT,0.1746,0.1758,0.1616,0.1616,418191.80089961,70112.36271385577
1644624000,2022-02-12 00:00:00,UMB/USDT,0.1751,0.1932,0.1621,0.1745,1264616.84451457,222452.96713292747
1644537600,2022-02-11 00:00:00,UMB/USDT,0.1943,0.2076,0.1738,0.176,2985982.87883168,574710.515395629097
1644451200,2022-02-10 00:00:00,UMB/USDT,0.2116,0.2131,0.1826,0.1949,1526815.01311935,304929.817706760336
1644364800,2022-02-09 00:00:00,UMB/USDT,0.1883,0.23,0.183,0.2128,2544959.68874391,525034.524330158447
1644278400,2022-02-08 00:00:00,UMB/USDT,0.1747,0.2225,0.1714,0.1883,3520804.17483879,660477.907655128996
1644192000,2022-02-07 00:00:00,UMB/USDT,0.1619,0.1767,0.1536,0.1747,1443324.59937709,241950.004819905323
1644105600,2022-02-06 00:00:00,UMB/USDT,0.1592,0.1638,0.155,0.1627,609345.1584085,96659.676299981762
1644019200,2022-02-05 00:00:00,UMB/USDT,0.1689,0.1747,0.1579,0.1594,1160001.20021295,191941.346463140314
1643932800,2022-02-04 00:00:00,UMB/USDT,0.1587,0.172,0.1512,0.1689,1131041.73897715,183983.031080619163
1643846400,2022-02-03 00:00:00,UMB/USDT,0.1515,0.1597,0.1461,0.1585,742923.07782545,111628.640000812184
1643760000,2022-02-02 00:00:00,UMB/USDT,0.1642,0.172,0.1509,0.1515,507852.25302924,82737.074691876284
1643673600,2022-02-01 00:00:00,UMB/USDT,0.1565,0.1675,0.1562,0.1648,757401.22504491,122919.528533724051
1643587200,2022-01-31 00:00:00,UMB/USDT,0.1629,0.1629,0.1521,0.1565,548589.27536463,86516.966562966766
1643500800,2022-01-30 00:00:00,UMB/USDT,0.1592,0.1664,0.1581,0.1624,500805.1415729,80591.825356635647
1643414400,2022-01-29 00:00:00,UMB/USDT,0.1515,0.1643,0.1508,0.1594,688712.73855867,108472.607783657931
1643328000,2022-01-28 00:00:00,UMB/USDT,0.1549,0.1554,0.146,0.152,602166.21290834,90167.733516238858
1643241600,2022-01-27 00:00:00,UMB/USDT,0.1619,0.1619,0.1504,0.1549,740841.14084987,114396.135019522238
1643155200,2022-01-26 00:00:00,UMB/USDT,0.1699,0.175,0.1602,0.1619,960186.41027733,161986.966406710918
1643068800,2022-01-25 00:00:00,UMB/USDT,0.1647,0.185,0.1622,0.1714,703856.49376636,121590.530189453847
1642982400,2022-01-24 00:00:00,UMB/USDT,0.1871,0.1879,0.1583,0.1647,1586937.99993075,268768.240103146904
1642896000,2022-01-23 00:00:00,UMB/USDT,0.1671,0.1879,0.161,0.1871,845631.90228834,146709.080374031709
1642809600,2022-01-22 00:00:00,UMB/USDT,0.1849,0.1919,0.1422,0.1657,2031444.28739064,345070.821154840614
1642723200,2022-01-21 00:00:00,UMB/USDT,0.2155,0.2165,0.1811,0.1849,1841933.02440171,370462.096478372433
1642636800,2022-01-20 00:00:00,UMB/USDT,0.2392,0.2496,0.2146,0.2165,1402434.53039911,323843.182362463273
1642550400,2022-01-19 00:00:00,UMB/USDT,0.2607,0.2642,0.2352,0.2381,925280.03391932,227686.964584562675
1642464000,2022-01-18 00:00:00,UMB/USDT,0.2665,0.2793,0.2239,0.2607,2505075.85741729,625706.043402777
1642377600,2022-01-17 00:00:00,UMB/USDT,0.2672,0.2922,0.2591,0.2652,1770576.38113719,478604.331738332309
1642291200,2022-01-16 00:00:00,UMB/USDT,0.2717,0.2723,0.2617,0.2672,485924.28096379,129698.932526401308
1642204800,2022-01-15 00:00:00,UMB/USDT,0.2743,0.2799,0.2707,0.2725,609607.55691785,167562.373533384675
1642118400,2022-01-14 00:00:00,UMB/USDT,0.2714,0.2792,0.2651,0.2756,629885.18225975,170287.116803450637
1642032000,2022-01-13 00:00:00,UMB/USDT,0.2755,0.2936,0.2702,0.2716,1247855.25942668,348510.757796616294
1641945600,2022-01-12 00:00:00,UMB/USDT,0.271,0.2898,0.267,0.2746,1275557.59245674,352720.516171182813
1641859200,2022-01-11 00:00:00,UMB/USDT,0.2641,0.278,0.26,0.2723,1003641.04038047,268473.820899834599
1641772800,2022-01-10 00:00:00,UMB/USDT,0.2798,0.2806,0.2551,0.2648,886399.73653409,233060.007494479638
1641686400,2022-01-09 00:00:00,UMB/USDT,0.2739,0.3001,0.2678,0.28,776410.65262468,216965.532320530692
1641600000,2022-01-08 00:00:00,UMB/USDT,0.2681,0.2839,0.25,0.2745,1741268.52368615,456362.240346253279
1641513600,2022-01-07 00:00:00,UMB/USDT,0.274,0.2842,0.2582,0.2681,2327453.58954378,625847.578457967231
1641427200,2022-01-06 00:00:00,UMB/USDT,0.2777,0.2976,0.2551,0.274,1873994.17881766,512694.048345483754
1641340800,2022-01-05 00:00:00,UMB/USDT,0.2709,0.3202,0.2709,0.2785,3600486.31083906,1059754.044846625773
1641254400,2022-01-04 00:00:00,UMB/USDT,0.2649,0.2876,0.2615,0.2709,1639868.14991665,452920.498090936107
1641168000,2022-01-03 00:00:00,UMB/USDT,0.2716,0.277,0.2575,0.266,1314963.01120288,351769.038686251431
1641081600,2022-01-02 00:00:00,UMB/USDT,0.2813,0.2822,0.265,0.2716,1311592.72123904,357292.723150209711
1640995200,2022-01-01 00:00:00,UMB/USDT,0.2672,0.2865,0.265,0.2814,856542.28122549,236998.283436307885
1640908800,2021-12-31 00:00:00,UMB/USDT,0.275,0.2941,0.265,0.2668,1589472.89155445,436382.094303236859
1640822400,2021-12-30 00:00:00,UMB/USDT,0.2768,0.295,0.2606,0.2754,2086166.0762862,569540.824627680408
1640736000,2021-12-29 00:00:00,UMB/USDT,0.3096,0.31,0.2728,0.2762,1518593.85022768,449927.711916298495
1640649600,2021-12-28 00:00:00,UMB/USDT,0.3488,0.3488,0.3025,0.3087,2125081.24084646,676345.514983496571
