https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SNX,Volume USDT
1663459200,2022-09-18 00:00:00,SNX/USDT,2.737361,2.74044,2.705968,2.706656,7106.61831148,19351.39239435360707
1663372800,2022-09-17 00:00:00,SNX/USDT,2.59336,2.742009,2.59302,2.737361,96410.02342075,257161.00539363433499
1663286400,2022-09-16 00:00:00,SNX/USDT,2.581695,2.64594,2.525291,2.594357,74021.40649583,190840.0370615292732
1663200000,2022-09-15 00:00:00,SNX/USDT,2.71714,2.763772,2.569176,2.582498,117529.08856528,310510.91042676442381
1663113600,2022-09-14 00:00:00,SNX/USDT,2.717925,2.775659,2.632651,2.719591,107572.50055586,290718.01494863953625
1663027200,2022-09-13 00:00:00,SNX/USDT,2.937188,2.988,2.704066,2.716542,208465.67754863,593487.37971657185745
1662940800,2022-09-12 00:00:00,SNX/USDT,2.9614,3.039071,2.883905,2.94401,118240.34871004,350462.89656598934381
1662854400,2022-09-11 00:00:00,SNX/USDT,3.032192,3.054006,2.89296,2.96183,120128.9100249,359561.24928996162461
1662768000,2022-09-10 00:00:00,SNX/USDT,3.002001,3.15183,2.929595,3.022922,224672.73793616,678360.39539738507151
1662681600,2022-09-09 00:00:00,SNX/USDT,2.931056,3.105878,2.928826,3.000974,295123.25967535,892595.22109533155867
1662595200,2022-09-08 00:00:00,SNX/USDT,2.985489,3.01166,2.824625,2.93011,278205.39322359,809514.75755312143065
1662508800,2022-09-07 00:00:00,SNX/USDT,2.793383,3.038747,2.713483,2.986965,216435.98644646,620460.48941288755745
1662422400,2022-09-06 00:00:00,SNX/USDT,3.006909,3.09338,2.712046,2.789259,426796.61909968,1242713.93517362758065
1662336000,2022-09-05 00:00:00,SNX/USDT,2.985611,3.06,2.915043,3.004674,182510.51498324,545195.32383979692653
1662249600,2022-09-04 00:00:00,SNX/USDT,2.941422,2.988935,2.899592,2.982569,159784.31420446,471523.41085793973356
1662163200,2022-09-03 00:00:00,SNX/USDT,3.029488,3.065942,2.865079,2.939587,251633.36947304,739170.79099511641187
1662076800,2022-09-02 00:00:00,SNX/USDT,2.928385,3.257194,2.883749,3.02687,429669.30414742,1307629.55214441522143
1661990400,2022-09-01 00:00:00,SNX/USDT,2.956579,3.174013,2.795251,2.931143,484792.32949165,1450346.47506570994499
1661904000,2022-08-31 00:00:00,SNX/USDT,2.977722,3.144116,2.914569,2.957822,507004.03138089,1528778.35453631535747
1661817600,2022-08-30 00:00:00,SNX/USDT,3.468941,3.546557,2.968146,2.975962,561758.76513195,1801922.41984853162466
1661731200,2022-08-29 00:00:00,SNX/USDT,2.97,3.572416,2.784536,3.476772,815310.27734654,2645550.8955913298348
1661644800,2022-08-28 00:00:00,SNX/USDT,2.886015,3.158107,2.827516,2.955993,464955.39857677,1410066.26640850151073
1661558400,2022-08-27 00:00:00,SNX/USDT,2.719392,2.92,2.609318,2.886106,417011.57143866,1148642.73538444582888
1661472000,2022-08-26 00:00:00,SNX/USDT,3.01685,3.293022,2.665631,2.719957,922141.92324216,2821475.2475563398991
1661385600,2022-08-25 00:00:00,SNX/USDT,3.03476,3.108612,2.9161,3.018078,135933.51824818,409251.14110191192279
1661299200,2022-08-24 00:00:00,SNX/USDT,3.052786,3.149157,2.96,3.031367,146100.81292308,446899.46297678978517
1661212800,2022-08-23 00:00:00,SNX/USDT,3.002839,3.234155,2.909291,3.051899,377757.71178744,1147981.42806146092261
1661126400,2022-08-22 00:00:00,SNX/USDT,3.113279,3.11441,2.78676,3.004308,348335.1824963,1026050.41056455213685
1661040000,2022-08-21 00:00:00,SNX/USDT,2.746097,3.119318,2.746097,3.1121,220577.21842318,636939.01620519748758
1660953600,2022-08-20 00:00:00,SNX/USDT,2.799203,2.913829,2.639999,2.747403,269252.9067996,745965.42610218781144
1660867200,2022-08-19 00:00:00,SNX/USDT,3.251976,3.278794,2.669113,2.804199,379659.7239439,1118588.40274476184039
1660780800,2022-08-18 00:00:00,SNX/USDT,3.49545,3.576875,3.211777,3.252444,135075.93169416,463488.6140635411394
1660694400,2022-08-17 00:00:00,SNX/USDT,3.676051,3.843349,3.452597,3.49999,233608.05061846,840544.31985845048313
1660608000,2022-08-16 00:00:00,SNX/USDT,3.689011,3.794994,3.607623,3.680075,138628.00081817,513426.14334766754394
1660521600,2022-08-15 00:00:00,SNX/USDT,3.816196,3.95,3.583177,3.688943,240750.50453264,901797.58624157757937
1660435200,2022-08-14 00:00:00,SNX/USDT,3.971354,4.12973,3.78661,3.818304,199510.47619576,784121.41081405940332
1660348800,2022-08-13 00:00:00,SNX/USDT,4.142011,4.157715,3.9572,3.972788,98107.29039537,397637.48020850074896
1660262400,2022-08-12 00:00:00,SNX/USDT,4.034256,4.162707,3.890469,4.142582,263315.50792518,1060052.54727021095261
1660176000,2022-08-11 00:00:00,SNX/USDT,4.207553,4.641943,3.975858,4.037727,379204.48698075,1591557.82217288574381
1660089600,2022-08-10 00:00:00,SNX/USDT,3.808161,4.21684,3.705861,4.204277,333554.79648803,1318825.282438891355
1660003200,2022-08-09 00:00:00,SNX/USDT,4.095167,4.127122,3.726639,3.808305,230229.94561063,903432.95640942997475
1659916800,2022-08-08 00:00:00,SNX/USDT,4.080891,4.302799,3.973371,4.096372,265655.98836654,1100652.58607844828658
