https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WNCG,Volume USDT
1643760000,2022-02-02 00:00:00,WNCG/USDT,1.1337,1.1473,1.0564,1.0668,129607.83512335,142958.049051054621
1643673600,2022-02-01 00:00:00,WNCG/USDT,1.1655,1.1925,1.1232,1.1332,114855.21379012,132942.819817704002
1643587200,2022-01-31 00:00:00,WNCG/USDT,1.1581,1.1807,1.1012,1.1676,93405.81742979,107010.154356528106
1643500800,2022-01-30 00:00:00,WNCG/USDT,1.1844,1.2191,1.1266,1.1552,141317.72668356,166019.457303819918
1643414400,2022-01-29 00:00:00,WNCG/USDT,1.0648,1.2008,1.0648,1.1853,120278.96505548,137259.890833801065
1643328000,2022-01-28 00:00:00,WNCG/USDT,1.0383,1.0787,1.0168,1.0642,121682.6889,127366.81513072
1643241600,2022-01-27 00:00:00,WNCG/USDT,0.99,1.041,0.9429,1.0392,191407.36316251,190372.068647063024
1643155200,2022-01-26 00:00:00,WNCG/USDT,1.0966,1.1254,0.9568,0.9842,174671.60566642,182989.800404107609
1643068800,2022-01-25 00:00:00,WNCG/USDT,1.0625,1.1101,1.0327,1.0996,72475.00678107,77250.247576957642
1642982400,2022-01-24 00:00:00,WNCG/USDT,1.0204,1.0822,0.8901,1.063,158509.57531238,155044.988124719992
1642896000,2022-01-23 00:00:00,WNCG/USDT,0.9268,1.0413,0.9098,1.0264,170514.03741467,166086.455384637272
1642809600,2022-01-22 00:00:00,WNCG/USDT,1.1553,1.176,0.776,0.9267,369278.45614342,346583.469274378376
1642723200,2022-01-21 00:00:00,WNCG/USDT,1.2718,1.3245,1.1336,1.1523,157828.55534166,191840.505715290195
1642636800,2022-01-20 00:00:00,WNCG/USDT,1.3755,1.4209,1.267,1.267,53585.41730555,73422.661040539619
1642550400,2022-01-19 00:00:00,WNCG/USDT,1.3187,1.4535,1.3025,1.3755,152488.94166371,209132.71080779892
1642464000,2022-01-18 00:00:00,WNCG/USDT,1.3482,1.3761,1.27,1.3145,160844.59057635,211180.382632970517
1642377600,2022-01-17 00:00:00,WNCG/USDT,1.4016,1.4762,1.3059,1.3606,222673.95780928,310892.165503400474
1642291200,2022-01-16 00:00:00,WNCG/USDT,1.4393,1.4558,1.3718,1.3943,68293.98310118,96695.84678723128
1642204800,2022-01-15 00:00:00,WNCG/USDT,1.4884,1.4994,1.4237,1.4394,81929.44558379,119713.78053946709
1642118400,2022-01-14 00:00:00,WNCG/USDT,1.65,1.9184,1.476,1.4903,469012.73297378,800368.917707177667
1642032000,2022-01-13 00:00:00,WNCG/USDT,1.6029,1.6898,1.5534,1.65,149495.76794073,239734.162524011649
1641945600,2022-01-12 00:00:00,WNCG/USDT,1.3194,1.8,1.3072,1.5987,175163.78513174,269291.753055653656
1641859200,2022-01-11 00:00:00,WNCG/USDT,1.2126,1.3512,1.1834,1.3153,177778.62697671,218704.667390353045
1641772800,2022-01-10 00:00:00,WNCG/USDT,1.3243,1.3457,1.085,1.2098,264901.85768094,322344.611443987123
1641686400,2022-01-09 00:00:00,WNCG/USDT,1.3305,1.3809,1.3019,1.3323,85546.12104757,114236.149481708736
1641600000,2022-01-08 00:00:00,WNCG/USDT,1.4045,1.4649,1.2549,1.3309,235237.93543588,318972.779988664878
1641513600,2022-01-07 00:00:00,WNCG/USDT,1.5135,1.5135,1.3324,1.4033,255848.52999748,362587.995492739305
1641427200,2022-01-06 00:00:00,WNCG/USDT,1.4375,1.551,1.3257,1.5137,321072.87031766,451004.418958714495
1641340800,2022-01-05 00:00:00,WNCG/USDT,1.6119,1.7431,1.3876,1.4397,279023.34557165,449469.324081113458
1641254400,2022-01-04 00:00:00,WNCG/USDT,1.7576,1.844,1.6076,1.6154,148609.10931991,252320.91041895706
1641168000,2022-01-03 00:00:00,WNCG/USDT,1.8387,1.8453,1.7349,1.759,120232.13534011,213022.732178032827
1641081600,2022-01-02 00:00:00,WNCG/USDT,1.8913,1.8959,1.7893,1.8471,57514.71366419,105537.484605362892
1640995200,2022-01-01 00:00:00,WNCG/USDT,1.7871,1.9337,1.7799,1.8997,123034.20280022,228829.35817994331
1640908800,2021-12-31 00:00:00,WNCG/USDT,1.7987,1.8989,1.7521,1.7743,169171.39416215,306763.708297830656
1640822400,2021-12-30 00:00:00,WNCG/USDT,1.6575,1.8128,1.6318,1.7982,177557.03328213,307028.620974722898
1640736000,2021-12-29 00:00:00,WNCG/USDT,1.907,1.9813,1.6201,1.6631,385186.49519322,674496.033124020866
1640649600,2021-12-28 00:00:00,WNCG/USDT,2.1261,2.1482,1.8718,1.8944,150784.29933317,301634.932501530029
