https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WNCG,Volume USDT
1660608000,2022-08-16 00:00:00,WNCG/USDT,0.1182,0.1238,0.117,0.1232,53061.2436,6375.26661266
1660521600,2022-08-15 00:00:00,WNCG/USDT,0.1229,0.1252,0.1159,0.1178,32959.3591,3972.78684375
1660435200,2022-08-14 00:00:00,WNCG/USDT,0.1242,0.1265,0.121,0.1224,78833.7966,9674.82895872
1660348800,2022-08-13 00:00:00,WNCG/USDT,0.1253,0.1265,0.1209,0.1239,181973.6284,22471.67800878
1660262400,2022-08-12 00:00:00,WNCG/USDT,0.1365,0.1373,0.1238,0.1243,127675.7005,16537.52342481
1660176000,2022-08-11 00:00:00,WNCG/USDT,0.1353,0.1431,0.1332,0.1354,240449.714,32948.98404714
1660089600,2022-08-10 00:00:00,WNCG/USDT,0.1259,0.142,0.1235,0.136,160584.398,21718.41310886
1660003200,2022-08-09 00:00:00,WNCG/USDT,0.1358,0.1382,0.1234,0.1259,109908.45699655,14037.93610937427
1659916800,2022-08-08 00:00:00,WNCG/USDT,0.1343,0.1419,0.1339,0.1357,225271.7909,30840.26488591
1659830400,2022-08-07 00:00:00,WNCG/USDT,0.1348,0.1395,0.1321,0.1338,151157.7117,20437.4802604
1659744000,2022-08-06 00:00:00,WNCG/USDT,0.1376,0.139,0.1341,0.1351,78521.7861,10801.9506249
1659657600,2022-08-05 00:00:00,WNCG/USDT,0.1338,0.1403,0.1335,0.1368,206166.5823,28283.67611799
1659571200,2022-08-04 00:00:00,WNCG/USDT,0.1343,0.1375,0.1299,0.1329,59213.1527,7949.34039279
1659484800,2022-08-03 00:00:00,WNCG/USDT,0.1336,0.1389,0.1305,0.1329,69287.5234,9458.1642133
1659398400,2022-08-02 00:00:00,WNCG/USDT,0.136,0.1362,0.1287,0.1351,112579.5383,14947.16002934
1659312000,2022-08-01 00:00:00,WNCG/USDT,0.1395,0.1438,0.1348,0.1368,51294.9074,7140.0741598
1659225600,2022-07-31 00:00:00,WNCG/USDT,0.1383,0.1441,0.1363,0.1387,53275.4928,7462.27481222
1659139200,2022-07-30 00:00:00,WNCG/USDT,0.1411,0.154,0.1367,0.137,467783.0434,67950.94781572
1659052800,2022-07-29 00:00:00,WNCG/USDT,0.1388,0.1443,0.131,0.14,354514.2716,49519.16540031
1658966400,2022-07-28 00:00:00,WNCG/USDT,0.1358,0.1423,0.1334,0.1389,159461.4358,22039.09604554
1658880000,2022-07-27 00:00:00,WNCG/USDT,0.1319,0.1463,0.1275,0.1368,289171.2484,38016.44161327
1658793600,2022-07-26 00:00:00,WNCG/USDT,0.1276,0.14,0.1255,0.1312,336915.1826,44166.89884578
1658707200,2022-07-25 00:00:00,WNCG/USDT,0.142,0.142,0.128,0.1284,39425.1242,5248.40193068
1658620800,2022-07-24 00:00:00,WNCG/USDT,0.1447,0.1467,0.142,0.1429,25718.0261,3727.09800853
1658534400,2022-07-23 00:00:00,WNCG/USDT,0.144,0.1482,0.1403,0.1446,339424.3556,49043.55307261
1658448000,2022-07-22 00:00:00,WNCG/USDT,0.1525,0.1526,0.1413,0.1431,164110.0924,24061.04101965
1658361600,2022-07-21 00:00:00,WNCG/USDT,0.1469,0.1562,0.1407,0.1524,294422.4295,43008.21613212
1658275200,2022-07-20 00:00:00,WNCG/USDT,0.1568,0.1626,0.1455,0.1455,126048.2776,19559.73735244
1658188800,2022-07-19 00:00:00,WNCG/USDT,0.1579,0.1607,0.1519,0.1559,67774.2899148,10579.397928629136
1658102400,2022-07-18 00:00:00,WNCG/USDT,0.1512,0.1624,0.1502,0.1579,188103.19085003,29631.248940049731
1658016000,2022-07-17 00:00:00,WNCG/USDT,0.1494,0.1646,0.1455,0.152,191971.75223968,29964.850269144567
1657929600,2022-07-16 00:00:00,WNCG/USDT,0.1511,0.1568,0.144,0.1497,113482.09602857,17144.62510965034
1657843200,2022-07-15 00:00:00,WNCG/USDT,0.1488,0.1568,0.1447,0.1505,124562.73499051,18951.654166704434
1657756800,2022-07-14 00:00:00,WNCG/USDT,0.1442,0.1516,0.1394,0.149,42172.64251302,6178.899619230001
1657670400,2022-07-13 00:00:00,WNCG/USDT,0.144,0.1475,0.1353,0.1442,93539.96144869,13135.322092387816
1657584000,2022-07-12 00:00:00,WNCG/USDT,0.144,0.1497,0.1414,0.1432,29691.07385229,4320.325608178041
1657497600,2022-07-11 00:00:00,WNCG/USDT,0.1544,0.1544,0.1424,0.1448,157138.79151792,22997.206706299792
1657411200,2022-07-10 00:00:00,WNCG/USDT,0.1776,0.1784,0.1543,0.1543,122714.30252806,20328.560341144377
1657324800,2022-07-09 00:00:00,WNCG/USDT,0.1672,0.1895,0.1662,0.1776,142159.25733807,24714.487208554628
1657238400,2022-07-08 00:00:00,WNCG/USDT,0.1822,0.1875,0.1662,0.1668,91870.56425408,16209.519651225818
1657152000,2022-07-07 00:00:00,WNCG/USDT,0.1544,0.1994,0.1544,0.1828,292765.52554177,51953.017972643644
1657065600,2022-07-06 00:00:00,WNCG/USDT,0.1534,0.1601,0.1495,0.1556,203841.4718344,31639.937359008349
1656979200,2022-07-05 00:00:00,WNCG/USDT,0.16,0.1624,0.1462,0.1528,132586.44493441,20144.412341222781
1656892800,2022-07-04 00:00:00,WNCG/USDT,0.1414,0.1667,0.1374,0.1604,523592.81395428,81993.954861440318
1656806400,2022-07-03 00:00:00,WNCG/USDT,0.1478,0.1484,0.1352,0.1416,276017.74984773,39313.343636471364
1656720000,2022-07-02 00:00:00,WNCG/USDT,0.1348,0.1682,0.1253,0.1465,771665.89920923,115823.07386826169
1656633600,2022-07-01 00:00:00,WNCG/USDT,0.1145,0.1432,0.1138,0.1351,923942.43085801,122925.093479331285
1656547200,2022-06-30 00:00:00,WNCG/USDT,0.1216,0.1235,0.1079,0.1147,221751.64593646,25411.44901949607
1656460800,2022-06-29 00:00:00,WNCG/USDT,0.1408,0.1408,0.115,0.1211,686914.41901919,86705.462486977271
1656374400,2022-06-28 00:00:00,WNCG/USDT,0.1502,0.1577,0.136,0.1414,826894.41585783,121090.965345864908
1656288000,2022-06-27 00:00:00,WNCG/USDT,0.1301,0.21,0.1284,0.151,5415572.74664837,923047.475467004354
1656201600,2022-06-26 00:00:00,WNCG/USDT,0.1144,0.1594,0.1077,0.1316,685295.93262607,91111.844936710575
1656115200,2022-06-25 00:00:00,WNCG/USDT,0.1108,0.1173,0.1077,0.1147,32666.33335719,3661.94008511688
1656028800,2022-06-24 00:00:00,WNCG/USDT,0.1095,0.1147,0.104,0.112,59814.99549398,6634.279494865053
1655942400,2022-06-23 00:00:00,WNCG/USDT,0.1024,0.1094,0.1024,0.1081,42630.28083381,4528.436860533187
1655856000,2022-06-22 00:00:00,WNCG/USDT,0.1148,0.1267,0.1029,0.1029,55590.11131922,6344.035886255316
1655769600,2022-06-21 00:00:00,WNCG/USDT,0.1095,0.1251,0.107,0.1146,102191.0805927,11962.159169369002
1655683200,2022-06-20 00:00:00,WNCG/USDT,0.1058,0.1147,0.0983,0.1088,162056.20814225,17061.40888640935
1655596800,2022-06-19 00:00:00,WNCG/USDT,0.1066,0.112,0.1027,0.1063,46788.0919042,4989.077018546777
1655510400,2022-06-18 00:00:00,WNCG/USDT,0.1047,0.1179,0.0964,0.1063,156299.18884099,16336.77125454397
1655424000,2022-06-17 00:00:00,WNCG/USDT,0.1002,0.1098,0.1001,0.1052,50230.72669016,5307.53221677309
1655337600,2022-06-16 00:00:00,WNCG/USDT,0.113,0.1146,0.0975,0.0991,70709.62117827,7389.202364078361
1655251200,2022-06-15 00:00:00,WNCG/USDT,0.0984,0.1405,0.0933,0.1128,835072.49713084,88722.573633044093
1655164800,2022-06-14 00:00:00,WNCG/USDT,0.0943,0.1009,0.0887,0.0987,64323.49472035,6102.761175321859
1655078400,2022-06-13 00:00:00,WNCG/USDT,0.116,0.1165,0.091,0.0924,100370.66541516,10148.563505926131
1654992000,2022-06-12 00:00:00,WNCG/USDT,0.1408,0.1429,0.1149,0.1149,79255.93436536,10247.645391147658
1654905600,2022-06-11 00:00:00,WNCG/USDT,0.1597,0.1649,0.1402,0.1402,64505.38694708,9844.158686487949
1654819200,2022-06-10 00:00:00,WNCG/USDT,0.1704,0.1733,0.1577,0.1594,71050.66128297,11787.627332328701
1654732800,2022-06-09 00:00:00,WNCG/USDT,0.1741,0.1784,0.1698,0.1709,11550.56260869,2027.348808389025
1654646400,2022-06-08 00:00:00,WNCG/USDT,0.1739,0.1821,0.1679,0.1746,46525.87814988,8282.943256837443
1654560000,2022-06-07 00:00:00,WNCG/USDT,0.1909,0.1909,0.1682,0.1752,71746.47157625,12536.532308072402
1654473600,2022-06-06 00:00:00,WNCG/USDT,0.1754,0.1989,0.1741,0.1903,40910.05773508,7439.074329314351
1654387200,2022-06-05 00:00:00,WNCG/USDT,0.1769,0.1784,0.1719,0.1749,13911.0842008,2430.97431593246
1654300800,2022-06-04 00:00:00,WNCG/USDT,0.1789,0.1904,0.172,0.1766,58034.31965752,10265.221765566576
1654214400,2022-06-03 00:00:00,WNCG/USDT,0.1849,0.1959,0.1721,0.1779,30772.66956465,5569.167838977016
1654128000,2022-06-02 00:00:00,WNCG/USDT,0.1817,0.1879,0.1774,0.1859,77493.19474681,14277.395495619186
1654041600,2022-06-01 00:00:00,WNCG/USDT,0.1871,0.1945,0.1791,0.1846,16036.14160759,2952.880529157643
1653955200,2022-05-31 00:00:00,WNCG/USDT,0.1882,0.204,0.184,0.1893,143702.7803092,27550.189794488842
1653868800,2022-05-30 00:00:00,WNCG/USDT,0.1727,0.1899,0.1707,0.188,58794.37653495,10721.353447655048
1653782400,2022-05-29 00:00:00,WNCG/USDT,0.1755,0.1808,0.1679,0.1746,36297.85977579,6335.911220146467
1653696000,2022-05-28 00:00:00,WNCG/USDT,0.1696,0.177,0.1668,0.1767,19782.06170767,3411.892589185103
1653609600,2022-05-27 00:00:00,WNCG/USDT,0.1593,0.1842,0.1517,0.1687,154952.64684308,26231.655152542373
1653523200,2022-05-26 00:00:00,WNCG/USDT,0.195,0.1977,0.1531,0.1583,269404.14060229,46610.597444355478
1653436800,2022-05-25 00:00:00,WNCG/USDT,0.1832,0.2199,0.175,0.1945,388487.63822436,75623.829550101431
1653350400,2022-05-24 00:00:00,WNCG/USDT,0.1935,0.202,0.1734,0.1835,471421.39570378,87874.212847255618
1653264000,2022-05-23 00:00:00,WNCG/USDT,0.241,0.2513,0.1922,0.1922,363476.99569317,81376.645167748938
1653177600,2022-05-22 00:00:00,WNCG/USDT,0.2473,0.2504,0.2329,0.2431,101542.51969634,24374.960883389381
1653091200,2022-05-21 00:00:00,WNCG/USDT,0.2433,0.2695,0.2377,0.2489,151001.68870876,37926.267015796527
1653004800,2022-05-20 00:00:00,WNCG/USDT,0.2521,0.2606,0.2361,0.2425,15272.65530745,3717.413742660115
1652918400,2022-05-19 00:00:00,WNCG/USDT,0.2372,0.2633,0.234,0.2537,30424.59345134,7483.152702678216
1652832000,2022-05-18 00:00:00,WNCG/USDT,0.2544,0.2617,0.236,0.2377,56849.07050729,13777.921398147455
1652745600,2022-05-17 00:00:00,WNCG/USDT,0.2378,0.2603,0.2378,0.2537,26756.65920166,6716.086058395482
1652659200,2022-05-16 00:00:00,WNCG/USDT,0.2615,0.2629,0.236,0.2385,62456.97600506,15450.769476107138
1652572800,2022-05-15 00:00:00,WNCG/USDT,0.2249,0.2691,0.2153,0.2613,120666.09241334,28544.276259002387
1652486400,2022-05-14 00:00:00,WNCG/USDT,0.2027,0.241,0.2009,0.2265,182087.49152505,40094.925671069142
1652400000,2022-05-13 00:00:00,WNCG/USDT,0.1717,0.2249,0.1717,0.2027,180755.81747139,37386.219787603494
1652313600,2022-05-12 00:00:00,WNCG/USDT,0.1973,0.2345,0.166,0.1726,764475.02035086,140731.875907894816
1652227200,2022-05-11 00:00:00,WNCG/USDT,0.2848,0.2903,0.1715,0.1973,457580.39452873,107650.872585710566
1652140800,2022-05-10 00:00:00,WNCG/USDT,0.3136,0.3529,0.2706,0.2828,267782.18497624,82232.004352335228
1652054400,2022-05-09 00:00:00,WNCG/USDT,0.4592,0.4673,0.3137,0.3149,367359.09594483,141534.704361873252
1651968000,2022-05-08 00:00:00,WNCG/USDT,0.4594,0.4782,0.4464,0.456,42295.49059747,19560.090221231744
1651881600,2022-05-07 00:00:00,WNCG/USDT,0.4885,0.4919,0.4482,0.4602,24381.77272354,11556.130523361934
1651795200,2022-05-06 00:00:00,WNCG/USDT,0.5117,0.5155,0.4748,0.4899,86835.81856625,42548.889616289294
1651708800,2022-05-05 00:00:00,WNCG/USDT,0.5872,0.5886,0.4938,0.5148,64541.74567527,34353.770397212337
1651622400,2022-05-04 00:00:00,WNCG/USDT,0.5646,0.5906,0.5558,0.5871,66482.72178987,38381.859139891334
1651536000,2022-05-03 00:00:00,WNCG/USDT,0.5279,0.5844,0.5249,0.5648,99409.85822529,55626.772637786267
1651449600,2022-05-02 00:00:00,WNCG/USDT,0.53,0.5489,0.5134,0.53,40738.18589337,21752.918300068819
1651363200,2022-05-01 00:00:00,WNCG/USDT,0.4869,0.5414,0.4828,0.5271,67992.516,35127.34860676
1651276800,2022-04-30 00:00:00,WNCG/USDT,0.5101,0.5509,0.4869,0.491,52796.95036874,27275.702718286021
1651190400,2022-04-29 00:00:00,WNCG/USDT,0.5476,0.5525,0.5045,0.5097,17941.78290595,9458.284564834492
1651104000,2022-04-28 00:00:00,WNCG/USDT,0.536,0.5781,0.5322,0.5454,57797.2753484,31990.525280876504
1651017600,2022-04-27 00:00:00,WNCG/USDT,0.5269,0.5564,0.5191,0.5344,97850.93206423,52482.725646082079
1650931200,2022-04-26 00:00:00,WNCG/USDT,0.6026,0.6128,0.5212,0.524,58188.40779543,33887.663555211525
1650844800,2022-04-25 00:00:00,WNCG/USDT,0.5698,0.6052,0.504,0.5995,171020.89311961,94440.858926772259
1650758400,2022-04-24 00:00:00,WNCG/USDT,0.5731,0.585,0.5631,0.5718,31596.41974805,18256.088065737845
1650672000,2022-04-23 00:00:00,WNCG/USDT,0.5982,0.6004,0.5665,0.574,29967.73390663,17412.507129169876
1650585600,2022-04-22 00:00:00,WNCG/USDT,0.6136,0.6265,0.5951,0.601,46472.8451517,28575.877156129531
1650499200,2022-04-21 00:00:00,WNCG/USDT,0.6656,0.6781,0.6064,0.6158,61906.45322662,40237.339807947474
1650412800,2022-04-20 00:00:00,WNCG/USDT,0.6855,0.6913,0.6588,0.6656,75840.70281366,51247.723511447417
1650326400,2022-04-19 00:00:00,WNCG/USDT,0.673,0.6888,0.6602,0.6852,43805.31699625,29588.252457245959
1650240000,2022-04-18 00:00:00,WNCG/USDT,0.6715,0.6824,0.58,0.6718,195199.73101569,122569.132313916123
1650153600,2022-04-17 00:00:00,WNCG/USDT,0.6972,0.7025,0.6722,0.6722,21191.34754549,14596.186132076725
1650067200,2022-04-16 00:00:00,WNCG/USDT,0.6853,0.6982,0.6806,0.6982,21628.75517588,14925.594106707604
1649980800,2022-04-15 00:00:00,WNCG/USDT,0.6859,0.7001,0.6767,0.688,46648.07499044,31927.25194616249
1649894400,2022-04-14 00:00:00,WNCG/USDT,0.716,0.7216,0.6687,0.685,38124.20732408,26513.413278583824
1649808000,2022-04-13 00:00:00,WNCG/USDT,0.7082,0.7234,0.6858,0.7163,34575.00339144,24401.910796544209
1649721600,2022-04-12 00:00:00,WNCG/USDT,0.684,0.7158,0.6767,0.7079,31420.1513,21935.07672162
1649635200,2022-04-11 00:00:00,WNCG/USDT,0.7224,0.7287,0.6774,0.6837,41302.27743236,28848.919230641242
1649548800,2022-04-10 00:00:00,WNCG/USDT,0.7422,0.761,0.7232,0.7235,75464.257,56122.53711723
1649462400,2022-04-09 00:00:00,WNCG/USDT,0.7244,0.7502,0.7151,0.7412,36025.21636494,26530.6499118263
1649376000,2022-04-08 00:00:00,WNCG/USDT,0.7651,0.7776,0.7168,0.7272,61671.63217766,45983.096095989328
1649289600,2022-04-07 00:00:00,WNCG/USDT,0.7432,0.7799,0.7301,0.7677,112735.60772068,85379.525644629977
1649203200,2022-04-06 00:00:00,WNCG/USDT,0.7833,0.8084,0.7184,0.7417,94418.56876875,72419.407510156288
1649116800,2022-04-05 00:00:00,WNCG/USDT,0.8145,0.8579,0.773,0.7865,73869.16287605,60292.496376105693
1649030400,2022-04-04 00:00:00,WNCG/USDT,0.8613,0.8855,0.7843,0.8168,65773.80066045,54897.457208121354
1648944000,2022-04-03 00:00:00,WNCG/USDT,0.8717,0.9732,0.8292,0.8642,237497.89984701,215779.399165595982
1648857600,2022-04-02 00:00:00,WNCG/USDT,0.866,0.9863,0.7763,0.8672,712707.49059439,635307.692833697452
1648771200,2022-04-01 00:00:00,WNCG/USDT,0.7406,0.8999,0.7261,0.8675,446500.61060976,359954.140326147056
1648684800,2022-03-31 00:00:00,WNCG/USDT,0.7508,0.8017,0.6897,0.7375,294615.78146202,221182.28830087415
1648598400,2022-03-30 00:00:00,WNCG/USDT,0.761,0.7814,0.7223,0.7594,132522.97839509,100501.198495426067
1648512000,2022-03-29 00:00:00,WNCG/USDT,0.8114,0.8488,0.7299,0.7684,136210.9081851,107330.661889726
1648425600,2022-03-28 00:00:00,WNCG/USDT,0.8315,0.8795,0.8048,0.8129,101839.44472609,85650.172473865504
1648339200,2022-03-27 00:00:00,WNCG/USDT,0.8263,0.8555,0.8088,0.8374,43721.62412057,36268.825379292816
1648252800,2022-03-26 00:00:00,WNCG/USDT,0.7696,0.9089,0.7503,0.8267,123467.6309132,98359.774779940285
1648166400,2022-03-25 00:00:00,WNCG/USDT,0.7808,0.8216,0.7333,0.7677,158727.30869726,123339.899766729439
1648080000,2022-03-24 00:00:00,WNCG/USDT,0.7,0.8273,0.6998,0.7815,407256.76306438,318039.992371647647
1647993600,2022-03-23 00:00:00,WNCG/USDT,0.7101,0.7119,0.6751,0.6989,103453.38112878,71415.621408547126
1647907200,2022-03-22 00:00:00,WNCG/USDT,0.7004,0.7337,0.6974,0.7099,66198.74815432,47086.37165926868
1647820800,2022-03-21 00:00:00,WNCG/USDT,0.6998,0.7471,0.6832,0.6994,59626.12322515,42139.447034127959
1647734400,2022-03-20 00:00:00,WNCG/USDT,0.7598,0.792,0.6936,0.6998,66808.75294126,49232.145386297687
1647648000,2022-03-19 00:00:00,WNCG/USDT,0.7114,0.81,0.71,0.7628,138848.99485461,104202.048378224039
1647561600,2022-03-18 00:00:00,WNCG/USDT,0.7202,0.7271,0.6826,0.7115,84694.25371711,59142.866787871278
1647475200,2022-03-17 00:00:00,WNCG/USDT,0.702,0.7402,0.6953,0.7183,89917.1048878,63974.869246362218
1647388800,2022-03-16 00:00:00,WNCG/USDT,0.6827,0.7109,0.6683,0.6974,73289.63920131,50864.196748088398
1647302400,2022-03-15 00:00:00,WNCG/USDT,0.7338,0.7406,0.6743,0.6841,96434.92769424,67755.975177191425
1647216000,2022-03-14 00:00:00,WNCG/USDT,0.7666,0.7999,0.7263,0.7263,77301.20626614,58600.131420284695
1647129600,2022-03-13 00:00:00,WNCG/USDT,0.7859,0.8106,0.7653,0.7653,44739.2418,35219.29020957
1647043200,2022-03-12 00:00:00,WNCG/USDT,0.7975,0.8169,0.784,0.7873,19616.43322184,15690.086897602641
1646956800,2022-03-11 00:00:00,WNCG/USDT,0.8617,0.8617,0.7842,0.7986,154733.20507032,127469.113047598608
1646870400,2022-03-10 00:00:00,WNCG/USDT,0.8236,0.8936,0.785,0.8644,259887.28451303,219095.028561515537
1646784000,2022-03-09 00:00:00,WNCG/USDT,0.82,0.8553,0.795,0.8231,70774.09402138,58597.170009365642
1646697600,2022-03-08 00:00:00,WNCG/USDT,0.7822,0.8421,0.7812,0.814,68877.7107382,55853.19681142149
1646611200,2022-03-07 00:00:00,WNCG/USDT,0.7777,0.8189,0.7585,0.7784,94969.20003476,74856.927292408597
1646524800,2022-03-06 00:00:00,WNCG/USDT,0.845,0.8588,0.77,0.7764,56905.9351031,45387.45095395517
1646438400,2022-03-05 00:00:00,WNCG/USDT,0.83,0.9088,0.8063,0.8404,101360.44967956,84584.586852105527
1646352000,2022-03-04 00:00:00,WNCG/USDT,0.9192,0.9357,0.805,0.8332,108334.07216263,93282.933553587739
1646265600,2022-03-03 00:00:00,WNCG/USDT,0.8413,0.9998,0.838,0.9222,246389.13090378,226853.364282310394
1646179200,2022-03-02 00:00:00,WNCG/USDT,0.8832,0.9151,0.8178,0.8413,183831.09477545,158986.392294540032
1646092800,2022-03-01 00:00:00,WNCG/USDT,0.8517,0.8975,0.8094,0.8801,204463.08843981,172759.162779154921
1646006400,2022-02-28 00:00:00,WNCG/USDT,0.7949,0.8493,0.7707,0.8493,166434.60371604,133086.722587724979
1645920000,2022-02-27 00:00:00,WNCG/USDT,0.8569,0.8619,0.78,0.7875,104227.02680671,85473.135760129283
1645833600,2022-02-26 00:00:00,WNCG/USDT,0.9324,0.9896,0.8469,0.8616,156259.85805516,143066.233830305997
1645747200,2022-02-25 00:00:00,WNCG/USDT,0.8709,0.933,0.8426,0.9264,102199.9803027,90816.882117860861
1645660800,2022-02-24 00:00:00,WNCG/USDT,0.865,0.8878,0.75,0.8671,302979.5364193,245935.352440901064
1645574400,2022-02-23 00:00:00,WNCG/USDT,0.9155,0.9726,0.8541,0.865,182442.76911023,166590.645047094533
1645488000,2022-02-22 00:00:00,WNCG/USDT,0.9544,0.9895,0.8887,0.9222,180129.74500216,167769.461690767523
1645401600,2022-02-21 00:00:00,WNCG/USDT,1.0492,1.0685,0.939,0.9542,237875.46184561,240175.231690968548
1645315200,2022-02-20 00:00:00,WNCG/USDT,1.0163,1.0722,0.919,1.0485,176932.21105702,174848.867965861776
1645228800,2022-02-19 00:00:00,WNCG/USDT,1.0402,1.0495,0.9491,1.0157,146873.95608732,146267.708494759744
1645142400,2022-02-18 00:00:00,WNCG/USDT,0.9846,1.0964,0.977,1.0414,406579.60195363,424960.652421165596
1645056000,2022-02-17 00:00:00,WNCG/USDT,1.0533,1.0696,0.9618,0.9901,140244.22925706,143133.38804365777
1644969600,2022-02-16 00:00:00,WNCG/USDT,1.1152,1.1185,1.0335,1.0536,146235.64709571,156934.496161210867
1644883200,2022-02-15 00:00:00,WNCG/USDT,1.1097,1.1727,1.0488,1.1179,418196.57591647,469156.313425708658
1644796800,2022-02-14 00:00:00,WNCG/USDT,1.2678,1.33,1.0957,1.108,430822.31909212,518950.120447529428
1644710400,2022-02-13 00:00:00,WNCG/USDT,1.1216,1.3299,1.1011,1.2657,973429.98995318,1172124.11827369784
1644624000,2022-02-12 00:00:00,WNCG/USDT,0.8887,1.1243,0.8646,1.1204,385478.54642673,377428.450082182526
1644537600,2022-02-11 00:00:00,WNCG/USDT,1.0294,1.1564,0.8576,0.8826,390000.28848709,398480.049748554385
1644451200,2022-02-10 00:00:00,WNCG/USDT,1.1448,1.1702,1.0247,1.0378,186198.87794417,205184.31689304121
1644364800,2022-02-09 00:00:00,WNCG/USDT,1.0538,1.1706,1.0449,1.1475,195786.30855813,217050.85979535431
1644278400,2022-02-08 00:00:00,WNCG/USDT,1.15,1.2263,1.0124,1.0445,265721.43203049,292375.682575453042
1644192000,2022-02-07 00:00:00,WNCG/USDT,1.1798,1.2037,1.1256,1.1394,211675.8548718,248885.951377842963
1644105600,2022-02-06 00:00:00,WNCG/USDT,1.1332,1.236,1.1268,1.1821,113022.35742564,130376.480761096253
1644019200,2022-02-05 00:00:00,WNCG/USDT,1.2045,1.2681,1.129,1.1385,248983.98444726,298310.418034515628
1643932800,2022-02-04 00:00:00,WNCG/USDT,1.1172,1.2111,1.1128,1.2053,130068.10190545,149548.553959138955
1643846400,2022-02-03 00:00:00,WNCG/USDT,1.0625,1.1408,1.047,1.118,98617.22267093,107334.739633006607
