https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK3L,Volume USDT
1663459200,2022-09-18 00:00:00,LINK3L/USDT,0.002971,0.003022,0.002845,0.00285,2158605.5452,6352.2502681195
1663372800,2022-09-17 00:00:00,LINK3L/USDT,0.002549,0.003022,0.002538,0.002979,63931302.8588,180939.968458065
1663286400,2022-09-16 00:00:00,LINK3L/USDT,0.002445,0.002708,0.00233,0.002572,44808470.8092,113250.4417691332
1663200000,2022-09-15 00:00:00,LINK3L/USDT,0.002347,0.002499,0.001976,0.002454,44802601.9895,101476.6709258049
1663113600,2022-09-14 00:00:00,LINK3L/USDT,0.002001,0.002432,0.001989,0.00237,41275783.503,93214.6135000933
1663027200,2022-09-13 00:00:00,LINK3L/USDT,0.002742,0.002962,0.00201,0.00201,49819916.8991,125150.9128146938
1662940800,2022-09-12 00:00:00,LINK3L/USDT,0.00306,0.003357,0.002589,0.002767,42736043.4572,127064.1703530364
1662854400,2022-09-11 00:00:00,LINK3L/USDT,0.002964,0.003207,0.002758,0.00306,21597895.6264,64400.5754412749
1662768000,2022-09-10 00:00:00,LINK3L/USDT,0.002773,0.003065,0.002647,0.002936,33174348.8166,94169.7978488258
1662681600,2022-09-09 00:00:00,LINK3L/USDT,0.00246,0.0031,0.002444,0.002786,79409251.10664459,224653.37323763380377
1662595200,2022-09-08 00:00:00,LINK3L/USDT,0.002152,0.00256,0.002092,0.002452,56884313.0794,134309.3760295972
1662508800,2022-09-07 00:00:00,LINK3L/USDT,0.001811,0.00221,0.001765,0.002148,32173123.25167506,64722.1307699472037
1662422400,2022-09-06 00:00:00,LINK3L/USDT,0.002553,0.002756,0.001726,0.001825,47864042.47409163,100978.48347475195783
1662336000,2022-09-05 00:00:00,LINK3L/USDT,0.002345,0.002606,0.002276,0.002531,17071345.3549,41783.6489913669
1662249600,2022-09-04 00:00:00,LINK3L/USDT,0.002076,0.002427,0.002013,0.00234,25293031.9259,57912.1860462965
1662163200,2022-09-03 00:00:00,LINK3L/USDT,0.002137,0.002177,0.00196,0.002076,17708297.8465,36915.0792679551
1662076800,2022-09-02 00:00:00,LINK3L/USDT,0.002126,0.002411,0.00199,0.002137,25069382.6066,55595.5622223829
1661990400,2022-09-01 00:00:00,LINK3L/USDT,0.001891,0.002137,0.001729,0.002126,43807755.185,81100.49202759
1661904000,2022-08-31 00:00:00,LINK3L/USDT,0.001827,0.0021,0.001827,0.001875,23342151.29609453,45505.81103100034638
1661817600,2022-08-30 00:00:00,LINK3L/USDT,0.001948,0.002064,0.00165,0.001808,51772502.32405053,96544.81064006493258
1661731200,2022-08-29 00:00:00,LINK3L/USDT,0.001595,0.001964,0.00157,0.001947,44056573.94685246,77884.59579192845597
1661644800,2022-08-28 00:00:00,LINK3L/USDT,0.001849,0.001911,0.001585,0.001593,24443951.04345555,43467.07845103820624
1661558400,2022-08-27 00:00:00,LINK3L/USDT,0.001814,0.001987,0.00176,0.001868,42438705.69381621,78899.73542932522006
1661472000,2022-08-26 00:00:00,LINK3L/USDT,0.002468,0.002524,0.001759,0.001819,48520568.08504996,101985.15270785234278
1661385600,2022-08-25 00:00:00,LINK3L/USDT,0.002484,0.002723,0.002352,0.002479,24552740.80445893,62137.82588032688767
1661299200,2022-08-24 00:00:00,LINK3L/USDT,0.002597,0.00275,0.002369,0.002481,30687431.42311503,77874.9715452133189
1661212800,2022-08-23 00:00:00,LINK3L/USDT,0.002393,0.002714,0.002111,0.002594,48725760.94589422,121252.8015927095849
1661126400,2022-08-22 00:00:00,LINK3L/USDT,0.002432,0.002433,0.002038,0.002423,29663559.74824313,66323.75131103911727
1661040000,2022-08-21 00:00:00,LINK3L/USDT,0.002255,0.002607,0.002255,0.002443,25982664.56500469,62933.87484516317203
1660953600,2022-08-20 00:00:00,LINK3L/USDT,0.002275,0.002573,0.002036,0.002282,27841563.83599116,66819.47296011568183
1660867200,2022-08-19 00:00:00,LINK3L/USDT,0.003207,0.003272,0.002199,0.002297,46933697.0464294,120687.25769160291905
1660780800,2022-08-18 00:00:00,LINK3L/USDT,0.003804,0.004056,0.003185,0.003233,30525734.89757684,114959.23981977460981
1660694400,2022-08-17 00:00:00,LINK3L/USDT,0.004414,0.004914,0.003701,0.003804,54258790.11406644,232985.1728717702298
1660608000,2022-08-16 00:00:00,LINK3L/USDT,0.004754,0.00505,0.00433,0.00446,25773762.25853508,119444.34175359785538
1660521600,2022-08-15 00:00:00,LINK3L/USDT,0.004932,0.005423,0.00446,0.004735,38137645.14086486,183975.56366316498031
1660435200,2022-08-14 00:00:00,LINK3L/USDT,0.005668,0.006064,0.004809,0.004949,38053734.31897313,207861.75980688623827
1660348800,2022-08-13 00:00:00,LINK3L/USDT,0.006053,0.006299,0.005524,0.005666,45999574.32342998,268626.9742145206491
1660262400,2022-08-12 00:00:00,LINK3L/USDT,0.005359,0.006396,0.005086,0.006034,59144463.88532627,343115.13879968309362
1660176000,2022-08-11 00:00:00,LINK3L/USDT,0.005549,0.005903,0.005102,0.00536,41557235.9224238,228090.09893410167092
1660089600,2022-08-10 00:00:00,LINK3L/USDT,0.005022,0.006091,0.004248,0.005547,51474647.62979849,264349.11898348941508
1660003200,2022-08-09 00:00:00,LINK3L/USDT,0.004814,0.005316,0.004266,0.005022,51636374.79176648,249466.63479133753984
1659916800,2022-08-08 00:00:00,LINK3L/USDT,0.004383,0.0051,0.004227,0.004814,58166496.24512619,274068.28733938623533
1659830400,2022-08-07 00:00:00,LINK3L/USDT,0.00362,0.004422,0.003446,0.004383,31908642.03765315,127928.39252915127534
1659744000,2022-08-06 00:00:00,LINK3L/USDT,0.003744,0.004049,0.003546,0.003609,28676192.03153594,107113.10649435380058
1659657600,2022-08-05 00:00:00,LINK3L/USDT,0.003092,0.003798,0.00308,0.003743,47688358.00308396,167751.40086004587779
1659571200,2022-08-04 00:00:00,LINK3L/USDT,0.002995,0.003315,0.002876,0.003101,31345250.72076344,97062.36418552978421
1659484800,2022-08-03 00:00:00,LINK3L/USDT,0.002873,0.003438,0.002743,0.00301,85403048.19699863,269250.8779232560153
1659398400,2022-08-02 00:00:00,LINK3L/USDT,0.003394,0.003515,0.002674,0.002878,103989347.46277069,306815.49645666110644
1659312000,2022-08-01 00:00:00,LINK3L/USDT,0.003524,0.003874,0.003175,0.003396,80568962.93748191,279654.76821683786264
1659225600,2022-07-31 00:00:00,LINK3L/USDT,0.00375,0.004149,0.003451,0.003543,65008235.05618736,247781.96622361750728
1659139200,2022-07-30 00:00:00,LINK3L/USDT,0.003903,0.004363,0.003584,0.00377,79298155.61964566,307752.45764468562581
1659052800,2022-07-29 00:00:00,LINK3L/USDT,0.003099,0.004211,0.002946,0.003866,138766973.08394884,522026.66052159742368
1658966400,2022-07-28 00:00:00,LINK3L/USDT,0.00267,0.003169,0.002475,0.003085,68131917.37229368,192056.63216919841333
1658880000,2022-07-27 00:00:00,LINK3L/USDT,0.002142,0.002685,0.001987,0.002681,76068183.86060731,172651.96163209308817
1658793600,2022-07-26 00:00:00,LINK3L/USDT,0.002237,0.002255,0.001864,0.002156,56647089.3579692,118266.60457186724479
1658707200,2022-07-25 00:00:00,LINK3L/USDT,0.003092,0.003152,0.002224,0.002242,56135057.82016541,147792.75996549806073
1658620800,2022-07-24 00:00:00,LINK3L/USDT,0.002826,0.00329,0.002797,0.003083,52934310.96982513,160463.38480666619555
1658534400,2022-07-23 00:00:00,LINK3L/USDT,0.002738,0.003017,0.002531,0.00282,47816815.70238015,133663.79385119057798
1658448000,2022-07-22 00:00:00,LINK3L/USDT,0.003006,0.003374,0.002695,0.002714,60865413.81928534,184938.36036776890842
1658361600,2022-07-21 00:00:00,LINK3L/USDT,0.002829,0.003082,0.00257,0.003017,68799095.7897203,193548.96710960475199
1658275200,2022-07-20 00:00:00,LINK3L/USDT,0.003397,0.003841,0.002786,0.002833,89511712.37422164,301105.7586937258544
1658188800,2022-07-19 00:00:00,LINK3L/USDT,0.003129,0.003546,0.002704,0.003398,83613622.19217965,267660.16460282575977
1658102400,2022-07-18 00:00:00,LINK3L/USDT,0.002349,0.003218,0.002329,0.003102,49341430.25101662,142720.54430247910852
1658016000,2022-07-17 00:00:00,LINK3L/USDT,0.002657,0.002774,0.002314,0.002336,35706266.51936652,90396.73201972114632
1657929600,2022-07-16 00:00:00,LINK3L/USDT,0.002353,0.002675,0.00215,0.002641,66447480.14232122,160210.05000755140776
1657843200,2022-07-15 00:00:00,LINK3L/USDT,0.002301,0.002484,0.002104,0.002349,40529805.52901574,93129.66335454315409
1657756800,2022-07-14 00:00:00,LINK3L/USDT,0.002215,0.002417,0.002012,0.002295,35465967.91597378,78150.58591456463191
1657670400,2022-07-13 00:00:00,LINK3L/USDT,0.001974,0.002209,0.001732,0.002209,48220229.97052539,97128.26270490870153
1657584000,2022-07-12 00:00:00,LINK3L/USDT,0.002055,0.002262,0.001943,0.001985,36119372.4054125,78233.08169223244273
1657497600,2022-07-11 00:00:00,LINK3L/USDT,0.002227,0.002487,0.002012,0.00208,49324800.86301643,112037.78134814036131
1657411200,2022-07-10 00:00:00,LINK3L/USDT,0.002602,0.002602,0.002136,0.002234,32346845.19279706,75142.48677929732427
1657324800,2022-07-09 00:00:00,LINK3L/USDT,0.002437,0.002708,0.002423,0.002596,35279489.26920785,90912.76799365530269
1657238400,2022-07-08 00:00:00,LINK3L/USDT,0.002812,0.003051,0.002408,0.002451,71475320.10052014,190047.34928773239979
1657152000,2022-07-07 00:00:00,LINK3L/USDT,0.002474,0.002931,0.002428,0.002788,58292573.587551,156666.11260353770324
1657065600,2022-07-06 00:00:00,LINK3L/USDT,0.00243,0.00257,0.002281,0.002458,117258147.75359063,283862.09306544204826
1656979200,2022-07-05 00:00:00,LINK3L/USDT,0.002587,0.002718,0.002139,0.002451,175143035.88391369,426377.7358174608073
1656892800,2022-07-04 00:00:00,LINK3L/USDT,0.002349,0.0026,0.002121,0.002591,172439251.13513486,408969.4001113650236
1656806400,2022-07-03 00:00:00,LINK3L/USDT,0.002353,0.002386,0.002115,0.002346,127522513.10911994,283667.63037906477073
1656720000,2022-07-02 00:00:00,LINK3L/USDT,0.002189,0.002417,0.002096,0.002362,154298706.90644867,347802.40990753991641
1656633600,2022-07-01 00:00:00,LINK3L/USDT,0.002401,0.002592,0.002055,0.002189,101681117.42534086,231391.79398584366709
1656547200,2022-06-30 00:00:00,LINK3L/USDT,0.002391,0.002469,0.001975,0.002417,82079438.30899157,180014.95266077916147
1656460800,2022-06-29 00:00:00,LINK3L/USDT,0.00249,0.002702,0.002273,0.002384,88597767.67645935,221268.53913751389931
1656374400,2022-06-28 00:00:00,LINK3L/USDT,0.002791,0.00363,0.002444,0.002478,124223119.1051537,364980.9821257391551
1656288000,2022-06-27 00:00:00,LINK3L/USDT,0.002995,0.003384,0.002589,0.002784,75843053.72469704,228085.37370239782549
