https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNS,Volume USDT
1662595200,2022-09-08 00:00:00,BNS/USDT,0.034255,0.034255,0.034176,0.034176,1235.4364,42.2359030633
1662591600,2022-09-07 23:00:00,BNS/USDT,0.034151,0.035624,0.034151,0.03426,39488.9887,1384.2906118116
1662588000,2022-09-07 22:00:00,BNS/USDT,0.034149,0.034149,0.034067,0.034067,62.2149,2.1199729983
1662584400,2022-09-07 21:00:00,BNS/USDT,0.034235,0.035624,0.034022,0.034022,50856.5533,1770.2136757773
1662580800,2022-09-07 20:00:00,BNS/USDT,0.034117,0.035256,0.034117,0.034254,6784.4078,234.7490811869
1662577200,2022-09-07 19:00:00,BNS/USDT,0.034444,0.034545,0.034013,0.034117,10119.6991,344.7380255264
1662573600,2022-09-07 18:00:00,BNS/USDT,0.034202,0.035624,0.034012,0.034428,80322.391,2795.0876582385
1662570000,2022-09-07 17:00:00,BNS/USDT,0.036197,0.036399,0.034027,0.034204,63375.7205,2217.7850824459
1662566400,2022-09-07 16:00:00,BNS/USDT,0.034669,0.0364,0.034,0.036398,201320.1721,7041.7520334338
1662562800,2022-09-07 15:00:00,BNS/USDT,0.03652,0.03652,0.034516,0.034669,76784.0206,2691.1469913944
1662559200,2022-09-07 14:00:00,BNS/USDT,0.038897,0.038897,0.034886,0.036517,80950.9968,2947.4709332969
1662555600,2022-09-07 13:00:00,BNS/USDT,0.034175,0.0396,0.034,0.038903,235101.603,8691.0652290616
1662552000,2022-09-07 12:00:00,BNS/USDT,0.038269,0.0396,0.034,0.034,258111.8212,9182.9817904474
1662548400,2022-09-07 11:00:00,BNS/USDT,0.029391,0.0397,0.029391,0.038203,773930.3695,27506.5541439888
1662544800,2022-09-07 10:00:00,BNS/USDT,0.028369,0.029391,0.028229,0.029391,40431.8855,1175.9748919102
1662541200,2022-09-07 09:00:00,BNS/USDT,0.027154,0.02904,0.027154,0.02841,58543.7527,1676.2456248753
1662537600,2022-09-07 08:00:00,BNS/USDT,0.02712,0.02712,0.02712,0.02712,0,0
1662534000,2022-09-07 07:00:00,BNS/USDT,0.02712,0.02712,0.02712,0.02712,773.004,20.96386848
1662530400,2022-09-07 06:00:00,BNS/USDT,0.027011,0.027011,0.027011,0.027011,0,0
1662526800,2022-09-07 05:00:00,BNS/USDT,0.027152,0.027152,0.027011,0.027011,76.3247,2.0634074929
1662523200,2022-09-07 04:00:00,BNS/USDT,0.027011,0.027011,0.027011,0.027011,36.5826,0.9881326086
1662519600,2022-09-07 03:00:00,BNS/USDT,0.027011,0.027011,0.027011,0.027011,0,0
1662516000,2022-09-07 02:00:00,BNS/USDT,0.02735,0.02735,0.027011,0.027011,999.5402,27.1026067882
1662512400,2022-09-07 01:00:00,BNS/USDT,0.027295,0.027448,0.0272,0.027448,3617.5797,99.2492233275
1662508800,2022-09-07 00:00:00,BNS/USDT,0.02715,0.027898,0.02715,0.027295,4323.0628,119.0136123912
1662505200,2022-09-06 23:00:00,BNS/USDT,0.02735,0.027411,0.027143,0.027143,2598.9927,70.7268650434
1662501600,2022-09-06 22:00:00,BNS/USDT,0.027388,0.027388,0.027209,0.027209,179.572,4.9006104408
1662498000,2022-09-06 21:00:00,BNS/USDT,0.027505,0.027505,0.027388,0.027388,95.1398,2.6114680406
1662494400,2022-09-06 20:00:00,BNS/USDT,0.02735,0.027567,0.02735,0.027567,223.1524,6.1280643731
1662490800,2022-09-06 19:00:00,BNS/USDT,0.027219,0.027219,0.027219,0.027219,0,0
1662487200,2022-09-06 18:00:00,BNS/USDT,0.027348,0.027348,0.027219,0.027219,519.1466,14.1347891782
1662483600,2022-09-06 17:00:00,BNS/USDT,0.028148,0.028148,0.027221,0.027221,2224.91,61.5782038001
1662480000,2022-09-06 16:00:00,BNS/USDT,0.028167,0.028167,0.028167,0.028167,0,0
1662476400,2022-09-06 15:00:00,BNS/USDT,0.028167,0.028167,0.028167,0.028167,0,0
1662472800,2022-09-06 14:00:00,BNS/USDT,0.028171,0.028171,0.028167,0.028167,194.7404,5.4859708526
1662469200,2022-09-06 13:00:00,BNS/USDT,0.028351,0.028555,0.028229,0.028229,2811.6349,80.0244755935
1662465600,2022-09-06 12:00:00,BNS/USDT,0.028148,0.028148,0.028148,0.028148,0,0
1662462000,2022-09-06 11:00:00,BNS/USDT,0.028148,0.028148,0.028148,0.028148,0,0
1662458400,2022-09-06 10:00:00,BNS/USDT,0.028148,0.028148,0.028148,0.028148,0,0
1662454800,2022-09-06 09:00:00,BNS/USDT,0.028148,0.028148,0.028148,0.028148,0,0
1662451200,2022-09-06 08:00:00,BNS/USDT,0.028351,0.028351,0.028148,0.028148,21.5185,0.6086767286
1662447600,2022-09-06 07:00:00,BNS/USDT,0.028175,0.028249,0.028175,0.028249,101.601,2.8661356884
1662444000,2022-09-06 06:00:00,BNS/USDT,0.02836,0.02841,0.02812,0.0282,275.0007,7.7660755941
1662440400,2022-09-06 05:00:00,BNS/USDT,0.028148,0.028351,0.028148,0.028351,394.4495,11.1688306461
1662436800,2022-09-06 04:00:00,BNS/USDT,0.028048,0.028148,0.027946,0.028148,168.148,4.7126147892
1662433200,2022-09-06 03:00:00,BNS/USDT,0.028048,0.028048,0.028048,0.028048,0,0
1662429600,2022-09-06 02:00:00,BNS/USDT,0.027746,0.028452,0.027746,0.028048,2110.7073,59.5587580086
1662426000,2022-09-06 01:00:00,BNS/USDT,0.027846,0.027846,0.027846,0.027846,1244.7572,34.6615089912
1662422400,2022-09-06 00:00:00,BNS/USDT,0.028104,0.028104,0.027696,0.027846,897.0347,24.9956687412
1662418800,2022-09-05 23:00:00,BNS/USDT,0.028179,0.028179,0.028179,0.028179,0,0
1662415200,2022-09-05 22:00:00,BNS/USDT,0.02818,0.02818,0.028179,0.028179,1788.1,50.38864421
1662411600,2022-09-05 21:00:00,BNS/USDT,0.02818,0.02818,0.02818,0.02818,5562.6242,156.754749956
1662408000,2022-09-05 20:00:00,BNS/USDT,0.028148,0.028148,0.02812,0.02812,148.0402,4.1666447995
1662404400,2022-09-05 19:00:00,BNS/USDT,0.028249,0.02825,0.028249,0.02825,40.7001,1.1497420331
1662400800,2022-09-05 18:00:00,BNS/USDT,0.028249,0.028249,0.028249,0.028249,0,0
1662397200,2022-09-05 17:00:00,BNS/USDT,0.028249,0.028249,0.028249,0.028249,0,0
1662393600,2022-09-05 16:00:00,BNS/USDT,0.02836,0.028361,0.028249,0.028249,564.9475,16.0186176128
1662390000,2022-09-05 15:00:00,BNS/USDT,0.029494,0.029552,0.028,0.028352,31660.3196,898.1928275399
1662386400,2022-09-05 14:00:00,BNS/USDT,0.029382,0.029382,0.029382,0.029382,0,0
1662382800,2022-09-05 13:00:00,BNS/USDT,0.02955,0.029552,0.029382,0.029382,262.0696,7.731534806
1662379200,2022-09-05 12:00:00,BNS/USDT,0.029583,0.029583,0.029583,0.029583,60.6411,1.7939456613
1662375600,2022-09-05 11:00:00,BNS/USDT,0.029552,0.029552,0.02944,0.02944,264.4971,7.7996075056
1662372000,2022-09-05 10:00:00,BNS/USDT,0.029552,0.029552,0.029552,0.029552,0,0
1662368400,2022-09-05 09:00:00,BNS/USDT,0.029044,0.030168,0.029044,0.029552,4403.2607,131.1949678732
1662364800,2022-09-05 08:00:00,BNS/USDT,0.029005,0.029005,0.029005,0.029005,0,0
1662361200,2022-09-05 07:00:00,BNS/USDT,0.029005,0.029005,0.029005,0.029005,0,0
1662357600,2022-09-05 06:00:00,BNS/USDT,0.029005,0.029005,0.029005,0.029005,0,0
1662354000,2022-09-05 05:00:00,BNS/USDT,0.029365,0.029365,0.028748,0.029005,2528.8256,73.4665910314
1662350400,2022-09-05 04:00:00,BNS/USDT,0.029269,0.029365,0.029269,0.029365,685.3539,20.0798935973
1662346800,2022-09-05 03:00:00,BNS/USDT,0.029182,0.029182,0.029182,0.029182,0,0
1662343200,2022-09-05 02:00:00,BNS/USDT,0.029182,0.029182,0.029182,0.029182,0,0
1662339600,2022-09-05 01:00:00,BNS/USDT,0.029182,0.029182,0.029182,0.029182,0,0
1662336000,2022-09-05 00:00:00,BNS/USDT,0.029182,0.029182,0.029182,0.029182,0,0
1662332400,2022-09-04 23:00:00,BNS/USDT,0.029178,0.029255,0.029178,0.029182,1390.2082,40.5838801016
1662328800,2022-09-04 22:00:00,BNS/USDT,0.029,0.029,0.029,0.029,0,0
1662325200,2022-09-04 21:00:00,BNS/USDT,0.029,0.029,0.029,0.029,0,0
1662321600,2022-09-04 20:00:00,BNS/USDT,0.029,0.029,0.029,0.029,0,0
1662318000,2022-09-04 19:00:00,BNS/USDT,0.029,0.029,0.029,0.029,71.9066,2.0852914
1662314400,2022-09-04 18:00:00,BNS/USDT,0.03012,0.030558,0.029,0.029178,19270.2707,568.1835495929
1662310800,2022-09-04 17:00:00,BNS/USDT,0.029321,0.03022,0.029,0.029921,7968.7144,236.6660933978
1662307200,2022-09-04 16:00:00,BNS/USDT,0.029322,0.029322,0.029322,0.029322,0,0
1662303600,2022-09-04 15:00:00,BNS/USDT,0.029322,0.029322,0.029322,0.029322,89.1422,2.6138275884
1662300000,2022-09-04 14:00:00,BNS/USDT,0.029001,0.029322,0.029,0.029322,1085.6428,31.6025202909
1662296400,2022-09-04 13:00:00,BNS/USDT,0.029118,0.029118,0.029,0.029,11805.7283,342.3670586845
1662292800,2022-09-04 12:00:00,BNS/USDT,0.029119,0.029119,0.029118,0.029118,359.9732,10.4817614108
1662289200,2022-09-04 11:00:00,BNS/USDT,0.029118,0.029118,0.029118,0.029118,140.5547,4.0926717546
1662285600,2022-09-04 10:00:00,BNS/USDT,0.029119,0.029119,0.029119,0.029119,6.8683,0.1999980277
1662282000,2022-09-04 09:00:00,BNS/USDT,0.029119,0.029119,0.029119,0.029119,0,0
1662278400,2022-09-04 08:00:00,BNS/USDT,0.029119,0.029119,0.029119,0.029119,1104.8613,32.1724561947
1662274800,2022-09-04 07:00:00,BNS/USDT,0.029178,0.029178,0.029118,0.029118,1041.6295,30.3371303824
1662271200,2022-09-04 06:00:00,BNS/USDT,0.029321,0.029321,0.029321,0.029321,0,0
1662267600,2022-09-04 05:00:00,BNS/USDT,0.029321,0.029321,0.029321,0.029321,0,0
1662264000,2022-09-04 04:00:00,BNS/USDT,0.029321,0.029321,0.029321,0.029321,34.0779,0.9991981059
1662260400,2022-09-04 03:00:00,BNS/USDT,0.029283,0.029321,0.029283,0.029321,212.23,6.2208293096
1662256800,2022-09-04 02:00:00,BNS/USDT,0.029283,0.029283,0.029283,0.029283,0.0139,0.0004070337
1662253200,2022-09-04 01:00:00,BNS/USDT,0.029119,0.029119,0.029119,0.029119,0,0
1662249600,2022-09-04 00:00:00,BNS/USDT,0.029321,0.029321,0.029119,0.029119,2138.3456,62.6816006495
1662246000,2022-09-03 23:00:00,BNS/USDT,0.029321,0.029321,0.029321,0.029321,0,0
1662242400,2022-09-03 22:00:00,BNS/USDT,0.029184,0.029321,0.029184,0.029321,2069.4,60.6623555877
1662238800,2022-09-03 21:00:00,BNS/USDT,0.029073,0.029073,0.029073,0.029073,42.4579,1.2343785267
1662235200,2022-09-03 20:00:00,BNS/USDT,0.029139,0.029184,0.029139,0.029184,141.9776,4.1427908331
1662231600,2022-09-03 19:00:00,BNS/USDT,0.029139,0.029139,0.029139,0.029139,0,0
1662228000,2022-09-03 18:00:00,BNS/USDT,0.029139,0.029139,0.029139,0.029139,0,0
1662224400,2022-09-03 17:00:00,BNS/USDT,0.029139,0.029139,0.029139,0.029139,0,0
1662220800,2022-09-03 16:00:00,BNS/USDT,0.029139,0.029139,0.029139,0.029139,0.0044,0.0001282116
1662217200,2022-09-03 15:00:00,BNS/USDT,0.029134,0.029134,0.029134,0.029134,0,0
1662213600,2022-09-03 14:00:00,BNS/USDT,0.029496,0.029536,0.0288,0.029134,2988.4875,86.5003444322
1662210000,2022-09-03 13:00:00,BNS/USDT,0.0296,0.0296,0.029009,0.029496,16902.8315,494.5163994078
1662206400,2022-09-03 12:00:00,BNS/USDT,0.029606,0.029811,0.029606,0.02981,1592.1741,47.4219066724
1662202800,2022-09-03 11:00:00,BNS/USDT,0.029707,0.029736,0.0296,0.0296,55.9465,1.6620099942
