https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BRZ,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BRZ/USDT,0.18959,0.18959,0.18944,0.18944,1956.0,370.54464
1663459200000.0,2022-09-18 00:00:00,BRZ/USDT,0.18955,0.18959,0.18942,0.18959,184111.28329553246,34905.6582
1663372800000.0,2022-09-17 00:00:00,BRZ/USDT,0.18928,0.18968,0.18927,0.18955,273229.9211289897,51790.73155
1663286400000.0,2022-09-16 00:00:00,BRZ/USDT,0.19014,0.19014,0.18779,0.18928,2371753.879807692,448925.57437
1663200000000.0,2022-09-15 00:00:00,BRZ/USDT,0.19287,0.19322,0.18953,0.19014,1844225.779530872,350661.08972
1663113600000.0,2022-09-14 00:00:00,BRZ/USDT,0.19192,0.19369,0.19175,0.19287,1321589.2675377196,254894.92203
1663027200000.0,2022-09-13 00:00:00,BRZ/USDT,0.19554,0.19589,0.19113,0.19192,2620957.66694456,503014.19544
1662940800000.0,2022-09-12 00:00:00,BRZ/USDT,0.19348,0.19585,0.19281,0.19554,2197635.7727830624,429725.69901
1662854400000.0,2022-09-11 00:00:00,BRZ/USDT,0.19331,0.1936,0.19331,0.19348,158591.70632623526,30684.32334
1662768000000.0,2022-09-10 00:00:00,BRZ/USDT,0.19321,0.19351,0.19315,0.19331,213270.67999586157,41227.35515
1662681600000.0,2022-09-09 00:00:00,BRZ/USDT,0.19103,0.19373,0.19055,0.19321,16238853.967858808,3137508.97513
1662595200000.0,2022-09-08 00:00:00,BRZ/USDT,0.18964,0.19186,0.18945,0.19103,3549743.1567293094,678107.43523
1662508800000.0,2022-09-07 00:00:00,BRZ/USDT,0.18945,0.19,0.18906,0.18964,590430.343598397,111969.21036
1662422400000.0,2022-09-06 00:00:00,BRZ/USDT,0.19278,0.19329,0.18866,0.18945,4142769.679757192,784847.71583
1662336000000.0,2022-09-05 00:00:00,BRZ/USDT,0.19232,0.19329,0.1917,0.19278,1338061.3562091503,257951.46825
1662249600000.0,2022-09-04 00:00:00,BRZ/USDT,0.19233,0.19244,0.1923,0.19232,103368.58725041596,19879.8467
1662163200000.0,2022-09-03 00:00:00,BRZ/USDT,0.1924,0.19244,0.19229,0.19233,113179.63151874383,21767.83853
1662076800000.0,2022-09-02 00:00:00,BRZ/USDT,0.18966,0.19277,0.18674,0.1924,2172695.102027027,418026.53763
1661990400000.0,2022-09-01 00:00:00,BRZ/USDT,0.19174,0.19278,0.18901,0.18966,6308380.603501001,1196447.46526
1661904000000.0,2022-08-31 00:00:00,BRZ/USDT,0.19361,0.19445,0.19085,0.19174,3185729.952592052,610831.86111
1661817600000.0,2022-08-30 00:00:00,BRZ/USDT,0.19784,0.19796,0.19321,0.19361,1490075.0134290585,288493.42335
1661731200000.0,2022-08-29 00:00:00,BRZ/USDT,0.19577,0.19876,0.19528,0.19784,863150.2271532553,170765.64094
1661644800000.0,2022-08-28 00:00:00,BRZ/USDT,0.19596,0.19615,0.195,0.19577,264387.1973233897,51759.08162
1661558400000.0,2022-08-27 00:00:00,BRZ/USDT,0.19606,0.19621,0.19545,0.19596,235562.11966727904,46160.75297
1661472000000.0,2022-08-26 00:00:00,BRZ/USDT,0.19434,0.19641,0.19416,0.19606,1225621.528052637,240295.35679
1661385600000.0,2022-08-25 00:00:00,BRZ/USDT,0.19358,0.19499,0.19342,0.19434,1628984.075743542,316576.76528
1661299200000.0,2022-08-24 00:00:00,BRZ/USDT,0.19494,0.19571,0.19,0.19357,2381347.748204784,460957.48362
1661212800000.0,2022-08-23 00:00:00,BRZ/USDT,0.19252,0.19579,0.1923,0.19494,1002685.0676105468,195463.42708
1661126400000.0,2022-08-22 00:00:00,BRZ/USDT,0.19163,0.1929,0.19089,0.19252,1096834.3865572407,211162.5561
1661040000000.0,2022-08-21 00:00:00,BRZ/USDT,0.19181,0.19219,0.19161,0.19163,234853.48588425614,45004.9735
1660953600000.0,2022-08-20 00:00:00,BRZ/USDT,0.19207,0.19248,0.1915,0.19181,456834.45112350764,87625.41607
1660867200000.0,2022-08-19 00:00:00,BRZ/USDT,0.19215,0.19265,0.19031,0.19207,5200285.31514552,998818.80048
1660780800000.0,2022-08-18 00:00:00,BRZ/USDT,0.19272,0.19368,0.1904,0.19215,2312945.0105126207,444432.38377
1660694400000.0,2022-08-17 00:00:00,BRZ/USDT,0.19384,0.19406,0.19098,0.19272,1825925.7445516812,351892.40949
1660608000000.0,2022-08-16 00:00:00,BRZ/USDT,0.19481,0.19619,0.19261,0.19384,4041329.544366488,783371.31888
1660521600000.0,2022-08-15 00:00:00,BRZ/USDT,0.1957,0.19635,0.19367,0.19481,1197172.8506236847,233221.24303
1660435200000.0,2022-08-14 00:00:00,BRZ/USDT,0.19581,0.19629,0.19562,0.1957,303495.48446601944,59394.06631
1660348800000.0,2022-08-13 00:00:00,BRZ/USDT,0.19612,0.19645,0.19562,0.19581,247266.6817833614,48417.28896
1660262400000.0,2022-08-12 00:00:00,BRZ/USDT,0.19281,0.19659,0.19205,0.19612,2280665.949826637,447284.20608
1660176000000.0,2022-08-11 00:00:00,BRZ/USDT,0.19555,0.19745,0.19194,0.19281,3442687.196462839,663784.51835
1660089600000.0,2022-08-10 00:00:00,BRZ/USDT,0.19327,0.19853,0.19327,0.19555,1553453.0199948861,303777.73806
1660003200000.0,2022-08-09 00:00:00,BRZ/USDT,0.19417,0.19489,0.19301,0.19327,3823079.575826564,738886.58962
1659916800000.0,2022-08-08 00:00:00,BRZ/USDT,0.19204,0.19535,0.19157,0.19416,2082978.1037803874,404431.02863
1659830400000.0,2022-08-07 00:00:00,BRZ/USDT,0.19254,0.19262,0.19194,0.19204,88968.95027077693,17085.59721
1659744000000.0,2022-08-06 00:00:00,BRZ/USDT,0.19268,0.19435,0.19213,0.19254,616520.1739898203,118704.7943
1659657600000.0,2022-08-05 00:00:00,BRZ/USDT,0.19066,0.19287,0.18915,0.19268,919919.0166597469,177249.99613
1659571200000.0,2022-08-04 00:00:00,BRZ/USDT,0.18821,0.19144,0.1879,0.19066,1526749.3483163747,291090.03075
1659484800000.0,2022-08-03 00:00:00,BRZ/USDT,0.18815,0.18951,0.1874,0.18821,1546867.3838265769,291135.91031
1659398400000.0,2022-08-02 00:00:00,BRZ/USDT,0.19199,0.19239,0.18788,0.18815,1551565.9187350518,291927.12761
1659312000000.0,2022-08-01 00:00:00,BRZ/USDT,0.1917,0.19445,0.19111,0.19199,2401444.7393093393,461053.3755
1659225600000.0,2022-07-31 00:00:00,BRZ/USDT,0.19194,0.19304,0.19132,0.1917,83644.20631194575,16034.59435
1659139200000.0,2022-07-30 00:00:00,BRZ/USDT,0.19217,0.19224,0.19143,0.19194,118553.799051787,22755.21619
1659052800000.0,2022-07-29 00:00:00,BRZ/USDT,0.1923,0.19521,0.19073,0.19217,435012.4248321798,83596.33768
1658966400000.0,2022-07-28 00:00:00,BRZ/USDT,0.18999,0.19445,0.18691,0.1923,1872654.4893395735,360111.4583
1658880000000.0,2022-07-27 00:00:00,BRZ/USDT,0.18616,0.19,0.18451,0.18999,688893.9367335123,130882.95904
1658793600000.0,2022-07-26 00:00:00,BRZ/USDT,0.18626,0.18663,0.1847,0.18616,2069364.4864632573,385232.8928
1658707200000.0,2022-07-25 00:00:00,BRZ/USDT,0.18161,0.18657,0.18102,0.18626,294275.53656179534,54811.76144
1658620800000.0,2022-07-24 00:00:00,BRZ/USDT,0.18118,0.1821,0.18089,0.18161,128743.66466604262,23381.13694
1658534400000.0,2022-07-23 00:00:00,BRZ/USDT,0.18077,0.18129,0.18064,0.18118,187458.17110056296,33963.67144
1658448000000.0,2022-07-22 00:00:00,BRZ/USDT,0.18199,0.18291,0.18043,0.18077,164514.08386347294,29739.21094
1658361600000.0,2022-07-21 00:00:00,BRZ/USDT,0.18237,0.18359,0.18074,0.18199,127193.57217429529,23147.9582
1658275200000.0,2022-07-20 00:00:00,BRZ/USDT,0.18521,0.18528,0.18171,0.18237,854006.217415145,155745.11387
1658188800000.0,2022-07-19 00:00:00,BRZ/USDT,0.18327,0.1866,0.183,0.18521,1073984.941633821,198912.75104
1658102400000.0,2022-07-18 00:00:00,BRZ/USDT,0.18438,0.18629,0.18324,0.18327,1172027.6028264312,214797.49877
1658016000000.0,2022-07-17 00:00:00,BRZ/USDT,0.18426,0.18507,0.18424,0.18438,116999.05369345918,21572.28552
1657929600000.0,2022-07-16 00:00:00,BRZ/USDT,0.18434,0.18516,0.18331,0.18426,237895.58395745142,43834.6403
1657843200000.0,2022-07-15 00:00:00,BRZ/USDT,0.1837,0.18604,0.18201,0.18434,375910.00287512207,69295.24993
1657756800000.0,2022-07-14 00:00:00,BRZ/USDT,0.18443,0.18532,0.182,0.1837,316429.90212302667,58128.17302
1657670400000.0,2022-07-13 00:00:00,BRZ/USDT,0.18249,0.18658,0.18161,0.18443,1080267.7242856368,199233.77639
1657584000000.0,2022-07-12 00:00:00,BRZ/USDT,0.18539,0.1854,0.18242,0.18249,1826330.3831990792,333287.03163
1657497600000.0,2022-07-11 00:00:00,BRZ/USDT,0.1891,0.1892,0.18469,0.18539,1008533.6185878417,186972.04755
1657411200000.0,2022-07-10 00:00:00,BRZ/USDT,0.18925,0.18925,0.18845,0.1891,96593.40967741936,18265.81377
1657324800000.0,2022-07-09 00:00:00,BRZ/USDT,0.18932,0.18949,0.18854,0.18925,316413.4884015852,59881.25268
1657238400000.0,2022-07-08 00:00:00,BRZ/USDT,0.18697,0.18969,0.18551,0.18932,1212122.8928797804,229479.10608
1657152000000.0,2022-07-07 00:00:00,BRZ/USDT,0.18342,0.187,0.18337,0.18697,617093.7320425736,115378.01508
1657065600000.0,2022-07-06 00:00:00,BRZ/USDT,0.18541,0.18622,0.1827,0.18342,3499780.4712681277,641929.73404
1656979200000.0,2022-07-05 00:00:00,BRZ/USDT,0.18819,0.18819,0.185,0.18541,6194190.937921363,1148464.9418
1656892800000.0,2022-07-04 00:00:00,BRZ/USDT,0.18724,0.18965,0.18679,0.18819,3406490.358095542,641067.42049
1656806400000.0,2022-07-03 00:00:00,BRZ/USDT,0.18733,0.18759,0.187,0.18724,389933.51004058967,73011.15042
1656720000000.0,2022-07-02 00:00:00,BRZ/USDT,0.18716,0.18739,0.18697,0.18733,421867.7555650457,79028.48665
