https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GODS,Volume EUR
1663545600,2022-09-19 00:00:00,GODS/EUR,0.46,0.46,0.46,0.46,0.00,0.0
1663542000,2022-09-18 23:00:00,GODS/EUR,0.46,0.46,0.46,0.46,0.00,0.0
1663538400,2022-09-18 22:00:00,GODS/EUR,0.46,0.46,0.46,0.46,82.15,37.789
1663534800,2022-09-18 21:00:00,GODS/EUR,0.47,0.47,0.47,0.47,31.79,14.941299999999998
1663531200,2022-09-18 20:00:00,GODS/EUR,0.48,0.48,0.45,0.47,1967.15,924.5604999999999
1663527600,2022-09-18 19:00:00,GODS/EUR,0.43,0.44,0.43,0.44,1398.14,615.1816
1663524000,2022-09-18 18:00:00,GODS/EUR,0.46,0.46,0.46,0.46,111.78,51.418800000000005
1663520400,2022-09-18 17:00:00,GODS/EUR,0.47,0.47,0.46,0.46,414.32,190.5872
1663516800,2022-09-18 16:00:00,GODS/EUR,0.52,0.53,0.52,0.53,136.66,72.4298
1663513200,2022-09-18 15:00:00,GODS/EUR,0.44,0.54,0.44,0.53,6294.70,3336.1910000000003
1663509600,2022-09-18 14:00:00,GODS/EUR,0.40,0.44,0.40,0.44,4285.00,1885.4
1663506000,2022-09-18 13:00:00,GODS/EUR,0.41,0.41,0.41,0.41,0.00,0.0
1663502400,2022-09-18 12:00:00,GODS/EUR,0.37,0.41,0.37,0.41,15336.48,6287.956799999999
1663498800,2022-09-18 11:00:00,GODS/EUR,0.37,0.37,0.37,0.37,0.00,0.0
1663495200,2022-09-18 10:00:00,GODS/EUR,0.37,0.37,0.37,0.37,538.91,199.39669999999998
1663491600,2022-09-18 09:00:00,GODS/EUR,0.37,0.38,0.37,0.37,3075.75,1138.0275
1663488000,2022-09-18 08:00:00,GODS/EUR,0.38,0.38,0.38,0.38,579.50,220.21
1663484400,2022-09-18 07:00:00,GODS/EUR,0.38,0.38,0.38,0.38,2471.03,938.9914000000001
1663480800,2022-09-18 06:00:00,GODS/EUR,0.38,0.38,0.38,0.38,8389.71,3188.0897999999997
1663477200,2022-09-18 05:00:00,GODS/EUR,0.34,0.38,0.34,0.38,981.05,372.799
1663473600,2022-09-18 04:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663470000,2022-09-18 03:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663466400,2022-09-18 02:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663462800,2022-09-18 01:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663459200,2022-09-18 00:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663455600,2022-09-17 23:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663452000,2022-09-17 22:00:00,GODS/EUR,0.31,0.31,0.31,0.31,225.77,69.98870000000001
1663448400,2022-09-17 21:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663444800,2022-09-17 20:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663441200,2022-09-17 19:00:00,GODS/EUR,0.31,0.31,0.31,0.31,300.00,93.0
1663437600,2022-09-17 18:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663434000,2022-09-17 17:00:00,GODS/EUR,0.31,0.31,0.31,0.31,200.00,62.0
1663430400,2022-09-17 16:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663426800,2022-09-17 15:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663423200,2022-09-17 14:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663419600,2022-09-17 13:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663416000,2022-09-17 12:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663412400,2022-09-17 11:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663408800,2022-09-17 10:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663405200,2022-09-17 09:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663401600,2022-09-17 08:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663398000,2022-09-17 07:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663394400,2022-09-17 06:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663390800,2022-09-17 05:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663387200,2022-09-17 04:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663383600,2022-09-17 03:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663380000,2022-09-17 02:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663376400,2022-09-17 01:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663372800,2022-09-17 00:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663369200,2022-09-16 23:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663365600,2022-09-16 22:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663362000,2022-09-16 21:00:00,GODS/EUR,0.30,0.30,0.30,0.30,85.33,25.599
1663358400,2022-09-16 20:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663354800,2022-09-16 19:00:00,GODS/EUR,0.31,0.31,0.31,0.31,481.34,149.2154
1663351200,2022-09-16 18:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663347600,2022-09-16 17:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663344000,2022-09-16 16:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663340400,2022-09-16 15:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663336800,2022-09-16 14:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663333200,2022-09-16 13:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663329600,2022-09-16 12:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663326000,2022-09-16 11:00:00,GODS/EUR,0.31,0.31,0.31,0.31,296.89,92.0359
1663322400,2022-09-16 10:00:00,GODS/EUR,0.31,0.32,0.31,0.31,1275.69,395.4639
1663318800,2022-09-16 09:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663315200,2022-09-16 08:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663311600,2022-09-16 07:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663308000,2022-09-16 06:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663304400,2022-09-16 05:00:00,GODS/EUR,0.30,0.30,0.30,0.30,200.00,60.0
1663300800,2022-09-16 04:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663297200,2022-09-16 03:00:00,GODS/EUR,0.30,0.30,0.30,0.30,172.81,51.842999999999996
1663293600,2022-09-16 02:00:00,GODS/EUR,0.30,0.30,0.30,0.30,378.92,113.676
1663290000,2022-09-16 01:00:00,GODS/EUR,0.29,0.29,0.29,0.29,300.00,87.0
1663286400,2022-09-16 00:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663282800,2022-09-15 23:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663279200,2022-09-15 22:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663275600,2022-09-15 21:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663272000,2022-09-15 20:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663268400,2022-09-15 19:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663264800,2022-09-15 18:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663261200,2022-09-15 17:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663257600,2022-09-15 16:00:00,GODS/EUR,0.31,0.31,0.31,0.31,106.00,32.86
