https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GODS,Volume EUR
1663254000,2022-09-15 15:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663250400,2022-09-15 14:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663246800,2022-09-15 13:00:00,GODS/EUR,0.31,0.31,0.31,0.31,307.39,95.2909
1663243200,2022-09-15 12:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663239600,2022-09-15 11:00:00,GODS/EUR,0.31,0.31,0.31,0.31,100.00,31.0
1663236000,2022-09-15 10:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663232400,2022-09-15 09:00:00,GODS/EUR,0.31,0.31,0.31,0.31,603.18,186.98579999999998
1663228800,2022-09-15 08:00:00,GODS/EUR,0.31,0.31,0.31,0.31,3862.70,1197.437
1663225200,2022-09-15 07:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663221600,2022-09-15 06:00:00,GODS/EUR,0.31,0.31,0.31,0.31,2151.36,666.9216
1663218000,2022-09-15 05:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663214400,2022-09-15 04:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663210800,2022-09-15 03:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663207200,2022-09-15 02:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663203600,2022-09-15 01:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663200000,2022-09-15 00:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663196400,2022-09-14 23:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663192800,2022-09-14 22:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663189200,2022-09-14 21:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663185600,2022-09-14 20:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663182000,2022-09-14 19:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663178400,2022-09-14 18:00:00,GODS/EUR,0.32,0.32,0.32,0.32,100.00,32.0
1663174800,2022-09-14 17:00:00,GODS/EUR,0.32,0.35,0.32,0.33,4821.30,1591.0290000000002
1663171200,2022-09-14 16:00:00,GODS/EUR,0.32,0.33,0.32,0.32,4321.75,1382.96
1663167600,2022-09-14 15:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663164000,2022-09-14 14:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663160400,2022-09-14 13:00:00,GODS/EUR,0.31,0.31,0.31,0.31,81.82,25.364199999999997
1663156800,2022-09-14 12:00:00,GODS/EUR,0.32,0.32,0.32,0.32,1617.90,517.7280000000001
1663153200,2022-09-14 11:00:00,GODS/EUR,0.31,0.31,0.31,0.31,64.26,19.9206
1663149600,2022-09-14 10:00:00,GODS/EUR,0.31,0.31,0.31,0.31,267.19,82.8289
1663146000,2022-09-14 09:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663142400,2022-09-14 08:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663138800,2022-09-14 07:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663135200,2022-09-14 06:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663131600,2022-09-14 05:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663128000,2022-09-14 04:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663124400,2022-09-14 03:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663120800,2022-09-14 02:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663117200,2022-09-14 01:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663113600,2022-09-14 00:00:00,GODS/EUR,0.31,0.31,0.31,0.31,119.56,37.0636
1663110000,2022-09-13 23:00:00,GODS/EUR,0.30,0.30,0.30,0.30,0.00,0.0
1663106400,2022-09-13 22:00:00,GODS/EUR,0.30,0.30,0.30,0.30,140.38,42.114
1663102800,2022-09-13 21:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663099200,2022-09-13 20:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663095600,2022-09-13 19:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663092000,2022-09-13 18:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663088400,2022-09-13 17:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663084800,2022-09-13 16:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663081200,2022-09-13 15:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663077600,2022-09-13 14:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663074000,2022-09-13 13:00:00,GODS/EUR,0.31,0.31,0.31,0.31,211.96,65.7076
1663070400,2022-09-13 12:00:00,GODS/EUR,0.30,0.30,0.30,0.30,4263.96,1279.1879999999999
1663066800,2022-09-13 11:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663063200,2022-09-13 10:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663059600,2022-09-13 09:00:00,GODS/EUR,0.32,0.32,0.32,0.32,400.00,128.0
1663056000,2022-09-13 08:00:00,GODS/EUR,0.32,0.32,0.32,0.32,1284.12,410.91839999999996
1663052400,2022-09-13 07:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663048800,2022-09-13 06:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663045200,2022-09-13 05:00:00,GODS/EUR,0.31,0.31,0.31,0.31,0.00,0.0
1663041600,2022-09-13 04:00:00,GODS/EUR,0.31,0.31,0.31,0.31,3862.70,1197.437
1663038000,2022-09-13 03:00:00,GODS/EUR,0.31,0.31,0.31,0.31,428.71,132.90009999999998
1663034400,2022-09-13 02:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663030800,2022-09-13 01:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663027200,2022-09-13 00:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663023600,2022-09-12 23:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663020000,2022-09-12 22:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663016400,2022-09-12 21:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663012800,2022-09-12 20:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1663009200,2022-09-12 19:00:00,GODS/EUR,0.32,0.32,0.32,0.32,576.49,184.4768
1663005600,2022-09-12 18:00:00,GODS/EUR,0.32,0.32,0.32,0.32,1505.18,481.6576
1663002000,2022-09-12 17:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662998400,2022-09-12 16:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662994800,2022-09-12 15:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662991200,2022-09-12 14:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662987600,2022-09-12 13:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662984000,2022-09-12 12:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662980400,2022-09-12 11:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662976800,2022-09-12 10:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662973200,2022-09-12 09:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662969600,2022-09-12 08:00:00,GODS/EUR,0.32,0.32,0.32,0.32,958.41,306.6912
1662966000,2022-09-12 07:00:00,GODS/EUR,0.32,0.32,0.32,0.32,70.21,22.4672
1662962400,2022-09-12 06:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662958800,2022-09-12 05:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662955200,2022-09-12 04:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662951600,2022-09-12 03:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662948000,2022-09-12 02:00:00,GODS/EUR,0.32,0.32,0.32,0.32,353.09,112.9888
1662944400,2022-09-12 01:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662940800,2022-09-12 00:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662937200,2022-09-11 23:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662933600,2022-09-11 22:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662930000,2022-09-11 21:00:00,GODS/EUR,0.32,0.32,0.32,0.32,1221.30,390.816
1662926400,2022-09-11 20:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662922800,2022-09-11 19:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662919200,2022-09-11 18:00:00,GODS/EUR,0.33,0.33,0.33,0.33,75.75,24.997500000000002
1662915600,2022-09-11 17:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662912000,2022-09-11 16:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662908400,2022-09-11 15:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662904800,2022-09-11 14:00:00,GODS/EUR,0.33,0.33,0.33,0.33,352.52,116.3316
1662901200,2022-09-11 13:00:00,GODS/EUR,0.33,0.33,0.33,0.33,420.83,138.8739
1662897600,2022-09-11 12:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662894000,2022-09-11 11:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662890400,2022-09-11 10:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662886800,2022-09-11 09:00:00,GODS/EUR,0.33,0.33,0.33,0.33,421.39,139.05870000000002
1662883200,2022-09-11 08:00:00,GODS/EUR,0.33,0.33,0.33,0.33,1000.00,330.0
1662879600,2022-09-11 07:00:00,GODS/EUR,0.32,0.32,0.32,0.32,9695.25,3102.48
1662876000,2022-09-11 06:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662872400,2022-09-11 05:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662868800,2022-09-11 04:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662865200,2022-09-11 03:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662861600,2022-09-11 02:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662858000,2022-09-11 01:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662854400,2022-09-11 00:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662850800,2022-09-10 23:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662847200,2022-09-10 22:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662843600,2022-09-10 21:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662840000,2022-09-10 20:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662836400,2022-09-10 19:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662832800,2022-09-10 18:00:00,GODS/EUR,0.33,0.33,0.33,0.33,2471.03,815.4399000000001
1662829200,2022-09-10 17:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662825600,2022-09-10 16:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662822000,2022-09-10 15:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662818400,2022-09-10 14:00:00,GODS/EUR,0.33,0.33,0.33,0.33,344.41,113.65530000000001
1662814800,2022-09-10 13:00:00,GODS/EUR,0.34,0.34,0.34,0.34,0.00,0.0
1662811200,2022-09-10 12:00:00,GODS/EUR,0.34,0.34,0.34,0.34,2423.67,824.0478
1662807600,2022-09-10 11:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662804000,2022-09-10 10:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662800400,2022-09-10 09:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662796800,2022-09-10 08:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662793200,2022-09-10 07:00:00,GODS/EUR,0.33,0.33,0.33,0.33,301.52,99.5016
1662789600,2022-09-10 06:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662786000,2022-09-10 05:00:00,GODS/EUR,0.33,0.33,0.33,0.33,200.60,66.19800000000001
1662782400,2022-09-10 04:00:00,GODS/EUR,0.34,0.34,0.34,0.34,407.76,138.63840000000002
1662778800,2022-09-10 03:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662775200,2022-09-10 02:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662771600,2022-09-10 01:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662768000,2022-09-10 00:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662764400,2022-09-09 23:00:00,GODS/EUR,0.33,0.33,0.33,0.33,3000.00,990.0
1662760800,2022-09-09 22:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662757200,2022-09-09 21:00:00,GODS/EUR,0.33,0.33,0.33,0.33,9793.35,3231.8055000000004
1662753600,2022-09-09 20:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662750000,2022-09-09 19:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662746400,2022-09-09 18:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662742800,2022-09-09 17:00:00,GODS/EUR,0.33,0.33,0.33,0.33,422.29,139.3557
1662739200,2022-09-09 16:00:00,GODS/EUR,0.34,0.34,0.34,0.34,0.00,0.0
1662735600,2022-09-09 15:00:00,GODS/EUR,0.34,0.34,0.34,0.34,0.00,0.0
1662732000,2022-09-09 14:00:00,GODS/EUR,0.34,0.34,0.34,0.34,0.00,0.0
1662728400,2022-09-09 13:00:00,GODS/EUR,0.34,0.34,0.34,0.34,4693.46,1595.7764000000002
1662724800,2022-09-09 12:00:00,GODS/EUR,0.34,0.34,0.34,0.34,0.00,0.0
1662721200,2022-09-09 11:00:00,GODS/EUR,0.34,0.34,0.34,0.34,0.00,0.0
1662717600,2022-09-09 10:00:00,GODS/EUR,0.34,0.34,0.34,0.34,0.00,0.0
1662714000,2022-09-09 09:00:00,GODS/EUR,0.34,0.34,0.34,0.34,347.10,118.01400000000001
1662710400,2022-09-09 08:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662706800,2022-09-09 07:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662703200,2022-09-09 06:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662699600,2022-09-09 05:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662696000,2022-09-09 04:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662692400,2022-09-09 03:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662688800,2022-09-09 02:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662685200,2022-09-09 01:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662681600,2022-09-09 00:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662678000,2022-09-08 23:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662674400,2022-09-08 22:00:00,GODS/EUR,0.33,0.33,0.33,0.33,232.27,76.6491
1662670800,2022-09-08 21:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662667200,2022-09-08 20:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662663600,2022-09-08 19:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662660000,2022-09-08 18:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662656400,2022-09-08 17:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662652800,2022-09-08 16:00:00,GODS/EUR,0.33,0.33,0.33,0.33,69.84,23.047200000000004
1662649200,2022-09-08 15:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662645600,2022-09-08 14:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662642000,2022-09-08 13:00:00,GODS/EUR,0.32,0.32,0.32,0.32,0.00,0.0
1662638400,2022-09-08 12:00:00,GODS/EUR,0.32,0.32,0.32,0.32,333.62,106.75840000000001
1662634800,2022-09-08 11:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662631200,2022-09-08 10:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662627600,2022-09-08 09:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662624000,2022-09-08 08:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662620400,2022-09-08 07:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662616800,2022-09-08 06:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662613200,2022-09-08 05:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662609600,2022-09-08 04:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662606000,2022-09-08 03:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662602400,2022-09-08 02:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662598800,2022-09-08 01:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662595200,2022-09-08 00:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662591600,2022-09-07 23:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662588000,2022-09-07 22:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662584400,2022-09-07 21:00:00,GODS/EUR,0.33,0.33,0.33,0.33,186.90,61.67700000000001
1662580800,2022-09-07 20:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662577200,2022-09-07 19:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662573600,2022-09-07 18:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662570000,2022-09-07 17:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662566400,2022-09-07 16:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
1662562800,2022-09-07 15:00:00,GODS/EUR,0.33,0.33,0.33,0.33,0.00,0.0
