https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GBP,Volume BTC
1663304400000,2022-09-16 05:00:00,BTC/GBP,17355.8,17363.44,17220.61,17255.31,26813.026209000003,1.5539
1663300800000,2022-09-16 04:00:00,BTC/GBP,17221.17,17340.56,17221.17,17339.07,32009.657127000002,1.8461
1663297200000,2022-09-16 03:00:00,BTC/GBP,17283.39,17302.18,17150.27,17230.48,29782.88468,1.7285
1663293600000,2022-09-16 02:00:00,BTC/GBP,17186.66,17300.1,17147.81,17220.64,30523.5844,1.7725
1663290000000,2022-09-16 01:00:00,BTC/GBP,17269.47,17307.62,17183.83,17197.01,24548.731774999997,1.4275
1663286400000,2022-09-16 00:00:00,BTC/GBP,17143.79,17276.43,17099.17,17226.17,24094.243979,1.3987
1663282800000,2022-09-15 23:00:00,BTC/GBP,17191.02,17262.59,16981.99,17186.33,29287.224953,1.7041
1663279200000,2022-09-15 22:00:00,BTC/GBP,17292.97,17335.55,17145.33,17188.12,33293.38844,1.937
1663275600000,2022-09-15 21:00:00,BTC/GBP,17297.97,17407.48,17232.37,17274.41,29015.826477,1.6797
1663272000000,2022-09-15 20:00:00,BTC/GBP,17312.74,17359.41,17213.99,17300.63,31129.023559,1.7993
1663268400000,2022-09-15 19:00:00,BTC/GBP,17210.39,17331.1,17159.79,17231.83,29025.294452000002,1.6844
1663264800000,2022-09-15 18:00:00,BTC/GBP,17186.29,17353.8,17123.06,17288.62,26256.324874702997,1.51870565
1663261200000,2022-09-15 17:00:00,BTC/GBP,17329.77,17428.99,17220.32,17295.72,31409.027520000003,1.816
1663257600000,2022-09-15 16:00:00,BTC/GBP,17151.82,17360.54,17127.05,17286.81,26626.873443,1.5403
1663254000000,2022-09-15 15:00:00,BTC/GBP,17239.59,17358.96,17031.98,17203.89,30693.563544378896,1.78410601
1663250400000,2022-09-15 14:00:00,BTC/GBP,17491.93,17566.92,17210.6,17218.99,33329.9379935,1.93565
1663246800000,2022-09-15 13:00:00,BTC/GBP,17502.16,17566.25,17361.57,17545.65,32320.841865000002,1.8421
1663243200000,2022-09-15 12:00:00,BTC/GBP,17544.29,17604.74,17465.35,17518.33,30914.596951000003,1.7647
1663239600000,2022-09-15 11:00:00,BTC/GBP,17557.14,17600.17,17395.58,17555.41,33162.8216734815,1.88903715
1663236000000,2022-09-15 10:00:00,BTC/GBP,17515.83,17621.84,17441.23,17469.09,30232.007154,1.7306
1663232400000,2022-09-15 09:00:00,BTC/GBP,17437.44,17589.69,17415.76,17542.77,28385.956137,1.6181
1663228800000,2022-09-15 08:00:00,BTC/GBP,17517.78,17569.47,17390.85,17452.49,28028.698940000006,1.606
1663225200000,2022-09-15 07:00:00,BTC/GBP,17420.69,17678.9,17400.45,17537.51,32863.539989,1.8739
1663221600000,2022-09-15 06:00:00,BTC/GBP,17554.56,17654.24,17365.19,17442.13,28416.718196,1.6292
1663218000000,2022-09-15 05:00:00,BTC/GBP,17371.97,17558.6,17358.34,17525.93,28898.505977,1.6489
1663214400000,2022-09-15 04:00:00,BTC/GBP,17371.69,17481.64,17354.27,17396.6,26656.810179999997,1.5323
1663210800000,2022-09-15 03:00:00,BTC/GBP,17394.9,17465.64,17337.45,17350.08,25499.412576000002,1.4697
1663207200000,2022-09-15 02:00:00,BTC/GBP,17505.17,17530.4,17358.18,17466.91,34942.553455,2.0005
1663203600000,2022-09-15 01:00:00,BTC/GBP,17544.8,17572.52,17353.35,17453.54,24537.059209000003,1.40585
1663200000000,2022-09-15 00:00:00,BTC/GBP,17523.88,17588.11,17521.95,17533.33,8882.384978000002,0.5066
1663196400000,2022-09-14 23:00:00,BTC/GBP,17559.48,17648.45,17525.7,17555.32,29557.892283999998,1.6837
1663192800000,2022-09-14 22:00:00,BTC/GBP,17492.46,17682.54,17429.65,17561.3,29148.24574,1.6598
1663189200000,2022-09-14 21:00:00,BTC/GBP,17298.16,17529.0,17220.23,17471.35,28468.865970999996,1.62946
1663185600000,2022-09-14 20:00:00,BTC/GBP,17353.25,17369.58,17229.27,17309.4,29316.930780000002,1.6937
1663182000000,2022-09-14 19:00:00,BTC/GBP,17209.94,17377.75,17193.85,17275.29,27111.840126,1.5694
1663178400000,2022-09-14 18:00:00,BTC/GBP,17493.9,17493.9,17155.0,17216.66,29390.9764126722,1.70712417
1663174800000,2022-09-14 17:00:00,BTC/GBP,17420.94,17537.86,17410.98,17467.34,30721.557591999997,1.7588
1663171200000,2022-09-14 16:00:00,BTC/GBP,17481.9,17520.35,17421.02,17460.62,25216.627404,1.4442
1663167600000,2022-09-14 15:00:00,BTC/GBP,17594.2,17620.4,17422.97,17438.78,27396.323379999998,1.571
1663164000000,2022-09-14 14:00:00,BTC/GBP,17592.51,17604.94,17468.72,17511.89,25970.13287,1.483
1663160400000,2022-09-14 13:00:00,BTC/GBP,17557.15,17670.34,17501.85,17558.25,32121.06255,1.8294
1663156800000,2022-09-14 12:00:00,BTC/GBP,17568.5,17639.91,17382.32,17624.37,31166.935908,1.7684
1663153200000,2022-09-14 11:00:00,BTC/GBP,17606.17,17645.63,17412.94,17518.87,31155.558407999997,1.7784
1663149600000,2022-09-14 10:00:00,BTC/GBP,17632.77,17674.53,17439.35,17564.98,27292.689877495002,1.55381275
1663146000000,2022-09-14 09:00:00,BTC/GBP,17691.39,17705.55,17554.3,17570.6,29416.698519999994,1.6742
1663142400000,2022-09-14 08:00:00,BTC/GBP,17577.86,17708.57,17462.76,17707.14,28056.96333,1.5845
1663138800000,2022-09-14 07:00:00,BTC/GBP,17450.36,17706.46,17446.64,17611.07,29137.515315,1.6545
1663135200000,2022-09-14 06:00:00,BTC/GBP,17679.34,17714.41,17575.73,17682.57,28755.395334,1.6262
1663131600000,2022-09-14 05:00:00,BTC/GBP,17640.26,17716.63,17613.85,17679.07,30218.834351,1.7093
1663128000000,2022-09-14 04:00:00,BTC/GBP,17709.74,17719.36,17624.0,17719.36,12224.586464,0.6899
1663110000000,2022-09-13 23:00:00,BTC/GBP,17596.85,17712.3,17481.65,17579.69,30108.735062999996,1.7127
1663106400000,2022-09-13 22:00:00,BTC/GBP,17510.28,17668.84,17507.87,17605.56,20922.447504,1.1884
1663095600000,2022-09-13 19:00:00,BTC/GBP,17650.18,17726.38,17392.93,17708.65,30227.957204000002,1.70696
1663092000000,2022-09-13 18:00:00,BTC/GBP,17971.26,18051.02,17587.65,17653.38,29795.0391732462,1.68778099
1663088400000,2022-09-13 17:00:00,BTC/GBP,17975.98,18129.86,17944.67,17944.67,27990.096265999997,1.5598
1663084800000,2022-09-13 16:00:00,BTC/GBP,18132.67,18132.67,17956.67,18015.6,29044.029695999998,1.61216
1663081200000,2022-09-13 15:00:00,BTC/GBP,18176.51,18258.37,18103.53,18158.91,28464.091425,1.5675
1663077600000,2022-09-13 14:00:00,BTC/GBP,18340.26,18408.37,18124.44,18237.52,33452.3534352,1.83426
1663074000000,2022-09-13 13:00:00,BTC/GBP,18548.66,18598.35,18324.31,18386.25,31482.775875,1.7123
1663070400000,2022-09-13 12:00:00,BTC/GBP,19218.07,19367.89,18471.4,18488.31,33553.6942866,1.81486
1663066800000,2022-09-13 11:00:00,BTC/GBP,19238.88,19417.78,18837.4,19281.44,28845.034239999997,1.496
1663063200000,2022-09-13 10:00:00,BTC/GBP,19141.28,19298.95,19026.75,19236.36,32007.379404,1.6639
1663059600000,2022-09-13 09:00:00,BTC/GBP,19053.87,19280.26,18974.06,19162.16,33879.1719937304,1.76802469
1663056000000,2022-09-13 08:00:00,BTC/GBP,19055.2,19462.68,18916.66,18973.73,33826.365844,1.7828
1663052400000,2022-09-13 07:00:00,BTC/GBP,19114.96,19198.95,18982.56,19039.52,33926.520688000004,1.7819
1663048800000,2022-09-13 06:00:00,BTC/GBP,19166.49,19238.13,19018.74,19103.71,32365.505481999997,1.6942
1663045200000,2022-09-13 05:00:00,BTC/GBP,19086.12,19219.79,18928.64,19110.83,32333.613277,1.6919
1663041600000,2022-09-13 04:00:00,BTC/GBP,18989.79,19176.48,18945.95,19078.29,30100.5524563821,1.57773849
1663038000000,2022-09-13 03:00:00,BTC/GBP,19021.89,19323.44,18949.14,18974.17,31351.021091,1.6523
1663034400000,2022-09-13 02:00:00,BTC/GBP,19439.27,19439.27,18866.72,19024.65,29699.381115,1.5611
1663030800000,2022-09-13 01:00:00,BTC/GBP,19008.13,19904.18,18880.33,19904.18,37111.34361,1.8645
1663027200000,2022-09-13 00:00:00,BTC/GBP,19140.63,19215.48,18909.81,19006.01,31143.247986,1.6386
1663023600000,2022-09-12 23:00:00,BTC/GBP,19138.04,19204.02,19067.48,19160.76,35585.363472,1.8572
1663020000000,2022-09-12 22:00:00,BTC/GBP,19200.5,19200.5,19038.98,19073.53,32142.712755999997,1.6852
1663016400000,2022-09-12 21:00:00,BTC/GBP,19181.01,19231.13,19035.18,19184.75,35470.684275,1.8489
1663012800000,2022-09-12 20:00:00,BTC/GBP,19164.69,19248.65,19127.19,19173.61,31513.745396,1.6436
1663009200000,2022-09-12 19:00:00,BTC/GBP,19156.69,19258.72,19139.52,19199.37,32477.654292,1.6916
1663005600000,2022-09-12 18:00:00,BTC/GBP,19140.62,19219.03,19033.97,19161.1,33466.777259999995,1.7466
1663002000000,2022-09-12 17:00:00,BTC/GBP,18943.8,19125.89,18874.43,19086.5,32415.811316315,1.69836331
1662998400000,2022-09-12 16:00:00,BTC/GBP,18890.22,19034.42,18821.57,19010.15,24935.613755000002,1.3117
1662994800000,2022-09-12 15:00:00,BTC/GBP,19114.77,19125.17,18804.03,18857.98,33307.2001893298,1.76621251
1662991200000,2022-09-12 14:00:00,BTC/GBP,19186.63,19254.89,19049.07,19100.02,35149.766806,1.8403
1662987600000,2022-09-12 13:00:00,BTC/GBP,19176.23,19238.1,19044.68,19142.82,28568.744568,1.4924
1662984000000,2022-09-12 12:00:00,BTC/GBP,19068.58,19191.62,18957.97,19136.61,29129.747742,1.5222
1662980400000,2022-09-12 11:00:00,BTC/GBP,18951.1,19233.23,18885.0,19123.81,32646.256051000004,1.7071
1662976800000,2022-09-12 10:00:00,BTC/GBP,18975.62,19055.27,18807.11,18985.67,33359.720756999996,1.7571
1662973200000,2022-09-12 09:00:00,BTC/GBP,18976.82,19170.33,18910.34,18969.78,33599.274336,1.7712
1662969600000,2022-09-12 08:00:00,BTC/GBP,18940.6,19035.1,18910.15,18967.6,37741.73048,1.9898
1662966000000,2022-09-12 07:00:00,BTC/GBP,18752.44,19011.96,18665.03,18990.01,29607.324590999997,1.5591
1662962400000,2022-09-12 06:00:00,BTC/GBP,18796.5,18807.22,18652.53,18708.03,33635.167137,1.7979
1662958800000,2022-09-12 05:00:00,BTC/GBP,18651.89,18784.21,18626.79,18781.01,36102.735522999996,1.9223
1662955200000,2022-09-12 04:00:00,BTC/GBP,18693.46,18782.87,18626.6,18738.55,36245.977264999994,1.9343
1662951600000,2022-09-12 03:00:00,BTC/GBP,18745.16,18838.46,18614.32,18679.33,27587.502477000005,1.4769
1662948000000,2022-09-12 02:00:00,BTC/GBP,19063.5,19089.88,18670.91,18741.92,31693.711235199997,1.69106
1662944400000,2022-09-12 01:00:00,BTC/GBP,18665.84,19187.73,18591.49,18983.08,30012.782524886403,1.58102808
1662940800000,2022-09-12 00:00:00,BTC/GBP,18803.45,18819.31,18654.55,18720.29,30884.734442,1.6498
1662937200000,2022-09-11 23:00:00,BTC/GBP,18690.36,18775.21,18556.79,18745.29,32592.435723,1.7387
1662933600000,2022-09-11 22:00:00,BTC/GBP,18547.63,18705.05,18547.49,18637.06,31008.340428,1.6638
1662930000000,2022-09-11 21:00:00,BTC/GBP,18619.62,18724.88,18548.8,18592.63,28671.694723,1.5421
1662926400000,2022-09-11 20:00:00,BTC/GBP,18600.2,18694.19,18516.64,18541.93,29628.149947,1.5979
1662922800000,2022-09-11 19:00:00,BTC/GBP,18631.89,18671.2,18552.25,18632.76,34930.835172,1.8747
1662919200000,2022-09-11 18:00:00,BTC/GBP,18618.98,18722.01,18552.81,18636.9,26442.033720000003,1.4188
1662915600000,2022-09-11 17:00:00,BTC/GBP,18699.87,18826.67,18597.35,18667.16,27920.471212,1.4957
1662912000000,2022-09-11 16:00:00,BTC/GBP,18661.24,18763.13,18616.59,18711.29,32439.763473000003,1.7337
1662908400000,2022-09-11 15:00:00,BTC/GBP,18568.05,18766.76,18541.84,18684.63,30300.864471,1.6217
1662904800000,2022-09-11 14:00:00,BTC/GBP,18557.97,18626.55,18528.56,18601.94,29017.166205999998,1.5599
1662901200000,2022-09-11 13:00:00,BTC/GBP,18588.08,18676.98,18543.48,18617.26,33263.458441999996,1.7867
1662897600000,2022-09-11 12:00:00,BTC/GBP,18681.1,18705.79,18543.15,18639.75,31184.301750000002,1.673
1662894000000,2022-09-11 11:00:00,BTC/GBP,18566.94,18743.43,18566.94,18593.65,26676.309655000005,1.4347
1662890400000,2022-09-11 10:00:00,BTC/GBP,18645.67,18712.41,18547.67,18567.63,30929.958054000002,1.6658
1662886800000,2022-09-11 09:00:00,BTC/GBP,18741.69,18741.69,18588.42,18657.42,32956.46668799999,1.7664
1662883200000,2022-09-11 08:00:00,BTC/GBP,18645.89,18744.9,18544.92,18722.89,32583.445466999998,1.7403
1662879600000,2022-09-11 07:00:00,BTC/GBP,18520.91,18666.19,18520.24,18601.37,32557.977910999998,1.7503
1662876000000,2022-09-11 06:00:00,BTC/GBP,18668.27,18701.04,18505.44,18596.93,31603.622842,1.6994
1662872400000,2022-09-11 05:00:00,BTC/GBP,18571.19,18683.74,18538.97,18670.0,32879.737,1.7611
1662868800000,2022-09-11 04:00:00,BTC/GBP,18610.03,18694.08,18551.81,18551.81,29606.833579000006,1.5959
1662865200000,2022-09-11 03:00:00,BTC/GBP,18603.28,18622.29,18533.78,18590.5,30793.304200000002,1.6564
1662861600000,2022-09-11 02:00:00,BTC/GBP,18585.85,18677.32,18529.2,18584.98,29514.806738,1.5881
1662858000000,2022-09-11 01:00:00,BTC/GBP,18550.96,18719.58,18549.12,18607.89,28782.684252,1.5468
1662854400000,2022-09-11 00:00:00,BTC/GBP,18665.04,18741.05,18544.05,18644.42,31831.618265999998,1.7073
1662850800000,2022-09-10 23:00:00,BTC/GBP,18764.31,18803.37,18631.7,18631.7,31925.417950000003,1.7135
1662847200000,2022-09-10 22:00:00,BTC/GBP,18738.45,18815.05,18613.66,18794.31,31925.894397000004,1.6987
1662843600000,2022-09-10 21:00:00,BTC/GBP,18467.34,18717.09,18455.45,18646.68,32942.157222,1.76665
1662840000000,2022-09-10 20:00:00,BTC/GBP,18569.54,18598.17,18411.22,18457.24,32246.644004000005,1.7471
1662836400000,2022-09-10 19:00:00,BTC/GBP,18527.66,18607.1,18438.33,18584.09,32358.617508000003,1.7412
1662832800000,2022-09-10 18:00:00,BTC/GBP,18348.65,18559.69,18343.1,18489.77,29337.718059,1.5867
1662829200000,2022-09-10 17:00:00,BTC/GBP,18440.4,18505.26,18323.6,18329.56,29448.271096000004,1.6066
1662825600000,2022-09-10 16:00:00,BTC/GBP,18321.48,18499.57,18279.07,18430.92,33149.852712,1.7986
1662822000000,2022-09-10 15:00:00,BTC/GBP,18343.87,18397.52,18290.23,18322.3,31935.7689,1.743
1662818400000,2022-09-10 14:00:00,BTC/GBP,18300.63,18385.43,18281.29,18304.5,30830.26935,1.6843
1662814800000,2022-09-10 13:00:00,BTC/GBP,18410.34,18410.34,18278.73,18292.5,29178.36675,1.5951
1662811200000,2022-09-10 12:00:00,BTC/GBP,18328.07,18425.38,18296.64,18387.45,25284.582495000002,1.3751
1662807600000,2022-09-10 11:00:00,BTC/GBP,18344.89,18467.59,18320.97,18390.36,32560.13238,1.7705
1662804000000,2022-09-10 10:00:00,BTC/GBP,18335.85,18463.12,18304.1,18349.63,33825.707942,1.8434
1662800400000,2022-09-10 09:00:00,BTC/GBP,18357.33,18475.75,18350.0,18364.76,31249.475615999996,1.7016
1662796800000,2022-09-10 08:00:00,BTC/GBP,18404.36,18535.86,18336.9,18393.4,31162.525926550003,1.69422325
1662793200000,2022-09-10 07:00:00,BTC/GBP,18509.16,18618.69,18314.3,18400.81,29579.302075,1.6075
1662789600000,2022-09-10 06:00:00,BTC/GBP,18606.8,18623.68,18433.8,18538.09,24861.432499,1.3411
1662786000000,2022-09-10 05:00:00,BTC/GBP,18499.34,18690.11,18193.97,18596.47,32570.787381500002,1.75145
1662782400000,2022-09-10 04:00:00,BTC/GBP,18362.94,18513.08,18311.22,18497.87,31381.636454999996,1.6965
1662778800000,2022-09-10 03:00:00,BTC/GBP,18355.53,18442.78,18293.86,18377.35,36664.650985,1.9951
1662775200000,2022-09-10 02:00:00,BTC/GBP,18378.22,18399.06,18150.95,18369.15,32895.9222109515,1.79082441
1662771600000,2022-09-10 01:00:00,BTC/GBP,18387.02,18478.0,18225.9,18411.97,31642.5941966343,1.71858819
1662768000000,2022-09-10 00:00:00,BTC/GBP,18372.44,18479.31,18283.93,18327.03,32288.561454,1.7618
1662764400000,2022-09-09 23:00:00,BTC/GBP,18388.53,18609.22,18324.12,18387.65,32807.24513,1.7842
1662760800000,2022-09-09 22:00:00,BTC/GBP,18318.63,18473.62,18296.57,18394.65,27336.289365,1.4861
1662757200000,2022-09-09 21:00:00,BTC/GBP,18397.28,18428.36,18299.82,18354.46,28559.53976,1.556
1662753600000,2022-09-09 20:00:00,BTC/GBP,18360.47,18450.71,18297.45,18391.61,34267.247752,1.8632
1662750000000,2022-09-09 19:00:00,BTC/GBP,18308.47,18419.08,18290.44,18391.36,31934.757504,1.7364
1662746400000,2022-09-09 18:00:00,BTC/GBP,18306.45,18682.71,18284.45,18309.01,28900.772285,1.5785
1662742800000,2022-09-09 17:00:00,BTC/GBP,18385.91,18521.39,18250.26,18309.16,32063.000992,1.7512
1662739200000,2022-09-09 16:00:00,BTC/GBP,18381.06,18479.12,18298.66,18326.74,35421.923072000005,1.9328
1662735600000,2022-09-09 15:00:00,BTC/GBP,18204.84,18530.46,18161.29,18330.21,30997.053246154497,1.69103645
1662732000000,2022-09-09 14:00:00,BTC/GBP,18131.35,18231.53,18080.53,18155.2,30498.92048,1.6799
1662728400000,2022-09-09 13:00:00,BTC/GBP,18249.17,18275.19,18046.37,18120.64,32609.903744,1.7996
1662724800000,2022-09-09 12:00:00,BTC/GBP,18040.94,18358.81,18030.91,18252.7,31360.217765057,1.71811391
1662721200000,2022-09-09 11:00:00,BTC/GBP,18044.64,18079.38,17989.73,18046.88,29513.867552,1.6354
1662717600000,2022-09-09 10:00:00,BTC/GBP,17832.66,18093.49,17777.31,18051.96,29945.443300512,1.6588472
1662714000000,2022-09-09 09:00:00,BTC/GBP,17878.04,17909.91,17752.09,17848.12,36021.075784,2.0182
1662710400000,2022-09-09 08:00:00,BTC/GBP,17800.97,17988.03,17704.56,17851.17,29406.367652868597,1.64730758
1662706800000,2022-09-09 07:00:00,BTC/GBP,17814.73,17900.25,17712.35,17757.36,32636.251944000003,1.8379
1662703200000,2022-09-09 06:00:00,BTC/GBP,17724.6,17913.5,17648.59,17887.81,29781.1791076642,1.66488682
1662699600000,2022-09-09 05:00:00,BTC/GBP,17544.31,17761.11,17504.49,17708.17,29344.056747983097,1.65709143
1662696000000,2022-09-09 04:00:00,BTC/GBP,17198.86,17580.0,17142.84,17555.99,34822.3463682171,1.98350229
1662692400000,2022-09-09 03:00:00,BTC/GBP,16815.53,17258.23,16779.73,17258.23,28691.807375,1.6625
1662688800000,2022-09-09 02:00:00,BTC/GBP,16786.1,16850.0,16769.67,16804.51,28245.020408,1.6808
1662685200000,2022-09-09 01:00:00,BTC/GBP,16902.89,16939.67,16766.97,16790.97,28934.199504000004,1.7232
