https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LIT,Volume USDT
1643414400,2022-01-29 00:00:00,LIT/USDT,1.3906,1.4519,1.3896,1.4292,20078.1622878,28428.125841919785
1643328000,2022-01-28 00:00:00,LIT/USDT,1.4292,1.4568,1.3538,1.4,19672.42174217,27725.137206620879
1643241600,2022-01-27 00:00:00,LIT/USDT,1.5225,1.5438,1.3724,1.4251,28050.49208438,41034.86263710235
1643155200,2022-01-26 00:00:00,LIT/USDT,1.5222,1.6561,1.4963,1.519,36024.7456761,56961.426706381683
1643068800,2022-01-25 00:00:00,LIT/USDT,1.5117,1.544,1.4621,1.52,24419.78974969,36797.403496777082
1642982400,2022-01-24 00:00:00,LIT/USDT,1.6687,1.673,1.3882,1.528,29501.99690568,43913.263521918629
1642896000,2022-01-23 00:00:00,LIT/USDT,1.6513,1.7619,1.6048,1.6853,16355.96028224,27466.491373458067
1642809600,2022-01-22 00:00:00,LIT/USDT,1.9125,1.945,1.5109,1.6478,45481.92110508,77786.256695954749
1642723200,2022-01-21 00:00:00,LIT/USDT,2.1973,2.2223,1.844,1.903,28599.69725818,58071.666959050294
1642636800,2022-01-20 00:00:00,LIT/USDT,2.3243,2.4256,2.1976,2.2043,8845.100466,20462.007873636351
1642550400,2022-01-19 00:00:00,LIT/USDT,2.4323,2.4463,2.3167,2.3284,10379.64979495,24544.911633921338
1642464000,2022-01-18 00:00:00,LIT/USDT,2.464,2.4859,2.3594,2.4412,7659.63904541,18472.105897417324
1642377600,2022-01-17 00:00:00,LIT/USDT,2.6648,2.7579,2.3999,2.4705,25293.53405156,63716.648801395753
1642291200,2022-01-16 00:00:00,LIT/USDT,2.6849,2.7288,2.6046,2.6658,9502.02734651,25201.356703410886
1642204800,2022-01-15 00:00:00,LIT/USDT,2.5659,2.6909,2.541,2.6864,15399.50185519,40500.598017730184
1642118400,2022-01-14 00:00:00,LIT/USDT,2.5825,2.6862,2.5311,2.5782,14576.4852316,37875.440379189075
1642032000,2022-01-13 00:00:00,LIT/USDT,2.6362,2.7205,2.5808,2.5839,21907.52014898,57978.601096109977
1641945600,2022-01-12 00:00:00,LIT/USDT,2.4091,2.648,2.4091,2.6404,25091.12978895,63649.40453117067
1641859200,2022-01-11 00:00:00,LIT/USDT,2.2975,2.4102,2.2729,2.4102,10417.89346344,24594.248902961697
1641772800,2022-01-10 00:00:00,LIT/USDT,2.4681,2.573,2.2558,2.2975,17759.73176192,42738.39334220218
1641686400,2022-01-09 00:00:00,LIT/USDT,2.4389,2.5435,2.4147,2.4612,12692.3854879,31387.129390389851
1641600000,2022-01-08 00:00:00,LIT/USDT,2.592,2.6675,2.3642,2.4428,23391.38771075,58715.832378020514
1641513600,2022-01-07 00:00:00,LIT/USDT,2.7859,2.7859,2.5019,2.5993,24861.4281907,64873.426389628403
1641427200,2022-01-06 00:00:00,LIT/USDT,2.8631,2.872,2.6864,2.7872,12462.3660725,34269.744430561257
1641340800,2022-01-05 00:00:00,LIT/USDT,3.0834,3.2439,2.7172,2.8644,24304.40193605,73410.052160726264
1641254400,2022-01-04 00:00:00,LIT/USDT,3.0884,3.2129,3.0148,3.0885,13469.76484836,42258.083351173325
1641168000,2022-01-03 00:00:00,LIT/USDT,3.1857,3.2044,3.0435,3.1031,9981.77739013,31278.248529394668
1641081600,2022-01-02 00:00:00,LIT/USDT,3.1167,3.2042,3.0656,3.1907,15492.05828591,48604.507984716714
1640995200,2022-01-01 00:00:00,LIT/USDT,2.9635,3.13,2.9635,3.1204,10729.85445513,32933.338131447691
1640908800,2021-12-31 00:00:00,LIT/USDT,2.9546,3.0639,2.8588,2.9608,13892.82650213,41398.704167489765
1640822400,2021-12-30 00:00:00,LIT/USDT,2.95,3.0172,2.876,2.9474,16737.39109827,49323.658978985997
1640736000,2021-12-29 00:00:00,LIT/USDT,3.0864,3.2743,2.9,2.9493,27816.16395809,86713.887204892893
1640649600,2021-12-28 00:00:00,LIT/USDT,3.3175,3.3175,3.0281,3.0761,17722.39012449,55859.869773685086
