https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XEM,Volume USDT
1663459200,2022-09-18 00:00:00,XEM/USDT,0.04275,0.04275,0.042409,0.042413,1215.98021286,51.671101204365
1663372800,2022-09-17 00:00:00,XEM/USDT,0.042054,0.043,0.041901,0.04275,228409.03446275,9705.35099824088958
1663286400,2022-09-16 00:00:00,XEM/USDT,0.040906,0.042434,0.040745,0.042137,643546.7118016,26874.93421613477749
1663200000,2022-09-15 00:00:00,XEM/USDT,0.042741,0.0428,0.040945,0.041138,372904.02560277,15605.52314732439678
1663113600,2022-09-14 00:00:00,XEM/USDT,0.042063,0.043633,0.041643,0.042761,957822.19893359,40932.42251011789328
1663027200,2022-09-13 00:00:00,XEM/USDT,0.046851,0.048,0.042082,0.04224,2833298.90294414,126884.8674243521003
1662940800,2022-09-12 00:00:00,XEM/USDT,0.046573,0.048442,0.046053,0.046651,548093.43834541,25887.88054262462971
1662854400,2022-09-11 00:00:00,XEM/USDT,0.045835,0.048499,0.044986,0.046726,804938.35979441,37612.00776758033776
1662768000,2022-09-10 00:00:00,XEM/USDT,0.0462,0.046522,0.044976,0.04575,614904.49819105,28079.51987191220591
1662681600,2022-09-09 00:00:00,XEM/USDT,0.044425,0.047399,0.044116,0.0462,968890.93888484,44208.18505583356061
1662595200,2022-09-08 00:00:00,XEM/USDT,0.042613,0.044437,0.0424,0.044343,694727.38301401,30122.94385174244785
1662508800,2022-09-07 00:00:00,XEM/USDT,0.040955,0.04317,0.0408,0.042625,913794.01968125,38479.47940850887712
1662422400,2022-09-06 00:00:00,XEM/USDT,0.04385,0.044648,0.0404,0.040854,830150.16718025,35199.93753996905625
1662336000,2022-09-05 00:00:00,XEM/USDT,0.044247,0.044986,0.042958,0.043936,270338.15695603,11855.06336288396175
1662249600,2022-09-04 00:00:00,XEM/USDT,0.043573,0.044358,0.043573,0.044243,174348.66432511,7657.55891551227466
1662163200,2022-09-03 00:00:00,XEM/USDT,0.04403,0.04403,0.043083,0.043749,466653.56987289,20388.36779572451948
1662076800,2022-09-02 00:00:00,XEM/USDT,0.043933,0.046368,0.043201,0.043875,838054.8521836,37451.52678011984928
1661990400,2022-09-01 00:00:00,XEM/USDT,0.044,0.045045,0.042126,0.043935,1421503.22917339,62011.50175289238315
1661904000,2022-08-31 00:00:00,XEM/USDT,0.043519,0.047064,0.043511,0.043915,1425540.04696626,64480.66178396589269
1661817600,2022-08-30 00:00:00,XEM/USDT,0.044751,0.048881,0.04295,0.043292,1298144.81491457,59220.26543001073326
1661731200,2022-08-29 00:00:00,XEM/USDT,0.043292,0.044752,0.042555,0.044606,329698.72576811,14485.76763086040528
1661644800,2022-08-28 00:00:00,XEM/USDT,0.044846,0.04555,0.043018,0.043149,670391.04934013,30010.59705522724307
1661558400,2022-08-27 00:00:00,XEM/USDT,0.043851,0.045953,0.043449,0.044632,818124.87262375,36531.15989869077614
1661472000,2022-08-26 00:00:00,XEM/USDT,0.047844,0.049288,0.043428,0.043849,1238146.53566235,58677.43506765057812
1661385600,2022-08-25 00:00:00,XEM/USDT,0.046352,0.049604,0.046288,0.047648,1551530.73239173,74397.8613764928384
1661299200,2022-08-24 00:00:00,XEM/USDT,0.046561,0.048,0.045641,0.046153,420262.28658466,19636.57646135944951
