https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CUDOS,Volume USDT
1663372800,2022-09-17 00:00:00,CUDOS/USDT,0.00722,0.00765,0.00711,0.00725,3502588.4065,25926.194860477
1663286400,2022-09-16 00:00:00,CUDOS/USDT,0.00702,0.00721,0.00692,0.00721,3437872.2186,24133.33879443
1663200000,2022-09-15 00:00:00,CUDOS/USDT,0.00734,0.0075,0.007,0.00703,3110243.4552,22382.526748729
1663113600,2022-09-14 00:00:00,CUDOS/USDT,0.00731,0.0075,0.00721,0.00739,1062905.683,7803.372442709
1663027200,2022-09-13 00:00:00,CUDOS/USDT,0.00761,0.00762,0.00725,0.00729,1977623.2352,14681.640936978
1662940800,2022-09-12 00:00:00,CUDOS/USDT,0.00774,0.00786,0.00763,0.00764,1026980.7466,7941.322078805
1662854400,2022-09-11 00:00:00,CUDOS/USDT,0.0077,0.00781,0.00767,0.00774,530236.4344,4089.472721161
1662768000,2022-09-10 00:00:00,CUDOS/USDT,0.00775,0.00781,0.0077,0.00771,680664.1617,5273.927943386
1662681600,2022-09-09 00:00:00,CUDOS/USDT,0.00736,0.0078,0.00727,0.00779,1610681.7128,12180.801690913
1662595200,2022-09-08 00:00:00,CUDOS/USDT,0.00732,0.00747,0.0072,0.0073,1867995.3621,13677.818291581
1662508800,2022-09-07 00:00:00,CUDOS/USDT,0.00732,0.00745,0.00704,0.00732,2536350.4705,18271.409991315
1662422400,2022-09-06 00:00:00,CUDOS/USDT,0.00771,0.0078,0.00733,0.00736,3359965.2555,25476.431699763
1662336000,2022-09-05 00:00:00,CUDOS/USDT,0.00792,0.008,0.00759,0.00764,2300526.9055,17867.257808513
1662249600,2022-09-04 00:00:00,CUDOS/USDT,0.00777,0.00819,0.00777,0.00799,816162.7602,6412.63138553
1662163200,2022-09-03 00:00:00,CUDOS/USDT,0.00792,0.0083,0.00767,0.00779,3241814.0116,25843.661292071
1662076800,2022-09-02 00:00:00,CUDOS/USDT,0.00787,0.00798,0.0077,0.00798,968214.5881,7569.882485914
1661990400,2022-09-01 00:00:00,CUDOS/USDT,0.00771,0.0079,0.00752,0.0079,2315467.5367,17676.537717308
1661904000,2022-08-31 00:00:00,CUDOS/USDT,0.00762,0.00779,0.0075,0.00771,1608098.5718,12308.362386786
1661817600,2022-08-30 00:00:00,CUDOS/USDT,0.00783,0.00825,0.00756,0.00761,1173369.3652,9167.266250125
1661731200,2022-08-29 00:00:00,CUDOS/USDT,0.00765,0.00809,0.00744,0.0079,2504599.5591,19366.417600137
1661644800,2022-08-28 00:00:00,CUDOS/USDT,0.00773,0.00776,0.00757,0.00765,2341476.5903,17881.919950159
1661558400,2022-08-27 00:00:00,CUDOS/USDT,0.00794,0.00825,0.00744,0.00775,8880827.9142,69261.598981436
1661472000,2022-08-26 00:00:00,CUDOS/USDT,0.00852,0.00852,0.00794,0.00798,3321230.1725,26951.12474376
1661385600,2022-08-25 00:00:00,CUDOS/USDT,0.00804,0.00854,0.00801,0.00854,4167744.0014,34337.922403588
1661299200,2022-08-24 00:00:00,CUDOS/USDT,0.00803,0.00866,0.00776,0.00804,7077801.2633,58069.26016243
1661212800,2022-08-23 00:00:00,CUDOS/USDT,0.00801,0.00861,0.0076,0.00802,11227099.0708,91306.842404913
1661126400,2022-08-22 00:00:00,CUDOS/USDT,0.00817,0.00857,0.00778,0.00804,2238575.0633,18239.386847252
1661040000,2022-08-21 00:00:00,CUDOS/USDT,0.00783,0.00825,0.00782,0.0082,3018042.5665,24209.573623824
1660953600,2022-08-20 00:00:00,CUDOS/USDT,0.00768,0.00831,0.00757,0.00782,2898124.1184,22974.855832562
1660867200,2022-08-19 00:00:00,CUDOS/USDT,0.00828,0.00836,0.00752,0.00761,5651964.9472,45234.456731313
1660780800,2022-08-18 00:00:00,CUDOS/USDT,0.00836,0.00902,0.00829,0.00832,8651804.318,74989.685937642
1660694400,2022-08-17 00:00:00,CUDOS/USDT,0.00869,0.00892,0.00837,0.00843,7010513.1923,60289.437595161
1660608000,2022-08-16 00:00:00,CUDOS/USDT,0.00869,0.00909,0.00839,0.00874,8758120.8429,75840.013289817
1660521600,2022-08-15 00:00:00,CUDOS/USDT,0.00849,0.00902,0.00845,0.00868,7064485.2568,61333.768756583
1660435200,2022-08-14 00:00:00,CUDOS/USDT,0.00882,0.00891,0.00834,0.00849,4289549.7884,37365.945181532
1660348800,2022-08-13 00:00:00,CUDOS/USDT,0.00907,0.00927,0.00861,0.00881,6389386.6787,57233.237932111
1660262400,2022-08-12 00:00:00,CUDOS/USDT,0.00863,0.00923,0.00857,0.00909,3557016.6352,31144.023389069
1660176000,2022-08-11 00:00:00,CUDOS/USDT,0.00944,0.0095,0.00786,0.00856,28646364.7201,246448.291135953
1660089600,2022-08-10 00:00:00,CUDOS/USDT,0.00921,0.00996,0.00877,0.00948,6918550.4492,64599.200971923
1660003200,2022-08-09 00:00:00,CUDOS/USDT,0.0097,0.00976,0.00907,0.00921,3607085.1083,34017.189237106
1659916800,2022-08-08 00:00:00,CUDOS/USDT,0.0099,0.01279,0.00964,0.00973,10924860.1411,116878.452893592
1659830400,2022-08-07 00:00:00,CUDOS/USDT,0.00985,0.01008,0.0098,0.00996,1168639.8418,11614.792810803
1659744000,2022-08-06 00:00:00,CUDOS/USDT,0.01,0.01013,0.00974,0.00986,414611.7856,4117.710302338
1659657600,2022-08-05 00:00:00,CUDOS/USDT,0.00964,0.01083,0.00951,0.01004,7334720.3751,74339.333816017
1659571200,2022-08-04 00:00:00,CUDOS/USDT,0.0095,0.01134,0.00935,0.00961,9094787.3216,93691.575733408
1659484800,2022-08-03 00:00:00,CUDOS/USDT,0.00855,0.014,0.00849,0.00946,15405308.70227445,156343.4237506182355
1659398400,2022-08-02 00:00:00,CUDOS/USDT,0.00857,0.0087,0.00837,0.00855,1215071.9148,10379.381930236
1659312000,2022-08-01 00:00:00,CUDOS/USDT,0.0082,0.00885,0.00813,0.00856,3103268.6407,26666.053969244
1659225600,2022-07-31 00:00:00,CUDOS/USDT,0.00824,0.00835,0.00792,0.0082,987125.3005,8060.570070997
1659139200,2022-07-30 00:00:00,CUDOS/USDT,0.00827,0.00856,0.00821,0.00825,833009.3,6966.641284186
1659052800,2022-07-29 00:00:00,CUDOS/USDT,0.00839,0.00865,0.00813,0.00828,2443471.5157,20552.273025396
1658966400,2022-07-28 00:00:00,CUDOS/USDT,0.00884,0.00891,0.0079,0.00839,4534088.4731,37533.185287346
1658880000,2022-07-27 00:00:00,CUDOS/USDT,0.00823,0.00897,0.00808,0.00892,1555099.6066,13099.513958591
1658793600,2022-07-26 00:00:00,CUDOS/USDT,0.00835,0.0085,0.00799,0.00828,2066218.8565,16962.347868328
1658707200,2022-07-25 00:00:00,CUDOS/USDT,0.0085,0.00864,0.00834,0.00843,741275.737,6280.679953047
1658620800,2022-07-24 00:00:00,CUDOS/USDT,0.00827,0.00904,0.00824,0.0085,976177.6256,8370.456014853
1658534400,2022-07-23 00:00:00,CUDOS/USDT,0.00864,0.0088,0.00823,0.00827,1234779.4106,10478.271220055
1658448000,2022-07-22 00:00:00,CUDOS/USDT,0.00915,0.00926,0.00856,0.00859,2115874.3891,18915.032265638
1658361600,2022-07-21 00:00:00,CUDOS/USDT,0.00932,0.0094,0.00888,0.00916,1894761.0744,17363.453169586
1658275200,2022-07-20 00:00:00,CUDOS/USDT,0.00982,0.00997,0.00924,0.00924,1287336.25778594,12383.3555527999624
1658188800,2022-07-19 00:00:00,CUDOS/USDT,0.00971,0.01004,0.0095,0.00986,1528456.17769619,14986.7557406416859
1658102400,2022-07-18 00:00:00,CUDOS/USDT,0.0097,0.00983,0.00931,0.0098,2235759.52044342,21475.6886277173365
1658016000,2022-07-17 00:00:00,CUDOS/USDT,0.00964,0.01013,0.00953,0.00972,634196.73574431,6237.5059235461301
1657929600,2022-07-16 00:00:00,CUDOS/USDT,0.00987,0.00998,0.00926,0.00964,2741452.82451857,26427.5270567235522
1657843200,2022-07-15 00:00:00,CUDOS/USDT,0.00982,0.01,0.0096,0.00984,1770016.94571337,17275.0301845455847
1657756800,2022-07-14 00:00:00,CUDOS/USDT,0.00956,0.01008,0.00926,0.00982,1128413.55006526,10924.8794609552263
1657670400,2022-07-13 00:00:00,CUDOS/USDT,0.00947,0.01033,0.00938,0.00967,1890230.517062,18268.1944596495867
1657584000,2022-07-12 00:00:00,CUDOS/USDT,0.0097,0.01058,0.00946,0.00947,3244922.07946632,31899.9728787129252
1657497600,2022-07-11 00:00:00,CUDOS/USDT,0.00999,0.01058,0.0097,0.0097,5812452.32625819,58278.6191272700898
1657411200,2022-07-10 00:00:00,CUDOS/USDT,0.01048,0.01068,0.00985,0.00998,3131429.48403443,31909.3807100193264
1657324800,2022-07-09 00:00:00,CUDOS/USDT,0.01026,0.01116,0.01,0.01047,1976870.69859114,20753.0402913624627
1657238400,2022-07-08 00:00:00,CUDOS/USDT,0.01045,0.01245,0.0095,0.01026,8832184.51344599,91181.5705167510878
1657152000,2022-07-07 00:00:00,CUDOS/USDT,0.01033,0.01091,0.00992,0.01044,1962444.78517904,20420.6734843449496
1657065600,2022-07-06 00:00:00,CUDOS/USDT,0.01015,0.01054,0.0092,0.01036,3597499.0981756,35481.990187206282
1656979200,2022-07-05 00:00:00,CUDOS/USDT,0.01032,0.01061,0.01008,0.01015,1017482.39547461,10501.7960788185136
1656892800,2022-07-04 00:00:00,CUDOS/USDT,0.01002,0.01034,0.00991,0.01019,1621109.60608669,16391.1147807001497
1656806400,2022-07-03 00:00:00,CUDOS/USDT,0.01052,0.01093,0.00979,0.01003,2308571.47831079,23380.3183531710787
1656720000,2022-07-02 00:00:00,CUDOS/USDT,0.0104,0.01125,0.01021,0.01059,981974.94116795,10444.7186240306606
1656633600,2022-07-01 00:00:00,CUDOS/USDT,0.01072,0.01123,0.01026,0.01041,2829872.49831563,30097.8181009606185
1656547200,2022-06-30 00:00:00,CUDOS/USDT,0.01131,0.01131,0.01015,0.01067,2557417.33753417,26750.840087950969
1656460800,2022-06-29 00:00:00,CUDOS/USDT,0.01246,0.01246,0.01116,0.01119,1140002.39611494,13528.4315790248067
