https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PSL,Volume USDT
1662163200,2022-09-03 00:00:00,PSL/USDT,0.000805,0.000839,0.00075,0.000762,489627137.8538,395985.7415397499
1662076800,2022-09-02 00:00:00,PSL/USDT,0.000825,0.00086,0.00076,0.000801,509942045.7529,405044.8419667761
1661990400,2022-09-01 00:00:00,PSL/USDT,0.000829,0.000877,0.000801,0.000827,370767879.8151,307457.1100992673
1661904000,2022-08-31 00:00:00,PSL/USDT,0.000784,0.000898,0.000771,0.00083,507693775.9845,417267.1628310444
1661817600,2022-08-30 00:00:00,PSL/USDT,0.000817,0.000858,0.000768,0.000781,468157795.6904,375158.8948035498
1661731200,2022-08-29 00:00:00,PSL/USDT,0.000812,0.0009,0.000748,0.000813,443004990.8225,365417.8164524672
1661644800,2022-08-28 00:00:00,PSL/USDT,0.000742,0.00094,0.000734,0.000811,511414858.5244,415972.2611979626
1661558400,2022-08-27 00:00:00,PSL/USDT,0.000762,0.000777,0.000722,0.000741,501970515.3203,376485.5191574283
1661472000,2022-08-26 00:00:00,PSL/USDT,0.000838,0.000892,0.000751,0.000762,424664980.0123,353084.5405844039
1661385600,2022-08-25 00:00:00,PSL/USDT,0.000843,0.00088,0.000809,0.000833,471488618.1678,396232.581916507
1661299200,2022-08-24 00:00:00,PSL/USDT,0.000852,0.000958,0.000811,0.000844,403427815.2804,347171.9192549953
1661212800,2022-08-23 00:00:00,PSL/USDT,0.000724,0.00095,0.000723,0.000847,313615628.9049,256586.0008913344
1661126400,2022-08-22 00:00:00,PSL/USDT,0.000808,0.000817,0.0007,0.000723,242048521.842,182326.8072386928
1661040000,2022-08-21 00:00:00,PSL/USDT,0.000784,0.000916,0.000724,0.000808,240897789.2021,193351.5283348574
1660953600,2022-08-20 00:00:00,PSL/USDT,0.000687,0.00086,0.000658,0.000785,357036786.3887,261961.2901435396
1660867200,2022-08-19 00:00:00,PSL/USDT,0.00081,0.000831,0.000628,0.000687,329238692.1895,232469.6104512661
1660780800,2022-08-18 00:00:00,PSL/USDT,0.000875,0.000931,0.00078,0.00081,388845361.2293,324872.3543118409
1660694400,2022-08-17 00:00:00,PSL/USDT,0.000979,0.00099,0.00081,0.000876,355730728.7529,309520.3287270455
1660608000,2022-08-16 00:00:00,PSL/USDT,0.000993,0.001036,0.000967,0.00098,252541430.1752,250840.2373140391
1660521600,2022-08-15 00:00:00,PSL/USDT,0.000988,0.001081,0.000985,0.000992,397309708.6205,408640.6031597017
1660435200,2022-08-14 00:00:00,PSL/USDT,0.00102,0.001067,0.00097,0.000988,168795617.2946,170145.1507410128
1660348800,2022-08-13 00:00:00,PSL/USDT,0.001075,0.00118,0.001005,0.00102,387519183.42072049,417958.09069338795637
1660262400,2022-08-12 00:00:00,PSL/USDT,0.000942,0.001402,0.000939,0.001075,501646362.98657542,576053.00058564011536
1660176000,2022-08-11 00:00:00,PSL/USDT,0.000901,0.001048,0.000837,0.000942,263885055.9381,241457.1091803121
1660089600,2022-08-10 00:00:00,PSL/USDT,0.000841,0.001061,0.000838,0.000902,349659570.16307835,325406.25181584027685
1660003200,2022-08-09 00:00:00,PSL/USDT,0.000816,0.001141,0.000794,0.000841,372959466.35135581,330047.6198849389357
1659916800,2022-08-08 00:00:00,PSL/USDT,0.000837,0.000845,0.000765,0.000816,236422871.9915,192426.5892116257
1659830400,2022-08-07 00:00:00,PSL/USDT,0.000782,0.001075,0.000737,0.000837,354998795.653,304234.978096185
1659744000,2022-08-06 00:00:00,PSL/USDT,0.000712,0.000902,0.000692,0.000782,291506413.0049,219628.6747004298
1659657600,2022-08-05 00:00:00,PSL/USDT,0.000733,0.000918,0.000677,0.000717,265630198.9048,204197.5142176808
1659571200,2022-08-04 00:00:00,PSL/USDT,0.000836,0.000955,0.000685,0.000739,427035790.24772147,339947.42870700048954
1659484800,2022-08-03 00:00:00,PSL/USDT,0.000643,0.00126,0.000622,0.000837,1479364676.7767038,1307873.69767894182974
1659398400,2022-08-02 00:00:00,PSL/USDT,0.000646,0.000705,0.000602,0.000643,900797826.0815675,565785.015950817555
1659312000,2022-08-01 00:00:00,PSL/USDT,0.000605,0.00069,0.000602,0.000646,880736498.3849,551637.2714569277
1659225600,2022-07-31 00:00:00,PSL/USDT,0.000604,0.000645,0.000581,0.000606,852181728.0138,516126.2489681492
1659139200,2022-07-30 00:00:00,PSL/USDT,0.000605,0.000633,0.000599,0.000604,892034224.9738,541920.9417198699
1659052800,2022-07-29 00:00:00,PSL/USDT,0.000605,0.000677,0.000589,0.000605,833541898.7116,506484.3719219726
1658966400,2022-07-28 00:00:00,PSL/USDT,0.000606,0.000629,0.000584,0.000603,656711624.6566,398401.9861138618
1658880000,2022-07-27 00:00:00,PSL/USDT,0.000562,0.00065,0.000557,0.000606,807832309.0252,483440.7263297001
1658793600,2022-07-26 00:00:00,PSL/USDT,0.000622,0.000622,0.000545,0.000561,545267720.5277,326479.873686441
1658707200,2022-07-25 00:00:00,PSL/USDT,0.000619,0.000639,0.000604,0.000618,434222820.2482,268430.4150782376
1658620800,2022-07-24 00:00:00,PSL/USDT,0.000611,0.000662,0.000604,0.00062,249946670.5387,154181.1630872797
1658534400,2022-07-23 00:00:00,PSL/USDT,0.00064,0.000656,0.000599,0.000612,1013640723.1042,634353.8126861301
1658448000,2022-07-22 00:00:00,PSL/USDT,0.000628,0.000676,0.000613,0.000641,744242187.9786,471420.411632206
1658361600,2022-07-21 00:00:00,PSL/USDT,0.000663,0.000792,0.000601,0.000628,694009774.8137,452654.4485656169
1658275200,2022-07-20 00:00:00,PSL/USDT,0.000615,0.0008,0.000582,0.000662,1174855861.99994868,733549.74453832556134
1658188800,2022-07-19 00:00:00,PSL/USDT,0.000587,0.000638,0.00056,0.000614,961153167.38828728,564286.0963098894828
1658102400,2022-07-18 00:00:00,PSL/USDT,0.000572,0.000604,0.00057,0.000586,173108618.77144647,100928.68142985602098
1658016000,2022-07-17 00:00:00,PSL/USDT,0.000595,0.000609,0.000566,0.000571,72291486.06947019,42395.65982175793358
1657929600,2022-07-16 00:00:00,PSL/USDT,0.000654,0.00066,0.000557,0.000596,181927544.82103575,110236.75719901324385
1657843200,2022-07-15 00:00:00,PSL/USDT,0.000645,0.001066,0.000606,0.000649,529618413.38626632,399222.23895700025258
1657756800,2022-07-14 00:00:00,PSL/USDT,0.00062,0.000698,0.0006,0.000646,140802779.01955972,89558.31136052620731
1657670400,2022-07-13 00:00:00,PSL/USDT,0.000626,0.000688,0.000604,0.00062,333613589.3795858,208804.65663816210119
1657584000,2022-07-12 00:00:00,PSL/USDT,0.00063,0.000652,0.000593,0.000627,470805603.86391729,290707.68768964821506
1657497600,2022-07-11 00:00:00,PSL/USDT,0.000608,0.00074,0.000596,0.000625,489155226.61916205,310037.34457129486492
1657411200,2022-07-10 00:00:00,PSL/USDT,0.000687,0.000687,0.000593,0.00061,413206654.37409563,263552.05717786093085
1657324800,2022-07-09 00:00:00,PSL/USDT,0.000644,0.00078,0.000641,0.000686,459082895.28284066,307544.37576285264443
1657238400,2022-07-08 00:00:00,PSL/USDT,0.000662,0.000725,0.000618,0.000645,436916193.95455885,289869.45855584384267
1657152000,2022-07-07 00:00:00,PSL/USDT,0.000739,0.000742,0.000644,0.000662,458315149.52383177,313624.98445015038514
1657065600,2022-07-06 00:00:00,PSL/USDT,0.00071,0.000792,0.000676,0.000742,360020970.71538782,254312.01589417250055
1656979200,2022-07-05 00:00:00,PSL/USDT,0.000729,0.000756,0.00068,0.000714,483199832.7988695,344493.02499215705672
1656892800,2022-07-04 00:00:00,PSL/USDT,0.000712,0.00088,0.000635,0.000729,617705582.02041169,435363.4411803448631
1656806400,2022-07-03 00:00:00,PSL/USDT,0.000726,0.000783,0.000689,0.000712,265955599.42408186,190768.43544486315114
1656720000,2022-07-02 00:00:00,PSL/USDT,0.000748,0.00096,0.000703,0.000727,514338218.74200485,391268.76152013386244
1656633600,2022-07-01 00:00:00,PSL/USDT,0.000756,0.000874,0.000717,0.000747,603004615.34279207,481602.56514068561989
1656547200,2022-06-30 00:00:00,PSL/USDT,0.000839,0.000839,0.000693,0.000755,657571464.26690206,505225.77523404700398
1656460800,2022-06-29 00:00:00,PSL/USDT,0.000831,0.000874,0.000776,0.000839,598417439.81420993,489754.17331922526216
1656374400,2022-06-28 00:00:00,PSL/USDT,0.000913,0.00095,0.000815,0.000833,546845165.26652854,491026.52468261594061
1656288000,2022-06-27 00:00:00,PSL/USDT,0.00095,0.001033,0.000893,0.000913,467241615.80610752,441488.05151086414545
1656201600,2022-06-26 00:00:00,PSL/USDT,0.001133,0.001301,0.00095,0.00095,301870206.96768056,343263.51100782579575
1656115200,2022-06-25 00:00:00,PSL/USDT,0.000952,0.001649,0.000852,0.001134,1112212005.68748741,1299824.02895751856455
1656028800,2022-06-24 00:00:00,PSL/USDT,0.000936,0.000986,0.000889,0.000953,611090804.10240852,569305.57271413591294
1655942400,2022-06-23 00:00:00,PSL/USDT,0.000921,0.001065,0.000893,0.000936,543851910.4871092,514398.18103528229264
1655856000,2022-06-22 00:00:00,PSL/USDT,0.001042,0.001162,0.000867,0.00092,532539532.25489896,535497.84623641512635
1655769600,2022-06-21 00:00:00,PSL/USDT,0.001149,0.001247,0.001008,0.001041,474748461.25726571,519654.29825452164075
1655683200,2022-06-20 00:00:00,PSL/USDT,0.001326,0.001412,0.001141,0.001148,389167203.19849954,496671.19902343761253
1655596800,2022-06-19 00:00:00,PSL/USDT,0.001526,0.002292,0.001063,0.001326,1170674419.99084638,1857810.91842037554747
1655510400,2022-06-18 00:00:00,PSL/USDT,0.00086,0.003865,0.000707,0.001525,2169806468.33623495,4268268.92339304333333
1655424000,2022-06-17 00:00:00,PSL/USDT,0.000904,0.000982,0.000847,0.000858,410437764.75474699,368793.92389240679537
1655337600,2022-06-16 00:00:00,PSL/USDT,0.001074,0.001196,0.000888,0.000891,431226239.22467381,437218.39797005466715
1655251200,2022-06-15 00:00:00,PSL/USDT,0.001288,0.001309,0.001045,0.001074,516317029.74284146,618224.15411490563009
1655164800,2022-06-14 00:00:00,PSL/USDT,0.001353,0.001353,0.001282,0.001286,431103435.68067781,575462.53165786288972
1655078400,2022-06-13 00:00:00,PSL/USDT,0.001448,0.001454,0.001345,0.001352,392321134.53640052,548132.75328936308246
1654992000,2022-06-12 00:00:00,PSL/USDT,0.001483,0.001486,0.001427,0.001448,548014852.38966927,801284.87857368491473
1654905600,2022-06-11 00:00:00,PSL/USDT,0.001496,0.00151,0.001468,0.001482,545865579.69475855,813614.10746411920263
1654819200,2022-06-10 00:00:00,PSL/USDT,0.001491,0.00155,0.001476,0.001497,476918228.44233944,718937.96809207699573
1654732800,2022-06-09 00:00:00,PSL/USDT,0.001574,0.001578,0.001423,0.00149,488944119.46370533,729128.35572295789157
1654646400,2022-06-08 00:00:00,PSL/USDT,0.001587,0.001668,0.00156,0.001574,491441684.60831758,784025.42671686840204
1654560000,2022-06-07 00:00:00,PSL/USDT,0.001605,0.001607,0.001535,0.001583,437704917.29916883,695117.35764862791218
1654473600,2022-06-06 00:00:00,PSL/USDT,0.001664,0.001716,0.0016,0.001604,458984518.6441907,757262.14396376827152
1654387200,2022-06-05 00:00:00,PSL/USDT,0.001912,0.001952,0.001646,0.001672,418241968.79602753,719923.67685467762683
1654300800,2022-06-04 00:00:00,PSL/USDT,0.001756,0.005524,0.001713,0.001911,653464223.46587974,1455977.90028804091384
1654214400,2022-06-03 00:00:00,PSL/USDT,0.001514,0.001797,0.001514,0.001743,430839949.17738337,703973.18246180734101
1654128000,2022-06-02 00:00:00,PSL/USDT,0.001533,0.001597,0.0015,0.001523,476613757.79295414,733818.58103723621181
1654041600,2022-06-01 00:00:00,PSL/USDT,0.001531,0.00155,0.001503,0.001533,545414840.5585126,830182.49074153745181
1653955200,2022-05-31 00:00:00,PSL/USDT,0.001528,0.001542,0.001515,0.001532,429743628.17852298,658229.85782233771796
1653868800,2022-05-30 00:00:00,PSL/USDT,0.0015,0.001532,0.00148,0.001528,474135844.22720685,710654.49444499490231
1653782400,2022-05-29 00:00:00,PSL/USDT,0.001521,0.001525,0.001474,0.0015,385096119.73166314,580134.50993313698702
1653696000,2022-05-28 00:00:00,PSL/USDT,0.001606,0.001622,0.0015,0.001518,557781427.86202031,875373.60775459192535
1653609600,2022-05-27 00:00:00,PSL/USDT,0.001612,0.001648,0.001593,0.001606,508409082.04503324,819882.95259186446384
1653523200,2022-05-26 00:00:00,PSL/USDT,0.001642,0.001679,0.001566,0.001612,458611688.38067661,748387.6839536229072
1653436800,2022-05-25 00:00:00,PSL/USDT,0.001698,0.001703,0.001643,0.001643,478721067.81996402,799290.64496299758292
1653350400,2022-05-24 00:00:00,PSL/USDT,0.001728,0.001838,0.001656,0.001691,507255836.92220954,867898.85435531297076
1653264000,2022-05-23 00:00:00,PSL/USDT,0.00172,0.001733,0.001694,0.001727,403440632.6299304,694277.31569795097427
1653177600,2022-05-22 00:00:00,PSL/USDT,0.00175,0.001777,0.001696,0.001721,325860303.87108813,567046.05435061513185
1653091200,2022-05-21 00:00:00,PSL/USDT,0.001787,0.001798,0.001733,0.001751,88441692.59031686,155173.16276546691602
1653004800,2022-05-20 00:00:00,PSL/USDT,0.00184,0.001852,0.001787,0.001787,77009064.56278776,139884.34852536201798
1652918400,2022-05-19 00:00:00,PSL/USDT,0.001841,0.001849,0.001824,0.00184,203170436.54129826,373077.66329577505709
1652832000,2022-05-18 00:00:00,PSL/USDT,0.001909,0.001926,0.001805,0.00184,489925939.65804915,923808.4325821339249
1652745600,2022-05-17 00:00:00,PSL/USDT,0.001911,0.001943,0.001871,0.00191,375827548.59891914,716058.76578835171316
1652659200,2022-05-16 00:00:00,PSL/USDT,0.001947,0.001975,0.001865,0.001912,406078486.65684514,782453.51254724411234
1652572800,2022-05-15 00:00:00,PSL/USDT,0.001862,0.001947,0.001862,0.001947,582410383.76218929,1109821.75549534079583
1652486400,2022-05-14 00:00:00,PSL/USDT,0.001888,0.001929,0.001816,0.001862,444378915.50659583,834583.87187370752213
1652400000,2022-05-13 00:00:00,PSL/USDT,0.001779,0.001977,0.00176,0.001891,587362193.50578683,1096031.1742262102984
1652313600,2022-05-12 00:00:00,PSL/USDT,0.001863,0.001864,0.001776,0.001779,574998522.97205673,1053170.75149078731947
1652227200,2022-05-11 00:00:00,PSL/USDT,0.00196,0.001966,0.001813,0.001863,445497577.01861784,852353.05275382861613
1652140800,2022-05-10 00:00:00,PSL/USDT,0.002047,0.0021,0.001962,0.001962,255488106.16140547,521735.32093776418718
1652054400,2022-05-09 00:00:00,PSL/USDT,0.00239,0.002422,0.001852,0.002048,216452348.40579847,473369.09576710287813
1651968000,2022-05-08 00:00:00,PSL/USDT,0.002847,0.002885,0.002367,0.002367,213471614.81561605,561076.65643397339075
1651881600,2022-05-07 00:00:00,PSL/USDT,0.003289,0.003344,0.00279,0.002848,144939586.28471196,434711.66728167929323
1651795200,2022-05-06 00:00:00,PSL/USDT,0.003825,0.003877,0.003248,0.003304,50136017.29570828,176376.13767768897481
1651708800,2022-05-05 00:00:00,PSL/USDT,0.004132,0.0047,0.003656,0.003824,146714038.40775251,609954.71837248237108
1651622400,2022-05-04 00:00:00,PSL/USDT,0.004652,0.004706,0.00345,0.004133,177531538.08907292,690938.03738277075708
1651536000,2022-05-03 00:00:00,PSL/USDT,0.003899,0.0057,0.003376,0.004678,213755880.83182733,906061.26734283370349
1651449600,2022-05-02 00:00:00,PSL/USDT,0.003161,0.00679,0.003141,0.003891,444357993.6085983,1970031.97340242987225
1651363200,2022-05-01 00:00:00,PSL/USDT,0.002837,0.003427,0.002544,0.003162,152870574.38085743,435052.84959940512125
1651276800,2022-04-30 00:00:00,PSL/USDT,0.0025,0.0032,0.0023,0.002838,118873341.06975283,306962.20915856848282
1651190400,2022-04-29 00:00:00,PSL/USDT,0.002909,0.003229,0.0025,0.002501,166373508.38977034,456954.24147450111415
1651104000,2022-04-28 00:00:00,PSL/USDT,0.00235,0.003472,0.00235,0.0029,262233572.96234769,749632.45760796403419
