https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CHR,Volume USDT
1663459200,2022-09-18 00:00:00,CHR/USDT,0.168563,0.168564,0.1657,0.166831,113617.07021381,18909.381164342585
1663372800,2022-09-17 00:00:00,CHR/USDT,0.157034,0.17,0.157034,0.168277,1125491.19914584,185225.51490560690519
1663286400,2022-09-16 00:00:00,CHR/USDT,0.155468,0.157523,0.152141,0.157159,558166.71358091,86415.22165584776517
1663200000,2022-09-15 00:00:00,CHR/USDT,0.16279,0.163328,0.153727,0.155031,970587.95022824,152957.7276800477309
1663113600,2022-09-14 00:00:00,CHR/USDT,0.162998,0.16628,0.157814,0.162868,770730.35702861,125624.69176059652145
1663027200,2022-09-13 00:00:00,CHR/USDT,0.183628,0.183628,0.163018,0.164,1660891.84383858,282757.49055909112565
1662940800,2022-09-12 00:00:00,CHR/USDT,0.183893,0.189688,0.180198,0.183511,518161.37310468,96127.14769915828494
1662854400,2022-09-11 00:00:00,CHR/USDT,0.186053,0.18903,0.181164,0.184031,887777.65798878,165659.39891793260047
1662768000,2022-09-10 00:00:00,CHR/USDT,0.186653,0.192166,0.182964,0.185766,609463.64785032,114949.04583229244669
1662681600,2022-09-09 00:00:00,CHR/USDT,0.177207,0.187458,0.177207,0.18656,531662.61933426,97081.44198134049129
1662595200,2022-09-08 00:00:00,CHR/USDT,0.177069,0.179473,0.17213,0.177171,646752.83042519,113577.31971250521417
1662508800,2022-09-07 00:00:00,CHR/USDT,0.181418,0.181951,0.167789,0.177076,1587228.73955883,277163.32580385279946
1662422400,2022-09-06 00:00:00,CHR/USDT,0.186696,0.192268,0.176454,0.180857,1554009.80313495,286180.19141188014561
1662336000,2022-09-05 00:00:00,CHR/USDT,0.17846,0.1876,0.175334,0.186357,308172.37823821,56173.71343438606541
1662249600,2022-09-04 00:00:00,CHR/USDT,0.17499,0.179784,0.174244,0.178764,205899.966432,36545.67628350165411
1662163200,2022-09-03 00:00:00,CHR/USDT,0.177159,0.181022,0.171474,0.174893,255721.31068284,45315.99557077328734
1662076800,2022-09-02 00:00:00,CHR/USDT,0.181897,0.184816,0.174372,0.177039,1022947.8056942,183733.11468621911088
1661990400,2022-09-01 00:00:00,CHR/USDT,0.180183,0.188159,0.1751,0.182494,834621.83179646,150242.84038181130476
1661904000,2022-08-31 00:00:00,CHR/USDT,0.181927,0.188653,0.175467,0.180171,1245065.76837467,225331.39101538674472
1661817600,2022-08-30 00:00:00,CHR/USDT,0.175153,0.183624,0.172914,0.181452,1933503.01621933,343659.25564518831028
