https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OMG,Volume EUR
1660348800,2022-08-13 00:00:00,OMG/EUR,2.34,2.37,2.33,2.35,8188.70580488,19243.458641468
1660262400,2022-08-12 00:00:00,OMG/EUR,2.30,2.34,2.28,2.34,3663.00393249,8571.429202026598
1660176000,2022-08-11 00:00:00,OMG/EUR,2.35,2.36,2.30,2.32,7495.13680811,17388.717394815198
1660089600,2022-08-10 00:00:00,OMG/EUR,2.25,2.33,2.20,2.33,13992.47888009,32602.475790609704
1660003200,2022-08-09 00:00:00,OMG/EUR,2.35,2.46,2.19,2.22,45068.99325286,100053.1650213492
1659916800,2022-08-08 00:00:00,OMG/EUR,2.33,2.41,2.31,2.37,13953.29684118,33069.3135135966
1659830400,2022-08-07 00:00:00,OMG/EUR,2.31,2.32,2.25,2.31,7134.70834111,16481.1762679641
1659744000,2022-08-06 00:00:00,OMG/EUR,2.30,2.40,2.30,2.30,15302.80171330,35196.44394059
1659657600,2022-08-05 00:00:00,OMG/EUR,2.16,2.35,2.16,2.29,35476.43718848,81241.0411616192
1659571200,2022-08-04 00:00:00,OMG/EUR,2.14,2.20,2.11,2.15,41817.63588219,89907.9171467085
1659484800,2022-08-03 00:00:00,OMG/EUR,2.13,2.22,2.06,2.11,6348.03453276,13394.352864123599
1659398400,2022-08-02 00:00:00,OMG/EUR,2.17,2.18,2.03,2.15,25918.02569052,55723.755234618
1659312000,2022-08-01 00:00:00,OMG/EUR,2.19,2.26,2.13,2.22,14307.04410800,31761.637919760004
1659225600,2022-07-31 00:00:00,OMG/EUR,2.22,2.27,2.15,2.16,18943.30993541,40917.54946048561
1659139200,2022-07-30 00:00:00,OMG/EUR,2.27,2.34,2.20,2.20,15071.73465679,33157.816244938
1659052800,2022-07-29 00:00:00,OMG/EUR,2.30,2.38,2.19,2.30,16301.60703970,37493.696191309995
1658966400,2022-07-28 00:00:00,OMG/EUR,1.97,2.35,1.92,2.26,85443.57017770,193102.46860160198
1658880000,2022-07-27 00:00:00,OMG/EUR,1.83,1.95,1.81,1.95,5312.56473727,10359.501237676499
1658793600,2022-07-26 00:00:00,OMG/EUR,1.79,1.84,1.75,1.84,12072.57520976,22213.5383859584
1658707200,2022-07-25 00:00:00,OMG/EUR,1.96,1.96,1.80,1.80,29705.87304450,53470.5714801
1658620800,2022-07-24 00:00:00,OMG/EUR,2.01,2.07,2.01,2.02,8977.07840170,18133.698371434002
1658534400,2022-07-23 00:00:00,OMG/EUR,1.95,2.12,1.95,2.01,10812.73732079,21733.6020147879
1658448000,2022-07-22 00:00:00,OMG/EUR,1.91,2.16,1.91,1.98,40089.68109875,79377.568575525
1658361600,2022-07-21 00:00:00,OMG/EUR,1.83,1.90,1.78,1.86,16280.34689169,30281.445218543402
1658275200,2022-07-20 00:00:00,OMG/EUR,1.95,2.01,1.83,1.85,13137.47118069,24304.3216842765
1658188800,2022-07-19 00:00:00,OMG/EUR,1.94,2.01,1.86,1.99,27716.24837781,55155.3342718419
1658102400,2022-07-18 00:00:00,OMG/EUR,1.78,1.93,1.78,1.90,10320.52806561,19609.003324659
1658016000,2022-07-17 00:00:00,OMG/EUR,1.83,1.87,1.79,1.82,10881.61886453,19804.546333444603
1657929600,2022-07-16 00:00:00,OMG/EUR,1.72,1.83,1.72,1.82,42479.69187988,77313.03922138161
1657843200,2022-07-15 00:00:00,OMG/EUR,1.77,1.81,1.72,1.75,21669.59293570,37921.787637475
1657756800,2022-07-14 00:00:00,OMG/EUR,1.72,1.79,1.66,1.75,128920.84259610,225611.47454317502
1657670400,2022-07-13 00:00:00,OMG/EUR,1.63,1.79,1.59,1.72,24789.38242354,42637.7377684888
1657584000,2022-07-12 00:00:00,OMG/EUR,1.69,1.72,1.65,1.67,83373.97391267,139234.5364341589
1657497600,2022-07-11 00:00:00,OMG/EUR,1.81,1.83,1.69,1.69,13999.07605752,23658.4385372088
1657411200,2022-07-10 00:00:00,OMG/EUR,1.88,1.88,1.81,1.84,3365.22070868,6192.0061039712
1657324800,2022-07-09 00:00:00,OMG/EUR,1.90,1.93,1.89,1.90,18928.95214413,35965.009073846995
1657238400,2022-07-08 00:00:00,OMG/EUR,1.90,1.93,1.82,1.88,5538.05557332,10411.544477841599
1657152000,2022-07-07 00:00:00,OMG/EUR,1.79,1.89,1.79,1.88,19274.44131207,36235.9496666916
1657065600,2022-07-06 00:00:00,OMG/EUR,1.75,1.80,1.75,1.80,1575.81399865,2836.4651975700003
1656979200,2022-07-05 00:00:00,OMG/EUR,1.80,1.81,1.71,1.77,11106.46048026,19658.4350500602
1656892800,2022-07-04 00:00:00,OMG/EUR,1.72,1.80,1.70,1.79,3183.51633746,5698.4942440534005
1656806400,2022-07-03 00:00:00,OMG/EUR,1.72,1.75,1.70,1.75,3450.52050620,6038.41088585
1656720000,2022-07-02 00:00:00,OMG/EUR,1.74,1.76,1.68,1.75,2979.70909428,5214.49091499
1656633600,2022-07-01 00:00:00,OMG/EUR,1.76,1.80,1.67,1.71,8164.12052926,13960.646105034599
1656547200,2022-06-30 00:00:00,OMG/EUR,1.75,1.77,1.62,1.77,13404.46945619,23725.9109374563
1656460800,2022-06-29 00:00:00,OMG/EUR,1.75,1.80,1.72,1.79,4746.98993345,8497.1119808755
1656374400,2022-06-28 00:00:00,OMG/EUR,1.88,1.96,1.76,1.76,19626.38135161,34542.431178833605
1656288000,2022-06-27 00:00:00,OMG/EUR,1.79,1.93,1.78,1.88,21948.99308064,41264.1069916032
1656201600,2022-06-26 00:00:00,OMG/EUR,1.91,1.98,1.80,1.80,34109.70029564,61397.46053215201
1656115200,2022-06-25 00:00:00,OMG/EUR,1.90,2.00,1.83,1.94,53480.72181295,103752.600317123
1656028800,2022-06-24 00:00:00,OMG/EUR,1.81,1.93,1.81,1.90,26222.85074203,49823.416409856996
1655942400,2022-06-23 00:00:00,OMG/EUR,1.70,1.82,1.70,1.82,24350.11604802,44317.2112073964
1655856000,2022-06-22 00:00:00,OMG/EUR,1.79,1.80,1.69,1.73,26068.57264403,45098.630674171894
1655769600,2022-06-21 00:00:00,OMG/EUR,1.77,1.87,1.74,1.79,21571.64147527,38613.2382407333
1655683200,2022-06-20 00:00:00,OMG/EUR,1.66,1.80,1.65,1.78,20911.37993775,37222.256289195
1655596800,2022-06-19 00:00:00,OMG/EUR,1.64,1.76,1.55,1.72,33286.62536613,57252.9956297436
1655510400,2022-06-18 00:00:00,OMG/EUR,1.80,1.80,1.53,1.63,44609.47764007,72713.4485533141
1655424000,2022-06-17 00:00:00,OMG/EUR,1.76,1.81,1.70,1.76,9474.74704069,16675.5547916144
1655337600,2022-06-16 00:00:00,OMG/EUR,1.94,1.95,1.68,1.70,17610.42681902,29937.725592333994
1655251200,2022-06-15 00:00:00,OMG/EUR,1.86,1.91,1.65,1.91,69791.49400568,133301.75355084878
1655164800,2022-06-14 00:00:00,OMG/EUR,1.82,1.88,1.70,1.85,23733.80706842,43907.543076577
1655078400,2022-06-13 00:00:00,OMG/EUR,2.05,2.06,1.78,1.82,77658.85565241,141339.1172873862
1654992000,2022-06-12 00:00:00,OMG/EUR,2.19,2.21,2.03,2.05,35815.97346293,73422.74559900649
1654905600,2022-06-11 00:00:00,OMG/EUR,2.39,2.44,2.14,2.18,38685.70368106,84334.8340247108
1654819200,2022-06-10 00:00:00,OMG/EUR,2.54,2.55,2.34,2.36,10769.40264078,25415.790232240797
1654732800,2022-06-09 00:00:00,OMG/EUR,2.46,2.63,2.41,2.57,28405.36492568,73001.7878589976
1654646400,2022-06-08 00:00:00,OMG/EUR,2.49,2.56,2.39,2.49,21361.82703971,53190.9493288779
1654560000,2022-06-07 00:00:00,OMG/EUR,2.34,2.54,2.26,2.46,23398.27450948,57559.7552933208
1654473600,2022-06-06 00:00:00,OMG/EUR,2.34,2.53,2.34,2.40,29683.82904450,71241.1897068
1654387200,2022-06-05 00:00:00,OMG/EUR,2.27,2.33,2.24,2.33,8925.79991440,20797.113800552
1654300800,2022-06-04 00:00:00,OMG/EUR,2.28,2.28,2.20,2.27,8336.41346561,18923.6585669347
1654214400,2022-06-03 00:00:00,OMG/EUR,2.37,2.37,2.21,2.26,27542.26217877,62245.512524020196
1654128000,2022-06-02 00:00:00,OMG/EUR,2.32,2.38,2.26,2.38,17058.70599212,40599.7202612456
1654041600,2022-06-01 00:00:00,OMG/EUR,2.57,2.66,2.30,2.33,35061.74135457,81693.85735614809
1653955200,2022-05-31 00:00:00,OMG/EUR,2.54,2.64,2.44,2.56,55366.56252213,141738.4000566528
1653868800,2022-05-30 00:00:00,OMG/EUR,2.40,2.59,2.39,2.55,35291.39533678,89993.05810878899
1653782400,2022-05-29 00:00:00,OMG/EUR,2.24,2.39,2.20,2.39,41224.66765264,98526.95568980959
1653696000,2022-05-28 00:00:00,OMG/EUR,2.21,2.29,2.20,2.25,13501.52239999,30378.425399977503
1653609600,2022-05-27 00:00:00,OMG/EUR,2.16,2.29,2.07,2.18,36315.88688588,79168.6334112184
1653523200,2022-05-26 00:00:00,OMG/EUR,2.41,2.42,2.14,2.20,82849.87885377,182269.73347829402
1653436800,2022-05-25 00:00:00,OMG/EUR,2.42,2.46,2.31,2.36,14879.48418316,35115.5826722576
1653350400,2022-05-24 00:00:00,OMG/EUR,2.40,2.43,2.25,2.41,16211.06570759,39068.6683552919
1653264000,2022-05-23 00:00:00,OMG/EUR,2.46,2.63,2.33,2.33,56887.13346515,132547.02097379952
1653177600,2022-05-22 00:00:00,OMG/EUR,2.39,2.49,2.34,2.46,15959.31089282,39259.9047963372
1653091200,2022-05-21 00:00:00,OMG/EUR,2.28,2.38,2.24,2.38,23859.67653664,56786.0301572032
1653004800,2022-05-20 00:00:00,OMG/EUR,2.36,2.40,2.23,2.30,13758.46833777,31644.477176870998
1652918400,2022-05-19 00:00:00,OMG/EUR,2.25,2.39,2.13,2.36,51366.53991025,121225.03418819
1652832000,2022-05-18 00:00:00,OMG/EUR,2.44,2.47,2.22,2.28,19811.98304350,45171.321339179995
1652745600,2022-05-17 00:00:00,OMG/EUR,2.36,2.47,2.29,2.43,19827.84223065,48181.6566204795
1652659200,2022-05-16 00:00:00,OMG/EUR,2.55,2.55,2.29,2.32,28676.64745163,66529.82208778159
1652572800,2022-05-15 00:00:00,OMG/EUR,2.47,2.55,2.30,2.55,56513.19113118,144108.637384509
1652486400,2022-05-14 00:00:00,OMG/EUR,2.44,2.50,2.22,2.44,30926.82516109,75461.4533930596
1652400000,2022-05-13 00:00:00,OMG/EUR,2.23,2.60,2.23,2.38,63733.73070239,151686.2790716882
1652313600,2022-05-12 00:00:00,OMG/EUR,2.42,2.50,1.70,2.23,82342.27915381,183623.2825129963
1652227200,2022-05-11 00:00:00,OMG/EUR,2.91,3.01,2.15,2.36,132466.58122628,312621.13169402076
1652140800,2022-05-10 00:00:00,OMG/EUR,2.77,3.21,2.67,2.95,60775.36335023,179287.32188317852
1652054400,2022-05-09 00:00:00,OMG/EUR,3.43,3.46,2.75,2.75,62755.74671302,172578.303460805
1651968000,2022-05-08 00:00:00,OMG/EUR,3.41,3.54,3.33,3.42,17704.57558645,60549.648505658995
1651881600,2022-05-07 00:00:00,OMG/EUR,3.47,3.52,3.32,3.43,11012.22419309,37771.928982298705
1651795200,2022-05-06 00:00:00,OMG/EUR,3.55,3.56,3.35,3.48,28109.99222458,97822.77294153841
1651708800,2022-05-05 00:00:00,OMG/EUR,4.02,4.04,3.49,3.57,45971.74716879,164119.1373925803
1651622400,2022-05-04 00:00:00,OMG/EUR,3.54,4.02,3.53,4.01,31925.19543233,128020.0336836433
1651536000,2022-05-03 00:00:00,OMG/EUR,3.65,3.74,3.46,3.55,21366.27212990,75850.266061145
1651449600,2022-05-02 00:00:00,OMG/EUR,3.67,3.70,3.47,3.65,16299.75962924,59494.122646726
1651363200,2022-05-01 00:00:00,OMG/EUR,3.45,3.67,3.39,3.64,26229.53291657,95475.4998163148
1651276800,2022-04-30 00:00:00,OMG/EUR,3.78,3.85,3.28,3.45,50367.17205446,173766.74358788703
1651190400,2022-04-29 00:00:00,OMG/EUR,3.97,3.97,3.64,3.75,53922.92541322,202210.970299575
1651104000,2022-04-28 00:00:00,OMG/EUR,3.99,4.14,3.93,3.95,17373.23966775,68624.2966876125
1651017600,2022-04-27 00:00:00,OMG/EUR,3.85,4.01,3.85,3.98,11706.98193234,46593.788090713206
1650931200,2022-04-26 00:00:00,OMG/EUR,4.25,4.31,3.79,3.85,53013.68418715,204102.6841205275
1650844800,2022-04-25 00:00:00,OMG/EUR,4.12,4.24,3.92,4.22,70612.81991245,297986.100030539
1650758400,2022-04-24 00:00:00,OMG/EUR,4.31,4.56,4.15,4.21,26090.97279821,109842.9954804641
1650672000,2022-04-23 00:00:00,OMG/EUR,4.28,4.33,4.21,4.27,9339.40495989,39879.259178730295
1650585600,2022-04-22 00:00:00,OMG/EUR,4.25,4.39,4.21,4.27,9646.47966628,41190.468175015594
1650499200,2022-04-21 00:00:00,OMG/EUR,4.44,4.64,4.21,4.25,37125.27921927,157782.4366818975
1650412800,2022-04-20 00:00:00,OMG/EUR,4.44,4.59,4.26,4.39,49472.68281788,217185.0775704932
1650326400,2022-04-19 00:00:00,OMG/EUR,4.39,4.46,4.30,4.46,19771.66119863,88181.6089458898
1650240000,2022-04-18 00:00:00,OMG/EUR,4.13,4.37,3.98,4.36,67001.72419376,292127.5174847936
1650153600,2022-04-17 00:00:00,OMG/EUR,4.40,4.42,4.16,4.16,13508.51265247,56195.412634275206
1650067200,2022-04-16 00:00:00,OMG/EUR,4.30,4.52,4.30,4.45,22254.64786675,99033.18300703751
1649980800,2022-04-15 00:00:00,OMG/EUR,4.23,4.49,4.22,4.29,32033.68338939,137424.5017404831
1649894400,2022-04-14 00:00:00,OMG/EUR,4.30,4.35,4.11,4.19,17521.87717286,73416.66535428341
1649808000,2022-04-13 00:00:00,OMG/EUR,4.14,4.28,4.09,4.28,56389.37401701,241346.5207928028
1649721600,2022-04-12 00:00:00,OMG/EUR,3.86,4.22,3.86,4.09,49787.25060475,203629.8549734275
1649635200,2022-04-11 00:00:00,OMG/EUR,4.31,4.32,3.84,3.89,51436.53690008,200088.1285413112
1649548800,2022-04-10 00:00:00,OMG/EUR,4.48,4.53,4.33,4.33,10820.10834427,46851.0691306891
1649462400,2022-04-09 00:00:00,OMG/EUR,4.34,4.51,4.33,4.49,10285.79186713,46183.2054834137
1649376000,2022-04-08 00:00:00,OMG/EUR,4.59,4.67,4.30,4.31,14556.99446496,62740.646143977596
1649289600,2022-04-07 00:00:00,OMG/EUR,4.43,4.65,4.30,4.59,17852.01758978,81940.7607370902
1649203200,2022-04-06 00:00:00,OMG/EUR,5.00,5.00,4.38,4.41,85934.85526403,378972.71171437233
1649116800,2022-04-05 00:00:00,OMG/EUR,5.28,5.35,5.01,5.02,16186.92522609,81258.36463497179
1649030400,2022-04-04 00:00:00,OMG/EUR,5.43,5.49,5.08,5.28,48131.67661463,254135.2525252464
1648944000,2022-04-03 00:00:00,OMG/EUR,5.49,5.67,5.29,5.43,28225.00784472,153261.7925968296
1648857600,2022-04-02 00:00:00,OMG/EUR,5.34,5.52,5.23,5.46,113003.84057187,617000.9695224102
1648771200,2022-04-01 00:00:00,OMG/EUR,4.99,5.44,4.92,5.35,84064.48603395,449745.00028163247
1648684800,2022-03-31 00:00:00,OMG/EUR,5.14,5.49,4.89,4.89,82922.31947143,405490.14221529267
1648598400,2022-03-30 00:00:00,OMG/EUR,5.08,5.22,4.89,5.09,116994.44870344,595501.7439005096
1648512000,2022-03-29 00:00:00,OMG/EUR,4.88,5.46,4.87,5.10,48517.81949796,247440.879439596
1648425600,2022-03-28 00:00:00,OMG/EUR,4.93,5.14,4.77,4.83,43419.20614919,209714.7657005877
