https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume EUR
1663545600,2022-09-19 00:00:00,YFI/EUR,8324.77,8324.77,8324.77,8324.77,0.01376000,114.5488352
1663542000,2022-09-18 23:00:00,YFI/EUR,8353.06,8353.06,8353.06,8353.06,0.00000000,0.0
1663538400,2022-09-18 22:00:00,YFI/EUR,8353.06,8353.06,8353.06,8353.06,0.00000000,0.0
1663534800,2022-09-18 21:00:00,YFI/EUR,8000.00,8353.06,7962.80,8353.06,0.33241273,2776.6634784537996
1663531200,2022-09-18 20:00:00,YFI/EUR,8649.19,8649.19,8649.19,8649.19,0.00000000,0.0
1663527600,2022-09-18 19:00:00,YFI/EUR,8649.19,8649.19,8649.19,8649.19,0.01225000,105.9525775
1663524000,2022-09-18 18:00:00,YFI/EUR,8621.60,8621.60,8621.60,8621.60,0.00116000,10.001056
1663520400,2022-09-18 17:00:00,YFI/EUR,8784.55,8784.55,8784.55,8784.55,0.00000000,0.0
1663516800,2022-09-18 16:00:00,YFI/EUR,8784.55,8784.55,8784.55,8784.55,0.00240000,21.082919999999998
1663513200,2022-09-18 15:00:00,YFI/EUR,8865.23,8865.23,8865.23,8865.23,0.00000000,0.0
1663509600,2022-09-18 14:00:00,YFI/EUR,8865.23,8865.23,8865.23,8865.23,0.00000000,0.0
1663506000,2022-09-18 13:00:00,YFI/EUR,8865.23,8865.23,8865.23,8865.23,0.00000000,0.0
1663502400,2022-09-18 12:00:00,YFI/EUR,8865.23,8865.23,8865.23,8865.23,0.00000000,0.0
1663498800,2022-09-18 11:00:00,YFI/EUR,8865.23,8865.23,8865.23,8865.23,0.00000000,0.0
1663495200,2022-09-18 10:00:00,YFI/EUR,8865.23,8865.23,8865.23,8865.23,0.01200000,106.38275999999999
1663491600,2022-09-18 09:00:00,YFI/EUR,8984.58,8984.58,8949.94,8949.94,1.02113647,9139.110138311802
1663488000,2022-09-18 08:00:00,YFI/EUR,9067.55,9067.55,9065.07,9065.07,0.02542000,230.4340794
1663484400,2022-09-18 07:00:00,YFI/EUR,9069.38,9069.38,9069.38,9069.38,0.00000000,0.0
1663480800,2022-09-18 06:00:00,YFI/EUR,9069.38,9069.38,9069.38,9069.38,0.00000000,0.0
1663477200,2022-09-18 05:00:00,YFI/EUR,9069.38,9069.38,9069.38,9069.38,0.00000000,0.0
1663473600,2022-09-18 04:00:00,YFI/EUR,9088.07,9088.07,9069.38,9069.38,0.03248000,294.5734624
1663470000,2022-09-18 03:00:00,YFI/EUR,9068.17,9068.17,9068.17,9068.17,0.02207156,200.1486582452
1663466400,2022-09-18 02:00:00,YFI/EUR,9297.01,9297.01,9297.01,9297.01,0.00000000,0.0
1663462800,2022-09-18 01:00:00,YFI/EUR,9297.01,9297.01,9297.01,9297.01,0.00000000,0.0
1663459200,2022-09-18 00:00:00,YFI/EUR,9297.01,9297.01,9297.01,9297.01,0.02152828,200.14863444280002
1663455600,2022-09-17 23:00:00,YFI/EUR,9367.21,9367.21,9355.03,9355.03,0.15151461,1417.4237219883
1663452000,2022-09-17 22:00:00,YFI/EUR,9200.26,9200.26,9200.26,9200.26,0.00000000,0.0
1663448400,2022-09-17 21:00:00,YFI/EUR,9200.26,9200.26,9200.26,9200.26,0.00000000,0.0
1663444800,2022-09-17 20:00:00,YFI/EUR,9200.26,9206.51,9200.26,9200.26,0.28409766,2613.7723373915996
1663441200,2022-09-17 19:00:00,YFI/EUR,9275.02,9275.02,9275.02,9275.02,0.00000000,0.0
1663437600,2022-09-17 18:00:00,YFI/EUR,9281.58,9281.58,9275.02,9275.02,0.13489765,1251.1784017030002
1663434000,2022-09-17 17:00:00,YFI/EUR,9297.69,9301.58,9297.69,9301.58,0.12907383,1200.5905556513999
1663430400,2022-09-17 16:00:00,YFI/EUR,9138.38,9196.64,9138.38,9196.64,0.21488650,1976.23378136
1663426800,2022-09-17 15:00:00,YFI/EUR,9004.83,9004.83,9004.83,9004.83,0.11092379,998.8498719057
1663423200,2022-09-17 14:00:00,YFI/EUR,8965.64,8965.64,8965.64,8965.64,0.04221105,378.449078322
1663419600,2022-09-17 13:00:00,YFI/EUR,8942.45,8942.45,8942.45,8942.45,0.00000000,0.0
1663416000,2022-09-17 12:00:00,YFI/EUR,8942.45,8942.45,8942.45,8942.45,0.00000000,0.0
1663412400,2022-09-17 11:00:00,YFI/EUR,8942.45,8942.45,8942.45,8942.45,0.00000000,0.0
1663408800,2022-09-17 10:00:00,YFI/EUR,8942.45,8942.45,8942.45,8942.45,0.00000000,0.0
1663405200,2022-09-17 09:00:00,YFI/EUR,8942.45,8942.45,8942.45,8942.45,0.04557802,407.579164949
1663401600,2022-09-17 08:00:00,YFI/EUR,8833.36,8833.36,8833.36,8833.36,0.00000000,0.0
1663398000,2022-09-17 07:00:00,YFI/EUR,8833.36,8833.36,8833.36,8833.36,0.00000000,0.0
1663394400,2022-09-17 06:00:00,YFI/EUR,8833.36,8833.36,8833.36,8833.36,0.01200000,106.00032
1663390800,2022-09-17 05:00:00,YFI/EUR,8903.85,8903.85,8903.85,8903.85,0.00000000,0.0
1663387200,2022-09-17 04:00:00,YFI/EUR,8833.66,8903.85,8833.66,8903.85,0.11300000,1006.1350500000001
1663383600,2022-09-17 03:00:00,YFI/EUR,8755.70,8757.48,8755.70,8757.48,0.12300000,1077.17004
1663380000,2022-09-17 02:00:00,YFI/EUR,8738.14,8758.89,8738.14,8758.89,1.00000000,8758.89
1663376400,2022-09-17 01:00:00,YFI/EUR,8592.72,8592.72,8592.72,8592.72,0.00000000,0.0
1663372800,2022-09-17 00:00:00,YFI/EUR,8592.72,8592.72,8592.72,8592.72,0.00000000,0.0
1663369200,2022-09-16 23:00:00,YFI/EUR,8592.72,8592.72,8592.72,8592.72,0.00000000,0.0
1663365600,2022-09-16 22:00:00,YFI/EUR,8592.72,8592.72,8592.72,8592.72,0.00000000,0.0
1663362000,2022-09-16 21:00:00,YFI/EUR,8592.72,8592.72,8592.72,8592.72,0.00000000,0.0
1663358400,2022-09-16 20:00:00,YFI/EUR,8592.72,8592.72,8592.72,8592.72,0.00000000,0.0
1663354800,2022-09-16 19:00:00,YFI/EUR,8586.86,8592.72,8586.86,8592.72,0.65000000,5585.268
1663351200,2022-09-16 18:00:00,YFI/EUR,8587.84,8587.84,8587.84,8587.84,0.05509040,473.107540736
1663347600,2022-09-16 17:00:00,YFI/EUR,8562.98,8562.98,8562.98,8562.98,0.00000000,0.0
1663344000,2022-09-16 16:00:00,YFI/EUR,8558.22,8562.98,8460.69,8562.98,0.58507533,5009.9883492834
1663340400,2022-09-16 15:00:00,YFI/EUR,8809.81,8809.81,8809.81,8809.81,0.00000000,0.0
1663336800,2022-09-16 14:00:00,YFI/EUR,8809.81,8809.81,8809.81,8809.81,0.00000000,0.0
1663333200,2022-09-16 13:00:00,YFI/EUR,8809.81,8809.81,8809.81,8809.81,0.00000000,0.0
1663329600,2022-09-16 12:00:00,YFI/EUR,8807.89,8809.81,8807.89,8809.81,0.04671845,411.5806679945
1663326000,2022-09-16 11:00:00,YFI/EUR,8669.61,8669.61,8669.61,8669.61,0.00000000,0.0
1663322400,2022-09-16 10:00:00,YFI/EUR,8669.61,8669.61,8669.61,8669.61,0.00000000,0.0
1663318800,2022-09-16 09:00:00,YFI/EUR,8669.61,8669.61,8669.61,8669.61,0.00000000,0.0
1663315200,2022-09-16 08:00:00,YFI/EUR,8669.61,8669.61,8669.61,8669.61,0.00000000,0.0
1663311600,2022-09-16 07:00:00,YFI/EUR,8669.61,8669.61,8669.61,8669.61,0.05987635,519.1046027235001
1663308000,2022-09-16 06:00:00,YFI/EUR,8605.25,8647.57,8605.25,8645.46,0.33723738,2915.5722792947995
1663304400,2022-09-16 05:00:00,YFI/EUR,8565.25,8586.95,8565.25,8586.95,0.05816460,499.45651197
1663300800,2022-09-16 04:00:00,YFI/EUR,8516.23,8516.23,8516.23,8516.23,0.00000000,0.0
1663297200,2022-09-16 03:00:00,YFI/EUR,8516.23,8516.23,8516.23,8516.23,0.00000000,0.0
1663293600,2022-09-16 02:00:00,YFI/EUR,8516.23,8516.23,8516.23,8516.23,0.02555541,217.6357493043
1663290000,2022-09-16 01:00:00,YFI/EUR,8601.30,8601.30,8601.30,8601.30,0.00199000,17.116587
1663286400,2022-09-16 00:00:00,YFI/EUR,8626.70,8626.70,8626.70,8626.70,0.00000000,0.0
1663282800,2022-09-15 23:00:00,YFI/EUR,8626.70,8626.70,8626.70,8626.70,0.00000000,0.0
1663279200,2022-09-15 22:00:00,YFI/EUR,8626.70,8626.70,8626.70,8626.70,0.00000000,0.0
1663275600,2022-09-15 21:00:00,YFI/EUR,8626.70,8626.70,8626.70,8626.70,0.00000000,0.0
1663272000,2022-09-15 20:00:00,YFI/EUR,8626.70,8626.70,8626.70,8626.70,0.00000000,0.0
1663268400,2022-09-15 19:00:00,YFI/EUR,8626.70,8626.70,8626.70,8626.70,0.01750159,150.980966453
1663264800,2022-09-15 18:00:00,YFI/EUR,8754.85,8761.32,8754.85,8761.32,0.65000000,5694.858
1663261200,2022-09-15 17:00:00,YFI/EUR,8662.73,8662.73,8662.73,8662.73,0.00000000,0.0
1663257600,2022-09-15 16:00:00,YFI/EUR,8662.73,8662.73,8662.73,8662.73,0.00000000,0.0
1663254000,2022-09-15 15:00:00,YFI/EUR,8638.05,8662.73,8638.05,8662.73,0.02202381,190.7863196013
1663250400,2022-09-15 14:00:00,YFI/EUR,8922.86,8927.10,8884.94,8905.12,1.48217861,13198.978383483201
1663246800,2022-09-15 13:00:00,YFI/EUR,8940.28,8940.28,8940.28,8940.28,0.00000000,0.0
1663243200,2022-09-15 12:00:00,YFI/EUR,8922.37,8940.28,8916.35,8940.28,0.10239016,915.3966996448
1663239600,2022-09-15 11:00:00,YFI/EUR,8890.99,8890.99,8890.99,8890.99,0.11268134,1001.8486671266
