https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAX,Volume BTC
1663462800,2022-09-18 01:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,40000,0.000104
1663459200,2022-09-18 00:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000026,0.0000000026,1385563.0998,0.00369994236895
1663455600,2022-09-17 23:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,747003.7037,0.00195690999999
1663452000,2022-09-17 22:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,803680,0.002089568
1663448400,2022-09-17 21:00:00,BAX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000026,640470.2499,0.00166531669972
1663444800,2022-09-17 20:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000026,0.0000000026,2418035.3185,0.00647017916529
1663441200,2022-09-17 19:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000027,5327034.893,0.0143663246111
1663437600,2022-09-17 18:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,636147.3749,0.00165406511223
1663434000,2022-09-17 17:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,756019.936,0.0019723689272
1663430400,2022-09-17 16:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000026,0.0000000026,996194.2565,0.00263167539255
1663426800,2022-09-17 15:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000027,0.0000000027,976384,0.0026362368
1663423200,2022-09-17 14:00:00,BAX/BTC,0.0000000027,0.0000000028,0.0000000027,0.0000000027,1448409.1428,0.00397089539984
1663419600,2022-09-17 13:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000027,0.0000000027,969688,0.0026181576
1663416000,2022-09-17 12:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000027,0.0000000027,1041858.1693,0.00281301705711
1663412400,2022-09-17 11:00:00,BAX/BTC,0.0000000027,0.0000000028,0.0000000027,0.0000000027,4563193.3031,0.01259895566629
1663408800,2022-09-17 10:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000027,0.0000000027,2142489.4153,0.00578472142131
1663405200,2022-09-17 09:00:00,BAX/BTC,0.0000000027,0.0000000028,0.0000000026,0.0000000027,1658302.0566,0.00446948430906
1663401600,2022-09-17 08:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000026,0.0000000027,1214065.2632,0.00325397621064
1663398000,2022-09-17 07:00:00,BAX/BTC,0.0000000027,0.0000000028,0.0000000026,0.0000000027,821808.4018,0.00217005682504
1663394400,2022-09-17 06:00:00,BAX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000027,818602.0665,0.00215027153579
1663390800,2022-09-17 05:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000026,0.0000000026,614969,0.0016164163
1663387200,2022-09-17 04:00:00,BAX/BTC,0.0000000027,0.0000000028,0.0000000027,0.0000000027,922158.943,0.0024903291461
1663383600,2022-09-17 03:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000027,10412434.8399,0.02803441178534
1663380000,2022-09-17 02:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,5941341.7766,0.01593630250263
1663376400,2022-09-17 01:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,1081862,0.0028128412
1663372800,2022-09-17 00:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,833442,0.0021669492
1663369200,2022-09-16 23:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,2124834.2888,0.00563968807976
1663365600,2022-09-16 22:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,21378046.0546,0.05558291974196
1663362000,2022-09-16 21:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,4344116.5985,0.01164778301595
1663358400,2022-09-16 20:00:00,BAX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000026,1098363.0095,0.00289871457289
1663354800,2022-09-16 19:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,627934.1054,0.00163262867404
1663351200,2022-09-16 18:00:00,BAX/BTC,0.0000000027,0.0000000028,0.0000000026,0.0000000026,3286513.3846,0.00886816970984
1663347600,2022-09-16 17:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000027,8188963.8552,0.02208050330904
1663344000,2022-09-16 16:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,935526,0.0024323676
1663340400,2022-09-16 15:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,4618458.2251,0.01236260740777
1663336800,2022-09-16 14:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000027,998979.4648,0.00260847155496
1663333200,2022-09-16 13:00:00,BAX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000026,2766151.5419,0.00756640537263
1663329600,2022-09-16 12:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,560000,0.001456
1663326000,2022-09-16 11:00:00,BAX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000026,1913194.4048,0.00509368286796
1663322400,2022-09-16 10:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,10906313,0.0293564138
1663318800,2022-09-16 09:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,1044370.5868,0.00271536352568
1663315200,2022-09-16 08:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,950116,0.0024703016
1663311600,2022-09-16 07:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,1000829,0.0026021554
1663308000,2022-09-16 06:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,937018,0.0024362468
1663304400,2022-09-16 05:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,2210604.6526,0.00574757209676
1663300800,2022-09-16 04:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,1040962,0.0027065012
1663297200,2022-09-16 03:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,901614,0.0023441964
1663293600,2022-09-16 02:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,4509553.9307,0.01198020359276
1663290000,2022-09-16 01:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,3015284.8677,0.00807328364279
1663286400,2022-09-16 00:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,8501316.3191,0.02287533866157
1663282800,2022-09-15 23:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,3259076.855,0.0087052297085
1663279200,2022-09-15 22:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,979160.6944,0.00254587137488
1663275600,2022-09-15 21:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000026,0.0000000026,4466216.8144,0.01197964425699
1663272000,2022-09-15 20:00:00,BAX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000026,1746269.6269,0.00473497454977
1663268400,2022-09-15 19:00:00,BAX/BTC,0.0000000027,0.0000000027,0.0000000026,0.0000000026,1120829.1654,0.00298623874658
1663264800,2022-09-15 18:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,1660288.5236,0.00441202421281
1663261200,2022-09-15 17:00:00,BAX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000026,1275728.4205,0.00338899204963
1663257600,2022-09-15 16:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,915752.7544,0.00238829523688
1663254000,2022-09-15 15:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,945324.0554,0.00245959444958
1663250400,2022-09-15 14:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,984421,0.0025594946
1663246800,2022-09-15 13:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,1822517.0788,0.00482673304371
1663243200,2022-09-15 12:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,1068200.316,0.0027773208216
1663239600,2022-09-15 11:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,1722561.4921,0.00447865987946
1663236000,2022-09-15 10:00:00,BAX/BTC,0.0000000026,0.0000000027,0.0000000026,0.0000000026,1549493.2914,0.00405165112922
1663232400,2022-09-15 09:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,981932.0397,0.00255302330322
1663228800,2022-09-15 08:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,971714,0.0025264564
1663225200,2022-09-15 07:00:00,BAX/BTC,0.0000000026,0.0000000026,0.0000000026,0.0000000026,928435,0.002413931
