https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNS,Volume BTC
1662422400,2022-09-06 00:00:00,BNS/BTC,0.000001414,0.000001417,0.000001387,0.00000139,3068.1793,0.0043020247946
1662418800,2022-09-05 23:00:00,BNS/BTC,0.000001414,0.000001414,0.000001414,0.000001414,0,0
1662415200,2022-09-05 22:00:00,BNS/BTC,0.000001426,0.000001426,0.000001414,0.000001414,2000,0.0028293017085
1662411600,2022-09-05 21:00:00,BNS/BTC,0.000001435,0.000001435,0.000001435,0.000001435,0,0
1662408000,2022-09-05 20:00:00,BNS/BTC,0.000001435,0.000001435,0.000001435,0.000001435,0,0
1662404400,2022-09-05 19:00:00,BNS/BTC,0.000001435,0.000001435,0.000001435,0.000001435,0,0
1662400800,2022-09-05 18:00:00,BNS/BTC,0.000001435,0.000001435,0.000001435,0.000001435,0,0
1662397200,2022-09-05 17:00:00,BNS/BTC,0.000001434,0.000001457,0.000001434,0.000001435,508.9782,0.0007379974543
1662393600,2022-09-05 16:00:00,BNS/BTC,0.00000143,0.00000143,0.00000143,0.00000143,0,0
1662390000,2022-09-05 15:00:00,BNS/BTC,0.000001489,0.000001489,0.00000142,0.00000143,8534.3472,0.0123423941249
1662386400,2022-09-05 14:00:00,BNS/BTC,0.0000015,0.0000015,0.0000015,0.0000015,0,0
1662382800,2022-09-05 13:00:00,BNS/BTC,0.0000015,0.0000015,0.0000015,0.0000015,0,0
1662379200,2022-09-05 12:00:00,BNS/BTC,0.0000015,0.0000015,0.0000015,0.0000015,0,0
1662375600,2022-09-05 11:00:00,BNS/BTC,0.0000015,0.0000015,0.0000015,0.0000015,157.1977,0.00023579655
1662372000,2022-09-05 10:00:00,BNS/BTC,0.000001497,0.000001497,0.000001497,0.000001497,0,0
1662368400,2022-09-05 09:00:00,BNS/BTC,0.000001489,0.000001498,0.000001462,0.000001497,2641.1635,0.0039474609428
1662364800,2022-09-05 08:00:00,BNS/BTC,0.00000148,0.00000148,0.00000148,0.00000148,1.3354,0.000001976392
1662361200,2022-09-05 07:00:00,BNS/BTC,0.00000148,0.00000148,0.00000148,0.00000148,0.0337,0.000000049876
1662357600,2022-09-05 06:00:00,BNS/BTC,0.000001465,0.000001465,0.000001465,0.000001465,0,0
1662354000,2022-09-05 05:00:00,BNS/BTC,0.00000148,0.00000148,0.000001465,0.000001465,984.9112,0.0014568066516
1662350400,2022-09-05 04:00:00,BNS/BTC,0.000001478,0.000001478,0.000001478,0.000001478,0,0
1662346800,2022-09-05 03:00:00,BNS/BTC,0.000001478,0.000001478,0.000001478,0.000001478,0,0
1662343200,2022-09-05 02:00:00,BNS/BTC,0.000001478,0.000001478,0.000001478,0.000001478,0,0
1662339600,2022-09-05 01:00:00,BNS/BTC,0.000001471,0.000001479,0.000001471,0.000001478,31.2287,0.0000461742945
1662336000,2022-09-05 00:00:00,BNS/BTC,0.000001462,0.000001462,0.000001462,0.000001462,0,0
1662332400,2022-09-04 23:00:00,BNS/BTC,0.000001462,0.000001462,0.000001462,0.000001462,1.3691,0.0000020016242
1662328800,2022-09-04 22:00:00,BNS/BTC,0.000001479,0.000001479,0.000001479,0.000001479,0,0
1662325200,2022-09-04 21:00:00,BNS/BTC,0.000001479,0.000001479,0.000001479,0.000001479,71.9066,0.0001063498614
1662321600,2022-09-04 20:00:00,BNS/BTC,0.000001471,0.000001471,0.000001471,0.000001471,0,0
1662318000,2022-09-04 19:00:00,BNS/BTC,0.000001471,0.000001471,0.000001471,0.000001471,0,0
