https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTS,Volume USDT
1663459200,2022-09-18 00:00:00,MTS/USDT,0.01205,0.01211,0.01204,0.01204,326.0728,3.933488924
1663372800,2022-09-17 00:00:00,MTS/USDT,0.0124,0.01299,0.01168,0.01211,3497783.7907,42613.297721991
1663286400,2022-09-16 00:00:00,MTS/USDT,0.0116,0.01302,0.0114,0.0124,4059007.5357,48740.664136463
1663200000,2022-09-15 00:00:00,MTS/USDT,0.01274,0.01335,0.0114,0.01168,5980719.9669,72704.211547669
1663113600,2022-09-14 00:00:00,MTS/USDT,0.01268,0.01489,0.01225,0.0128,9021320.8472,121733.00494837
1663027200,2022-09-13 00:00:00,MTS/USDT,0.01254,0.01807,0.01201,0.01268,16679733.9059,232047.751754295
1662940800,2022-09-12 00:00:00,MTS/USDT,0.01193,0.01349,0.01183,0.01263,4359240.2917,54535.3006689
1662854400,2022-09-11 00:00:00,MTS/USDT,0.01241,0.01252,0.01181,0.01198,1561505.1741,18955.11826856
1662768000,2022-09-10 00:00:00,MTS/USDT,0.01161,0.01302,0.01121,0.01241,2976911.2013,36148.740539177
1662681600,2022-09-09 00:00:00,MTS/USDT,0.0115,0.014,0.01117,0.01161,12152564.6463,149916.452627253
1662595200,2022-09-08 00:00:00,MTS/USDT,0.01048,0.0227,0.01005,0.0114,35273198.44030224,494274.0954862477136
1662508800,2022-09-07 00:00:00,MTS/USDT,0.01006,0.01118,0.00972,0.01038,3949948.0342,41151.536770424
1662422400,2022-09-06 00:00:00,MTS/USDT,0.01055,0.01098,0.00964,0.01004,4185227.8594,42326.132444271
1662336000,2022-09-05 00:00:00,MTS/USDT,0.01024,0.01107,0.00975,0.01055,4272010.2892,44503.534761949
1662249600,2022-09-04 00:00:00,MTS/USDT,0.01217,0.01218,0.00979,0.01024,3897629.8219,42332.814705063
1662163200,2022-09-03 00:00:00,MTS/USDT,0.01295,0.01342,0.01174,0.01216,3395129.397,41895.694444303
1662076800,2022-09-02 00:00:00,MTS/USDT,0.01299,0.01397,0.01268,0.0129,2701641.3386,35758.497768813
1661990400,2022-09-01 00:00:00,MTS/USDT,0.01378,0.01499,0.01262,0.013,9952997.5415,137702.350608402
1661904000,2022-08-31 00:00:00,MTS/USDT,0.01176,0.015,0.01152,0.01388,14037929.7871,187478.722417576
1661817600,2022-08-30 00:00:00,MTS/USDT,0.01295,0.01329,0.0111,0.01171,5606234.4253,66709.81266405
1661731200,2022-08-29 00:00:00,MTS/USDT,0.01069,0.01425,0.01058,0.01295,10504261.7442,130390.28251599
1661644800,2022-08-28 00:00:00,MTS/USDT,0.0113,0.0133,0.01059,0.01066,6085091.3071,73249.435372099
1661558400,2022-08-27 00:00:00,MTS/USDT,0.01038,0.01162,0.0102,0.01128,2847516.5152,30749.247694054
1661472000,2022-08-26 00:00:00,MTS/USDT,0.01182,0.0125,0.01026,0.01028,4450345.4926,50892.113853663
1661385600,2022-08-25 00:00:00,MTS/USDT,0.01048,0.01238,0.01,0.0118,5039659.6823,55274.528090376
1661299200,2022-08-24 00:00:00,MTS/USDT,0.01094,0.01149,0.01029,0.01048,2541084.775,27426.708570494
1661212800,2022-08-23 00:00:00,MTS/USDT,0.00972,0.0127,0.00958,0.01103,7994676.7408,87189.60036312
1661126400,2022-08-22 00:00:00,MTS/USDT,0.00984,0.01169,0.00925,0.00973,6612071.8649,68160.772829876
1661040000,2022-08-21 00:00:00,MTS/USDT,0.0093,0.01019,0.00888,0.00984,4147314.9432,38810.68556807
1660953600,2022-08-20 00:00:00,MTS/USDT,0.00968,0.01014,0.00906,0.00924,4115386.5667,39326.445687892
1660867200,2022-08-19 00:00:00,MTS/USDT,0.01026,0.01058,0.00917,0.00975,5240875.0729,51588.257092796
1660780800,2022-08-18 00:00:00,MTS/USDT,0.01094,0.01287,0.0102,0.01032,11969941.44509336,141106.6409774991432
1660694400,2022-08-17 00:00:00,MTS/USDT,0.01037,0.0135,0.00963,0.0109,26250995.2051,308341.449248782
1660608000,2022-08-16 00:00:00,MTS/USDT,0.00974,0.01193,0.00922,0.01035,17441199.3377,181490.812576574
1660521600,2022-08-15 00:00:00,MTS/USDT,0.00962,0.0119,0.00941,0.00974,26600938.5479,283080.211469204
1660435200,2022-08-14 00:00:00,MTS/USDT,0.00949,0.00969,0.00874,0.00969,6280545.74969042,58155.6692432274388
1660348800,2022-08-13 00:00:00,MTS/USDT,0.00971,0.00988,0.00886,0.00949,3353242.8583,31430.355281575
1660262400,2022-08-12 00:00:00,MTS/USDT,0.00933,0.00998,0.00921,0.0097,3075309.5943,29340.358989982
1660176000,2022-08-11 00:00:00,MTS/USDT,0.01041,0.01062,0.00917,0.00932,4466512.4046,43214.480217212
1660089600,2022-08-10 00:00:00,MTS/USDT,0.01019,0.01066,0.00963,0.01041,3573111.554,36267.122844378
1660003200,2022-08-09 00:00:00,MTS/USDT,0.01032,0.01148,0.0101,0.0101,7164239.2969,77537.327443084
1659916800,2022-08-08 00:00:00,MTS/USDT,0.00995,0.01104,0.00978,0.01043,7828225.0497,82513.06878279
1659830400,2022-08-07 00:00:00,MTS/USDT,0.01002,0.01087,0.0097,0.01002,4657414.8881,47248.940053642
1659744000,2022-08-06 00:00:00,MTS/USDT,0.00952,0.01198,0.00939,0.00991,12620222.6366,133756.636222972
1659657600,2022-08-05 00:00:00,MTS/USDT,0.00938,0.00997,0.00925,0.0096,2355906.478,22438.902031125
1659571200,2022-08-04 00:00:00,MTS/USDT,0.01,0.01086,0.00925,0.00939,7072177.0446,69913.90025368
1659484800,2022-08-03 00:00:00,MTS/USDT,0.00954,0.01097,0.0092,0.01,5927529.1534,58127.782085084
1659398400,2022-08-02 00:00:00,MTS/USDT,0.01012,0.01017,0.00873,0.00954,9165571.5257,86982.098097959
1659312000,2022-08-01 00:00:00,MTS/USDT,0.00885,0.0124,0.00875,0.0101,18898231.48030945,200834.1240481665596
1659225600,2022-07-31 00:00:00,MTS/USDT,0.00904,0.00943,0.00873,0.00892,2347294.9879,21244.574358226
1659139200,2022-07-30 00:00:00,MTS/USDT,0.00924,0.00931,0.00876,0.00894,2943492.6307,26558.682841573
1659052800,2022-07-29 00:00:00,MTS/USDT,0.00941,0.01032,0.00891,0.00925,10313538.0514,98606.626990682
1658966400,2022-07-28 00:00:00,MTS/USDT,0.00919,0.01005,0.00863,0.00942,10146949.5891,94971.814092431
1658880000,2022-07-27 00:00:00,MTS/USDT,0.01018,0.01049,0.00873,0.00927,4940454.4631,46825.225048755
1658793600,2022-07-26 00:00:00,MTS/USDT,0.0093,0.01026,0.00874,0.01012,5628988.6587,53629.932260571
1658707200,2022-07-25 00:00:00,MTS/USDT,0.00985,0.01087,0.009,0.00926,7854174.4117,75403.64329255
1658620800,2022-07-24 00:00:00,MTS/USDT,0.00888,0.01206,0.00878,0.00986,12335620.6213841,127703.928557799954
1658534400,2022-07-23 00:00:00,MTS/USDT,0.01016,0.01053,0.00855,0.00888,3435974.14167354,32561.2322334094103
1658448000,2022-07-22 00:00:00,MTS/USDT,0.00995,0.01049,0.00963,0.01016,2686824.965,26928.420136474
1658361600,2022-07-21 00:00:00,MTS/USDT,0.01028,0.01057,0.00972,0.01007,2272334.4467,22780.709887886
1658275200,2022-07-20 00:00:00,MTS/USDT,0.011,0.01118,0.00979,0.01028,5948655.17200405,62587.3227544069795
1658188800,2022-07-19 00:00:00,MTS/USDT,0.01119,0.0128,0.01072,0.011,9484268.36481269,110455.6788653359252
1658102400,2022-07-18 00:00:00,MTS/USDT,0.01008,0.01419,0.0096,0.0112,16469992.8966475,186475.742952078716
