https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume BTC
1663462800,2022-09-18 01:00:00,AVAX/BTC,0.00091815,0.00091839,0.00091782,0.00091839,0.081,0.000074376357
1663459200,2022-09-18 00:00:00,AVAX/BTC,0.00091902,0.0009201,0.00091736,0.00091867,47.8249,0.043939444706
1663455600,2022-09-17 23:00:00,AVAX/BTC,0.00092016,0.00092106,0.00091466,0.00091905,67.2806,0.061725047292
1663452000,2022-09-17 22:00:00,AVAX/BTC,0.00091848,0.00092016,0.00091609,0.00092016,3.7627,0.003453427254
1663448400,2022-09-17 21:00:00,AVAX/BTC,0.00091751,0.00092108,0.00091751,0.00091899,3.5982,0.003306516975
1663444800,2022-09-17 20:00:00,AVAX/BTC,0.00092009,0.0009204,0.00091741,0.00091744,19.131,0.017563368926
1663441200,2022-09-17 19:00:00,AVAX/BTC,0.00091865,0.00092016,0.00091692,0.00092016,150.9826,0.138638540807
1663437600,2022-09-17 18:00:00,AVAX/BTC,0.00091815,0.00091939,0.00091661,0.00091821,45.5581,0.041825865844
1663434000,2022-09-17 17:00:00,AVAX/BTC,0.00092203,0.00092275,0.00091741,0.00091781,11.5698,0.010636894118
1663430400,2022-09-17 16:00:00,AVAX/BTC,0.00091929,0.00092322,0.00091912,0.00092206,87.8092,0.080918275141
1663426800,2022-09-17 15:00:00,AVAX/BTC,0.0009212,0.0009221,0.00091865,0.00091949,16.334,0.015023360459
1663423200,2022-09-17 14:00:00,AVAX/BTC,0.00091465,0.0009256,0.00091428,0.00092024,175.4226,0.161448599367
1663419600,2022-09-17 13:00:00,AVAX/BTC,0.00091661,0.00091725,0.00091434,0.00091528,118.8706,0.108746027333
1663416000,2022-09-17 12:00:00,AVAX/BTC,0.000916,0.00091732,0.00091385,0.00091547,11.9405,0.010937880829
1663412400,2022-09-17 11:00:00,AVAX/BTC,0.00091841,0.00091913,0.00091329,0.00091562,76.4732,0.069978365216
1663408800,2022-09-17 10:00:00,AVAX/BTC,0.00091938,0.00091938,0.00091542,0.00091927,111.2895,0.101975706552
1663405200,2022-09-17 09:00:00,AVAX/BTC,0.00091962,0.00091989,0.00091821,0.00091937,1.4765,0.001357113539
1663401600,2022-09-17 08:00:00,AVAX/BTC,0.00091831,0.00092046,0.00091722,0.00091932,89.6203,0.082270375081
1663398000,2022-09-17 07:00:00,AVAX/BTC,0.00091552,0.00091814,0.00091469,0.00091814,50.1769,0.045939830785
1663394400,2022-09-17 06:00:00,AVAX/BTC,0.00091437,0.00091643,0.00091409,0.00091556,93.1041,0.085242555582
1663390800,2022-09-17 05:00:00,AVAX/BTC,0.00091848,0.00092032,0.000912,0.00091388,105.3588,0.096521911842
1663387200,2022-09-17 04:00:00,AVAX/BTC,0.00091853,0.00092272,0.00091819,0.00091908,116.1754,0.106896063212
1663383600,2022-09-17 03:00:00,AVAX/BTC,0.00092172,0.00092173,0.00091661,0.00091741,109.9675,0.101142123494
1663380000,2022-09-17 02:00:00,AVAX/BTC,0.00091961,0.00092526,0.00091888,0.00092009,267.934,0.247046380859
1663376400,2022-09-17 01:00:00,AVAX/BTC,0.00091543,0.00091961,0.00091252,0.00091961,15.9244,0.014579178445
