https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SXP,Volume EUR
1663545600,2022-09-19 00:00:00,SXP/EUR,0.33900,0.33900,0.33900,0.33900,0.00000000,0.0
1663459200,2022-09-18 00:00:00,SXP/EUR,0.33922,0.33922,0.33900,0.33900,463.50700634,157.12887514926
1663372800,2022-09-17 00:00:00,SXP/EUR,0.33921,0.33921,0.33921,0.33921,0.00000000,0.0
1663286400,2022-09-16 00:00:00,SXP/EUR,0.34005,0.34005,0.33903,0.33921,226.81670836,76.9384956427956
1663200000,2022-09-15 00:00:00,SXP/EUR,0.34213,0.34213,0.34005,0.34005,370.47687000,125.98065964350002
1663113600,2022-09-14 00:00:00,SXP/EUR,0.36682,0.36682,0.36682,0.36682,0.00000000,0.0
1663027200,2022-09-13 00:00:00,SXP/EUR,0.36682,0.36682,0.36682,0.36682,0.00000000,0.0
1662940800,2022-09-12 00:00:00,SXP/EUR,0.36682,0.36682,0.36682,0.36682,0.00000000,0.0
1662854400,2022-09-11 00:00:00,SXP/EUR,0.36682,0.36682,0.36682,0.36682,0.00000000,0.0
1662768000,2022-09-10 00:00:00,SXP/EUR,0.36682,0.36682,0.36682,0.36682,0.00000000,0.0
1662681600,2022-09-09 00:00:00,SXP/EUR,0.36682,0.36682,0.36682,0.36682,0.00000000,0.0
1662595200,2022-09-08 00:00:00,SXP/EUR,0.36397,0.36682,0.36397,0.36682,172.72629612,63.3594599427384
1662508800,2022-09-07 00:00:00,SXP/EUR,0.35568,0.35568,0.35568,0.35568,83.46057000,29.6852555376
1662422400,2022-09-06 00:00:00,SXP/EUR,0.37197,0.37198,0.37197,0.37198,136.75979089,50.871907015262195
1662336000,2022-09-05 00:00:00,SXP/EUR,0.37251,0.37251,0.37251,0.37251,0.00000000,0.0
1662249600,2022-09-04 00:00:00,SXP/EUR,0.37251,0.37251,0.37251,0.37251,0.00000000,0.0
1662163200,2022-09-03 00:00:00,SXP/EUR,0.37251,0.37251,0.37251,0.37251,0.00000000,0.0
1662076800,2022-09-02 00:00:00,SXP/EUR,0.37251,0.37251,0.37251,0.37251,0.00000000,0.0
1661990400,2022-09-01 00:00:00,SXP/EUR,0.37251,0.37251,0.37251,0.37251,42.20772850,15.722800943535
1661904000,2022-08-31 00:00:00,SXP/EUR,0.40280,0.40280,0.40280,0.40280,0.00000000,0.0
1661817600,2022-08-30 00:00:00,SXP/EUR,0.40280,0.40280,0.40280,0.40280,0.00000000,0.0
1661731200,2022-08-29 00:00:00,SXP/EUR,0.40280,0.40280,0.40280,0.40280,0.00000000,0.0
1661644800,2022-08-28 00:00:00,SXP/EUR,0.40280,0.40280,0.40280,0.40280,0.00000000,0.0
1661558400,2022-08-27 00:00:00,SXP/EUR,0.40280,0.40280,0.40280,0.40280,0.00000000,0.0
1661472000,2022-08-26 00:00:00,SXP/EUR,0.40280,0.40280,0.40280,0.40280,50.00000000,20.14
1661385600,2022-08-25 00:00:00,SXP/EUR,0.39999,0.39999,0.39999,0.39999,0.00000000,0.0
1661299200,2022-08-24 00:00:00,SXP/EUR,0.39999,0.39999,0.39999,0.39999,25.00062502,10.0000000017498
1661212800,2022-08-23 00:00:00,SXP/EUR,0.40099,0.40099,0.40000,0.40078,318.88978215,127.804646890077
1661126400,2022-08-22 00:00:00,SXP/EUR,0.39423,0.39423,0.39423,0.39423,0.00000000,0.0
1661040000,2022-08-21 00:00:00,SXP/EUR,0.38799,0.39423,0.38799,0.39423,76.78640000,30.271502472
1660953600,2022-08-20 00:00:00,SXP/EUR,0.39008,0.39008,0.39000,0.39000,84.57406979,32.9838872181
1660867200,2022-08-19 00:00:00,SXP/EUR,0.39288,0.39288,0.39288,0.39288,85.98449000,33.7815864312
1660780800,2022-08-18 00:00:00,SXP/EUR,0.45155,0.45155,0.45155,0.45155,25.00000000,11.28875
1660694400,2022-08-17 00:00:00,SXP/EUR,0.46455,0.46455,0.46000,0.46000,1021.74147024,470.00107631040004
1660608000,2022-08-16 00:00:00,SXP/EUR,0.47426,0.47426,0.47310,0.47310,821.24341000,388.53025727100004
1660521600,2022-08-15 00:00:00,SXP/EUR,0.49233,0.49519,0.49233,0.49519,1282.05375910,634.860200968729
1660435200,2022-08-14 00:00:00,SXP/EUR,0.49519,0.49519,0.45591,0.45591,370.28075441,168.81469874306308
1660348800,2022-08-13 00:00:00,SXP/EUR,0.48417,0.49000,0.48417,0.48817,225.30188005,109.9856187840085
1660262400,2022-08-12 00:00:00,SXP/EUR,0.47362,0.47362,0.47239,0.47239,777.00000000,367.04703
1660176000,2022-08-11 00:00:00,SXP/EUR,0.45155,0.45155,0.45155,0.45155,0.00000000,0.0
1660089600,2022-08-10 00:00:00,SXP/EUR,0.45174,0.45174,0.45155,0.45155,473.76088000,213.926725364
1660003200,2022-08-09 00:00:00,SXP/EUR,0.45622,0.45622,0.43857,0.43857,360.70032456,158.1923413422792
1659916800,2022-08-08 00:00:00,SXP/EUR,0.46926,0.46926,0.46926,0.46926,0.00000000,0.0
