https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QNT,Volume USDT
1661212800,2022-08-23 00:00:00,QNT/USDT,107.239,112.725,104.552,109.871,22189.85735722,2405215.01761740689
1661126400,2022-08-22 00:00:00,QNT/USDT,111.036,113.602,104.06,107.099,22305.8003434,2405140.81152609525
1661040000,2022-08-21 00:00:00,QNT/USDT,104.896,117.323,104.814,110.942,37918.29613102,4226354.40539556212
1660953600,2022-08-20 00:00:00,QNT/USDT,99.112,106.522,99.024,104.897,26184.68539899,2701189.10273766993
1660867200,2022-08-19 00:00:00,QNT/USDT,108.593,108.994,98.482,99.021,35749.42249356,3672023.26817312329
1660780800,2022-08-18 00:00:00,QNT/USDT,109.788,116.717,108.394,108.599,21643.68489981,2438570.42389435677
1660694400,2022-08-17 00:00:00,QNT/USDT,116.102,123.502,108.2,109.795,35086.39839508,4051405.40526281569
1660608000,2022-08-16 00:00:00,QNT/USDT,113.3,118.159,111.255,116.006,18738.43364085,2157884.60938999317
1660521600,2022-08-15 00:00:00,QNT/USDT,118.349,123.569,112.58,113.3,23544.68363753,2765701.27423458672
1660435200,2022-08-14 00:00:00,QNT/USDT,126.646,131.338,116.426,118.358,30745.17883403,3799275.35733336244
1660348800,2022-08-13 00:00:00,QNT/USDT,127.886,128.98,125.166,126.404,9972.03623895,1270446.26819673032
1660262400,2022-08-12 00:00:00,QNT/USDT,124.103,129.52,122.765,128.182,11879.40275933,1482269.6015641424
1660176000,2022-08-11 00:00:00,QNT/USDT,126.636,131.02,123.014,124.25,16912.92041173,2151740.37852708137
1660089600,2022-08-10 00:00:00,QNT/USDT,125.624,129.819,119.2,126.68,31512.74447394,3929033.58557059088
1660003200,2022-08-09 00:00:00,QNT/USDT,128.805,129.298,120,125.409,38242.78617028,4770530.41223459037
1659916800,2022-08-08 00:00:00,QNT/USDT,126.288,133.022,124.013,128.805,37605.14433414,4838369.83479407587
1659830400,2022-08-07 00:00:00,QNT/USDT,120.211,129.799,119.98,126.274,39583.77107007,4968440.1103549268
1659744000,2022-08-06 00:00:00,QNT/USDT,107.354,125.302,106.75,119.99,72132.3556044,8552103.73076814937
1659657600,2022-08-05 00:00:00,QNT/USDT,103.896,108.586,103.844,107.302,30181.39274447,3185850.29298343113
1659571200,2022-08-04 00:00:00,QNT/USDT,105.202,107.968,102.861,103.827,23831.83458526,2508724.74973668793
1659484800,2022-08-03 00:00:00,QNT/USDT,103.291,108,100.724,105.212,22828.52393544,2400711.25937441349
1659398400,2022-08-02 00:00:00,QNT/USDT,103.431,105.52,98.597,103.302,24642.71876515,2521976.86371316575
1659312000,2022-08-01 00:00:00,QNT/USDT,102.491,105.888,99.528,103.482,22827.63399573,2356184.31178588433
1659225600,2022-07-31 00:00:00,QNT/USDT,106.012,106.843,101.209,102.603,19210.37656509,2011545.45870250947
1659139200,2022-07-30 00:00:00,QNT/USDT,106.377,110,104.1,106.093,28669.85003117,3075725.65714091029
1659052800,2022-07-29 00:00:00,QNT/USDT,103.835,109.9,102.006,106.3,46950.43350769,4986611.73575661685
1658966400,2022-07-28 00:00:00,QNT/USDT,96.875,106.11,93.471,103.839,56667.01681882,5629558.60796397724
1658880000,2022-07-27 00:00:00,QNT/USDT,92.853,98.9,90.284,96.875,63780.87511526,6023610.73927304879
1658793600,2022-07-26 00:00:00,QNT/USDT,87.685,93.491,77.51,92.89,74769.50971446,6376758.62651642474
1658707200,2022-07-25 00:00:00,QNT/USDT,97.659,98.778,87.358,87.685,40481.83710251,3740342.30501434285
1658620800,2022-07-24 00:00:00,QNT/USDT,100.334,102.104,97.552,97.678,15371.54592026,1534399.38468492011
1658534400,2022-07-23 00:00:00,QNT/USDT,100.749,105.394,95.16,100.297,25877.75113542,2561297.1502678462
1658448000,2022-07-22 00:00:00,QNT/USDT,102.899,106.455,96.972,100.857,30362.34745634,3106805.90362455668
1658361600,2022-07-21 00:00:00,QNT/USDT,96.532,109.364,93.128,103.058,49229.68081317,4954825.3983429308
1658275200,2022-07-20 00:00:00,QNT/USDT,106.983,110.466,92.904,96.518,65255.17611585,6752853.36090138622
1658188800,2022-07-19 00:00:00,QNT/USDT,104.076,115,99.001,107,86224.48740707,9248615.64340558639
1658102400,2022-07-18 00:00:00,QNT/USDT,98.514,107.21,98.445,103.997,52958.95704457,5485433.51519537452
1658016000,2022-07-17 00:00:00,QNT/USDT,102.66,105.099,98.03,98.536,36368.80212771,3687107.94507633036
1657929600,2022-07-16 00:00:00,QNT/USDT,104.065,110,95.2,102.651,64087.34575973,6532152.45824513719
1657843200,2022-07-15 00:00:00,QNT/USDT,97.08,112.218,96.995,104.178,110937.4054534,11633588.29981845656
1657756800,2022-07-14 00:00:00,QNT/USDT,84.607,98.11,82.701,97.3,84301.84287593,7644321.17234499978
1657670400,2022-07-13 00:00:00,QNT/USDT,80.11,87.87,77.29,84.602,73771.14560629,6112341.48684305683
1657584000,2022-07-12 00:00:00,QNT/USDT,79.158,88.115,76.543,80.114,85195.7638483,7034519.99680985735
1657497600,2022-07-11 00:00:00,QNT/USDT,81.024,86.74,75.001,79.218,65896.7269645,5240782.69513793608
1657411200,2022-07-10 00:00:00,QNT/USDT,85.083,90,77.702,81.187,102121.78842163,8554124.7322262802
1657324800,2022-07-09 00:00:00,QNT/USDT,72.94,89,70.601,85.049,83362.32008612,6746850.26920458548
1657238400,2022-07-08 00:00:00,QNT/USDT,64.375,77.341,60.582,72.928,46637.32145646,3168197.00346917812
1657152000,2022-07-07 00:00:00,QNT/USDT,61.904,64.977,60.64,64.328,18931.945144,1197372.92285880818
1657065600,2022-07-06 00:00:00,QNT/USDT,59.686,62.466,57.924,61.945,16306.3607131,993223.46392603711
1656979200,2022-07-05 00:00:00,QNT/USDT,60.609,62.84,56.216,59.723,29413.02791452,1754019.07636740386
1656892800,2022-07-04 00:00:00,QNT/USDT,55.808,62.819,55.253,60.594,37240.05821476,2212015.66126224689
1656806400,2022-07-03 00:00:00,QNT/USDT,55.681,56.085,53.51,55.711,12036.37589095,662125.9237948084
1656720000,2022-07-02 00:00:00,QNT/USDT,52.378,56.201,52.33,55.749,16787.57143069,907253.24525906068
1656633600,2022-07-01 00:00:00,QNT/USDT,53.447,59.499,51.6,52.46,32147.75320365,1744156.80992152266
1656547200,2022-06-30 00:00:00,QNT/USDT,51.461,53.564,48.495,53.447,31949.00344037,1621233.20700411668
1656460800,2022-06-29 00:00:00,QNT/USDT,57.79,58.271,51.202,51.348,21247.67556311,1164206.88464497991
1656374400,2022-06-28 00:00:00,QNT/USDT,58.668,62.352,56.789,57.752,17047.00873287,1006343.90207807142
1656288000,2022-06-27 00:00:00,QNT/USDT,61.459,63.275,57.58,58.668,31921.43283826,1917358.18867820598
1656201600,2022-06-26 00:00:00,QNT/USDT,63.418,66.752,61.108,61.549,33147.3827182,2104421.68145656273
1656115200,2022-06-25 00:00:00,QNT/USDT,58.35,67.005,57.186,63.404,48798.84194016,3049222.07223676096
1656028800,2022-06-24 00:00:00,QNT/USDT,55.681,59.782,54.227,58.368,31429.99424608,1764175.67256896235
1655942400,2022-06-23 00:00:00,QNT/USDT,52.438,56.181,52.35,55.682,29186.74951342,1593939.92113416574
1655856000,2022-06-22 00:00:00,QNT/USDT,56.004,57.85,52.314,52.517,47670.76547226,2631467.04814218557
1655769600,2022-06-21 00:00:00,QNT/USDT,54.991,60,54.549,55.988,70002.9665947,4033530.28644029914
1655683200,2022-06-20 00:00:00,QNT/USDT,53.723,57.9,51.37,54.984,64931.47874647,3596520.23317196917
1655596800,2022-06-19 00:00:00,QNT/USDT,48.728,59.333,46.254,53.781,74083.9780044,3718865.2648060456
1655510400,2022-06-18 00:00:00,QNT/USDT,46.512,51.653,42.627,48.797,91211.98972306,4327795.77137438138
1655424000,2022-06-17 00:00:00,QNT/USDT,44.373,48.038,43.12,46.5,47386.86664674,2140382.54128230006
1655337600,2022-06-16 00:00:00,QNT/USDT,50.949,52.595,42.529,44.375,55339.25067886,2555906.69740193407
1655251200,2022-06-15 00:00:00,QNT/USDT,47.743,52.342,42.569,50.93,75300.97647578,3519460.2799437135
1655164800,2022-06-14 00:00:00,QNT/USDT,49.357,52.987,45.015,47.717,58245.78899676,2854550.61255573254
1655078400,2022-06-13 00:00:00,QNT/USDT,49.669,51.159,40.6,49.55,103807.55122787,4774500.1410226115
1654992000,2022-06-12 00:00:00,QNT/USDT,55.143,56.221,49.495,49.712,48710.25451535,2555881.22414409612
1654905600,2022-06-11 00:00:00,QNT/USDT,61.19,62.054,54.54,55.086,35555.39791664,2044068.19233659555
1654819200,2022-06-10 00:00:00,QNT/USDT,63.271,64.471,59.629,61.227,19644.24406507,1213313.27859675969
1654732800,2022-06-09 00:00:00,QNT/USDT,64.401,65,62.762,63.301,13107.30298863,837358.1395693031
1654646400,2022-06-08 00:00:00,QNT/USDT,64.444,66.65,63.097,64.37,22537.14582476,1465980.22551094906
1654560000,2022-06-07 00:00:00,QNT/USDT,67.817,71,63.781,64.332,25001.09558368,1632282.83854668092
1654473600,2022-06-06 00:00:00,QNT/USDT,64.805,69.402,64.765,67.857,22313.93933161,1498794.70484227146
1654387200,2022-06-05 00:00:00,QNT/USDT,65.594,67.8,64.241,64.834,11064.20111356,729075.52003697424
1654300800,2022-06-04 00:00:00,QNT/USDT,65.027,66,63.772,65.526,10120.85150192,656827.30385608657
1654214400,2022-06-03 00:00:00,QNT/USDT,68.522,69.118,64.22,65.027,17610.85881907,1157570.10878418511
1654128000,2022-06-02 00:00:00,QNT/USDT,67.036,68.986,65.232,68.421,22100.10586992,1488685.6425309324
1654041600,2022-06-01 00:00:00,QNT/USDT,70.965,73.136,65.313,67.045,25673.64000964,1774967.05563528954
1653955200,2022-05-31 00:00:00,QNT/USDT,73.585,73.857,64.83,70.965,30835.79989368,2199798.76339076227
1653868800,2022-05-30 00:00:00,QNT/USDT,66.382,73.881,65.802,73.469,24965.67384613,1749936.42247302659
1653782400,2022-05-29 00:00:00,QNT/USDT,65.377,68,64.18,66.356,12511.69368446,829467.87228357294
1653696000,2022-05-28 00:00:00,QNT/USDT,62.189,70,61.603,65.359,15131.38296981,977048.52251169592
1653609600,2022-05-27 00:00:00,QNT/USDT,63.518,65.13,60.4,62.153,38330.59970913,2411179.93347040943
1653523200,2022-05-26 00:00:00,QNT/USDT,67.009,69.317,61.418,63.39,37983.88356837,2481388.58738881235
1653436800,2022-05-25 00:00:00,QNT/USDT,68.312,69.588,65.5,67.03,24680.71216092,1663403.93737520393
1653350400,2022-05-24 00:00:00,QNT/USDT,68.012,69.462,65.515,68.401,31909.79596904,2165245.704348695
1653264000,2022-05-23 00:00:00,QNT/USDT,69.471,71.96,67.1,68.041,40803.53733126,2857309.48161201045
1653177600,2022-05-22 00:00:00,QNT/USDT,68.284,72.7,66.515,69.486,22807.44888903,1567667.36133519079
1653091200,2022-05-21 00:00:00,QNT/USDT,66.379,69.697,65.004,68.25,22632.89739215,1521554.17678213833
1653004800,2022-05-20 00:00:00,QNT/USDT,68.367,71.397,64.815,66.251,45696.78688739,3081414.90359343862
1652918400,2022-05-19 00:00:00,QNT/USDT,64.78,70.614,62.792,68.375,42829.8069672,2867500.22979867684
1652832000,2022-05-18 00:00:00,QNT/USDT,74.393,75.086,64.011,64.632,34589.03418767,2400103.69113754557
1652745600,2022-05-17 00:00:00,QNT/USDT,70.564,77.165,70.564,74.527,30079.2145353,2212708.51072494713
1652659200,2022-05-16 00:00:00,QNT/USDT,74.983,77,68.795,70.654,37246.38599513,2695146.58425410084
1652572800,2022-05-15 00:00:00,QNT/USDT,72.027,75.868,68.242,75,34600.64988454,2469393.74551253014
1652486400,2022-05-14 00:00:00,QNT/USDT,68.492,73,61.194,72.027,64264.28636886,4308280.17689218621
1652400000,2022-05-13 00:00:00,QNT/USDT,73.111,80.286,62.519,68.488,107422.49926364,7853613.72667889012
1652313600,2022-05-12 00:00:00,QNT/USDT,64.534,73.4,48.81,73.111,128646.58857455,7597028.12045267043
1652227200,2022-05-11 00:00:00,QNT/USDT,72.399,75.936,51.418,64.362,137068.01277115,8798975.72928125405
1652140800,2022-05-10 00:00:00,QNT/USDT,70.002,83.331,69.081,72.369,101305.27307627,7644400.19532349264
1652054400,2022-05-09 00:00:00,QNT/USDT,83.241,85.982,69.19,70.104,74154.53797615,5637952.08957631323
1651968000,2022-05-08 00:00:00,QNT/USDT,87.205,88.087,81,83.2,30472.6838994,2563499.56267171644
1651881600,2022-05-07 00:00:00,QNT/USDT,90.008,93.46,85.195,87.249,28037.17029451,2491229.54111042444
1651795200,2022-05-06 00:00:00,QNT/USDT,92.028,92.792,87.242,90.008,26587.36466246,2383087.13736560438
1651708800,2022-05-05 00:00:00,QNT/USDT,101.714,102.355,89.58,92.033,44706.48831689,4258733.55730001839
1651622400,2022-05-04 00:00:00,QNT/USDT,92.83,104.063,91.694,101.725,34437.87804177,3337101.52800345892
1651536000,2022-05-03 00:00:00,QNT/USDT,95.125,96.594,91.047,92.882,16827.20156171,1581957.9873582441
1651449600,2022-05-02 00:00:00,QNT/USDT,97.119,99.708,93.8,95.127,15828.6904398,1534921.68859265075
1651363200,2022-05-01 00:00:00,QNT/USDT,92.784,99.526,92.081,97.133,26129.30908164,2487794.89717055593
1651276800,2022-04-30 00:00:00,QNT/USDT,94.453,106.827,92.598,92.788,41149.67584021,4079278.81330718926
1651190400,2022-04-29 00:00:00,QNT/USDT,100.191,100.376,92.623,94.454,23093.07150849,2225546.68318517619
1651104000,2022-04-28 00:00:00,QNT/USDT,101.198,102.809,98.08,100.077,16384.72413829,1645703.97669829906
1651017600,2022-04-27 00:00:00,QNT/USDT,100.659,105.204,98.905,101.243,14164.66541972,1434821.05195615057
1650931200,2022-04-26 00:00:00,QNT/USDT,107.734,108.25,98.825,100.673,29961.70320712,3088064.75369571368
1650844800,2022-04-25 00:00:00,QNT/USDT,110.263,110.566,101.883,107.707,33488.54321512,3537526.77517291141
1650758400,2022-04-24 00:00:00,QNT/USDT,105.735,112.34,105.679,110.384,22011.93497302,2411217.43240547846
1650672000,2022-04-23 00:00:00,QNT/USDT,107.682,110.496,105,105.706,15297.88806384,1636257.94830148462
1650585600,2022-04-22 00:00:00,QNT/USDT,107.625,111.175,106.23,107.7,15963.54312556,1733446.49437468767
1650499200,2022-04-21 00:00:00,QNT/USDT,110.426,117.24,106.344,107.623,21277.37316552,2375797.75853684923
1650412800,2022-04-20 00:00:00,QNT/USDT,114.511,116.155,109.095,110.462,20041.283305,2251803.33582836533
1650326400,2022-04-19 00:00:00,QNT/USDT,111.47,117,110.276,114.318,12366.52115237,1404948.98017492648
1650240000,2022-04-18 00:00:00,QNT/USDT,110.834,112.3,104.521,111.47,26064.70816169,2826691.98915617993
1650153600,2022-04-17 00:00:00,QNT/USDT,112.885,116.312,110.837,110.837,11176.9051082,1273242.00869040803
1650067200,2022-04-16 00:00:00,QNT/USDT,112.374,114.752,110.156,112.867,11430.84609885,1281273.91075350425
1649980800,2022-04-15 00:00:00,QNT/USDT,112.414,114.217,110.634,112.404,10711.9953834,1202409.07620383117
1649894400,2022-04-14 00:00:00,QNT/USDT,115.519,116.673,110.549,112.427,12612.94714264,1432143.85948990853
1649808000,2022-04-13 00:00:00,QNT/USDT,115.892,118.301,113.15,115.59,11850.48132217,1365102.20017992917
1649721600,2022-04-12 00:00:00,QNT/USDT,114.8,119.208,112.215,116.047,15566.755027,1806206.29724505761
1649635200,2022-04-11 00:00:00,QNT/USDT,120.717,121.832,112.903,114.8,24740.44938959,2896786.51218487963
1649548800,2022-04-10 00:00:00,QNT/USDT,121.648,129.269,120.705,120.705,18473.11790829,2299543.9300602043
1649462400,2022-04-09 00:00:00,QNT/USDT,121.597,123.979,118.337,121.867,8328.03136598,1004587.42108075955
1649376000,2022-04-08 00:00:00,QNT/USDT,127.402,129.813,121.029,121.597,19633.0325292,2481327.70485359204
1649289600,2022-04-07 00:00:00,QNT/USDT,124.203,130.671,119.669,127.406,24675.83646713,3092429.28312862803
1649203200,2022-04-06 00:00:00,QNT/USDT,133.505,142.484,122.54,124.166,35261.24803251,4613640.80363301892
1649116800,2022-04-05 00:00:00,QNT/USDT,138.845,143.816,133.22,133.614,15967.3898052,2211942.56065996558
1649030400,2022-04-04 00:00:00,QNT/USDT,139.92,139.966,130.909,138.851,22894.8265016,3112089.54944456777
1648944000,2022-04-03 00:00:00,QNT/USDT,140.367,141.908,138.105,139.949,14753.77003613,2069046.40291752286
1648857600,2022-04-02 00:00:00,QNT/USDT,141.707,145.789,139.5,140.441,21391.15516961,3051033.94505422575
1648771200,2022-04-01 00:00:00,QNT/USDT,137.803,143.811,131.865,141.621,29251.28172487,4058360.1262084129
1648684800,2022-03-31 00:00:00,QNT/USDT,142.89,147.885,134.021,137.76,33272.7417199,4687849.66204294047
1648598400,2022-03-30 00:00:00,QNT/USDT,144.673,145.371,138.8,142.848,25099.54905957,3574303.8882243246
1648512000,2022-03-29 00:00:00,QNT/USDT,141.834,148.919,141.705,144.844,26108.95210742,3795860.17332655029
1648425600,2022-03-28 00:00:00,QNT/USDT,148.885,154.671,138.278,142,29783.51856517,4441674.99452006288
1648339200,2022-03-27 00:00:00,QNT/USDT,141.35,150.272,140.993,148.885,24874.54585643,3623343.54033090307
1648252800,2022-03-26 00:00:00,QNT/USDT,137.116,145.607,136.327,141.445,21401.05685853,3038797.30964704227
1648166400,2022-03-25 00:00:00,QNT/USDT,136.138,147.786,133.633,137.094,60747.48556358,8551677.39967951154
1648080000,2022-03-24 00:00:00,QNT/USDT,126.493,136.541,124.041,136.001,26494.47572914,3420255.2202587489
1647993600,2022-03-23 00:00:00,QNT/USDT,127.342,129.799,122.964,126.505,22982.92218739,2905191.73518156137
1647907200,2022-03-22 00:00:00,QNT/USDT,119.562,129.879,119.002,127.337,37277.25874182,4669474.31309687233
1647820800,2022-03-21 00:00:00,QNT/USDT,118.463,124.353,115.335,119.612,21114.52414723,2535412.25637014639
1647734400,2022-03-20 00:00:00,QNT/USDT,119.949,123.402,115.83,118.561,17688.08372619,2107945.80415040699
1647648000,2022-03-19 00:00:00,QNT/USDT,116.237,125,114.391,119.946,30619.19598267,3642771.60335780317
1647561600,2022-03-18 00:00:00,QNT/USDT,114.13,116.575,111.542,116.234,18395.95567339,2105176.81057110265
1647475200,2022-03-17 00:00:00,QNT/USDT,116.847,116.941,113.181,113.989,18376.9193532,2111764.75494170541
1647388800,2022-03-16 00:00:00,QNT/USDT,110.23,116.984,108.666,116.791,30608.15648483,3421596.92581125999
1647302400,2022-03-15 00:00:00,QNT/USDT,113.284,114,108.32,110.363,19702.24336189,2187766.91285284266
1647216000,2022-03-14 00:00:00,QNT/USDT,111.983,114.344,108.32,113.286,16263.95260991,1814903.42110688421
1647129600,2022-03-13 00:00:00,QNT/USDT,116.103,117.791,110,112.242,15133.10327127,1734484.96829310572
1647043200,2022-03-12 00:00:00,QNT/USDT,112.914,116.8,112.845,116.104,14884.01174052,1714481.00449396197
1646956800,2022-03-11 00:00:00,QNT/USDT,116.273,118.29,111.905,112.916,24243.37958697,2780373.48539651431
1646870400,2022-03-10 00:00:00,QNT/USDT,119,119.791,111.37,116.429,29978.37375453,3436031.76647982614
1646784000,2022-03-09 00:00:00,QNT/USDT,111.252,125.406,110.8,119.069,56622.82562742,6794560.776245732
1646697600,2022-03-08 00:00:00,QNT/USDT,110.437,114.927,107.825,111.054,29643.53761884,3307251.20163358704
1646611200,2022-03-07 00:00:00,QNT/USDT,110.358,117.157,106.592,110.436,37586.90709818,4178407.32814191743
1646524800,2022-03-06 00:00:00,QNT/USDT,121.091,125.468,110.028,110.303,37833.13486522,4373431.970122833
1646438400,2022-03-05 00:00:00,QNT/USDT,118.438,128.092,116.005,121.248,33744.35719762,4120443.28886655917
1646352000,2022-03-04 00:00:00,QNT/USDT,127.235,129.055,115,118.321,54960.70205846,6728459.65616305059
1646265600,2022-03-03 00:00:00,QNT/USDT,117.994,133.328,117.13,127.453,75463.46543436,9525309.46529066218
1646179200,2022-03-02 00:00:00,QNT/USDT,119.365,121.085,115.095,118.151,24646.41748092,2904583.54740422818
1646092800,2022-03-01 00:00:00,QNT/USDT,115.881,123.86,113.746,119.363,48552.93517021,5716703.54779982296
1646006400,2022-02-28 00:00:00,QNT/USDT,105.624,116.22,102.312,115.671,35838.72934287,3930241.51552634857
1645920000,2022-02-27 00:00:00,QNT/USDT,110.525,113.187,102.017,105.422,39964.74569406,4288633.16517506608
1645833600,2022-02-26 00:00:00,QNT/USDT,112.479,115.936,109.971,110.621,27740.54592558,3119475.72646864395
1645747200,2022-02-25 00:00:00,QNT/USDT,108.8,113.955,104.12,112.478,37675.96928413,4128939.16278041196
1645660800,2022-02-24 00:00:00,QNT/USDT,108.261,114.6,92.561,108.888,98718.89305526,10131327.84893449415
1645574400,2022-02-23 00:00:00,QNT/USDT,115.992,120.188,107.823,108.352,47810.20307701,5463584.7041368279
1645488000,2022-02-22 00:00:00,QNT/USDT,106.913,118.299,100.12,116,58786.45025903,6325111.44540009469
1645401600,2022-02-21 00:00:00,QNT/USDT,107.71,129.199,105.172,106.779,102645.01310938,12081041.1802416455
1645315200,2022-02-20 00:00:00,QNT/USDT,110.462,110.72,101.693,107.701,37253.91025036,3939483.41211976186
1645228800,2022-02-19 00:00:00,QNT/USDT,113.405,114.653,107.341,110.515,22501.11982512,2500494.9015307685
1645142400,2022-02-18 00:00:00,QNT/USDT,119.021,122.5,111.195,113.525,31525.47846773,3669141.86701122878
1645056000,2022-02-17 00:00:00,QNT/USDT,129.53,132.5,115.785,119.096,32351.4059316,3999826.00493150153
1644969600,2022-02-16 00:00:00,QNT/USDT,132.579,134.881,125.098,129.802,28487.15423789,3685619.70389674155
1644883200,2022-02-15 00:00:00,QNT/USDT,121.157,133.58,120.164,132.634,33099.06766251,4268289.85244076128
1644796800,2022-02-14 00:00:00,QNT/USDT,121.735,128.407,115.458,121.03,43306.09718777,5231528.97099578375
1644710400,2022-02-13 00:00:00,QNT/USDT,133.376,135.885,121.306,121.791,21430.05636996,2699551.03375950974
1644624000,2022-02-12 00:00:00,QNT/USDT,129.724,138.108,125,133.633,42009.74892164,5499814.22754168088
1644537600,2022-02-11 00:00:00,QNT/USDT,139.763,144.883,125.3,129.611,40851.91952875,5524849.0451431013
1644451200,2022-02-10 00:00:00,QNT/USDT,150.007,152.499,139.11,139.605,38418.47635153,5641093.78882347376
1644364800,2022-02-09 00:00:00,QNT/USDT,147.352,158.2,141.792,150.039,36923.79220735,5566446.37398748685
1644278400,2022-02-08 00:00:00,QNT/USDT,154.567,155.148,137.685,147.305,49947.48865068,7316340.40270285338
1644192000,2022-02-07 00:00:00,QNT/USDT,135.461,160.288,133.2,154.388,76749.27530677,11605681.29391957056
1644105600,2022-02-06 00:00:00,QNT/USDT,133,136.667,130.332,135.393,28301.96836333,3776376.30413195141
1644019200,2022-02-05 00:00:00,QNT/USDT,133.816,138.529,130.562,132.875,41629.37938696,5605937.08263634203
1643932800,2022-02-04 00:00:00,QNT/USDT,134.766,142.973,129.952,134.216,58204.75741964,7935209.90595296597
1643846400,2022-02-03 00:00:00,QNT/USDT,113.665,146.029,111.282,135.042,185225.3758022,24121314.91925834761
1643760000,2022-02-02 00:00:00,QNT/USDT,104.871,121.297,101.435,113.438,80412.21087312,8929451.51627431214
1643673600,2022-02-01 00:00:00,QNT/USDT,97.105,107.358,95,104.807,42408.75263997,4246143.695905229
1643587200,2022-01-31 00:00:00,QNT/USDT,94.568,97.495,87.134,97.115,58311.77328935,5379716.32126974159
1643500800,2022-01-30 00:00:00,QNT/USDT,97.698,100,92.6,94.665,31687.58295225,3059129.40119753182
1643414400,2022-01-29 00:00:00,QNT/USDT,97.256,101.1,95.757,97.736,28569.59285903,2805559.61170890937
1643328000,2022-01-28 00:00:00,QNT/USDT,92.729,99.45,89.291,97.189,43058.28872412,4065326.90738629036
1643241600,2022-01-27 00:00:00,QNT/USDT,97.705,99.728,87.967,92.642,73637.92762586,6918545.4938323036
1643155200,2022-01-26 00:00:00,QNT/USDT,103.22,110.901,94.08,97.568,67571.2040837,7038541.32159649209
1643068800,2022-01-25 00:00:00,QNT/USDT,103.281,105.216,97.28,103.163,46467.85724917,4701371.09186556886
1642982400,2022-01-24 00:00:00,QNT/USDT,109.583,109.583,86.11,103.281,109442.18510302,10490837.74835651422
1642896000,2022-01-23 00:00:00,QNT/USDT,98.998,117,97.684,109.765,65928.67058496,7025615.88325623164
1642809600,2022-01-22 00:00:00,QNT/USDT,114.174,117.082,83.539,98.998,132856.75155855,13268775.86283972867
1642723200,2022-01-21 00:00:00,QNT/USDT,132.1,134.824,103.268,114.174,107495.97898363,12909628.63007077419
