https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LIKE,Volume USDT
1663459200,2022-09-18 00:00:00,LIKE/USDT,0.010867,0.010886,0.010637,0.010841,220546.8045,2364.4405782304
1663372800,2022-09-17 00:00:00,LIKE/USDT,0.009853,0.011399,0.009743,0.010885,10342721.7226,106864.2629168164
1663286400,2022-09-16 00:00:00,LIKE/USDT,0.009918,0.009997,0.009606,0.009864,6470981.7513,63696.7358723906
1663200000,2022-09-15 00:00:00,LIKE/USDT,0.0111,0.0111,0.009812,0.009928,7807849.7581,81744.5229271437
1663113600,2022-09-14 00:00:00,LIKE/USDT,0.012173,0.012287,0.011046,0.011085,6759626.7474,77976.3699070004
1663027200,2022-09-13 00:00:00,LIKE/USDT,0.012368,0.016,0.011929,0.012136,16712000.8559,223276.7352335822
1662940800,2022-09-12 00:00:00,LIKE/USDT,0.01277,0.0131,0.012182,0.01237,6555241.824,82947.8348862767
1662854400,2022-09-11 00:00:00,LIKE/USDT,0.012268,0.013119,0.0119,0.01273,4811807.4144,59620.9291912196
1662768000,2022-09-10 00:00:00,LIKE/USDT,0.012436,0.013025,0.012127,0.012266,7392406.6507,92238.8465180393
1662681600,2022-09-09 00:00:00,LIKE/USDT,0.016082,0.018476,0.01228,0.012414,19164614.3281,279207.7298559487
1662595200,2022-09-08 00:00:00,LIKE/USDT,0.01234,0.018976,0.012301,0.016093,21263914.2391,312906.6200828423
1662508800,2022-09-07 00:00:00,LIKE/USDT,0.012578,0.0127,0.01192,0.012349,6415958.4576,79365.4750482392
1662422400,2022-09-06 00:00:00,LIKE/USDT,0.01302,0.0136,0.012427,0.012646,6448544.2063,84187.6221517269
1662336000,2022-09-05 00:00:00,LIKE/USDT,0.013137,0.013557,0.012814,0.01316,6149607.2924,80427.5988772046
1662249600,2022-09-04 00:00:00,LIKE/USDT,0.013713,0.013856,0.0131,0.013145,5408083.1557,72825.3371439931
1662163200,2022-09-03 00:00:00,LIKE/USDT,0.014557,0.0148,0.013705,0.013712,4572636.133,65018.4039031645
1662076800,2022-09-02 00:00:00,LIKE/USDT,0.015246,0.015278,0.014518,0.014554,4906877.246,73159.9902897216
1661990400,2022-09-01 00:00:00,LIKE/USDT,0.016335,0.016372,0.015051,0.015236,4654903.8409,72377.4282145805
1661904000,2022-08-31 00:00:00,LIKE/USDT,0.017261,0.017713,0.016001,0.016337,5844463.8718,98529.2747116438
1661817600,2022-08-30 00:00:00,LIKE/USDT,0.016938,0.01779,0.016823,0.017274,4082814.7611,70370.206904846
1661731200,2022-08-29 00:00:00,LIKE/USDT,0.017385,0.017462,0.0167,0.01697,4337115.5393,74095.1394724556
1661644800,2022-08-28 00:00:00,LIKE/USDT,0.018123,0.018524,0.017253,0.017389,3947783.4214,71107.4429794135
1661558400,2022-08-27 00:00:00,LIKE/USDT,0.019583,0.019749,0.018001,0.018117,4170988.6987,78881.75320823
1661472000,2022-08-26 00:00:00,LIKE/USDT,0.021752,0.022036,0.019299,0.019583,4561342.5416,94883.4640276052
1661385600,2022-08-25 00:00:00,LIKE/USDT,0.021104,0.02648,0.02063,0.021744,11758019.9462,261398.5934208408
1661299200,2022-08-24 00:00:00,LIKE/USDT,0.020008,0.0226,0.019666,0.021101,6067051.9175,126776.7595276085
1661212800,2022-08-23 00:00:00,LIKE/USDT,0.020638,0.020651,0.019913,0.019986,2087008.0535,42290.5574531665
1661126400,2022-08-22 00:00:00,LIKE/USDT,0.021308,0.021322,0.020577,0.02065,2344758.3896,49041.5943725235
1661040000,2022-08-21 00:00:00,LIKE/USDT,0.022218,0.022256,0.021257,0.021309,4865792.8461,105565.4529181506
1660953600,2022-08-20 00:00:00,LIKE/USDT,0.021726,0.026809,0.021501,0.022228,12277263.517,288394.8113610647
1660867200,2022-08-19 00:00:00,LIKE/USDT,0.021582,0.021997,0.019793,0.021732,7112777.3204,147252.522695096
1660780800,2022-08-18 00:00:00,LIKE/USDT,0.022112,0.022547,0.021469,0.021469,2825636.7618,62099.3370320869
1660694400,2022-08-17 00:00:00,LIKE/USDT,0.023042,0.0235,0.020884,0.022101,4301459.6499,96462.1499009699
1660608000,2022-08-16 00:00:00,LIKE/USDT,0.024065,0.024903,0.022762,0.023019,5579511.0433,132505.281542696
1660521600,2022-08-15 00:00:00,LIKE/USDT,0.02763,0.02763,0.023481,0.024066,7749412.9677,192673.9480729659
1660435200,2022-08-14 00:00:00,LIKE/USDT,0.02462,0.03488,0.024333,0.02763,23072884.8821,635552.8009360608
1660348800,2022-08-13 00:00:00,LIKE/USDT,0.023958,0.026107,0.023527,0.024756,5632926.0532,138957.8329853728
1660262400,2022-08-12 00:00:00,LIKE/USDT,0.02399,0.024329,0.023142,0.023958,2657657.1563,63171.1268620231
1660176000,2022-08-11 00:00:00,LIKE/USDT,0.025069,0.025597,0.0234,0.02397,5411071.037,132694.7374576899
1660089600,2022-08-10 00:00:00,LIKE/USDT,0.025049,0.025392,0.024477,0.025069,1606433.0341,40162.7786309621
1660003200,2022-08-09 00:00:00,LIKE/USDT,0.025936,0.02621,0.024808,0.025049,3302021.7376,84000.3242821278
1659916800,2022-08-08 00:00:00,LIKE/USDT,0.027001,0.027433,0.025437,0.025936,3714960.4557,99606.6202432907
1659830400,2022-08-07 00:00:00,LIKE/USDT,0.026488,0.027125,0.025964,0.026912,2521623.0064,66998.276011046
1659744000,2022-08-06 00:00:00,LIKE/USDT,0.026277,0.027328,0.025907,0.026489,2762637.7242,73355.9743985669
1659657600,2022-08-05 00:00:00,LIKE/USDT,0.025532,0.027332,0.0255,0.026281,3937185.6655,103151.0945131825
1659571200,2022-08-04 00:00:00,LIKE/USDT,0.025276,0.02577,0.024369,0.025561,1544320.3126,38823.7425138552
1659484800,2022-08-03 00:00:00,LIKE/USDT,0.027582,0.027599,0.024623,0.025359,4459175.7579,115335.5937974866
1659398400,2022-08-02 00:00:00,LIKE/USDT,0.027539,0.027987,0.02723,0.027582,1940682.2502,53423.4820912029
1659312000,2022-08-01 00:00:00,LIKE/USDT,0.028089,0.0283,0.02743,0.027538,886801.9926,24602.4777080966
1659225600,2022-07-31 00:00:00,LIKE/USDT,0.028608,0.028783,0.027217,0.028079,335700.7814,9458.3649644869
1659139200,2022-07-30 00:00:00,LIKE/USDT,0.02903,0.029284,0.028277,0.028569,4226286.721,121754.91128887
