https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QI,Volume BTC
1663459200,2022-09-18 00:00:00,QI/BTC,0.0000005457,0.0000005472,0.0000005457,0.0000005472,1154.5377,0.00063032098149
1663372800,2022-09-17 00:00:00,QI/BTC,0.0000005239,0.0000005611,0.0000005239,0.0000005498,243976.6851,0.13284317754548
1663286400,2022-09-16 00:00:00,QI/BTC,0.0000005309,0.0000005309,0.0000005202,0.0000005272,78936.7815,0.04139582983299
1663200000,2022-09-15 00:00:00,QI/BTC,0.0000005362,0.0000005414,0.0000005253,0.0000005299,49269.3611,0.026265866257
1663113600,2022-09-14 00:00:00,QI/BTC,0.0000005165,0.0000005414,0.0000005165,0.0000005371,45519.5935,0.02394224996502
1663027200,2022-09-13 00:00:00,QI/BTC,0.0000005092,0.0000005273,0.0000005024,0.000000521,548524.5163,0.27852219770014
1662940800,2022-09-12 00:00:00,QI/BTC,0.0000005415,0.000000544,0.000000507,0.0000005168,407861.7501,0.21487390819346
1662854400,2022-09-11 00:00:00,QI/BTC,0.0000005662,0.0000005919,0.0000005456,0.000000547,362953.5222,0.20601221955043
1662768000,2022-09-10 00:00:00,QI/BTC,0.0000005388,0.0000005664,0.0000005334,0.0000005607,256207.2794,0.14122312296669
1662681600,2022-09-09 00:00:00,QI/BTC,0.0000005728,0.0000005784,0.0000005334,0.0000005351,640899.4929,0.34918841526571
1662595200,2022-09-08 00:00:00,QI/BTC,0.0000005559,0.0000006481,0.0000005459,0.0000005759,788401.1056,0.46278710803886
1662508800,2022-09-07 00:00:00,QI/BTC,0.0000005492,0.0000005575,0.0000005429,0.0000005538,140265.9804,0.07745051199278
1662422400,2022-09-06 00:00:00,QI/BTC,0.0000005642,0.0000005769,0.00000055,0.00000055,165024.6653,0.09357881614079
1662336000,2022-09-05 00:00:00,QI/BTC,0.0000005725,0.0000005775,0.0000005503,0.0000005611,143569.5916,0.08022953460373
1662249600,2022-09-04 00:00:00,QI/BTC,0.0000005632,0.0000005726,0.0000005628,0.00000057,171698.7846,0.09713709633113
1662163200,2022-09-03 00:00:00,QI/BTC,0.0000005707,0.0000005731,0.0000005572,0.0000005572,27639.9774,0.01576610867489
1662076800,2022-09-02 00:00:00,QI/BTC,0.0000005585,0.0000005862,0.0000005585,0.0000005658,104049.5258,0.05925365836201
1661990400,2022-09-01 00:00:00,QI/BTC,0.0000005567,0.0000005648,0.0000005512,0.0000005646,5624.179,0.00314770377452
1661904000,2022-08-31 00:00:00,QI/BTC,0.0000005718,0.0000005718,0.0000005554,0.0000005586,40117.4207,0.02250474967423
1661817600,2022-08-30 00:00:00,QI/BTC,0.0000005795,0.0000005927,0.0000005669,0.0000005669,139678.6402,0.08124181354713
1661731200,2022-08-29 00:00:00,QI/BTC,0.0000005668,0.0000005795,0.0000005618,0.0000005785,52856.5028,0.0300233270997
1661644800,2022-08-28 00:00:00,QI/BTC,0.0000005992,0.000000604,0.0000005668,0.0000005723,196873.1458,0.11588823419404
1661558400,2022-08-27 00:00:00,QI/BTC,0.0000006,0.0000006137,0.000000588,0.0000005921,205983.3684,0.12454951718323
1661472000,2022-08-26 00:00:00,QI/BTC,0.0000006433,0.0000006452,0.0000006048,0.0000006048,206538.2225,0.1286117885545
1661385600,2022-08-25 00:00:00,QI/BTC,0.0000006454,0.0000006534,0.0000006351,0.0000006455,266745.2142,0.17182343713741
1661299200,2022-08-24 00:00:00,QI/BTC,0.0000006327,0.0000006633,0.0000006283,0.0000006427,425185.1335,0.27338254370439
1661212800,2022-08-23 00:00:00,QI/BTC,0.0000006431,0.0000006481,0.0000006327,0.0000006455,62428.9297,0.04002846624874
1661126400,2022-08-22 00:00:00,QI/BTC,0.0000006446,0.0000006562,0.0000006124,0.000000633,299044.0278,0.19021799759415
1661040000,2022-08-21 00:00:00,QI/BTC,0.0000006588,0.000000669,0.0000006416,0.0000006431,103115.217,0.06687981582193
1660953600,2022-08-20 00:00:00,QI/BTC,0.0000006471,0.0000006977,0.0000006426,0.0000006571,313227.7821,0.21051298681776
1660867200,2022-08-19 00:00:00,QI/BTC,0.0000006709,0.0000006709,0.0000006377,0.0000006448,191448.8939,0.12547549363908
1660780800,2022-08-18 00:00:00,QI/BTC,0.0000006935,0.0000007049,0.0000006714,0.0000006749,24571.4731,0.01698214249807
1660694400,2022-08-17 00:00:00,QI/BTC,0.0000007346,0.0000007464,0.0000006957,0.0000006982,164505.6383,0.11652386911077
1660608000,2022-08-16 00:00:00,QI/BTC,0.0000007301,0.0000007599,0.0000007263,0.0000007439,169393.5982,0.12639946198817
1660521600,2022-08-15 00:00:00,QI/BTC,0.0000007215,0.0000007393,0.000000699,0.0000007293,402247.3525,0.28632943046673
1660435200,2022-08-14 00:00:00,QI/BTC,0.0000007214,0.0000007418,0.0000007113,0.0000007132,216579.4255,0.15723893179703
1660348800,2022-08-13 00:00:00,QI/BTC,0.0000007534,0.0000007815,0.0000007207,0.0000007321,246885.8003,0.18288050750934
1660262400,2022-08-12 00:00:00,QI/BTC,0.0000007089,0.0000007747,0.000000705,0.0000007611,546219.6401,0.40674506809659
1660176000,2022-08-11 00:00:00,QI/BTC,0.000000732,0.000000732,0.0000007089,0.0000007191,75427.7761,0.05419277696032
1660089600,2022-08-10 00:00:00,QI/BTC,0.0000007264,0.0000007519,0.0000007157,0.0000007455,331835.3613,0.24298934018542
1660003200,2022-08-09 00:00:00,QI/BTC,0.0000007612,0.0000007676,0.0000007233,0.0000007323,293867.4829,0.21916514640575
1659916800,2022-08-08 00:00:00,QI/BTC,0.0000007824,0.0000008375,0.0000007545,0.0000007622,925512.3958,0.71970322710461
1659830400,2022-08-07 00:00:00,QI/BTC,0.0000007444,0.0000007977,0.0000007377,0.000000773,796734.8612,0.62628569049388
1659744000,2022-08-06 00:00:00,QI/BTC,0.0000007455,0.0000007577,0.0000007325,0.0000007469,33834.5367,0.02505732853175
1659657600,2022-08-05 00:00:00,QI/BTC,0.0000007267,0.000000751,0.0000007266,0.000000742,72315.4136,0.05339276162509
1659571200,2022-08-04 00:00:00,QI/BTC,0.000000728,0.0000007365,0.0000007101,0.0000007365,188652.0702,0.13627901364342
1659484800,2022-08-03 00:00:00,QI/BTC,0.0000007089,0.000000746,0.0000007024,0.0000007207,70039.3409,0.05084620376991
