https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CFG,Volume USDT
1643328000,2022-01-28 00:00:00,CFG/USDT,0.6288,0.664,0.6248,0.6412,277602.43185664,178330.887770315745
1643241600,2022-01-27 00:00:00,CFG/USDT,0.6697,0.694,0.61,0.6247,474599.54492402,303245.833408036908
1643155200,2022-01-26 00:00:00,CFG/USDT,0.682,0.699,0.6572,0.6719,512735.52802543,346743.467772168146
1643068800,2022-01-25 00:00:00,CFG/USDT,0.6636,0.6998,0.65,0.681,440143.88767678,295496.092225444291
1642982400,2022-01-24 00:00:00,CFG/USDT,0.6536,0.6863,0.61,0.6617,783343.77426809,504828.214635588196
1642896000,2022-01-23 00:00:00,CFG/USDT,0.6468,0.7242,0.6344,0.6497,354164.80643756,240354.178165780514
1642809600,2022-01-22 00:00:00,CFG/USDT,0.7005,0.7266,0.6336,0.642,862846.83681035,585067.052885596174
1642723200,2022-01-21 00:00:00,CFG/USDT,0.7924,0.8095,0.7001,0.7034,1655101.63979469,1268290.765228580696
1642636800,2022-01-20 00:00:00,CFG/USDT,0.8097,0.8533,0.7839,0.792,790778.71251032,637032.984351882159
1642550400,2022-01-19 00:00:00,CFG/USDT,0.8157,0.8193,0.79,0.8138,289027.27121996,230619.53640258068
1642464000,2022-01-18 00:00:00,CFG/USDT,0.8592,0.8596,0.7985,0.8142,207073.99390012,171695.127387839521
1642377600,2022-01-17 00:00:00,CFG/USDT,0.8821,0.8911,0.8465,0.8582,168920.42860254,146187.015629201261
1642291200,2022-01-16 00:00:00,CFG/USDT,0.8832,0.9179,0.879,0.885,131832.01893378,118054.715737597016
1642204800,2022-01-15 00:00:00,CFG/USDT,0.8979,0.9013,0.8711,0.881,112016.29561522,99436.319373599061
1642118400,2022-01-14 00:00:00,CFG/USDT,0.8757,0.9017,0.86,0.8979,141616.32084861,123606.148596998374
1642032000,2022-01-13 00:00:00,CFG/USDT,0.9027,0.9783,0.87,0.8757,558129.04109354,514996.198758929642
1641945600,2022-01-12 00:00:00,CFG/USDT,0.9559,0.9559,0.88,0.9027,270911.74718225,245188.904692093517
1641859200,2022-01-11 00:00:00,CFG/USDT,0.88,1.0322,0.8785,0.9561,408639.0009706,377440.831569510115
1641772800,2022-01-10 00:00:00,CFG/USDT,0.8272,0.9207,0.798,0.88,505549.55859876,434409.329306109377
1641686400,2022-01-09 00:00:00,CFG/USDT,0.7988,0.8311,0.7876,0.8281,252549.37729472,202683.602718237463
1641600000,2022-01-08 00:00:00,CFG/USDT,0.8061,0.8225,0.798,0.7987,173982.53599079,139920.067433746286
1641513600,2022-01-07 00:00:00,CFG/USDT,0.8419,0.8577,0.8012,0.8061,352507.28079367,289565.233309909519
1641427200,2022-01-06 00:00:00,CFG/USDT,0.7902,0.8454,0.7781,0.8444,278495.93735611,226168.937024338996
1641340800,2022-01-05 00:00:00,CFG/USDT,0.8744,0.9542,0.7712,0.794,1102043.88063943,989367.625441127436
1641254400,2022-01-04 00:00:00,CFG/USDT,0.8408,0.8999,0.8408,0.8724,176272.38002656,154385.515712919735
1641168000,2022-01-03 00:00:00,CFG/USDT,0.9045,0.905,0.8337,0.8453,225972.7597403,198241.710061563841
1641081600,2022-01-02 00:00:00,CFG/USDT,0.9149,0.9216,0.85,0.9002,347488.61161757,307776.225443700437
1640995200,2022-01-01 00:00:00,CFG/USDT,0.8855,0.9462,0.8841,0.9149,156882.47290737,142994.737623555464
1640908800,2021-12-31 00:00:00,CFG/USDT,0.9326,0.9673,0.8627,0.888,270993.66640792,245979.800422415095
1640822400,2021-12-30 00:00:00,CFG/USDT,0.9148,0.9702,0.9,0.9316,256805.26313074,239050.677760053281
1640736000,2021-12-29 00:00:00,CFG/USDT,0.9971,1.025,0.9047,0.9144,599724.84909756,573459.178053722258
1640649600,2021-12-28 00:00:00,CFG/USDT,1.0834,1.0912,0.9852,0.9923,105537.13014919,109531.956333121432
