https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVA,Volume USDT
1662962400,2022-09-12 06:00:00,AVA/USDT,0.861859,0.868668,0.861859,0.868668,1110.6558,960.9924918059
1662958800,2022-09-12 05:00:00,AVA/USDT,0.860914,0.862182,0.860914,0.862182,146.0002,125.8620998294
1662955200,2022-09-12 04:00:00,AVA/USDT,0.858109,0.858715,0.858109,0.858715,765.8519,657.6483810751
1662951600,2022-09-12 03:00:00,AVA/USDT,0.865,0.865,0.855021,0.858081,4238.3063,3659.1530619189
1662948000,2022-09-12 02:00:00,AVA/USDT,0.876818,0.877251,0.865,0.865,1631.9203,1417.7526454574
1662944400,2022-09-12 01:00:00,AVA/USDT,0.869299,0.879157,0.863587,0.877258,5130.0766,4489.173191395
1662940800,2022-09-12 00:00:00,AVA/USDT,0.871122,0.871403,0.866619,0.866619,648.0129,563.7955327569
1662937200,2022-09-11 23:00:00,AVA/USDT,0.867387,0.870792,0.867387,0.870792,18.3389,15.9454587973
1662933600,2022-09-11 22:00:00,AVA/USDT,0.863855,0.867196,0.862331,0.863908,1350.3721,1165.6228722219
1662930000,2022-09-11 21:00:00,AVA/USDT,0.871167,0.871173,0.863159,0.867219,1031.7925,895.6700756521
1662926400,2022-09-11 20:00:00,AVA/USDT,0.869813,0.872753,0.868865,0.872753,485.8981,422.5611775527
1662922800,2022-09-11 19:00:00,AVA/USDT,0.865769,0.871174,0.865769,0.871174,521.8404,453.6198445791
1662919200,2022-09-11 18:00:00,AVA/USDT,0.872915,0.872915,0.865769,0.865769,512.2173,444.6568120774
1662915600,2022-09-11 17:00:00,AVA/USDT,0.871994,0.873165,0.869914,0.869914,2071.3633,1808.0139376623
1662912000,2022-09-11 16:00:00,AVA/USDT,0.873,0.876941,0.871146,0.87205,1271.4868,1110.8459337635
1662908400,2022-09-11 15:00:00,AVA/USDT,0.870808,0.876541,0.866413,0.872284,4454.848,3885.4726240921
1662904800,2022-09-11 14:00:00,AVA/USDT,0.873561,0.873624,0.865233,0.869812,3059.1785,2661.093318984
1662901200,2022-09-11 13:00:00,AVA/USDT,0.880385,0.880385,0.872501,0.872501,110.8772,96.8257149031
1662897600,2022-09-11 12:00:00,AVA/USDT,0.879984,0.881165,0.874502,0.880429,3722.4282,3264.027328575
1662894000,2022-09-11 11:00:00,AVA/USDT,0.87999,0.883789,0.879983,0.881147,3142.6283,2773.9090308972
1662890400,2022-09-11 10:00:00,AVA/USDT,0.87843,0.87843,0.873631,0.87598,850.5421,745.6425835446
1662886800,2022-09-11 09:00:00,AVA/USDT,0.876226,0.877407,0.87363,0.877407,1120.714,982.1394412148
1662883200,2022-09-11 08:00:00,AVA/USDT,0.879445,0.879445,0.87732,0.878739,2767.8356,2431.2346938785
1662879600,2022-09-11 07:00:00,AVA/USDT,0.870039,0.88202,0.868,0.882018,3236.0121,2834.57753363
1662876000,2022-09-11 06:00:00,AVA/USDT,0.873135,0.877269,0.868001,0.869928,2482.7478,2165.7518458697
1662872400,2022-09-11 05:00:00,AVA/USDT,0.870729,0.878601,0.866446,0.87363,6525.3724,5693.1168436969
1662868800,2022-09-11 04:00:00,AVA/USDT,0.8656,0.8708,0.8656,0.869556,1017.5414,883.5870318313
1662865200,2022-09-11 03:00:00,AVA/USDT,0.863579,0.8656,0.861077,0.8656,1408.3683,1215.8370846791
1662861600,2022-09-11 02:00:00,AVA/USDT,0.861889,0.861889,0.860163,0.860412,613.3146,527.8769243863
1662858000,2022-09-11 01:00:00,AVA/USDT,0.859275,0.862176,0.857,0.862176,453.2266,388.9068602704
1662854400,2022-09-11 00:00:00,AVA/USDT,0.860907,0.86091,0.854659,0.854663,1049.2511,900.542054627
1662850800,2022-09-10 23:00:00,AVA/USDT,0.856701,0.858856,0.856701,0.856701,277.7599,238.1570376686
1662847200,2022-09-10 22:00:00,AVA/USDT,0.855438,0.860913,0.855438,0.860913,1005.2688,863.5027054823
1662843600,2022-09-10 21:00:00,AVA/USDT,0.854799,0.863456,0.854799,0.854967,2715.1268,2334.4374836721
1662840000,2022-09-10 20:00:00,AVA/USDT,0.859046,0.859743,0.854854,0.854854,503.8271,431.794393009
1662836400,2022-09-10 19:00:00,AVA/USDT,0.85916,0.860339,0.856278,0.860339,322.7538,277.0850463966
1662832800,2022-09-10 18:00:00,AVA/USDT,0.854752,0.86,0.854752,0.85916,1250.6563,1072.4418858147
1662829200,2022-09-10 17:00:00,AVA/USDT,0.854212,0.854541,0.850263,0.854541,5002.8706,4271.4467460537
1662825600,2022-09-10 16:00:00,AVA/USDT,0.846904,0.8547,0.846364,0.8547,3833.0098,3253.3393876791
1662822000,2022-09-10 15:00:00,AVA/USDT,0.844129,0.846672,0.843265,0.844108,1861.1052,1571.304765566
1662818400,2022-09-10 14:00:00,AVA/USDT,0.843215,0.846843,0.84145,0.845984,2978.5968,2514.1021052252
1662814800,2022-09-10 13:00:00,AVA/USDT,0.851563,0.853108,0.841053,0.841053,11204.1393,9474.7214257459
1662811200,2022-09-10 12:00:00,AVA/USDT,0.858225,0.858225,0.849857,0.852476,1890.9329,1612.3196435588
1662807600,2022-09-10 11:00:00,AVA/USDT,0.856669,0.859841,0.85482,0.859684,3746.2068,3210.9454210634
1662804000,2022-09-10 10:00:00,AVA/USDT,0.855657,0.856282,0.853253,0.856282,672.6566,575.6099417172
1662800400,2022-09-10 09:00:00,AVA/USDT,0.859463,0.859463,0.852994,0.855816,1949.831,1668.085639195
1662796800,2022-09-10 08:00:00,AVA/USDT,0.854359,0.859455,0.853558,0.859455,1210.0428,1036.219831023
1662793200,2022-09-10 07:00:00,AVA/USDT,0.870784,0.875599,0.852,0.852001,9156.2692,7920.2640452334
1662789600,2022-09-10 06:00:00,AVA/USDT,0.868373,0.870777,0.86486,0.870777,1520.9202,1320.1801788291
1662786000,2022-09-10 05:00:00,AVA/USDT,0.863159,0.868644,0.862611,0.865574,2528.3884,2190.1116976671
1662782400,2022-09-10 04:00:00,AVA/USDT,0.866569,0.867772,0.863542,0.864358,638.255,552.9824959725
1662778800,2022-09-10 03:00:00,AVA/USDT,0.867549,0.868828,0.867549,0.868828,314.3478,272.8045615569
1662775200,2022-09-10 02:00:00,AVA/USDT,0.866603,0.867681,0.865,0.865117,1187.6705,1028.555880741
1662771600,2022-09-10 01:00:00,AVA/USDT,0.869888,0.870902,0.867845,0.867845,1030.0236,895.5431317246
1662768000,2022-09-10 00:00:00,AVA/USDT,0.879584,0.882,0.86779,0.869173,14242.8184,12487.1125109416
1662764400,2022-09-09 23:00:00,AVA/USDT,0.880467,0.882649,0.877448,0.880154,2364.0652,2081.3114115524
1662760800,2022-09-09 22:00:00,AVA/USDT,0.868154,0.883641,0.868154,0.880466,4353.5304,3822.7851194428
1662757200,2022-09-09 21:00:00,AVA/USDT,0.867105,0.871736,0.865989,0.869836,1552.2936,1346.7866193475
1662753600,2022-09-09 20:00:00,AVA/USDT,0.869091,0.870481,0.866454,0.870357,486.8638,423.1368646233
1662750000,2022-09-09 19:00:00,AVA/USDT,0.864808,0.869098,0.86435,0.865695,776.3844,672.7781939424
1662746400,2022-09-09 18:00:00,AVA/USDT,0.86719,0.868285,0.863423,0.864907,1705.9856,1476.1527997104
1662742800,2022-09-09 17:00:00,AVA/USDT,0.86923,0.87323,0.86719,0.86719,5594.2862,4869.5053645619
1662739200,2022-09-09 16:00:00,AVA/USDT,0.869604,0.873314,0.865554,0.865994,7005.3906,6090.0267518723
1662735600,2022-09-09 15:00:00,AVA/USDT,0.875247,0.87974,0.869663,0.872266,3952.6898,3463.6998512119
1662732000,2022-09-09 14:00:00,AVA/USDT,0.870263,0.877025,0.868194,0.877025,1817.8431,1582.6512693212
1662728400,2022-09-09 13:00:00,AVA/USDT,0.874007,0.879752,0.86637,0.870549,31536.9448,27518.2850491709
1662724800,2022-09-09 12:00:00,AVA/USDT,0.858787,0.877442,0.858787,0.873632,4838.7138,4194.609404719
1662721200,2022-09-09 11:00:00,AVA/USDT,0.871872,0.871872,0.8567,0.858787,9560.1195,8251.382761648
1662717600,2022-09-09 10:00:00,AVA/USDT,0.880468,0.880468,0.867011,0.871233,17514.282,15271.1689009197
1662714000,2022-09-09 09:00:00,AVA/USDT,0.881266,0.883543,0.873341,0.878084,11883.0315,10440.8839302595
1662710400,2022-09-09 08:00:00,AVA/USDT,0.866557,0.881265,0.866557,0.881265,9883.5397,8654.2420417382
1662706800,2022-09-09 07:00:00,AVA/USDT,0.865313,0.868194,0.862629,0.862652,22233.566,19221.7519326872
1662703200,2022-09-09 06:00:00,AVA/USDT,0.862261,0.865981,0.86012,0.863736,6600.2055,5689.2661523825
1662699600,2022-09-09 05:00:00,AVA/USDT,0.863468,0.871107,0.862927,0.863465,3184.622,2752.7454265014
1662696000,2022-09-09 04:00:00,AVA/USDT,0.852,0.866373,0.849545,0.864184,10906.4864,9396.3557940641
1662692400,2022-09-09 03:00:00,AVA/USDT,0.846113,0.85075,0.846113,0.847021,652.2081,553.2828920283
1662688800,2022-09-09 02:00:00,AVA/USDT,0.845256,0.846815,0.842038,0.842893,567.642,479.203865648
1662685200,2022-09-09 01:00:00,AVA/USDT,0.843086,0.846083,0.842,0.845256,3671.181,3093.6382630692
1662681600,2022-09-09 00:00:00,AVA/USDT,0.842519,0.847668,0.841123,0.845256,1531.2706,1291.1381847029
1662678000,2022-09-08 23:00:00,AVA/USDT,0.839268,0.849863,0.839268,0.841836,11709.161,9898.2771008554
1662674400,2022-09-08 22:00:00,AVA/USDT,0.834647,0.838905,0.834647,0.838865,21.9733,18.4176050639
1662670800,2022-09-08 21:00:00,AVA/USDT,0.834079,0.834816,0.832191,0.834816,980.6327,817.9573187869
1662667200,2022-09-08 20:00:00,AVA/USDT,0.83545,0.838646,0.83443,0.83443,1285.647,1075.459285682
1662663600,2022-09-08 19:00:00,AVA/USDT,0.832174,0.83545,0.831363,0.83545,2766.1853,2302.0325861434
1662660000,2022-09-08 18:00:00,AVA/USDT,0.842779,0.844912,0.8332,0.836,2779.934,2327.1957171926
1662656400,2022-09-08 17:00:00,AVA/USDT,0.83862,0.844912,0.838179,0.844912,1580.4259,1328.5714385304
1662652800,2022-09-08 16:00:00,AVA/USDT,0.833423,0.840163,0.831,0.838496,4383.7907,3663.6243897491
1662649200,2022-09-08 15:00:00,AVA/USDT,0.835013,0.838546,0.833434,0.833434,1459.5006,1220.4552795126
1662645600,2022-09-08 14:00:00,AVA/USDT,0.832859,0.834489,0.829486,0.834489,2200.0944,1826.7332774519
1662642000,2022-09-08 13:00:00,AVA/USDT,0.831796,0.835013,0.825118,0.833454,2736.4514,2274.0402088215
1662638400,2022-09-08 12:00:00,AVA/USDT,0.833855,0.836776,0.830131,0.831563,2372.9745,1976.5856130751
1662634800,2022-09-08 11:00:00,AVA/USDT,0.838791,0.839068,0.835892,0.835892,828.1736,693.1979233375
1662631200,2022-09-08 10:00:00,AVA/USDT,0.835012,0.838,0.829152,0.838,5456.4758,4547.7178351968
1662627600,2022-09-08 09:00:00,AVA/USDT,0.833375,0.8349,0.830763,0.830763,1223.688,1017.9355291664
1662624000,2022-09-08 08:00:00,AVA/USDT,0.824255,0.834534,0.824255,0.833579,4810.053,4003.5609850086
1662620400,2022-09-08 07:00:00,AVA/USDT,0.833076,0.833076,0.823957,0.827079,3010.9925,2487.2190436202
1662616800,2022-09-08 06:00:00,AVA/USDT,0.8341,0.834896,0.832,0.832,547.4843,455.9456478164
1662613200,2022-09-08 05:00:00,AVA/USDT,0.839312,0.840631,0.834235,0.834235,514.4321,429.6176416863
