https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVA,Volume USDT
1663459200,2022-09-18 00:00:00,AVA/USDT,0.797268,0.797268,0.780777,0.782258,7151.2875,5622.2300408964
1663455600,2022-09-17 23:00:00,AVA/USDT,0.793224,0.796639,0.793224,0.796639,420.833,334.9257711837
1663452000,2022-09-17 22:00:00,AVA/USDT,0.79565,0.795882,0.793339,0.793339,268.477,213.6662655073
1663448400,2022-09-17 21:00:00,AVA/USDT,0.79727,0.798001,0.791844,0.793542,3691.0878,2933.5090882306
1663444800,2022-09-17 20:00:00,AVA/USDT,0.79291,0.797108,0.791891,0.797108,378.6688,301.3176803416
1663441200,2022-09-17 19:00:00,AVA/USDT,0.794882,0.794882,0.79117,0.794656,432.7124,343.2662874482
1663437600,2022-09-17 18:00:00,AVA/USDT,0.800451,0.800451,0.795097,0.795923,467.6311,372.1796682947
1663434000,2022-09-17 17:00:00,AVA/USDT,0.800728,0.804951,0.797891,0.799329,1310.4679,1049.5775920978
1663430400,2022-09-17 16:00:00,AVA/USDT,0.796921,0.804906,0.79692,0.803308,2140.3822,1715.3494501727
1663426800,2022-09-17 15:00:00,AVA/USDT,0.798158,0.799665,0.794481,0.799665,1924.8827,1532.574894553
1663423200,2022-09-17 14:00:00,AVA/USDT,0.794,0.7975,0.79299,0.795461,1174.7597,934.6455875825
1663419600,2022-09-17 13:00:00,AVA/USDT,0.802842,0.802842,0.794001,0.794001,2339.6946,1866.7360678353
1663416000,2022-09-17 12:00:00,AVA/USDT,0.803847,0.80444,0.8,0.801395,948.5951,760.5240942574
1663412400,2022-09-17 11:00:00,AVA/USDT,0.808715,0.821156,0.801839,0.801839,10109.922,8190.8328558527
1663408800,2022-09-17 10:00:00,AVA/USDT,0.759075,0.829826,0.756882,0.808358,44548.3756,35107.7834700961
1663405200,2022-09-17 09:00:00,AVA/USDT,0.755138,0.759138,0.754485,0.759081,3129.9125,2367.2581456126
1663401600,2022-09-17 08:00:00,AVA/USDT,0.750143,0.75576,0.750143,0.754491,3673.4559,2766.5031821922
1663398000,2022-09-17 07:00:00,AVA/USDT,0.749543,0.75183,0.748368,0.748368,1452.0595,1087.4715193792
1663394400,2022-09-17 06:00:00,AVA/USDT,0.749242,0.749242,0.746587,0.746587,2904.1931,2173.393669433
1663390800,2022-09-17 05:00:00,AVA/USDT,0.750281,0.750934,0.749235,0.750432,786.9625,590.6399825286
1663387200,2022-09-17 04:00:00,AVA/USDT,0.749283,0.751454,0.749235,0.749235,5920.4051,4440.4764098899
1663383600,2022-09-17 03:00:00,AVA/USDT,0.744947,0.748626,0.744947,0.748626,616.6847,460.7242149751
1663380000,2022-09-17 02:00:00,AVA/USDT,0.747635,0.748208,0.745034,0.74782,1193.6596,892.4502752047
1663376400,2022-09-17 01:00:00,AVA/USDT,0.743817,0.747636,0.743059,0.747636,1492.4687,1111.4337664393
1663372800,2022-09-17 00:00:00,AVA/USDT,0.73721,0.743818,0.73721,0.741358,515.9471,382.6293650772
1663369200,2022-09-16 23:00:00,AVA/USDT,0.736401,0.738235,0.735729,0.736695,2087.9842,1538.6085278776
1663365600,2022-09-16 22:00:00,AVA/USDT,0.740533,0.742039,0.736565,0.739215,3193.2833,2361.0245054693
1663362000,2022-09-16 21:00:00,AVA/USDT,0.740533,0.744959,0.740533,0.742395,1304.1421,966.9702909933
1663358400,2022-09-16 20:00:00,AVA/USDT,0.740375,0.744406,0.740374,0.743103,3097.1706,2299.5325050731
1663354800,2022-09-16 19:00:00,AVA/USDT,0.735012,0.740374,0.735012,0.740374,3658.2959,2703.5066759782
1663351200,2022-09-16 18:00:00,AVA/USDT,0.73602,0.737396,0.732672,0.735012,860.9281,633.2313306881
1663347600,2022-09-16 17:00:00,AVA/USDT,0.75298,0.75298,0.715972,0.735659,20176.9886,14790.4849580897
1663344000,2022-09-16 16:00:00,AVA/USDT,0.75927,0.75927,0.7517,0.754074,2403.2452,1815.1679595374
1663340400,2022-09-16 15:00:00,AVA/USDT,0.762394,0.762849,0.762376,0.762649,747.5862,570.0206179698
1663336800,2022-09-16 14:00:00,AVA/USDT,0.752672,0.762125,0.752672,0.761054,2594.4489,1969.2643023169
1663333200,2022-09-16 13:00:00,AVA/USDT,0.776353,0.776353,0.745509,0.756415,17372.157,13151.2253945324
1663329600,2022-09-16 12:00:00,AVA/USDT,0.770892,0.77904,0.770892,0.774362,3856.938,2997.923109065
1663326000,2022-09-16 11:00:00,AVA/USDT,0.767826,0.770892,0.767825,0.770892,297.9263,229.32180865
1663322400,2022-09-16 10:00:00,AVA/USDT,0.768117,0.769177,0.764565,0.769177,470.7814,361.0449595155
1663318800,2022-09-16 09:00:00,AVA/USDT,0.772587,0.773673,0.765646,0.765646,3899.5771,2997.402822792
1663315200,2022-09-16 08:00:00,AVA/USDT,0.771199,0.772996,0.769152,0.769223,320.2551,246.8555367676
1663311600,2022-09-16 07:00:00,AVA/USDT,0.775,0.775824,0.772218,0.772943,53.4063,41.2599772143
1663308000,2022-09-16 06:00:00,AVA/USDT,0.774363,0.775624,0.772508,0.77381,257.5694,199.1088643041
1663304400,2022-09-16 05:00:00,AVA/USDT,0.774362,0.776672,0.774362,0.775907,3.8853,3.0135939996
1663300800,2022-09-16 04:00:00,AVA/USDT,0.777839,0.778609,0.775081,0.775081,1758.4008,1367.4465568386
1663297200,2022-09-16 03:00:00,AVA/USDT,0.776584,0.776584,0.771065,0.771065,397.7998,307.289534053
1663293600,2022-09-16 02:00:00,AVA/USDT,0.778179,0.778179,0.773508,0.775283,267.263,207.0270728904
1663290000,2022-09-16 01:00:00,AVA/USDT,0.775689,0.778179,0.775689,0.778179,203.7487,158.0536464286
1663286400,2022-09-16 00:00:00,AVA/USDT,0.77656,0.776788,0.76945,0.77569,2537.5014,1964.3761258423
1663282800,2022-09-15 23:00:00,AVA/USDT,0.774652,0.778056,0.774652,0.778056,265.202,206.0238749643
1663279200,2022-09-15 22:00:00,AVA/USDT,0.78054,0.782594,0.774944,0.778636,1489.0377,1159.3684584468
1663275600,2022-09-15 21:00:00,AVA/USDT,0.782222,0.786059,0.781998,0.781998,3604.1729,2824.6510395927
1663272000,2022-09-15 20:00:00,AVA/USDT,0.780043,0.78456,0.780043,0.781336,190.0874,148.8642214454
1663268400,2022-09-15 19:00:00,AVA/USDT,0.778606,0.78354,0.77818,0.78354,3118.8219,2437.95212672
1663264800,2022-09-15 18:00:00,AVA/USDT,0.779428,0.782711,0.778604,0.778604,536.9174,418.5788010438
1663261200,2022-09-15 17:00:00,AVA/USDT,0.7802,0.783333,0.778718,0.779428,750.801,586.3930785573
1663257600,2022-09-15 16:00:00,AVA/USDT,0.773201,0.7802,0.773201,0.780199,263.9331,205.4357473474
1663254000,2022-09-15 15:00:00,AVA/USDT,0.77,0.776964,0.765761,0.776964,4542.9983,3500.2802137203
1663250400,2022-09-15 14:00:00,AVA/USDT,0.787,0.78931,0.768533,0.77,6203.2197,4832.8754800363
1663246800,2022-09-15 13:00:00,AVA/USDT,0.787774,0.789352,0.783332,0.783332,1308.2107,1030.1120308162
1663243200,2022-09-15 12:00:00,AVA/USDT,0.788087,0.790322,0.787213,0.790322,1366.9275,1078.432981374
1663239600,2022-09-15 11:00:00,AVA/USDT,0.788234,0.789792,0.787001,0.789792,625.3532,493.6124332485
1663236000,2022-09-15 10:00:00,AVA/USDT,0.79059,0.793452,0.789,0.78955,4132.0697,3268.3875827454
1663232400,2022-09-15 09:00:00,AVA/USDT,0.793099,0.793707,0.79059,0.793441,2532.8852,2007.5660329175
1663228800,2022-09-15 08:00:00,AVA/USDT,0.794664,0.794748,0.790084,0.790084,2642.4052,2092.8645686485
1663225200,2022-09-15 07:00:00,AVA/USDT,0.787,0.801278,0.787,0.794705,4845.7878,3863.4808418832
1663221600,2022-09-15 06:00:00,AVA/USDT,0.789399,0.79876,0.7815,0.785816,11169.562,8803.2731097426
1663218000,2022-09-15 05:00:00,AVA/USDT,0.786712,0.793449,0.7862,0.790457,2748.5299,2172.5145526024
1663214400,2022-09-15 04:00:00,AVA/USDT,0.786898,0.786898,0.78621,0.786518,198.6124,156.2324465622
1663210800,2022-09-15 03:00:00,AVA/USDT,0.7905,0.7905,0.783653,0.786874,3481.6741,2734.3931277446
1663207200,2022-09-15 02:00:00,AVA/USDT,0.811,0.811,0.790678,0.792254,5270.6447,4208.821798066
1663203600,2022-09-15 01:00:00,AVA/USDT,0.811986,0.813503,0.808724,0.811,891.7236,722.6897310877
1663200000,2022-09-15 00:00:00,AVA/USDT,0.812115,0.81308,0.810111,0.811568,511.5979,415.5210023949
1663196400,2022-09-14 23:00:00,AVA/USDT,0.812831,0.813051,0.810627,0.810627,2664.0851,2165.1197485159
1663192800,2022-09-14 22:00:00,AVA/USDT,0.810881,0.815,0.809124,0.813347,2183.6004,1772.0338939274
1663189200,2022-09-14 21:00:00,AVA/USDT,0.801427,0.8115,0.799666,0.811252,2630.9232,2117.1572359751
1663185600,2022-09-14 20:00:00,AVA/USDT,0.785816,0.808942,0.785816,0.804475,7722.5092,6168.9354231546
1663182000,2022-09-14 19:00:00,AVA/USDT,0.780488,0.785744,0.780009,0.785744,1012.0482,792.3132722703
1663178400,2022-09-14 18:00:00,AVA/USDT,0.790909,0.792873,0.77818,0.782012,6531.2747,5134.2903196074
1663174800,2022-09-14 17:00:00,AVA/USDT,0.806915,0.810584,0.790913,0.790913,6508.6783,5191.2465007444
1663171200,2022-09-14 16:00:00,AVA/USDT,0.809435,0.810864,0.806999,0.807,2718.8933,2197.3205412847
1663167600,2022-09-14 15:00:00,AVA/USDT,0.811168,0.814632,0.81112,0.81134,161.5517,131.4248361534
1663164000,2022-09-14 14:00:00,AVA/USDT,0.809434,0.814475,0.809434,0.814475,39.6429,32.201814499
1663160400,2022-09-14 13:00:00,AVA/USDT,0.810572,0.813846,0.807557,0.811384,1437.4761,1164.2913815018
1663156800,2022-09-14 12:00:00,AVA/USDT,0.809616,0.814204,0.802691,0.814204,4018.2956,3255.709863767
1663153200,2022-09-14 11:00:00,AVA/USDT,0.814198,0.816066,0.807872,0.807872,1366.004,1106.4089935793
1663149600,2022-09-14 10:00:00,AVA/USDT,0.814074,0.81636,0.812035,0.81636,922.7283,751.628196075
1663146000,2022-09-14 09:00:00,AVA/USDT,0.811376,0.813785,0.810675,0.810675,2628.8173,2134.76670198
1663142400,2022-09-14 08:00:00,AVA/USDT,0.816956,0.817234,0.808724,0.812819,2349.5021,1908.1236135039
1663138800,2022-09-14 07:00:00,AVA/USDT,0.826496,0.827352,0.816956,0.816956,3950.7364,3252.1869923847
1663135200,2022-09-14 06:00:00,AVA/USDT,0.825186,0.826497,0.823062,0.826497,1533.5691,1265.9674259702
1663131600,2022-09-14 05:00:00,AVA/USDT,0.828243,0.831632,0.8255,0.8255,686.3294,567.968595411
1663128000,2022-09-14 04:00:00,AVA/USDT,0.823664,0.829,0.820787,0.829,855.3888,705.9795390552
1663124400,2022-09-14 03:00:00,AVA/USDT,0.820959,0.823484,0.819722,0.823484,3702.4729,3044.0405713155
1663120800,2022-09-14 02:00:00,AVA/USDT,0.814074,0.822953,0.810303,0.822953,4072.1796,3318.3852879126
1663117200,2022-09-14 01:00:00,AVA/USDT,0.81189,0.812542,0.811055,0.812542,80.4963,65.3647605857
1663113600,2022-09-14 00:00:00,AVA/USDT,0.810112,0.813172,0.808724,0.809216,659.7236,534.8045617791
1663110000,2022-09-13 23:00:00,AVA/USDT,0.816001,0.818602,0.810315,0.815,1644.7046,1337.3748558188
1663106400,2022-09-13 22:00:00,AVA/USDT,0.81912,0.820079,0.816001,0.816001,320.754,262.3450989487
1663102800,2022-09-13 21:00:00,AVA/USDT,0.82114,0.823638,0.816,0.81617,3537.1567,2900.143133471
1663099200,2022-09-13 20:00:00,AVA/USDT,0.822,0.8255,0.820139,0.821279,8035.2872,6606.1099897699
1663095600,2022-09-13 19:00:00,AVA/USDT,0.805056,0.82069,0.799481,0.82069,5772.9048,4669.1941904084
1663092000,2022-09-13 18:00:00,AVA/USDT,0.805081,0.80917,0.801088,0.801088,5617.252,4521.4333592414
1663088400,2022-09-13 17:00:00,AVA/USDT,0.806542,0.8082,0.803132,0.807909,728.0743,586.289575405
1663084800,2022-09-13 16:00:00,AVA/USDT,0.801089,0.806618,0.799563,0.806618,10035.63,8041.247237107
1663081200,2022-09-13 15:00:00,AVA/USDT,0.80415,0.806226,0.801088,0.803553,1239.552,996.3941388895
1663077600,2022-09-13 14:00:00,AVA/USDT,0.803737,0.808118,0.79511,0.80416,6459.7626,5177.1326023338
1663074000,2022-09-13 13:00:00,AVA/USDT,0.817559,0.821598,0.802641,0.805172,16293.7682,13192.4458376406
1663070400,2022-09-13 12:00:00,AVA/USDT,0.864928,0.866158,0.815716,0.817679,20333.8917,16981.2764116345
1663066800,2022-09-13 11:00:00,AVA/USDT,0.870799,0.873629,0.864169,0.864511,2680.6153,2329.5673400785
1663063200,2022-09-13 10:00:00,AVA/USDT,0.865999,0.870773,0.863803,0.870773,1694.1999,1468.4132673779
1663059600,2022-09-13 09:00:00,AVA/USDT,0.868531,0.869812,0.867067,0.868206,140.476,121.8603588221
1663056000,2022-09-13 08:00:00,AVA/USDT,0.871122,0.871122,0.8647,0.868752,1601.9256,1388.0175688967
1663052400,2022-09-13 07:00:00,AVA/USDT,0.852933,0.877744,0.852933,0.871204,8823.1902,7668.7834068375
1663048800,2022-09-13 06:00:00,AVA/USDT,0.850517,0.857534,0.850517,0.850897,3281.7879,2799.8843842049
1663045200,2022-09-13 05:00:00,AVA/USDT,0.852405,0.854108,0.849657,0.851506,1309.7501,1115.5040615862
1663041600,2022-09-13 04:00:00,AVA/USDT,0.8567,0.857,0.849227,0.849227,2285.4096,1950.0951598764
1663038000,2022-09-13 03:00:00,AVA/USDT,0.853931,0.856317,0.85271,0.855098,4615.4739,3945.2452135684
1663034400,2022-09-13 02:00:00,AVA/USDT,0.846108,0.854484,0.840395,0.85309,2618.209,2221.5255384901
1663030800,2022-09-13 01:00:00,AVA/USDT,0.844,0.847092,0.843394,0.846108,1290.9544,1089.8200198632
1663027200,2022-09-13 00:00:00,AVA/USDT,0.852,0.85673,0.844001,0.844001,6359.8847,5423.8219465863
1663023600,2022-09-12 23:00:00,AVA/USDT,0.849781,0.852306,0.848462,0.852,7232.7042,6150.9794946101
1663020000,2022-09-12 22:00:00,AVA/USDT,0.853888,0.854201,0.849708,0.849708,1279.9248,1089.5413900822
1663016400,2022-09-12 21:00:00,AVA/USDT,0.855905,0.856386,0.85143,0.854142,2948.3972,2515.6452745537
1663012800,2022-09-12 20:00:00,AVA/USDT,0.858144,0.859961,0.855137,0.859828,818.6871,702.1437847051
1663009200,2022-09-12 19:00:00,AVA/USDT,0.854738,0.858145,0.854558,0.858143,659.9453,564.5583194958
1663005600,2022-09-12 18:00:00,AVA/USDT,0.85553,0.85553,0.852101,0.852101,233.2167,199.0516118705
1663002000,2022-09-12 17:00:00,AVA/USDT,0.850722,0.85454,0.847801,0.853631,3302.3871,2811.2846909968
1662998400,2022-09-12 16:00:00,AVA/USDT,0.855624,0.855764,0.848131,0.854466,2921.5936,2489.1935798562
1662994800,2022-09-12 15:00:00,AVA/USDT,0.874586,0.874586,0.852406,0.855401,9265.2238,8002.7645868834
1662991200,2022-09-12 14:00:00,AVA/USDT,0.881161,0.88443,0.875342,0.875342,2291.4976,2015.9407056808
1662987600,2022-09-12 13:00:00,AVA/USDT,0.885,0.887663,0.875757,0.877448,24075.3173,21193.1116103293
1662984000,2022-09-12 12:00:00,AVA/USDT,0.874222,0.885601,0.873911,0.885,10791.0008,9535.5175034717
1662980400,2022-09-12 11:00:00,AVA/USDT,0.877447,0.881266,0.874999,0.878656,1568.6862,1377.6964092072
1662976800,2022-09-12 10:00:00,AVA/USDT,0.879036,0.881942,0.87341,0.87341,2704.8742,2367.4833545733
1662973200,2022-09-12 09:00:00,AVA/USDT,0.878577,0.88471,0.878577,0.882255,1469.6589,1295.5044816138
1662969600,2022-09-12 08:00:00,AVA/USDT,0.881262,0.884258,0.878867,0.883338,4841.5886,4263.8155084418
1662966000,2022-09-12 07:00:00,AVA/USDT,0.868866,0.8808,0.866318,0.877106,2757.926,2405.0082010768
