https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EDG,Volume BTC
1663459200,2022-09-18 00:00:00,EDG/BTC,0.000000058,0.0000000633,0.000000058,0.0000000621,19502.8913,0.00118189597766
1663372800,2022-09-17 00:00:00,EDG/BTC,0.0000000547,0.000000064,0.0000000537,0.0000000588,1937021.2267,0.10903594109362
1663286400,2022-09-16 00:00:00,EDG/BTC,0.0000000578,0.0000000592,0.0000000559,0.0000000561,55343.5457,0.00319569156273
1663200000,2022-09-15 00:00:00,EDG/BTC,0.0000000595,0.0000000595,0.0000000545,0.0000000565,198492.2938,0.01119784522386
1663113600,2022-09-14 00:00:00,EDG/BTC,0.0000000559,0.0000000692,0.0000000537,0.0000000549,1722143.2375,0.10897564218635
1663027200,2022-09-13 00:00:00,EDG/BTC,0.0000000533,0.0000000562,0.0000000501,0.0000000536,227008.5154,0.0122822761901
1662940800,2022-09-12 00:00:00,EDG/BTC,0.0000000536,0.00000006,0.0000000516,0.0000000523,757389.0341,0.04115375435437
1662854400,2022-09-11 00:00:00,EDG/BTC,0.0000000553,0.0000000583,0.0000000535,0.000000057,903969.817,0.04928603746087
1662768000,2022-09-10 00:00:00,EDG/BTC,0.0000000579,0.0000000591,0.0000000529,0.0000000553,670714.0881,0.03786463593089
1662681600,2022-09-09 00:00:00,EDG/BTC,0.0000000695,0.0000000695,0.0000000502,0.0000000578,1935925.2412,0.11303138883453
1662595200,2022-09-08 00:00:00,EDG/BTC,0.0000000675,0.0000000729,0.0000000664,0.0000000707,191099.8727,0.01312101726242
1662508800,2022-09-07 00:00:00,EDG/BTC,0.0000000618,0.000000089,0.0000000608,0.0000000671,4049003.8073,0.27777071435609
1662422400,2022-09-06 00:00:00,EDG/BTC,0.0000000669,0.0000000674,0.000000055,0.0000000609,6708649.2586,0.40014640735502
1662336000,2022-09-05 00:00:00,EDG/BTC,0.0000000687,0.0000000763,0.0000000638,0.0000000662,5875451.735,0.38998155869397
1662249600,2022-09-04 00:00:00,EDG/BTC,0.0000000688,0.0000000715,0.0000000649,0.0000000681,428757.9652,0.02912371295763
1662163200,2022-09-03 00:00:00,EDG/BTC,0.0000000651,0.0000000698,0.0000000648,0.0000000676,294911.6347,0.0199749093328
1662076800,2022-09-02 00:00:00,EDG/BTC,0.000000064,0.0000000698,0.0000000632,0.000000065,426743.3511,0.02824601115058
1661990400,2022-09-01 00:00:00,EDG/BTC,0.000000065,0.0000000678,0.0000000628,0.0000000662,179438.1516,0.01178770224912
1661904000,2022-08-31 00:00:00,EDG/BTC,0.0000000681,0.000000071,0.0000000628,0.0000000631,393321.4427,0.02571964832055
1661817600,2022-08-30 00:00:00,EDG/BTC,0.0000000594,0.000000069,0.000000059,0.000000067,785549.4956,0.04988920532228
1661731200,2022-08-29 00:00:00,EDG/BTC,0.00000006,0.0000000622,0.0000000594,0.0000000594,124300.9477,0.00756148455833
1661644800,2022-08-28 00:00:00,EDG/BTC,0.0000000607,0.0000000625,0.00000006,0.00000006,43175.0913,0.00264046191096
1661558400,2022-08-27 00:00:00,EDG/BTC,0.0000000624,0.0000000657,0.0000000607,0.0000000607,201974.9036,0.01279942639473
1661472000,2022-08-26 00:00:00,EDG/BTC,0.0000000651,0.0000000695,0.0000000606,0.0000000629,1134726.5961,0.07455474146614
1661385600,2022-08-25 00:00:00,EDG/BTC,0.000000067,0.0000000693,0.0000000647,0.0000000675,122359.5124,0.00803991619179
1661299200,2022-08-24 00:00:00,EDG/BTC,0.0000000705,0.0000000763,0.0000000633,0.0000000675,1379919.629,0.09337997504056
1661212800,2022-08-23 00:00:00,EDG/BTC,0.0000000699,0.0000000728,0.000000068,0.000000069,820087.3357,0.05735077176634
1661126400,2022-08-22 00:00:00,EDG/BTC,0.0000000646,0.0000000814,0.0000000617,0.0000000692,2656693.8186,0.18900142154345
1661040000,2022-08-21 00:00:00,EDG/BTC,0.0000000709,0.0000000709,0.000000064,0.000000065,64939.9638,0.00431884788717
1660953600,2022-08-20 00:00:00,EDG/BTC,0.0000000663,0.0000000717,0.000000065,0.0000000676,418564.9289,0.02919015412199
1660867200,2022-08-19 00:00:00,EDG/BTC,0.0000000621,0.0000000693,0.0000000621,0.0000000693,178714.9564,0.01170759215324
1660780800,2022-08-18 00:00:00,EDG/BTC,0.0000000633,0.000000067,0.0000000617,0.0000000625,434324.7599,0.02787099020708
1660694400,2022-08-17 00:00:00,EDG/BTC,0.0000000603,0.0000000654,0.0000000596,0.0000000623,460473.5516,0.02853657866984
1660608000,2022-08-16 00:00:00,EDG/BTC,0.0000000609,0.0000000622,0.0000000588,0.00000006,462796.6192,0.02794189635531
1660521600,2022-08-15 00:00:00,EDG/BTC,0.0000000625,0.0000000633,0.0000000582,0.0000000616,291241.8033,0.01774528674322
1660435200,2022-08-14 00:00:00,EDG/BTC,0.000000061,0.0000000645,0.0000000603,0.0000000608,877285.8644,0.05404651801052
1660348800,2022-08-13 00:00:00,EDG/BTC,0.0000000622,0.0000000637,0.0000000611,0.0000000613,103771.301,0.0064989728236
1660262400,2022-08-12 00:00:00,EDG/BTC,0.0000000671,0.0000000707,0.0000000584,0.000000062,373663.742,0.02315638765825
1660176000,2022-08-11 00:00:00,EDG/BTC,0.0000000655,0.0000000681,0.0000000632,0.0000000671,1647803.8552,0.10739018101239
1660089600,2022-08-10 00:00:00,EDG/BTC,0.0000000667,0.0000000704,0.0000000643,0.0000000676,483468.6469,0.03234365454398
1660003200,2022-08-09 00:00:00,EDG/BTC,0.0000000726,0.0000000781,0.0000000597,0.0000000658,1695712.2212,0.11410207801113
1659916800,2022-08-08 00:00:00,EDG/BTC,0.0000000772,0.000000079,0.0000000713,0.0000000733,557909.9387,0.04167788183138
1659830400,2022-08-07 00:00:00,EDG/BTC,0.0000000749,0.0000000926,0.0000000685,0.0000000804,667675.3804,0.05366883963761
1659744000,2022-08-06 00:00:00,EDG/BTC,0.0000000696,0.0000000844,0.0000000682,0.0000000756,1728626.026,0.13405602147102
1659657600,2022-08-05 00:00:00,EDG/BTC,0.0000000684,0.0000001006,0.0000000653,0.0000000686,2428219.575,0.19081780201675
1659571200,2022-08-04 00:00:00,EDG/BTC,0.0000000627,0.0000000894,0.0000000619,0.0000000682,2138829.6496,0.15447898553247
1659484800,2022-08-03 00:00:00,EDG/BTC,0.0000000642,0.0000000663,0.0000000618,0.0000000644,769872.3615,0.04882621096142
1659398400,2022-08-02 00:00:00,EDG/BTC,0.0000000655,0.0000000666,0.0000000622,0.0000000644,555248.8962,0.03522546294754
1659312000,2022-08-01 00:00:00,EDG/BTC,0.0000000652,0.0000000669,0.0000000628,0.0000000652,201046.3716,0.01292424343059
1659225600,2022-07-31 00:00:00,EDG/BTC,0.0000000641,0.0000000685,0.0000000625,0.0000000659,572844.1281,0.03675488385256
1659139200,2022-07-30 00:00:00,EDG/BTC,0.0000000616,0.0000000646,0.000000058,0.0000000641,3126987.6661,0.19070539873552
1659052800,2022-07-29 00:00:00,EDG/BTC,0.0000000655,0.0000000665,0.0000000605,0.000000062,799134.6314,0.05151715350884
