https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFDAI,Volume BTC
1663459200,2022-09-18 00:00:00,YFDAI/BTC,0.001289,0.001417,0.001284,0.001393,3.7152,0.0048892107
1663372800,2022-09-17 00:00:00,YFDAI/BTC,0.001218,0.00227,0.001164,0.001283,238.3009,0.3614010754
1663286400,2022-09-16 00:00:00,YFDAI/BTC,0.001197,0.001245,0.001159,0.001224,23.9612,0.0289082233
1663200000,2022-09-15 00:00:00,YFDAI/BTC,0.001241,0.001241,0.001172,0.001197,11.1616,0.0134832171
1663113600,2022-09-14 00:00:00,YFDAI/BTC,0.001178,0.001437,0.00117,0.001223,143.9924,0.1880900934
1663027200,2022-09-13 00:00:00,YFDAI/BTC,0.001113,0.001323,0.001093,0.001273,17.2832,0.0203520311
1662940800,2022-09-12 00:00:00,YFDAI/BTC,0.001184,0.001199,0.001071,0.001118,10.7971,0.0122558982
1662854400,2022-09-11 00:00:00,YFDAI/BTC,0.001196,0.001238,0.001152,0.001152,4.8343,0.005838409
1662768000,2022-09-10 00:00:00,YFDAI/BTC,0.001262,0.001285,0.001142,0.001196,4.4615,0.0054166897
1662681600,2022-09-09 00:00:00,YFDAI/BTC,0.001264,0.001327,0.001191,0.001196,45.475,0.0564330035
1662595200,2022-09-08 00:00:00,YFDAI/BTC,0.001262,0.001682,0.001262,0.001277,106.7907,0.1513109207
1662508800,2022-09-07 00:00:00,YFDAI/BTC,0.001335,0.001349,0.001229,0.00125,62.1712,0.0800481128
1662422400,2022-09-06 00:00:00,YFDAI/BTC,0.001308,0.001482,0.0013,0.001364,41.8865,0.057016799
1662336000,2022-09-05 00:00:00,YFDAI/BTC,0.001373,0.001383,0.001251,0.001296,91.6124,0.1190365257
1662249600,2022-09-04 00:00:00,YFDAI/BTC,0.001261,0.001535,0.00123,0.001319,48.8277,0.0665117389
1662163200,2022-09-03 00:00:00,YFDAI/BTC,0.001269,0.001302,0.001202,0.001288,16.4178,0.0207255411
1662076800,2022-09-02 00:00:00,YFDAI/BTC,0.001335,0.001336,0.001207,0.001269,25.2374,0.0316925148
1661990400,2022-09-01 00:00:00,YFDAI/BTC,0.001291,0.001342,0.001213,0.001286,43.4145,0.0547842845
1661904000,2022-08-31 00:00:00,YFDAI/BTC,0.001364,0.001392,0.001282,0.001282,38.6753,0.0510093981
1661817600,2022-08-30 00:00:00,YFDAI/BTC,0.001368,0.00139,0.001295,0.001362,13.0528,0.0177234556
1661731200,2022-08-29 00:00:00,YFDAI/BTC,0.001385,0.001442,0.001323,0.001407,31.5,0.0435747158
1661644800,2022-08-28 00:00:00,YFDAI/BTC,0.001446,0.001535,0.001314,0.001358,95.3141,0.1357682671
1661558400,2022-08-27 00:00:00,YFDAI/BTC,0.001435,0.00152,0.001388,0.001478,27.9528,0.0405123642
1661472000,2022-08-26 00:00:00,YFDAI/BTC,0.001357,0.001475,0.001357,0.001384,10.5005,0.0148021968
1661385600,2022-08-25 00:00:00,YFDAI/BTC,0.001362,0.001489,0.001306,0.001381,42.3163,0.0583422083
1661299200,2022-08-24 00:00:00,YFDAI/BTC,0.001437,0.001437,0.0013,0.001377,11.5618,0.0158246734
