https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADB,Volume BTC
1663459200,2022-09-18 00:00:00,ADB/BTC,0.000000014,0.0000000141,0.000000014,0.0000000141,11338.6054,0.00015986830974
1663372800,2022-09-17 00:00:00,ADB/BTC,0.0000000131,0.0000000146,0.0000000129,0.0000000141,2983380.4542,0.04190096189121
1663286400,2022-09-16 00:00:00,ADB/BTC,0.0000000133,0.0000000147,0.0000000091,0.0000000132,15854188.402,0.19801384311541
1663200000,2022-09-15 00:00:00,ADB/BTC,0.000000017,0.0000000173,0.0000000129,0.0000000134,6198434.9164,0.09455243189664
1663113600,2022-09-14 00:00:00,ADB/BTC,0.0000000193,0.000000022,0.0000000159,0.0000000169,9546070.3886,0.17175104082053
1663027200,2022-09-13 00:00:00,ADB/BTC,0.0000000197,0.0000000207,0.0000000179,0.0000000192,4527505.2394,0.08767728221806
1662940800,2022-09-12 00:00:00,ADB/BTC,0.0000000172,0.0000000215,0.000000017,0.00000002,8744540.1361,0.16977101246835
1662854400,2022-09-11 00:00:00,ADB/BTC,0.0000000177,0.0000000182,0.000000017,0.0000000172,35465248.2786,0.62640278811736
1662768000,2022-09-10 00:00:00,ADB/BTC,0.0000000165,0.0000000186,0.0000000147,0.0000000179,6853141.5875,0.11647826511174
1662681600,2022-09-09 00:00:00,ADB/BTC,0.0000000178,0.0000000179,0.0000000153,0.0000000165,4844952.1164,0.08097561388614
1662595200,2022-09-08 00:00:00,ADB/BTC,0.000000018,0.0000000184,0.0000000169,0.000000018,140895466.9307,2.41001470975321
1662508800,2022-09-07 00:00:00,ADB/BTC,0.000000018,0.0000000183,0.0000000176,0.0000000179,7623226.0954,0.13522243689139
1662422400,2022-09-06 00:00:00,ADB/BTC,0.0000000184,0.000000019,0.0000000162,0.000000018,308144419.0586,5.46944621118217
1662336000,2022-09-05 00:00:00,ADB/BTC,0.0000000197,0.0000000199,0.000000016,0.0000000184,14193448.1764,0.25957222561087
1662249600,2022-09-04 00:00:00,ADB/BTC,0.0000000171,0.000000022,0.0000000162,0.0000000194,98882659.4114,1.88025080130726
1662163200,2022-09-03 00:00:00,ADB/BTC,0.0000000131,0.0000000171,0.0000000129,0.0000000169,442308254.7118,6.76377394225367
1662076800,2022-09-02 00:00:00,ADB/BTC,0.000000013,0.0000000137,0.0000000128,0.0000000131,355036766.1821,4.61689399886465
1661990400,2022-09-01 00:00:00,ADB/BTC,0.000000013,0.0000000134,0.0000000127,0.000000013,18033885.1635,0.23446332360758
1661904000,2022-08-31 00:00:00,ADB/BTC,0.000000013,0.0000000134,0.0000000128,0.0000000129,311443649.0512,4.04877384346635
1661817600,2022-08-30 00:00:00,ADB/BTC,0.000000013,0.0000000131,0.0000000125,0.0000000131,2016570412.8816,26.21513477917378
1661731200,2022-08-29 00:00:00,ADB/BTC,0.000000013,0.0000000134,0.0000000125,0.0000000129,3650309.7388,0.04720737344799
1661644800,2022-08-28 00:00:00,ADB/BTC,0.0000000128,0.0000000132,0.0000000126,0.000000013,2574969697.5642,33.47451353801505
1661558400,2022-08-27 00:00:00,ADB/BTC,0.0000000131,0.0000000132,0.0000000125,0.0000000127,2592730.1561,0.03361837031353
1661472000,2022-08-26 00:00:00,ADB/BTC,0.000000014,0.0000000147,0.0000000117,0.0000000132,379629617.9397,4.94108453913091
1661385600,2022-08-25 00:00:00,ADB/BTC,0.000000014,0.0000000148,0.0000000138,0.0000000139,325012186.9679,4.55399190740195
1661299200,2022-08-24 00:00:00,ADB/BTC,0.000000014,0.000000015,0.0000000137,0.0000000141,2290166078.8106,32.06379522828734
1661212800,2022-08-23 00:00:00,ADB/BTC,0.000000014,0.0000000142,0.0000000134,0.000000014,266998972.5765,3.73846900045737
1661126400,2022-08-22 00:00:00,ADB/BTC,0.000000014,0.0000000141,0.0000000134,0.000000014,296160940.9014,4.14518536270407
1661040000,2022-08-21 00:00:00,ADB/BTC,0.000000014,0.0000000141,0.0000000136,0.000000014,33681043.0124,0.47145709314645
1660953600,2022-08-20 00:00:00,ADB/BTC,0.0000000139,0.0000000148,0.0000000133,0.000000014,4663121.9645,0.06423593579202
1660867200,2022-08-19 00:00:00,ADB/BTC,0.000000016,0.000000016,0.0000000138,0.0000000139,569114493.4579,7.97164392078018
1660780800,2022-08-18 00:00:00,ADB/BTC,0.000000016,0.0000000164,0.0000000156,0.0000000159,90746432.1974,1.45186352098926
1660694400,2022-08-17 00:00:00,ADB/BTC,0.000000016,0.0000000162,0.0000000149,0.000000016,200989771.6941,3.21442744290027
1660608000,2022-08-16 00:00:00,ADB/BTC,0.000000016,0.0000000175,0.0000000155,0.0000000159,286910329.661,4.5912157445126
1660521600,2022-08-15 00:00:00,ADB/BTC,0.000000016,0.0000000162,0.0000000157,0.000000016,394451903.2214,6.31117776125699
1660435200,2022-08-14 00:00:00,ADB/BTC,0.0000000162,0.0000000164,0.0000000157,0.000000016,752872539.8738,12.04604873444095
1660348800,2022-08-13 00:00:00,ADB/BTC,0.000000015,0.0000000172,0.0000000149,0.0000000162,122401145.6003,1.85061221191257
1660262400,2022-08-12 00:00:00,ADB/BTC,0.000000015,0.0000000152,0.0000000148,0.000000015,359345789.7147,5.39019235127342
1660176000,2022-08-11 00:00:00,ADB/BTC,0.0000000154,0.0000000169,0.000000014,0.000000015,11228267.3445,0.16600429300697
1660089600,2022-08-10 00:00:00,ADB/BTC,0.0000000171,0.0000000172,0.0000000153,0.0000000153,4892161.016,0.08184012068281
1660003200,2022-08-09 00:00:00,ADB/BTC,0.000000017,0.0000000172,0.0000000154,0.000000017,50999299.1952,0.86439080231462
1659916800,2022-08-08 00:00:00,ADB/BTC,0.000000017,0.0000000183,0.0000000153,0.000000017,188829916.0557,3.13423257386623
1659830400,2022-08-07 00:00:00,ADB/BTC,0.0000000179,0.0000000198,0.0000000165,0.000000017,130010545.3546,2.24195194040134
1659744000,2022-08-06 00:00:00,ADB/BTC,0.000000018,0.0000000195,0.0000000177,0.0000000179,3027545.5362,0.05502513968457
1659657600,2022-08-05 00:00:00,ADB/BTC,0.00000002,0.0000000204,0.0000000178,0.0000000182,337995110.4411,6.42383226682862
1659571200,2022-08-04 00:00:00,ADB/BTC,0.000000021,0.0000000211,0.0000000185,0.00000002,427079184.896,8.23940146315183
1659484800,2022-08-03 00:00:00,ADB/BTC,0.000000021,0.0000000212,0.0000000199,0.000000021,376801051.4258,7.57572947776549
1659398400,2022-08-02 00:00:00,ADB/BTC,0.00000002,0.0000000212,0.0000000198,0.000000021,5588945.1834,0.11365861138276
1659312000,2022-08-01 00:00:00,ADB/BTC,0.0000000207,0.0000000212,0.0000000198,0.0000000201,327516317.7376,6.61573992670688
1659225600,2022-07-31 00:00:00,ADB/BTC,0.0000000211,0.0000000234,0.0000000188,0.0000000206,211711613.5919,4.2394901545042
1659139200,2022-07-30 00:00:00,ADB/BTC,0.0000000203,0.0000000222,0.0000000197,0.0000000211,15012820.1698,0.31172203110041
1659052800,2022-07-29 00:00:00,ADB/BTC,0.0000000168,0.0000000215,0.0000000146,0.0000000203,540878618.8026,8.67556390118434
1658966400,2022-07-28 00:00:00,ADB/BTC,0.000000017,0.0000000174,0.0000000153,0.0000000166,150447632.5427,2.55047561849014
1658880000,2022-07-27 00:00:00,ADB/BTC,0.0000000192,0.0000000199,0.0000000166,0.000000017,276636711.458,4.72709530821446
1658793600,2022-07-26 00:00:00,ADB/BTC,0.000000015,0.0000000231,0.0000000149,0.0000000194,106684581.2172,2.09514028417051
1658707200,2022-07-25 00:00:00,ADB/BTC,0.0000000147,0.000000018,0.0000000131,0.0000000149,640715202.2614,9.60434645199159
1658620800,2022-07-24 00:00:00,ADB/BTC,0.0000000118,0.0000000265,0.0000000113,0.0000000148,72183884.1417,1.02515065159032
1658534400,2022-07-23 00:00:00,ADB/BTC,0.0000000131,0.000000014,0.0000000115,0.000000012,21798986.6552,0.28162470846434
1658448000,2022-07-22 00:00:00,ADB/BTC,0.0000000138,0.000000014,0.0000000129,0.000000013,397270861.5076,5.16580865266561
1658361600,2022-07-21 00:00:00,ADB/BTC,0.0000000134,0.0000000142,0.0000000123,0.000000014,28023684.3432,0.37197930486365
1658275200,2022-07-20 00:00:00,ADB/BTC,0.0000000118,0.0000000136,0.0000000114,0.0000000134,8681658.343,0.1061843258291
1658188800,2022-07-19 00:00:00,ADB/BTC,0.0000000123,0.0000000127,0.000000011,0.0000000116,6667959.0903,0.07859297852128
1658102400,2022-07-18 00:00:00,ADB/BTC,0.0000000124,0.0000000127,0.0000000111,0.0000000123,9589714.438,0.11480411782089
1658016000,2022-07-17 00:00:00,ADB/BTC,0.0000000129,0.000000015,0.0000000118,0.0000000121,9141890.6972,0.11339212901197
1657929600,2022-07-16 00:00:00,ADB/BTC,0.0000000119,0.0000000136,0.0000000117,0.0000000128,1936068.1226,0.02381826163774
1657843200,2022-07-15 00:00:00,ADB/BTC,0.0000000118,0.0000000126,0.0000000108,0.0000000122,11306534.3198,0.13324997520861
1657756800,2022-07-14 00:00:00,ADB/BTC,0.0000000116,0.0000000125,0.0000000111,0.0000000119,5364837.0283,0.06245014745667
1657670400,2022-07-13 00:00:00,ADB/BTC,0.0000000114,0.0000000117,0.0000000107,0.0000000117,9178224.4354,0.10214680182158
1657584000,2022-07-12 00:00:00,ADB/BTC,0.0000000113,0.0000000118,0.000000011,0.0000000115,1430367.7003,0.01619919712027
1657497600,2022-07-11 00:00:00,ADB/BTC,0.0000000114,0.0000000137,0.0000000109,0.0000000115,42748537.8779,0.52977483581907
1657411200,2022-07-10 00:00:00,ADB/BTC,0.0000000114,0.0000000118,0.0000000111,0.0000000116,742162.3189,0.0084589034519
1657324800,2022-07-09 00:00:00,ADB/BTC,0.0000000117,0.000000012,0.000000011,0.0000000116,3788449.6829,0.04292575717889
1657238400,2022-07-08 00:00:00,ADB/BTC,0.0000000119,0.0000000122,0.0000000113,0.0000000116,3276572.6174,0.0380933917052
