https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TONE,Volume BTC
1663459200,2022-09-18 00:00:00,TONE/BTC,0.0000008165,0.0000008165,0.0000008165,0.0000008165,1.2461,0.00000101744065
1663372800,2022-09-17 00:00:00,TONE/BTC,0.0000008418,0.0000008615,0.0000008097,0.0000008109,51490.9301,0.04285914839707
1663286400,2022-09-16 00:00:00,TONE/BTC,0.0000008872,0.0000008926,0.0000008344,0.0000008344,30934.7648,0.02667863820113
1663200000,2022-09-15 00:00:00,TONE/BTC,0.000000901,0.0000009314,0.0000008656,0.0000008865,308909.8852,0.27718362775307
1663113600,2022-09-14 00:00:00,TONE/BTC,0.0000008535,0.000000901,0.000000827,0.000000901,397058.1631,0.3536266991957
1663027200,2022-09-13 00:00:00,TONE/BTC,0.0000008675,0.0000008838,0.0000008208,0.0000008451,148134.5166,0.12578520264486
1662940800,2022-09-12 00:00:00,TONE/BTC,0.0000010907,0.0000010935,0.000000846,0.0000008745,539188.6558,0.51123794038322
1662854400,2022-09-11 00:00:00,TONE/BTC,0.0000007787,0.0000011596,0.0000007787,0.0000010907,2713470.9325,2.80703226076121
1662768000,2022-09-10 00:00:00,TONE/BTC,0.0000007598,0.0000007848,0.0000007074,0.0000007787,352218.5095,0.26599419910442
1662681600,2022-09-09 00:00:00,TONE/BTC,0.0000008091,0.0000008091,0.00000075,0.0000007601,60803.6901,0.0476581381465
1662595200,2022-09-08 00:00:00,TONE/BTC,0.0000008288,0.0000008382,0.000000795,0.0000008108,36095.6209,0.0293283926288
1662508800,2022-09-07 00:00:00,TONE/BTC,0.0000008118,0.0000008615,0.0000007976,0.0000008288,38901.4483,0.03236648834327
1662422400,2022-09-06 00:00:00,TONE/BTC,0.0000008297,0.0000008544,0.0000007946,0.0000008118,209015.7824,0.16889410904904
1662336000,2022-09-05 00:00:00,TONE/BTC,0.0000008212,0.0000008369,0.0000008146,0.0000008297,31063.4709,0.02565351249224
1662249600,2022-09-04 00:00:00,TONE/BTC,0.0000008391,0.000000842,0.0000008175,0.0000008244,19221.2199,0.01597969597703
1662163200,2022-09-03 00:00:00,TONE/BTC,0.0000008382,0.0000009061,0.0000008102,0.0000008493,102373.9542,0.08665207550731
1662076800,2022-09-02 00:00:00,TONE/BTC,0.0000008275,0.0000009375,0.0000008039,0.0000008313,208474.9159,0.18191597612422
1661990400,2022-09-01 00:00:00,TONE/BTC,0.0000008403,0.0000008735,0.0000008098,0.0000008209,129793.9245,0.10792852019815
1661904000,2022-08-31 00:00:00,TONE/BTC,0.0000008422,0.0000009478,0.000000822,0.000000839,269029.8994,0.23236449744961
1661817600,2022-08-30 00:00:00,TONE/BTC,0.000000921,0.0000009285,0.0000008221,0.000000842,109719.5044,0.09340848837143
1661731200,2022-08-29 00:00:00,TONE/BTC,0.0000009055,0.0000009288,0.0000008221,0.0000009288,335781.9064,0.29230396913474
1661644800,2022-08-28 00:00:00,TONE/BTC,0.0000009122,0.0000009271,0.0000008997,0.0000008997,6782.0835,0.00620023427957
1661558400,2022-08-27 00:00:00,TONE/BTC,0.0000009085,0.0000010382,0.0000008874,0.0000009048,158265.7156,0.15286858312469
1661472000,2022-08-26 00:00:00,TONE/BTC,0.0000009175,0.0000009429,0.0000008862,0.0000009175,113227.4792,0.10365042172853
1661385600,2022-08-25 00:00:00,TONE/BTC,0.0000009528,0.0000009865,0.0000008997,0.0000009095,101132.3708,0.09491597577755
1661299200,2022-08-24 00:00:00,TONE/BTC,0.0000008865,0.0000009865,0.0000008852,0.0000009527,137101.6833,0.12754959123488
1661212800,2022-08-23 00:00:00,TONE/BTC,0.0000009374,0.00000103,0.00000087,0.0000008786,419762.8829,0.40049752237392
1661126400,2022-08-22 00:00:00,TONE/BTC,0.0000009923,0.0000010501,0.0000009331,0.0000009331,186567.6364,0.18545009106198
1661040000,2022-08-21 00:00:00,TONE/BTC,0.0000009865,0.0000014047,0.000000964,0.0000009848,1788732.2447,2.12709852603963
1660953600,2022-08-20 00:00:00,TONE/BTC,0.0000009206,0.0000012135,0.0000009206,0.0000009865,667249.2619,0.6936765252885
