https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DYDX,Volume USDT
1663459200,2022-09-18 00:00:00,DYDX/USDT,1.4031,1.4053,1.3922,1.3928,3882.61413491,5419.269663683531
1663372800,2022-09-17 00:00:00,DYDX/USDT,1.349,1.4071,1.349,1.4034,229870.13115444,315544.355109089529
1663286400,2022-09-16 00:00:00,DYDX/USDT,1.3166,1.3533,1.3007,1.3479,129184.55277508,171304.811524603324
1663200000,2022-09-15 00:00:00,DYDX/USDT,1.3846,1.3887,1.3,1.3173,315901.94552585,422474.747279445831
1663113600,2022-09-14 00:00:00,DYDX/USDT,1.4045,1.4238,1.3328,1.3895,600255.3540368,831816.804680191925
1663027200,2022-09-13 00:00:00,DYDX/USDT,1.5599,1.62,1.3989,1.4039,400494.99182855,603684.943346339432
1662940800,2022-09-12 00:00:00,DYDX/USDT,1.6397,1.6639,1.5117,1.567,376815.71869006,599148.745038153956
1662854400,2022-09-11 00:00:00,DYDX/USDT,1.6113,1.684,1.5568,1.6396,354394.43446826,578478.337345492176
1662768000,2022-09-10 00:00:00,DYDX/USDT,1.5741,1.6482,1.545,1.607,364694.99955495,581873.537669369569
1662681600,2022-09-09 00:00:00,DYDX/USDT,1.4518,1.5867,1.4518,1.5742,410321.97754274,630146.717774137491
1662595200,2022-09-08 00:00:00,DYDX/USDT,1.4505,1.4819,1.405,1.4523,355740.46462096,513828.631508320014
1662508800,2022-09-07 00:00:00,DYDX/USDT,1.4486,1.519,1.383,1.4488,1012859.10631962,1446885.140015144845
1662422400,2022-09-06 00:00:00,DYDX/USDT,1.5875,1.6321,1.4236,1.4467,394723.8349241,606486.897973130492
1662336000,2022-09-05 00:00:00,DYDX/USDT,1.5887,1.6054,1.532,1.5843,199989.2473065,313207.819608496239
1662249600,2022-09-04 00:00:00,DYDX/USDT,1.5627,1.6083,1.5419,1.5885,188153.09115064,296935.604811132591
1662163200,2022-09-03 00:00:00,DYDX/USDT,1.5387,1.5623,1.508,1.5623,169709.20067812,261505.679411169759
1662076800,2022-09-02 00:00:00,DYDX/USDT,1.5347,1.5943,1.5072,1.537,373219.00800938,577978.257114438891
1661990400,2022-09-01 00:00:00,DYDX/USDT,1.5221,1.542,1.4577,1.5358,200756.73107733,300699.697386975149
1661904000,2022-08-31 00:00:00,DYDX/USDT,1.5372,1.5913,1.5128,1.5209,102845.82957403,160721.69786528931
1661817600,2022-08-30 00:00:00,DYDX/USDT,1.6152,1.6363,1.488,1.5301,292218.08109488,454688.960720633919
1661731200,2022-08-29 00:00:00,DYDX/USDT,1.5074,1.634,1.4813,1.6143,346011.49909432,542631.399718716981
1661644800,2022-08-28 00:00:00,DYDX/USDT,1.6329,1.6474,1.4851,1.505,199813.86777602,314796.471511018264
1661558400,2022-08-27 00:00:00,DYDX/USDT,1.6432,1.6628,1.6041,1.6324,190682.37246116,311559.415159875003
1661472000,2022-08-26 00:00:00,DYDX/USDT,1.8155,1.8155,1.6159,1.6464,187231.35021021,320529.611910795875
1661385600,2022-08-25 00:00:00,DYDX/USDT,1.763,1.853,1.7501,1.8153,173213.92796237,311534.522947667098
1661299200,2022-08-24 00:00:00,DYDX/USDT,1.8229,1.8312,1.7351,1.7639,289851.5172049,516301.905267319233
1661212800,2022-08-23 00:00:00,DYDX/USDT,1.731,1.8428,1.6903,1.8208,449271.19844621,797007.423515519453
1661126400,2022-08-22 00:00:00,DYDX/USDT,1.7076,1.733,1.608,1.728,414967.54918101,692237.578146670855
1661040000,2022-08-21 00:00:00,DYDX/USDT,1.6005,1.745,1.5957,1.713,377160.19847028,633419.473963438127
1660953600,2022-08-20 00:00:00,DYDX/USDT,1.6494,1.681,1.5444,1.6,414806.98245654,669882.137724187397
1660867200,2022-08-19 00:00:00,DYDX/USDT,1.757,1.769,1.5576,1.6462,428194.06310205,703920.103983076255
1660780800,2022-08-18 00:00:00,DYDX/USDT,1.9051,1.9391,1.6384,1.7595,465835.27899487,860037.449780075572
1660694400,2022-08-17 00:00:00,DYDX/USDT,2.0102,2.0988,1.8638,1.9032,619074.22348545,1213804.883717192984
1660608000,2022-08-16 00:00:00,DYDX/USDT,2.1098,2.1352,1.9947,2.0129,370892.99609411,764924.418864575014
1660521600,2022-08-15 00:00:00,DYDX/USDT,2.1913,2.2612,2.068,2.1109,260877.76840805,562432.086682772932
1660435200,2022-08-14 00:00:00,DYDX/USDT,2.3318,2.3834,2.1587,2.1908,339872.56191311,772281.225095671468
1660348800,2022-08-13 00:00:00,DYDX/USDT,2.3424,2.3854,2.2922,2.331,304609.31829138,711977.615827034028
1660262400,2022-08-12 00:00:00,DYDX/USDT,2.3325,2.3554,2.2632,2.3409,304709.08407646,704692.376920399334
1660176000,2022-08-11 00:00:00,DYDX/USDT,2.4393,2.4931,2.3116,2.3294,338004.45434459,819355.270000034762
1660089600,2022-08-10 00:00:00,DYDX/USDT,2.338,2.4675,2.2482,2.4414,697040.54798757,1664303.781857225742
1660003200,2022-08-09 00:00:00,DYDX/USDT,2.5338,2.582,2.2252,2.3368,502632.12195095,1201083.421722324592
1659916800,2022-08-08 00:00:00,DYDX/USDT,2.3804,2.5514,2.3778,2.532,477171.76481274,1183935.722224936156
1659830400,2022-08-07 00:00:00,DYDX/USDT,2.377,2.4874,2.3269,2.3801,249236.10640281,601623.575423954706
1659744000,2022-08-06 00:00:00,DYDX/USDT,2.3424,2.4357,2.3164,2.3796,292259.81863743,694436.955764671636
1659657600,2022-08-05 00:00:00,DYDX/USDT,2.256,2.3742,2.2422,2.341,385480.25980424,888675.742918100392
1659571200,2022-08-04 00:00:00,DYDX/USDT,2.258,2.3873,2.1885,2.244,262990.5549559,597634.828370809127
1659484800,2022-08-03 00:00:00,DYDX/USDT,2.2543,2.4053,2.1729,2.269,507006.873128,1182557.891767105548
1659398400,2022-08-02 00:00:00,DYDX/USDT,2.4192,2.4376,2.2017,2.2567,633522.03865045,1446822.21047362315
1659312000,2022-08-01 00:00:00,DYDX/USDT,2.4995,2.7248,2.358,2.4216,614158.93553194,1557974.863227957697
1659225600,2022-07-31 00:00:00,DYDX/USDT,2.3462,2.6242,2.3095,2.496,457657.24851682,1127640.155428133339
1659139200,2022-07-30 00:00:00,DYDX/USDT,2.3707,2.5732,2.3044,2.3512,693842.7030947,1698444.075289787579
1659052800,2022-07-29 00:00:00,DYDX/USDT,2.4057,2.5856,2.296,2.3664,814687.49580285,1984671.692152101964
1658966400,2022-07-28 00:00:00,DYDX/USDT,2.2803,2.4538,2.1361,2.4012,880332.1945343,2022468.30426098914
1658880000,2022-07-27 00:00:00,DYDX/USDT,2.0843,2.2899,1.9442,2.2813,823240.92152272,1739234.113267885622
1658793600,2022-07-26 00:00:00,DYDX/USDT,1.916,2.0886,1.8256,2.0852,757152.34985805,1480423.541411249593
1658707200,2022-07-25 00:00:00,DYDX/USDT,2.1363,2.1569,1.9127,1.9148,543247.88140647,1103150.074666702633
1658620800,2022-07-24 00:00:00,DYDX/USDT,2.1548,2.2294,2.1047,2.139,416957.098799,904936.527630756205
1658534400,2022-07-23 00:00:00,DYDX/USDT,2.236,2.3129,2.0845,2.1593,543471.20334689,1189797.613821151816
1658448000,2022-07-22 00:00:00,DYDX/USDT,2.4217,2.4992,2.212,2.2349,726097.77046689,1720130.538936907992
1658361600,2022-07-21 00:00:00,DYDX/USDT,2.3965,2.5417,2.184,2.4209,1150724.67405401,2733725.573934625525
1658275200,2022-07-20 00:00:00,DYDX/USDT,2.1185,2.4891,2.0874,2.3999,1597792.54290247,3745582.459595009775
1658188800,2022-07-19 00:00:00,DYDX/USDT,2.088,2.1669,1.961,2.1194,2422509.5967508,4969151.4443644651
1658102400,2022-07-18 00:00:00,DYDX/USDT,2.0211,2.1981,1.959,2.0883,1141922.73492577,2365050.598881127236
1658016000,2022-07-17 00:00:00,DYDX/USDT,2.1293,2.253,2.0128,2.02,699870.4680435,1489482.750960903297
1657929600,2022-07-16 00:00:00,DYDX/USDT,2.0461,2.2877,1.9522,2.132,732426.37225009,1544447.323879473994
1657843200,2022-07-15 00:00:00,DYDX/USDT,2.0218,2.179,2.01,2.0376,704395.21278,1477231.654200234016
1657756800,2022-07-14 00:00:00,DYDX/USDT,1.809,2.051,1.683,2.0208,1024089.10599679,1914670.671868606987
1657670400,2022-07-13 00:00:00,DYDX/USDT,1.7373,1.875,1.6709,1.8106,776448.04648738,1377624.767267251859
1657584000,2022-07-12 00:00:00,DYDX/USDT,1.715,1.8426,1.7095,1.7365,647244.18077882,1146431.015206906438
1657497600,2022-07-11 00:00:00,DYDX/USDT,2.0404,2.043,1.701,1.7185,1011931.75947643,1853465.040821342134
1657411200,2022-07-10 00:00:00,DYDX/USDT,2.1306,2.1442,1.9617,2.0397,941358.10085538,1903121.552558510496
1657324800,2022-07-09 00:00:00,DYDX/USDT,2.1286,2.19,2.0747,2.1318,420523.1050769,894930.895630027592
1657238400,2022-07-08 00:00:00,DYDX/USDT,1.9611,2.22,1.892,2.1282,1221407.27606884,2479874.283497879662
