https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume NEAR
1663549200000,2022-09-19 01:00:00,NEAR/USDT,4.1085,4.1205,4.0074,4.0643,15.322411,3.77
1663545600000,2022-09-19 00:00:00,NEAR/USDT,3.9956,4.1188,3.9304,4.0692,89.42721949947601,21.97660953
1663542000000,2022-09-18 23:00:00,NEAR/USDT,3.9826,4.003,3.9537,3.9637,51.134343941239,12.90065947
1663538400000,2022-09-18 22:00:00,NEAR/USDT,4.1334,4.1355,3.9411,3.9949,74.87605459461399,18.74291086
1663534800000,2022-09-18 21:00:00,NEAR/USDT,4.116,4.2881,3.9211,4.003,3525.4704693410604,880.70708702
1663531200000,2022-09-18 20:00:00,NEAR/USDT,4.1585,4.16,4.1119,4.1198,152.810326870454,37.09168573
1663527600000,2022-09-18 19:00:00,NEAR/USDT,4.1454,4.174,4.1377,4.1573,106.095638516889,25.52032293
1663524000000,2022-09-18 18:00:00,NEAR/USDT,4.1525,4.1731,4.1326,4.1472,107.816550695424,25.99743217
1663520400000,2022-09-18 17:00:00,NEAR/USDT,4.2126,4.2197,4.1473,4.1591,164.476475854955,39.54617005
1663516800000,2022-09-18 16:00:00,NEAR/USDT,4.2417,4.2578,4.184,4.2154,68.235311941384,16.18714996
1663513200000,2022-09-18 15:00:00,NEAR/USDT,4.2139,4.2562,4.2113,4.2457,64.948382446032,15.29744976
1663509600000,2022-09-18 14:00:00,NEAR/USDT,4.287,4.2877,4.208,4.208,133.46839661088,31.71777486
1663506000000,2022-09-18 13:00:00,NEAR/USDT,4.304,4.3066,4.2753,4.2889,54.46903,12.7
1663502400000,2022-09-18 12:00:00,NEAR/USDT,4.2999,4.3106,4.2705,4.3038,53.539272,12.44
1663498800000,2022-09-18 11:00:00,NEAR/USDT,4.2933,4.3114,4.2865,4.2995,58.926299969830005,13.70538434
1663495200000,2022-09-18 10:00:00,NEAR/USDT,4.2767,4.3385,4.2767,4.2885,54.0351,12.6
1663491600000,2022-09-18 09:00:00,NEAR/USDT,4.3879,4.4064,4.274,4.2819,76.143212345676,17.78257604
1663488000000,2022-09-18 08:00:00,NEAR/USDT,4.3629,4.4103,4.3601,4.3858,58.119283580136,13.25169492
1663484400000,2022-09-18 07:00:00,NEAR/USDT,4.3588,4.3762,4.3588,4.3648,58.632632116607994,13.43306271
1663480800000,2022-09-18 06:00:00,NEAR/USDT,4.3658,4.3883,4.3627,4.3627,60.728784000000005,13.92
1663477200000,2022-09-18 05:00:00,NEAR/USDT,4.3585,4.3855,4.3556,4.3625,91.78062276662499,21.03853817
1663473600000,2022-09-18 04:00:00,NEAR/USDT,4.3357,4.3579,4.3332,4.3537,57.338229,13.17
1663470000000,2022-09-18 03:00:00,NEAR/USDT,4.355,4.4039,4.3266,4.3319,57.402075127425,13.25101575
1663466400000,2022-09-18 02:00:00,NEAR/USDT,4.4137,4.4137,4.3522,4.3573,56.470608000000006,12.96
1663462800000,2022-09-18 01:00:00,NEAR/USDT,4.3849,4.4193,4.3291,4.3832,59.786848000000006,13.64
1663459200000,2022-09-18 00:00:00,NEAR/USDT,4.3827,4.3866,4.3336,4.3512,60.090072000000006,13.81
1663455600000,2022-09-17 23:00:00,NEAR/USDT,4.3803,4.3866,4.3666,4.3766,58.952802,13.47
1663452000000,2022-09-17 22:00:00,NEAR/USDT,4.3358,4.3816,4.3344,4.3778,60.457418,13.81
1663448400000,2022-09-17 21:00:00,NEAR/USDT,4.3373,4.3564,4.3137,4.3365,57.342476400825,13.22321605
1663444800000,2022-09-17 20:00:00,NEAR/USDT,4.3299,4.3497,4.3194,4.3433,51.077208,11.76
1663441200000,2022-09-17 19:00:00,NEAR/USDT,4.3254,4.3279,4.3018,4.3274,67.08477340826799,15.50232782
1663437600000,2022-09-17 18:00:00,NEAR/USDT,4.3511,4.3526,4.3135,4.3176,52.113431999999996,12.07
1663434000000,2022-09-17 17:00:00,NEAR/USDT,4.353,4.3866,4.3415,4.3489,2852.0330091965575,655.80560813
1663430400000,2022-09-17 16:00:00,NEAR/USDT,4.3105,4.3478,4.3058,4.3474,66.331660860124,15.25777726
1663426800000,2022-09-17 15:00:00,NEAR/USDT,4.3138,4.3296,4.3024,4.3047,257.126751276948,59.73163084
1663423200000,2022-09-17 14:00:00,NEAR/USDT,4.2787,4.3257,4.2787,4.3142,56.73173,13.15
1663419600000,2022-09-17 13:00:00,NEAR/USDT,4.282,4.298,4.2717,4.2759,56.185326,13.14
1663416000000,2022-09-17 12:00:00,NEAR/USDT,4.2666,4.2854,4.2476,4.2835,52.301535,12.21
1663412400000,2022-09-17 11:00:00,NEAR/USDT,4.2711,4.2793,4.2621,4.2677,57.05914899999999,13.37
1663408800000,2022-09-17 10:00:00,NEAR/USDT,4.286,4.3031,4.264,4.2675,53.258400042675,12.48000001
1663405200000,2022-09-17 09:00:00,NEAR/USDT,4.3094,4.3146,4.2834,4.2866,222.195244733762,51.83484457
1663401600000,2022-09-17 08:00:00,NEAR/USDT,4.2742,4.3203,4.2742,4.3203,59.08720619647799,13.67664426
1663398000000,2022-09-17 07:00:00,NEAR/USDT,4.2681,4.2759,4.258,4.275,57.242250000000006,13.39
1663394400000,2022-09-17 06:00:00,NEAR/USDT,4.248,4.2692,4.248,4.2692,55.10134144496799,12.90671354
1663390800000,2022-09-17 05:00:00,NEAR/USDT,4.2674,4.2674,4.2344,4.2514,48.976128,11.52
1663387200000,2022-09-17 04:00:00,NEAR/USDT,4.2574,4.2847,4.2517,4.2685,53.56967500000001,12.55
1663383600000,2022-09-17 03:00:00,NEAR/USDT,4.2641,4.2739,4.2479,4.2505,58.614394999999995,13.79
1663380000000,2022-09-17 02:00:00,NEAR/USDT,4.2737,4.2809,4.2543,4.2623,55.282030999999996,12.97
1663376400000,2022-09-17 01:00:00,NEAR/USDT,4.2468,4.273,4.2429,4.2726,52.42480199999999,12.27
1663372800000,2022-09-17 00:00:00,NEAR/USDT,4.206,4.2879,4.205,4.2438,59.845455049908004,14.10185566
1663369200000,2022-09-16 23:00:00,NEAR/USDT,4.2439,4.2439,4.1723,4.2073,52.717469,12.53
1663365600000,2022-09-16 22:00:00,NEAR/USDT,4.2393,4.2612,4.2205,4.2612,52.540595999999994,12.33
1663362000000,2022-09-16 21:00:00,NEAR/USDT,4.2302,4.2612,4.214,4.2611,53.732471,12.61
1663358400000,2022-09-16 20:00:00,NEAR/USDT,4.2059,4.2376,4.2051,4.2337,152.114795657193,35.92951689
1663354800000,2022-09-16 19:00:00,NEAR/USDT,4.1922,4.211,4.1732,4.2014,81.079519534678,19.29821477
1663351200000,2022-09-16 18:00:00,NEAR/USDT,4.1623,4.1987,4.1391,4.1776,65.469940309648,15.67166323
1663347600000,2022-09-16 17:00:00,NEAR/USDT,4.136,4.2134,4.1161,4.1514,86.26507403520598,20.77975479
1663344000000,2022-09-16 16:00:00,NEAR/USDT,4.1875,4.1908,4.1201,4.1456,60.339762100895996,14.55513366
1663340400000,2022-09-16 15:00:00,NEAR/USDT,4.1744,4.199,4.1679,4.1875,124.325081619375,29.68957173
1663336800000,2022-09-16 14:00:00,NEAR/USDT,4.1378,4.2136,4.1361,4.1762,49.995040988326,11.97141923
1663333200000,2022-09-16 13:00:00,NEAR/USDT,4.1845,4.2056,4.1225,4.1225,539.2913321689499,130.81657542
1663329600000,2022-09-16 12:00:00,NEAR/USDT,4.2446,4.2446,4.1797,4.1871,502.166000469468,119.93169508
1663326000000,2022-09-16 11:00:00,NEAR/USDT,4.222,4.248,4.2101,4.245,60.661049999999996,14.29
1663322400000,2022-09-16 10:00:00,NEAR/USDT,4.192,4.2334,4.1813,4.2334,56.51588999999999,13.35
1663318800000,2022-09-16 09:00:00,NEAR/USDT,4.1518,4.1968,4.1518,4.1925,524.044435565625,124.99569125
1663315200000,2022-09-16 08:00:00,NEAR/USDT,4.2133,4.2155,4.1444,4.1523,67.47487500000001,16.25
1663311600000,2022-09-16 07:00:00,NEAR/USDT,4.2278,4.238,4.2131,4.2133,56.75315100000001,13.47
1663308000000,2022-09-16 06:00:00,NEAR/USDT,4.2267,4.2563,4.2195,4.2313,400.18014562453305,94.57616941
1663304400000,2022-09-16 05:00:00,NEAR/USDT,4.2183,4.26,4.2183,4.2227,80.273110515099,19.00990137
1663300800000,2022-09-16 04:00:00,NEAR/USDT,4.2082,4.2322,4.2061,4.2198,63.465792,15.04
1663297200000,2022-09-16 03:00:00,NEAR/USDT,4.1775,4.2119,4.1688,4.2119,252.055845515551,59.84373929
1663293600000,2022-09-16 02:00:00,NEAR/USDT,4.183,4.1959,4.1377,4.1799,50.117001,11.99
1663290000000,2022-09-16 01:00:00,NEAR/USDT,4.1815,4.1969,4.1614,4.1821,49.808811000000006,11.91
1663286400000,2022-09-16 00:00:00,NEAR/USDT,4.1772,4.2162,4.1294,4.186,58.143539958139996,13.88999999
1663282800000,2022-09-15 23:00:00,NEAR/USDT,4.1737,4.1809,4.1505,4.1798,55.006168,13.16
1663279200000,2022-09-15 22:00:00,NEAR/USDT,4.2358,4.2374,4.1318,4.1697,352.182909142332,84.46240956
1663275600000,2022-09-15 21:00:00,NEAR/USDT,4.2613,4.2653,4.2229,4.2378,49.243235999999996,11.62
1663272000000,2022-09-15 20:00:00,NEAR/USDT,4.2427,4.2653,4.2371,4.2648,129.223303824936,30.29996807
1663268400000,2022-09-15 19:00:00,NEAR/USDT,4.2375,4.258,4.2183,4.2429,74.46383111102699,17.55022063
1663264800000,2022-09-15 18:00:00,NEAR/USDT,4.2443,4.2651,4.2306,4.2332,71.317709783504,16.84723372
1663261200000,2022-09-15 17:00:00,NEAR/USDT,4.2547,4.2808,4.2445,4.2505,55.00147,12.94
1663257600000,2022-09-15 16:00:00,NEAR/USDT,4.2514,4.2582,4.2134,4.2582,160.23606600000002,37.63
1663254000000,2022-09-15 15:00:00,NEAR/USDT,4.2497,4.2657,4.2163,4.2449,55.954693461282005,13.18162818
1663250400000,2022-09-15 14:00:00,NEAR/USDT,4.3605,4.364,4.2468,4.2468,430.91503713886806,101.46817301
1663246800000,2022-09-15 13:00:00,NEAR/USDT,4.3564,4.3653,4.3202,4.3579,127.25282988280699,29.20049333
1663243200000,2022-09-15 12:00:00,NEAR/USDT,4.3612,4.3844,4.35,4.3532,94.333844261192,21.67000006
1663239600000,2022-09-15 11:00:00,NEAR/USDT,4.3476,4.3643,4.3327,4.3583,54.042920043582996,12.40000001
1663236000000,2022-09-15 10:00:00,NEAR/USDT,4.3636,4.3898,4.343,4.351,61.02810336513,14.02622463
1663232400000,2022-09-15 09:00:00,NEAR/USDT,4.3599,4.3708,4.3495,4.3662,64.217557401078,14.70788269
1663228800000,2022-09-15 08:00:00,NEAR/USDT,4.4131,4.4189,4.3465,4.3632,104.5248192,23.956
1663225200000,2022-09-15 07:00:00,NEAR/USDT,4.3908,4.448,4.3796,4.4243,62.072928999999995,14.03
1663221600000,2022-09-15 06:00:00,NEAR/USDT,4.3839,4.4167,4.2793,4.3846,86.05079191172199,19.62568807
1663218000000,2022-09-15 05:00:00,NEAR/USDT,4.3523,4.4053,4.3503,4.3949,87.836675850748,19.98604652
1663214400000,2022-09-15 04:00:00,NEAR/USDT,4.3661,4.4008,4.3361,4.3587,200.892901740309,46.09009607
1663210800000,2022-09-15 03:00:00,NEAR/USDT,4.3994,4.401,4.34,4.3724,56.753752,12.98
1663207200000,2022-09-15 02:00:00,NEAR/USDT,4.4551,4.4554,4.3601,4.411,75.64864999999999,17.15
1663203600000,2022-09-15 01:00:00,NEAR/USDT,4.4635,4.4723,4.4313,4.4585,48.86516,10.96
1663200000000,2022-09-15 00:00:00,NEAR/USDT,4.4647,4.4671,4.4422,4.4659,14.022926000000002,3.14
1663196400000,2022-09-14 23:00:00,NEAR/USDT,4.52,4.526,4.4907,4.5006,57.65268600000001,12.81
1663192800000,2022-09-14 22:00:00,NEAR/USDT,4.5124,4.543,4.5045,4.5218,46.936284,10.38
1663189200000,2022-09-14 21:00:00,NEAR/USDT,4.4537,4.5217,4.4268,4.5217,310.77644100000003,68.73
1663185600000,2022-09-14 20:00:00,NEAR/USDT,4.4731,4.4787,4.4443,4.4548,545.801447470216,122.51985442
1663182000000,2022-09-14 19:00:00,NEAR/USDT,4.4194,4.4681,4.4129,4.4681,106.19580936783,23.7675543
1663178400000,2022-09-14 18:00:00,NEAR/USDT,4.4478,4.4492,4.3409,4.4164,1019.5165796610202,230.84788055
1663174800000,2022-09-14 17:00:00,NEAR/USDT,4.4343,4.4729,4.422,4.4466,61.80774,13.9
1663171200000,2022-09-14 16:00:00,NEAR/USDT,4.4634,4.4667,4.4169,4.4287,750.105799654355,169.37381165
1663167600000,2022-09-14 15:00:00,NEAR/USDT,4.4791,4.4838,4.4473,4.466,56.468104000000004,12.644
1663164000000,2022-09-14 14:00:00,NEAR/USDT,4.4802,4.4984,4.4425,4.4806,52.781468,11.78
1663160400000,2022-09-14 13:00:00,NEAR/USDT,4.4798,4.4972,4.4258,4.4838,68.61961919753999,15.3038983
1663156800000,2022-09-14 12:00:00,NEAR/USDT,4.4398,4.5282,4.3953,4.4851,2083.48447622462,464.5346762
1663153200000,2022-09-14 11:00:00,NEAR/USDT,4.4635,4.4688,4.4113,4.4414,70.24612375473,15.81621195
1663149600000,2022-09-14 10:00:00,NEAR/USDT,4.4695,4.475,4.46,4.4618,69.13018352149,15.49378805
1663146000000,2022-09-14 09:00:00,NEAR/USDT,4.4805,4.5014,4.4571,4.4583,56.42705147818201,12.65662954
1663142400000,2022-09-14 08:00:00,NEAR/USDT,4.44,4.4974,4.4024,4.4899,222.475381827562,49.55018638
1663138800000,2022-09-14 07:00:00,NEAR/USDT,4.4753,4.4951,4.4,4.4354,981.598823616498,221.31010137
1663135200000,2022-09-14 06:00:00,NEAR/USDT,4.5278,4.5278,4.4492,4.4637,46.511754,10.42
1663131600000,2022-09-14 05:00:00,NEAR/USDT,4.5338,4.5422,4.5087,4.5165,432.440209789005,95.74675297
1663128000000,2022-09-14 04:00:00,NEAR/USDT,4.5129,4.5384,4.4972,4.5384,97.623595758432,21.51057548
1663120800000,2022-09-14 02:00:00,NEAR/USDT,4.4841,4.4841,4.4841,4.4841,57.774485011376996,12.88429897
1663117200000,2022-09-14 01:00:00,NEAR/USDT,4.456,4.456,4.456,4.456,82.43999997296001,18.50089766
1663113600000,2022-09-14 00:00:00,NEAR/USDT,4.3942,4.3942,4.3942,4.3942,0.36098023434999993,0.08214925
1663110000000,2022-09-13 23:00:00,NEAR/USDT,4.4499,4.4563,4.3981,4.4167,392.0735606717419,88.77070226
1663106400000,2022-09-13 22:00:00,NEAR/USDT,4.5328,4.5328,4.4486,4.4526,282.106273458624,63.35765024
1663095600000,2022-09-13 19:00:00,NEAR/USDT,4.486,4.553,4.4629,4.5469,403.297505927702,88.69724558
1663092000000,2022-09-13 18:00:00,NEAR/USDT,4.565,4.5846,4.49,4.49,184.4949761337,41.09019513
1663088400000,2022-09-13 17:00:00,NEAR/USDT,4.5704,4.5764,4.5511,4.5658,150.610733667504,32.98671288
1663084800000,2022-09-13 16:00:00,NEAR/USDT,4.561,4.5886,4.525,4.5725,61.90707749999999,13.539
1663081200000,2022-09-13 15:00:00,NEAR/USDT,4.5677,4.5851,4.5511,4.5652,149.002833098432,32.63884016
1663077600000,2022-09-13 14:00:00,NEAR/USDT,4.6372,4.6822,4.5362,4.5638,338.387222214782,74.14593589
1663074000000,2022-09-13 13:00:00,NEAR/USDT,4.6509,4.711,4.6232,4.6587,733.4804550824399,157.4431612
1663070400000,2022-09-13 12:00:00,NEAR/USDT,5.0076,5.0307,4.5674,4.6452,784.74001771662,168.93567935
1663066800000,2022-09-13 11:00:00,NEAR/USDT,4.9853,5.0454,4.974,5.0088,180.62320412380802,36.06117316
1663063200000,2022-09-13 10:00:00,NEAR/USDT,4.9688,5.0044,4.9483,4.9871,60.693007,12.17
1663059600000,2022-09-13 09:00:00,NEAR/USDT,5.0172,5.0369,4.9375,4.9597,68.295069,13.77
