https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume BTC
1660176000,2022-08-11 00:00:00,MKR/BTC,0.04688130,0.04688130,0.04688130,0.04688130,0.00000000,0.0
1660172400,2022-08-10 23:00:00,MKR/BTC,0.04688130,0.04688130,0.04688130,0.04688130,0.00000000,0.0
1660168800,2022-08-10 22:00:00,MKR/BTC,0.04688130,0.04688130,0.04688130,0.04688130,0.00000000,0.0
1660165200,2022-08-10 21:00:00,MKR/BTC,0.04688130,0.04688130,0.04688130,0.04688130,0.00000000,0.0
1660161600,2022-08-10 20:00:00,MKR/BTC,0.04688130,0.04688130,0.04688130,0.04688130,0.00000000,0.0
1660158000,2022-08-10 19:00:00,MKR/BTC,0.04657727,0.04688130,0.04657727,0.04688130,1.68761170,0.07911743039121
1660154400,2022-08-10 18:00:00,MKR/BTC,0.04634037,0.04634037,0.04634037,0.04634037,0.00000000,0.0
1660150800,2022-08-10 17:00:00,MKR/BTC,0.04634037,0.04634037,0.04634037,0.04634037,0.00000000,0.0
1660147200,2022-08-10 16:00:00,MKR/BTC,0.04634037,0.04634037,0.04634037,0.04634037,0.00000000,0.0
1660143600,2022-08-10 15:00:00,MKR/BTC,0.04634037,0.04634037,0.04634037,0.04634037,0.00000000,0.0
1660140000,2022-08-10 14:00:00,MKR/BTC,0.04634037,0.04634037,0.04634037,0.04634037,0.00000000,0.0
1660136400,2022-08-10 13:00:00,MKR/BTC,0.04634037,0.04634037,0.04634037,0.04634037,0.05379370,0.002492819961669
1660132800,2022-08-10 12:00:00,MKR/BTC,0.04640927,0.04640927,0.04640927,0.04640927,0.00000000,0.0
1660129200,2022-08-10 11:00:00,MKR/BTC,0.04640927,0.04640927,0.04640927,0.04640927,0.00000000,0.0
1660125600,2022-08-10 10:00:00,MKR/BTC,0.04640927,0.04640927,0.04640927,0.04640927,0.00000000,0.0
1660122000,2022-08-10 09:00:00,MKR/BTC,0.04640927,0.04640927,0.04640927,0.04640927,0.00000000,0.0
1660118400,2022-08-10 08:00:00,MKR/BTC,0.04640927,0.04640927,0.04640927,0.04640927,0.32756664,0.015202128638752801
1660114800,2022-08-10 07:00:00,MKR/BTC,0.04595572,0.04595572,0.04595572,0.04595572,0.00000000,0.0
1660111200,2022-08-10 06:00:00,MKR/BTC,0.04595503,0.04595572,0.04595503,0.04595572,0.42375264,0.0194738576731008
1660107600,2022-08-10 05:00:00,MKR/BTC,0.04614788,0.04614788,0.04614788,0.04614788,0.00000000,0.0
1660104000,2022-08-10 04:00:00,MKR/BTC,0.04614788,0.04614788,0.04614788,0.04614788,0.00000000,0.0
1660100400,2022-08-10 03:00:00,MKR/BTC,0.04614788,0.04614788,0.04614788,0.04614788,0.00000000,0.0
1660096800,2022-08-10 02:00:00,MKR/BTC,0.04614788,0.04614788,0.04614788,0.04614788,0.00000000,0.0
1660093200,2022-08-10 01:00:00,MKR/BTC,0.04614788,0.04614788,0.04614788,0.04614788,0.00000000,0.0
1660089600,2022-08-10 00:00:00,MKR/BTC,0.04608953,0.04614788,0.04608953,0.04614788,0.15973411,0.007371390540186801
1660086000,2022-08-09 23:00:00,MKR/BTC,0.04636582,0.04636582,0.04636582,0.04636582,0.00000000,0.0
1660082400,2022-08-09 22:00:00,MKR/BTC,0.04636582,0.04636582,0.04636582,0.04636582,0.00000000,0.0
1660078800,2022-08-09 21:00:00,MKR/BTC,0.04636582,0.04636582,0.04636582,0.04636582,0.00000000,0.0
1660075200,2022-08-09 20:00:00,MKR/BTC,0.04636582,0.04636582,0.04636582,0.04636582,0.00000000,0.0
1660071600,2022-08-09 19:00:00,MKR/BTC,0.04636582,0.04636582,0.04636582,0.04636582,0.00000000,0.0
1660068000,2022-08-09 18:00:00,MKR/BTC,0.04636582,0.04636582,0.04636582,0.04636582,0.14659369,0.0067969366436758
1660064400,2022-08-09 17:00:00,MKR/BTC,0.04691665,0.04691665,0.04691665,0.04691665,0.00000000,0.0
1660060800,2022-08-09 16:00:00,MKR/BTC,0.04691665,0.04691665,0.04691665,0.04691665,0.00000000,0.0
1660057200,2022-08-09 15:00:00,MKR/BTC,0.04691665,0.04691665,0.04691665,0.04691665,0.00000000,0.0
1660053600,2022-08-09 14:00:00,MKR/BTC,0.04691665,0.04691665,0.04691665,0.04691665,0.00000000,0.0
1660050000,2022-08-09 13:00:00,MKR/BTC,0.04691665,0.04691665,0.04691665,0.04691665,0.00000000,0.0
1660046400,2022-08-09 12:00:00,MKR/BTC,0.04691665,0.04691665,0.04691665,0.04691665,0.11037525,0.0051784369729124995
1660042800,2022-08-09 11:00:00,MKR/BTC,0.04761599,0.04761599,0.04761599,0.04761599,0.00000000,0.0
1660039200,2022-08-09 10:00:00,MKR/BTC,0.04761599,0.04761599,0.04761599,0.04761599,0.00000000,0.0
1660035600,2022-08-09 09:00:00,MKR/BTC,0.04761599,0.04761599,0.04761599,0.04761599,0.00000000,0.0
1660032000,2022-08-09 08:00:00,MKR/BTC,0.04761599,0.04761599,0.04761599,0.04761599,0.00000000,0.0
1660028400,2022-08-09 07:00:00,MKR/BTC,0.04761599,0.04761599,0.04761599,0.04761599,0.00000000,0.0
1660024800,2022-08-09 06:00:00,MKR/BTC,0.04761599,0.04761599,0.04761599,0.04761599,0.08727075,0.004155483159292499
1660021200,2022-08-09 05:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1660017600,2022-08-09 04:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1660014000,2022-08-09 03:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1660010400,2022-08-09 02:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1660006800,2022-08-09 01:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1660003200,2022-08-09 00:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1659999600,2022-08-08 23:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1659996000,2022-08-08 22:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1659992400,2022-08-08 21:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.00000000,0.0
1659988800,2022-08-08 20:00:00,MKR/BTC,0.04663587,0.04663587,0.04663587,0.04663587,0.08727074,0.0040699468854438
1659985200,2022-08-08 19:00:00,MKR/BTC,0.04897863,0.04897863,0.04897863,0.04897863,0.00000000,0.0
1659981600,2022-08-08 18:00:00,MKR/BTC,0.04897863,0.04897863,0.04897863,0.04897863,0.00000000,0.0
1659978000,2022-08-08 17:00:00,MKR/BTC,0.04897863,0.04897863,0.04897863,0.04897863,0.00000000,0.0
1659974400,2022-08-08 16:00:00,MKR/BTC,0.04897863,0.04897863,0.04897863,0.04897863,0.00000000,0.0
1659970800,2022-08-08 15:00:00,MKR/BTC,0.04897863,0.04897863,0.04897863,0.04897863,0.00000000,0.0
1659967200,2022-08-08 14:00:00,MKR/BTC,0.04897863,0.04897863,0.04897863,0.04897863,0.00000000,0.0
1659963600,2022-08-08 13:00:00,MKR/BTC,0.04897983,0.04897983,0.04897863,0.04897863,0.34761333,0.0170256246731379
1659960000,2022-08-08 12:00:00,MKR/BTC,0.04834228,0.04834228,0.04834228,0.04834228,0.00000000,0.0
1659956400,2022-08-08 11:00:00,MKR/BTC,0.04834228,0.04834228,0.04834228,0.04834228,0.00000000,0.0
1659952800,2022-08-08 10:00:00,MKR/BTC,0.04833338,0.04834228,0.04833338,0.04834228,0.34673728,0.0167620706761984
1659949200,2022-08-08 09:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659945600,2022-08-08 08:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659942000,2022-08-08 07:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659938400,2022-08-08 06:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659934800,2022-08-08 05:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659931200,2022-08-08 04:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659927600,2022-08-08 03:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659924000,2022-08-08 02:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659920400,2022-08-08 01:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659916800,2022-08-08 00:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659913200,2022-08-07 23:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659909600,2022-08-07 22:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659906000,2022-08-07 21:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659902400,2022-08-07 20:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
1659898800,2022-08-07 19:00:00,MKR/BTC,0.04858762,0.04858762,0.04858762,0.04858762,0.00000000,0.0
