https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VEED,Volume BTC
1663452000,2022-09-17 22:00:00,VEED/BTC,0.0000001088,0.0000001088,0.0000001088,0.0000001088,977.1914,0.00010631842432
1663448400,2022-09-17 21:00:00,VEED/BTC,0.0000001093,0.0000001111,0.0000001051,0.0000001103,456601.3323,0.04968616025698
1663444800,2022-09-17 20:00:00,VEED/BTC,0.0000001095,0.0000001111,0.0000001095,0.0000001111,16767.1223,0.00183691060785
1663441200,2022-09-17 19:00:00,VEED/BTC,0.0000001126,0.0000001126,0.0000001126,0.0000001126,0,0
1663437600,2022-09-17 18:00:00,VEED/BTC,0.0000001096,0.0000001126,0.0000001095,0.0000001126,33741.4467,0.00372838266459
1663434000,2022-09-17 17:00:00,VEED/BTC,0.0000001123,0.0000001123,0.0000001048,0.0000001099,142336.53,0.0156251227205
1663430400,2022-09-17 16:00:00,VEED/BTC,0.0000001147,0.0000001598,0.000000111,0.0000001143,667856.7813,0.08472073269877
1663426800,2022-09-17 15:00:00,VEED/BTC,0.0000001126,0.0000001169,0.0000001126,0.0000001147,84115.4821,0.00957568102419
1663423200,2022-09-17 14:00:00,VEED/BTC,0.0000001127,0.0000001127,0.0000001108,0.0000001108,2043.6459,0.00023029659149
1663419600,2022-09-17 13:00:00,VEED/BTC,0.0000001106,0.0000001106,0.0000001106,0.0000001106,205.8276,0.00002276453256
1663416000,2022-09-17 12:00:00,VEED/BTC,0.0000001064,0.0000001127,0.0000001064,0.0000001107,64734.459,0.00702685494884
1663412400,2022-09-17 11:00:00,VEED/BTC,0.0000001031,0.0000001031,0.0000001031,0.0000001031,0,0
1663408800,2022-09-17 10:00:00,VEED/BTC,0.0000001031,0.0000001031,0.0000001031,0.0000001031,0,0
1663405200,2022-09-17 09:00:00,VEED/BTC,0.0000001031,0.0000001031,0.0000001031,0.0000001031,475.0817,0.00004898092327
1663401600,2022-09-17 08:00:00,VEED/BTC,0.0000001053,0.0000001053,0.0000001053,0.0000001053,0,0
1663398000,2022-09-17 07:00:00,VEED/BTC,0.0000001052,0.0000001053,0.0000001052,0.0000001053,3357.1323,0.00035333250616
1663394400,2022-09-17 06:00:00,VEED/BTC,0.0000001058,0.0000001058,0.0000001058,0.0000001058,0,0
1663390800,2022-09-17 05:00:00,VEED/BTC,0.0000001058,0.0000001058,0.0000001058,0.0000001058,314.1302,0.00003323497516
1663387200,2022-09-17 04:00:00,VEED/BTC,0.0000001032,0.0000001032,0.0000001032,0.0000001032,1576.7364,0.00016271919648
1663383600,2022-09-17 03:00:00,VEED/BTC,0.0000001052,0.0000001052,0.0000001052,0.0000001052,0,0
1663380000,2022-09-17 02:00:00,VEED/BTC,0.0000001028,0.0000001052,0.0000001028,0.0000001052,45829.3037,0.00481801587537
1663376400,2022-09-17 01:00:00,VEED/BTC,0.000000106,0.000000106,0.0000001018,0.0000001022,1269.9574,0.00013201197946
1663372800,2022-09-17 00:00:00,VEED/BTC,0.0000001037,0.0000001037,0.0000001037,0.0000001037,1157.1842,0.00012000000154
1663369200,2022-09-16 23:00:00,VEED/BTC,0.0000001058,0.0000001058,0.0000001058,0.0000001058,0,0
1663365600,2022-09-16 22:00:00,VEED/BTC,0.0000001057,0.0000001064,0.0000001057,0.0000001058,4815.8376,0.00050939873487
1663362000,2022-09-16 21:00:00,VEED/BTC,0.0000001017,0.0000001017,0.0000001017,0.0000001017,0,0
1663358400,2022-09-16 20:00:00,VEED/BTC,0.0000001017,0.0000001017,0.0000001017,0.0000001017,0,0
1663354800,2022-09-16 19:00:00,VEED/BTC,0.0000001017,0.0000001017,0.0000001017,0.0000001017,0,0
1663351200,2022-09-16 18:00:00,VEED/BTC,0.0000001017,0.0000001017,0.0000001017,0.0000001017,0,0
1663347600,2022-09-16 17:00:00,VEED/BTC,0.0000001017,0.0000001017,0.0000001017,0.0000001017,0,0
1663344000,2022-09-16 16:00:00,VEED/BTC,0.0000001037,0.0000001063,0.000000096,0.0000001017,329641.5727,0.0325862765804
1663340400,2022-09-16 15:00:00,VEED/BTC,0.0000001065,0.0000001065,0.0000001065,0.0000001065,0,0
1663336800,2022-09-16 14:00:00,VEED/BTC,0.0000001065,0.0000001065,0.0000001065,0.0000001065,0,0
1663333200,2022-09-16 13:00:00,VEED/BTC,0.0000001065,0.0000001065,0.0000001065,0.0000001065,4754.426,0.000506346369
1663329600,2022-09-16 12:00:00,VEED/BTC,0.0000001065,0.0000001065,0.0000001065,0.0000001065,0,0
1663326000,2022-09-16 11:00:00,VEED/BTC,0.0000001065,0.0000001065,0.0000001065,0.0000001065,754.8825,0.00008039498625
1663322400,2022-09-16 10:00:00,VEED/BTC,0.0000001062,0.0000001062,0.0000001062,0.0000001062,0,0
1663318800,2022-09-16 09:00:00,VEED/BTC,0.0000001062,0.0000001062,0.0000001062,0.0000001062,0,0
1663315200,2022-09-16 08:00:00,VEED/BTC,0.0000001062,0.0000001062,0.0000001062,0.0000001062,9452.8622,0.00100389396564
1663311600,2022-09-16 07:00:00,VEED/BTC,0.0000001041,0.0000001041,0.0000001041,0.0000001041,0,0
1663308000,2022-09-16 06:00:00,VEED/BTC,0.0000001041,0.0000001041,0.0000001041,0.0000001041,0,0
1663304400,2022-09-16 05:00:00,VEED/BTC,0.0000001041,0.0000001041,0.0000001041,0.0000001041,0,0
1663300800,2022-09-16 04:00:00,VEED/BTC,0.0000001044,0.0000001044,0.0000001041,0.0000001041,148615.6262,0.01547330556699
1663297200,2022-09-16 03:00:00,VEED/BTC,0.0000001046,0.0000001046,0.0000001046,0.0000001046,0,0
1663293600,2022-09-16 02:00:00,VEED/BTC,0.0000001046,0.0000001046,0.0000001046,0.0000001046,0,0
1663290000,2022-09-16 01:00:00,VEED/BTC,0.0000001046,0.0000001046,0.0000001046,0.0000001046,0,0
1663286400,2022-09-16 00:00:00,VEED/BTC,0.0000001046,0.0000001046,0.0000001046,0.0000001046,0,0
1663282800,2022-09-15 23:00:00,VEED/BTC,0.0000001046,0.0000001046,0.0000001046,0.0000001046,1378.2596,0.00014416595416
1663279200,2022-09-15 22:00:00,VEED/BTC,0.0000001053,0.0000001053,0.0000001053,0.0000001053,22.7919,0.00000239998707
1663275600,2022-09-15 21:00:00,VEED/BTC,0.0000001061,0.0000001061,0.0000001061,0.0000001061,0,0
1663272000,2022-09-15 20:00:00,VEED/BTC,0.0000001061,0.0000001061,0.0000001061,0.0000001061,0,0
1663268400,2022-09-15 19:00:00,VEED/BTC,0.0000001061,0.0000001061,0.0000001061,0.0000001061,0,0
1663264800,2022-09-15 18:00:00,VEED/BTC,0.0000001061,0.0000001061,0.0000001061,0.0000001061,0,0
1663261200,2022-09-15 17:00:00,VEED/BTC,0.0000001061,0.0000001061,0.0000001061,0.0000001061,2015.6907,0.00021386478327
1663257600,2022-09-15 16:00:00,VEED/BTC,0.0000001056,0.0000001056,0.0000001056,0.0000001056,0,0
1663254000,2022-09-15 15:00:00,VEED/BTC,0.0000001082,0.000000109,0.0000001056,0.0000001056,14562.1566,0.0015699833618
1663250400,2022-09-15 14:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001066,0.0000001066,0,0
1663246800,2022-09-15 13:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001066,0.0000001066,0,0
1663243200,2022-09-15 12:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001066,0.0000001066,0,0
1663239600,2022-09-15 11:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001066,0.0000001066,0,0
1663236000,2022-09-15 10:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001066,0.0000001066,0,0
1663232400,2022-09-15 09:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001066,0.0000001066,0,0
1663228800,2022-09-15 08:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001066,0.0000001066,1067.5634,0.00011380225844
1663225200,2022-09-15 07:00:00,VEED/BTC,0.0000001042,0.0000001042,0.0000001042,0.0000001042,485.2237,0.00005056030954
1663221600,2022-09-15 06:00:00,VEED/BTC,0.0000001053,0.0000001053,0.0000001036,0.0000001036,4989.072,0.00051873253157
1663218000,2022-09-15 05:00:00,VEED/BTC,0.0000001054,0.0000001054,0.0000001054,0.0000001054,0,0
1663214400,2022-09-15 04:00:00,VEED/BTC,0.0000001054,0.0000001054,0.0000001054,0.0000001054,457.0971,0.00004817803434
1663210800,2022-09-15 03:00:00,VEED/BTC,0.0000001063,0.0000001063,0.0000001063,0.0000001063,51.3733,0.00000546098179
1663207200,2022-09-15 02:00:00,VEED/BTC,0.0000001071,0.0000001071,0.0000001071,0.0000001071,0,0
1663203600,2022-09-15 01:00:00,VEED/BTC,0.0000001071,0.0000001071,0.0000001071,0.0000001071,7698.5384,0.00082451346264
1663200000,2022-09-15 00:00:00,VEED/BTC,0.0000001085,0.0000001085,0.0000001085,0.0000001085,0,0
1663196400,2022-09-14 23:00:00,VEED/BTC,0.0000001085,0.0000001085,0.0000001085,0.0000001085,0,0
1663192800,2022-09-14 22:00:00,VEED/BTC,0.0000001085,0.0000001085,0.0000001085,0.0000001085,0,0
1663189200,2022-09-14 21:00:00,VEED/BTC,0.0000001063,0.0000001088,0.0000001063,0.0000001085,1612.6064,0.00017400221857
1663185600,2022-09-14 20:00:00,VEED/BTC,0.000000108,0.000000108,0.000000108,0.000000108,1018.5186,0.0001100000088
1663182000,2022-09-14 19:00:00,VEED/BTC,0.0000001101,0.0000001101,0.0000001101,0.0000001101,0,0
1663178400,2022-09-14 18:00:00,VEED/BTC,0.0000001081,0.0000001101,0.0000001081,0.0000001101,38301.7522,0.00414798854442
1663174800,2022-09-14 17:00:00,VEED/BTC,0.0000001063,0.0000001063,0.0000001063,0.0000001063,0,0
1663171200,2022-09-14 16:00:00,VEED/BTC,0.0000001066,0.0000001066,0.0000001057,0.0000001063,12284.3811,0.00130827222363
1663167600,2022-09-14 15:00:00,VEED/BTC,0.0000001056,0.0000001056,0.0000001056,0.0000001056,0,0
1663164000,2022-09-14 14:00:00,VEED/BTC,0.0000001056,0.0000001056,0.0000001056,0.0000001056,3007.0176,0.00031754105856
1663160400,2022-09-14 13:00:00,VEED/BTC,0.000000105,0.000000105,0.000000105,0.000000105,3366.6134,0.000353494407
1663156800,2022-09-14 12:00:00,VEED/BTC,0.0000001054,0.0000001055,0.0000001016,0.0000001016,5723.3501,0.00058630650051
1663153200,2022-09-14 11:00:00,VEED/BTC,0.0000001051,0.0000001051,0.0000001051,0.0000001051,0,0
1663149600,2022-09-14 10:00:00,VEED/BTC,0.0000001051,0.0000001051,0.0000001051,0.0000001051,629.4894,0.00006615933594
1663146000,2022-09-14 09:00:00,VEED/BTC,0.0000001023,0.0000001023,0.0000001023,0.0000001023,0,0
1663142400,2022-09-14 08:00:00,VEED/BTC,0.0000001023,0.0000001023,0.0000001023,0.0000001023,10.6885,0.00000109343355
1663138800,2022-09-14 07:00:00,VEED/BTC,0.0000001036,0.0000001036,0.0000001036,0.0000001036,14.7314,0.00000152617304
1663135200,2022-09-14 06:00:00,VEED/BTC,0.0000001054,0.0000001054,0.0000001054,0.0000001054,799.1642,0.00008423190668
1663131600,2022-09-14 05:00:00,VEED/BTC,0.0000001044,0.0000001044,0.0000001044,0.0000001044,0,0
1663128000,2022-09-14 04:00:00,VEED/BTC,0.000000105,0.000000105,0.0000001044,0.0000001044,4390.6805,0.00046101182148
1663124400,2022-09-14 03:00:00,VEED/BTC,0.0000001009,0.0000001009,0.0000001009,0.0000001009,0,0
1663120800,2022-09-14 02:00:00,VEED/BTC,0.0000001009,0.0000001009,0.0000001009,0.0000001009,1262.0292,0.00012733874628
1663117200,2022-09-14 01:00:00,VEED/BTC,0.0000001022,0.0000001049,0.0000001021,0.0000001049,10000.5711,0.00102185990839
1663113600,2022-09-14 00:00:00,VEED/BTC,0.0000001047,0.0000001047,0.0000001044,0.0000001044,10209.4161,0.00106766444436
