https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DFA,Volume USDT
1658534400,2022-07-23 00:00:00,DFA/USDT,0.1519,0.1693,0.1497,0.1547,982851.8874,150881.83490844
1658448000,2022-07-22 00:00:00,DFA/USDT,0.1523,0.1591,0.15,0.152,923370.0709,141420.04187381
1658361600,2022-07-21 00:00:00,DFA/USDT,0.1551,0.1598,0.1492,0.1523,1012439.67539204,155248.016148900428
1658275200,2022-07-20 00:00:00,DFA/USDT,0.159,0.2904,0.1511,0.1551,1006681.07091919,171867.46828458797
1658188800,2022-07-19 00:00:00,DFA/USDT,0.1584,0.1656,0.1536,0.1589,193930.41765041,30526.519253793011
1658102400,2022-07-18 00:00:00,DFA/USDT,0.1564,0.1737,0.1547,0.1587,284159.76680031,45286.349308425405
1658016000,2022-07-17 00:00:00,DFA/USDT,0.1587,0.162,0.1541,0.1565,297279.54188941,46785.736140469313
1657929600,2022-07-16 00:00:00,DFA/USDT,0.15,0.1657,0.15,0.1588,583108.61527118,92389.045313447402
1657843200,2022-07-15 00:00:00,DFA/USDT,0.1547,0.1634,0.1491,0.15,198325.63278639,30716.403609107184
1657756800,2022-07-14 00:00:00,DFA/USDT,0.1548,0.1579,0.1497,0.1548,343577.17171464,52920.664615138082
1657670400,2022-07-13 00:00:00,DFA/USDT,0.1494,0.1682,0.1468,0.1547,509048.58596816,77970.909069580782
1657584000,2022-07-12 00:00:00,DFA/USDT,0.1543,0.1562,0.1472,0.1487,191342.69042665,28962.644004976882
1657497600,2022-07-11 00:00:00,DFA/USDT,0.1598,0.1646,0.152,0.1543,217850.65894474,34437.816815774596
1657411200,2022-07-10 00:00:00,DFA/USDT,0.16,0.1699,0.1544,0.1599,196978.49888946,31223.56286657127
1657324800,2022-07-09 00:00:00,DFA/USDT,0.1619,0.1724,0.1568,0.1608,672709.52691374,109906.026962090057
1657238400,2022-07-08 00:00:00,DFA/USDT,0.164,0.1791,0.156,0.1621,1705967.05539311,282314.943892834911
1657152000,2022-07-07 00:00:00,DFA/USDT,0.1479,16,0.147,0.164,4946109.05808842,1144271.81081685217
1657065600,2022-07-06 00:00:00,DFA/USDT,0.1512,0.1529,0.1471,0.1478,816545.27429081,121696.771991939771
1656979200,2022-07-05 00:00:00,DFA/USDT,0.1546,0.1573,0.1478,0.1511,68324.92679988,10392.807001658384
1656892800,2022-07-04 00:00:00,DFA/USDT,0.1537,0.157,0.1395,0.1546,92807.36416283,13691.237806286885
1656806400,2022-07-03 00:00:00,DFA/USDT,0.1417,0.1571,0.1399,0.1537,48620.36980153,7066.196465032238
1656720000,2022-07-02 00:00:00,DFA/USDT,0.1439,0.147,0.1405,0.1418,41884.73755006,5999.948030728604
1656633600,2022-07-01 00:00:00,DFA/USDT,0.1566,0.1575,0.1397,0.1439,69846.26489256,10303.64999950881
1656547200,2022-06-30 00:00:00,DFA/USDT,0.1542,0.163,0.1398,0.1567,84663.7164,12667.34723485
1656460800,2022-06-29 00:00:00,DFA/USDT,0.157,0.163,0.1505,0.1545,53596.86173233,8351.54560927979
1656374400,2022-06-28 00:00:00,DFA/USDT,0.1629,0.1629,0.1548,0.1573,48875.2478151,7720.47412561858
1656288000,2022-06-27 00:00:00,DFA/USDT,0.1565,0.1713,0.1489,0.1628,108859.57652005,17400.01227682224
1656201600,2022-06-26 00:00:00,DFA/USDT,0.1624,0.1766,0.152,0.1566,131690.11036926,21103.977297318036
1656115200,2022-06-25 00:00:00,DFA/USDT,0.158,0.1668,0.1562,0.1624,91310.15739607,14854.754378289585
1656028800,2022-06-24 00:00:00,DFA/USDT,0.1463,0.1631,0.1461,0.1581,142497.64655448,21842.90242651969
1655942400,2022-06-23 00:00:00,DFA/USDT,0.1369,0.1533,0.1346,0.1466,819135.45512384,116848.015135779056
1655856000,2022-06-22 00:00:00,DFA/USDT,0.1408,0.1545,0.1368,0.1368,854392.81046258,123762.379908077719
1655769600,2022-06-21 00:00:00,DFA/USDT,0.1345,0.1473,0.1343,0.1409,365927.57064837,50958.598351326743
1655683200,2022-06-20 00:00:00,DFA/USDT,0.133,0.1438,0.1317,0.1345,857024.36435963,117353.138775998755
1655596800,2022-06-19 00:00:00,DFA/USDT,0.1257,0.1375,0.1239,0.133,998515.02928984,130725.258832220304
1655510400,2022-06-18 00:00:00,DFA/USDT,0.1371,0.1465,0.1224,0.1257,992958.10091967,131469.685800624459
1655424000,2022-06-17 00:00:00,DFA/USDT,0.1272,0.1398,0.1259,0.1371,836440.00943222,110504.444391249916
1655337600,2022-06-16 00:00:00,DFA/USDT,0.1335,0.1537,0.1269,0.1272,1011937.71528242,137869.782515394117
1655251200,2022-06-15 00:00:00,DFA/USDT,0.1303,0.1339,0.116,0.1335,710465.6735,89527.33769356
1655164800,2022-06-14 00:00:00,DFA/USDT,0.1272,0.1399,0.1157,0.1303,962308.66275845,123416.47660763893
1655078400,2022-06-13 00:00:00,DFA/USDT,0.161,0.1613,0.1256,0.1272,920644.46991661,130503.766356278756
1654992000,2022-06-12 00:00:00,DFA/USDT,0.1758,0.1778,0.161,0.161,908679.85623777,153443.723285909353
1654905600,2022-06-11 00:00:00,DFA/USDT,0.1913,0.1947,0.1757,0.1758,908712.41734351,166345.118358907462
1654819200,2022-06-10 00:00:00,DFA/USDT,0.2057,0.208,0.1912,0.1912,890349.3245,177109.58951444
1654732800,2022-06-09 00:00:00,DFA/USDT,0.2029,0.2103,0.1994,0.206,875465.62456931,179208.413522887529
1654646400,2022-06-08 00:00:00,DFA/USDT,0.2126,0.2128,0.201,0.2029,856352.22467183,176381.744481494519
1654560000,2022-06-07 00:00:00,DFA/USDT,0.2274,0.2286,0.2029,0.2127,897286.43752526,187737.458589323696
1654473600,2022-06-06 00:00:00,DFA/USDT,0.2108,0.2606,0.2058,0.2272,946738.15830953,209236.97938890409
1654387200,2022-06-05 00:00:00,DFA/USDT,0.2117,0.2286,0.2073,0.2108,1047509.92620329,226191.437796659603
1654300800,2022-06-04 00:00:00,DFA/USDT,0.2083,0.2179,0.2062,0.2117,878669.95615307,183434.731300927118
1654214400,2022-06-03 00:00:00,DFA/USDT,0.2056,0.2176,0.2043,0.2084,884114.36234263,184677.612477626684
1654128000,2022-06-02 00:00:00,DFA/USDT,0.2081,0.2124,0.2029,0.2056,869273.22771132,179108.61069608984
1654041600,2022-06-01 00:00:00,DFA/USDT,0.2225,0.2371,0.2081,0.2081,882526.54400487,197775.620685579091
1653955200,2022-05-31 00:00:00,DFA/USDT,0.2195,0.2265,0.2168,0.2225,861718.21969573,191192.32556462319
1653868800,2022-05-30 00:00:00,DFA/USDT,0.2061,0.2197,0.2043,0.2194,852091.71308967,181479.973457579609
1653782400,2022-05-29 00:00:00,DFA/USDT,0.1964,0.2236,0.196,0.2061,957929.77442458,198897.546469111599
1653696000,2022-05-28 00:00:00,DFA/USDT,0.2031,0.2034,0.1932,0.1962,883651.8979735,174397.999597766151
1653609600,2022-05-27 00:00:00,DFA/USDT,0.2014,0.2097,0.1943,0.2031,896636.3011638,180579.885612809099
1653523200,2022-05-26 00:00:00,DFA/USDT,0.224,0.2264,0.1944,0.2014,893133.60143881,185419.561644502735
1653436800,2022-05-25 00:00:00,DFA/USDT,0.2138,0.2247,0.2081,0.2242,895347.9346497,194100.37545951975
1653350400,2022-05-24 00:00:00,DFA/USDT,0.2192,0.2291,0.2125,0.2139,906583.52799793,198459.23867211175
1653264000,2022-05-23 00:00:00,DFA/USDT,0.2343,0.3487,0.209,0.2192,1283482.85321782,304639.250099704463
1653177600,2022-05-22 00:00:00,DFA/USDT,0.2447,0.3021,0.2139,0.2341,1409995.26489263,342850.720551418936
1653091200,2022-05-21 00:00:00,DFA/USDT,0.2409,0.2755,0.2382,0.245,924570.84075684,225465.601247428184
1653004800,2022-05-20 00:00:00,DFA/USDT,0.2303,0.2595,0.2241,0.2409,977427.08207945,228518.123233674483
1652918400,2022-05-19 00:00:00,DFA/USDT,0.2297,0.2503,0.2142,0.2306,954152.25584784,214716.595596958355
1652832000,2022-05-18 00:00:00,DFA/USDT,0.2232,0.2655,0.2184,0.2297,954869.67914974,220329.065327524254
1652745600,2022-05-17 00:00:00,DFA/USDT,0.224,0.2308,0.2126,0.2231,881964.44129538,196295.499426215413
1652659200,2022-05-16 00:00:00,DFA/USDT,0.2212,0.2483,0.2165,0.224,912582.20390218,212201.86849654248
1652572800,2022-05-15 00:00:00,DFA/USDT,0.2158,0.2221,0.2081,0.2212,585739.92380119,124761.163958173693
1652486400,2022-05-14 00:00:00,DFA/USDT,0.2348,0.2471,0.2055,0.2156,632898.25631106,137677.23087863371
1652400000,2022-05-13 00:00:00,DFA/USDT,0.1742,0.269,0.1718,0.2348,687785.32495866,143654.217061496729
1652313600,2022-05-12 00:00:00,DFA/USDT,0.1635,0.1759,0.1382,0.1741,668412.46960363,103704.389356682893
1652227200,2022-05-11 00:00:00,DFA/USDT,0.1708,0.24,0.1633,0.1635,633068.71604238,133127.358620070257
