https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RUB,Volume ETH
1663549200000,2022-09-19 01:00:00,ETH/RUB,87673.34,87787.86,87630.71,87751.72,114700.273212,1.3071
1663545600000,2022-09-19 00:00:00,ETH/RUB,86798.51,87797.59,86285.54,87649.38,440191.5916944546,5.02218717
1663542000000,2022-09-18 23:00:00,ETH/RUB,84523.14,86881.96,84440.62,86293.91,470917.0885300564,5.45713004
1663538400000,2022-09-18 22:00:00,ETH/RUB,84388.79,84723.13,84238.87,84687.96,423812.4270240001,5.0044
1663534800000,2022-09-18 21:00:00,ETH/RUB,86596.72,87195.22,84291.31,84423.15,736408.3422929624,8.72282475
1663531200000,2022-09-18 20:00:00,ETH/RUB,86900.7,87075.18,86567.75,86579.54,393799.4593828638,4.54841247
1663527600000,2022-09-18 19:00:00,ETH/RUB,86557.88,87335.3,86557.88,87207.88,487824.38970989204,5.5938109
1663524000000,2022-09-18 18:00:00,ETH/RUB,86965.24,87333.12,86556.71,86849.26,377395.4205624944,4.34540744
1663520400000,2022-09-18 17:00:00,ETH/RUB,88045.74,88083.17,86767.1,86898.35,349471.16819649655,4.02160879
1663516800000,2022-09-18 16:00:00,ETH/RUB,89528.38,89861.35,86679.05,87112.2,1408123.141123692,16.16447686
1663513200000,2022-09-18 15:00:00,ETH/RUB,89748.55,90014.55,89461.99,89495.47,356759.121292484,3.9863372
1663509600000,2022-09-18 14:00:00,ETH/RUB,90842.1,90842.1,89076.5,89590.14,420261.6156587442,4.69093603
1663506000000,2022-09-18 13:00:00,ETH/RUB,90886.93,90969.9,90388.04,90893.48,528065.1987063084,5.80971483
1663502400000,2022-09-18 12:00:00,ETH/RUB,90650.52,90940.33,90144.17,90877.45,431669.088899889,4.75001322
1663498800000,2022-09-18 11:00:00,ETH/RUB,90479.89,90756.5,90326.5,90688.84,562117.7007520932,6.19831173
1663495200000,2022-09-18 10:00:00,ETH/RUB,89913.08,90960.51,89913.08,90575.56,630430.914569672,6.9602762
1663491600000,2022-09-18 09:00:00,ETH/RUB,91949.16,92000.0,89254.3,90404.46,688671.9792555985,7.61767704
1663488000000,2022-09-18 08:00:00,ETH/RUB,91936.77,92087.69,91896.2,91948.77,369497.3478077394,4.01851322
1663484400000,2022-09-18 07:00:00,ETH/RUB,91978.77,92192.7,91913.49,91948.6,391687.75678318803,4.25985558
1663480800000,2022-09-18 06:00:00,ETH/RUB,92216.66,92216.66,91738.2,91997.79,468751.5904610802,5.09524838
1663477200000,2022-09-18 05:00:00,ETH/RUB,91991.99,92289.57,91896.29,92283.58,471227.644554,5.1063
1663473600000,2022-09-18 04:00:00,ETH/RUB,91785.94,92062.28,91771.29,92001.79,520080.77540603676,5.65294192
1663470000000,2022-09-18 03:00:00,ETH/RUB,92079.56,92120.67,91704.46,91774.32,416967.44548800006,4.5434
1663466400000,2022-09-18 02:00:00,ETH/RUB,91920.67,92184.99,91856.52,92184.99,554898.3288060001,6.0194
1663462800000,2022-09-18 01:00:00,ETH/RUB,91930.72,92184.56,91862.03,91862.03,401354.39527300006,4.3691
1663459200000,2022-09-18 00:00:00,ETH/RUB,93091.57,93091.57,91832.93,91906.88,437394.7917588288,4.75910826
1663455600000,2022-09-17 23:00:00,ETH/RUB,92663.36,93198.74,92663.36,93042.47,406288.553749,4.3667
1663452000000,2022-09-17 22:00:00,ETH/RUB,91974.87,92779.55,91941.47,92669.97,448476.319815,4.8395
1663448400000,2022-09-17 21:00:00,ETH/RUB,92727.48,92749.98,91787.74,91787.74,403294.07978031266,4.39376849
1663444800000,2022-09-17 20:00:00,ETH/RUB,92815.35,92849.32,92731.86,92744.57,488859.7530345634,5.27103369
1663441200000,2022-09-17 19:00:00,ETH/RUB,92865.71,92874.13,92466.4,92836.62,506988.5958783054,5.46108417
1663437600000,2022-09-17 18:00:00,ETH/RUB,92700.0,93470.92,92681.5,92876.21,590139.9781291448,6.35404888
1663434000000,2022-09-17 17:00:00,ETH/RUB,92660.77,93402.6,92423.67,92819.4,478210.7392608479,5.15205592
1663430400000,2022-09-17 16:00:00,ETH/RUB,91322.66,92734.13,91321.65,92689.1,509463.667579734,5.49647874
1663426800000,2022-09-17 15:00:00,ETH/RUB,91234.21,91770.1,90850.8,91376.91,503570.4917974038,5.51091618
1663423200000,2022-09-17 14:00:00,ETH/RUB,89885.94,91168.19,89756.6,91118.11,550707.1586627049,6.04388259
1663419600000,2022-09-17 13:00:00,ETH/RUB,89932.21,90194.49,89841.1,89875.19,483660.00960297004,5.381463
1663416000000,2022-09-17 12:00:00,ETH/RUB,89869.35,90092.89,89490.4,89955.39,460194.611751588,5.1158092
1663412400000,2022-09-17 11:00:00,ETH/RUB,89957.78,90331.8,89741.8,89913.65,539051.853801688,5.99521712
1663408800000,2022-09-17 10:00:00,ETH/RUB,90778.82,90780.55,89808.0,89962.95,490414.2385606695,5.45129121
1663405200000,2022-09-17 09:00:00,ETH/RUB,90718.01,90832.62,90689.29,90777.94,432577.4189778074,4.76522621
1663401600000,2022-09-17 08:00:00,ETH/RUB,90546.84,90967.72,90390.5,90666.54,535722.7820693813,5.90871541
1663398000000,2022-09-17 07:00:00,ETH/RUB,90347.56,90677.11,90272.64,90677.11,424808.60709754727,4.68484943
1663394400000,2022-09-17 06:00:00,ETH/RUB,90340.93,90422.7,89974.8,90322.94,488596.4089402368,5.40943872
1663390800000,2022-09-17 05:00:00,ETH/RUB,91021.09,91021.09,90207.9,90373.14,508977.87882753235,5.63195966
1663387200000,2022-09-17 04:00:00,ETH/RUB,91077.31,91367.41,90948.87,90976.15,449849.768905,4.9447
1663383600000,2022-09-17 03:00:00,ETH/RUB,91278.7,91302.2,90765.0,91143.54,454001.90736509813,4.98117483
1663380000000,2022-09-17 02:00:00,ETH/RUB,91311.43,91397.43,90765.1,91157.91,443629.084806,4.8666
1663376400000,2022-09-17 01:00:00,ETH/RUB,91144.66,91435.78,90818.9,91343.26,470230.06763950875,5.14794488
1663372800000,2022-09-17 00:00:00,ETH/RUB,90412.33,91799.67,90378.77,91150.43,425644.2751658118,4.66969026
1663369200000,2022-09-16 23:00:00,ETH/RUB,90652.08,90670.57,90110.48,90270.33,493592.30228476983,5.46793506
1663365600000,2022-09-16 22:00:00,ETH/RUB,90826.19,90974.21,90574.6,90635.92,435200.5658493952,4.80163456
1663362000000,2022-09-16 21:00:00,ETH/RUB,90798.2,91286.87,90453.4,90821.94,362406.5156243994,3.99029701
1663358400000,2022-09-16 20:00:00,ETH/RUB,90610.34,91284.96,90461.11,90736.88,520260.6248760232,5.73372839
1663354800000,2022-09-16 19:00:00,ETH/RUB,90225.88,91631.89,90115.3,90910.53,609856.2329622561,6.70831237
1663351200000,2022-09-16 18:00:00,ETH/RUB,90022.03,90522.4,89883.9,89958.9,420734.7769698629,4.67696667
1663347600000,2022-09-16 17:00:00,ETH/RUB,90022.5,90833.77,89947.75,90018.18,396097.4888336466,4.40019437
1663344000000,2022-09-16 16:00:00,ETH/RUB,91627.04,91716.92,89994.7,90410.07,637089.6151480579,7.04666654
1663340400000,2022-09-16 15:00:00,ETH/RUB,91498.4,91989.01,90882.59,91500.94,608761.0846647643,6.65305826
1663336800000,2022-09-16 14:00:00,ETH/RUB,91411.9,91923.58,90459.71,91683.36,446132.51332704,4.866014
1663333200000,2022-09-16 13:00:00,ETH/RUB,91279.17,92342.59,90010.0,90923.13,489756.08771805686,5.38648513
1663329600000,2022-09-16 12:00:00,ETH/RUB,92904.84,93034.69,91630.18,91649.38,487462.4366084628,5.31877506
1663326000000,2022-09-16 11:00:00,ETH/RUB,91853.47,93015.77,91050.91,93015.77,499134.28134676954,5.36612535
1663322400000,2022-09-16 10:00:00,ETH/RUB,91377.59,91909.82,91020.3,91830.93,525259.3947406295,5.71985272
1663318800000,2022-09-16 09:00:00,ETH/RUB,90906.41,91672.3,90605.7,91369.56,639977.0351281584,7.00426964
1663315200000,2022-09-16 08:00:00,ETH/RUB,92000.0,92033.7,90051.4,90815.34,570736.4020475964,6.28458146
1663311600000,2022-09-16 07:00:00,ETH/RUB,91553.35,92287.54,91553.35,92050.0,520947.19284649997,5.65939373
1663308000000,2022-09-16 06:00:00,ETH/RUB,91583.7,91926.56,91305.26,91574.05,583277.722866579,6.36946518
1663304400000,2022-09-16 05:00:00,ETH/RUB,91743.23,91999.76,91615.4,91713.59,518597.78992428863,5.65453593
1663300800000,2022-09-16 04:00:00,ETH/RUB,91545.25,91971.32,91376.09,91635.16,526390.5415784688,5.74441668
1663297200000,2022-09-16 03:00:00,ETH/RUB,91019.68,91722.44,90750.2,91722.44,517045.46538830356,5.63706619
1663293600000,2022-09-16 02:00:00,ETH/RUB,91158.91,91421.64,90138.51,91005.96,443712.02670657967,4.87563701
1663290000000,2022-09-16 01:00:00,ETH/RUB,91903.11,91903.11,90970.02,91136.52,416967.80630399997,4.5752
1663286400000,2022-09-16 00:00:00,ETH/RUB,91273.72,91891.75,90128.5,91870.31,441387.6172753082,4.80446422
1663282800000,2022-09-15 23:00:00,ETH/RUB,91793.81,92114.36,91020.0,91162.12,511572.21254152997,5.61167525
1663279200000,2022-09-15 22:00:00,ETH/RUB,92069.86,92086.6,91173.95,91510.75,441135.29388230003,4.8205844
1663275600000,2022-09-15 21:00:00,ETH/RUB,92966.77,92993.89,92044.44,92058.15,470396.9148803745,5.10978023
1663272000000,2022-09-15 20:00:00,ETH/RUB,93018.02,93442.87,92741.19,92946.7,454607.050911167,4.89105101
1663268400000,2022-09-15 19:00:00,ETH/RUB,92744.82,93237.68,92450.33,93001.77,477433.49214449525,5.13359576
1663264800000,2022-09-15 18:00:00,ETH/RUB,93207.19,93783.9,92545.45,92816.2,416565.04769312404,4.48806402
1663261200000,2022-09-15 17:00:00,ETH/RUB,93391.13,94105.14,93253.35,93253.35,368541.71349573304,3.95204798
1663257600000,2022-09-15 16:00:00,ETH/RUB,92379.59,93391.13,91202.0,93331.95,608373.2357058959,6.51838128
1663254000000,2022-09-15 15:00:00,ETH/RUB,92613.02,93941.09,91233.0,92530.03,478101.40845219255,5.16698642
1663250400000,2022-09-15 14:00:00,ETH/RUB,98563.07,98706.8,92539.84,92957.03,471191.50124190014,5.06891734
1663246800000,2022-09-15 13:00:00,ETH/RUB,98354.08,98925.9,97569.62,98095.59,638108.9524825956,6.50497084
1663243200000,2022-09-15 12:00:00,ETH/RUB,98649.5,98737.1,97849.13,98419.85,580600.302243869,5.89921954
1663239600000,2022-09-15 11:00:00,ETH/RUB,97867.26,98708.79,97109.81,98560.21,557136.2162358769,5.65274989
1663236000000,2022-09-15 10:00:00,ETH/RUB,98232.49,98933.51,97602.7,97843.0,811325.53122718,8.29211626
1663232400000,2022-09-15 09:00:00,ETH/RUB,99488.19,99539.34,98000.01,98000.01,488804.88499804435,4.98780444
1663228800000,2022-09-15 08:00:00,ETH/RUB,102304.99,102325.46,99100.44,99478.85,409937.114617219,4.12084694
1663225200000,2022-09-15 07:00:00,ETH/RUB,98750.61,102303.0,98750.61,101327.75,720292.2667103601,7.10853904
1663221600000,2022-09-15 06:00:00,ETH/RUB,99948.67,100138.36,98000.0,99008.6,760404.811119786,7.68018951
1663218000000,2022-09-15 05:00:00,ETH/RUB,99512.88,99959.77,98602.71,99842.49,470594.08589775127,4.71336488
1663214400000,2022-09-15 04:00:00,ETH/RUB,98910.88,99537.56,98423.61,99534.01,451740.07212743914,4.53854991
1663210800000,2022-09-15 03:00:00,ETH/RUB,99850.57,99850.57,98438.51,99046.48,464750.8487513944,4.69225003
1663207200000,2022-09-15 02:00:00,ETH/RUB,100786.79,100786.79,98962.21,99807.5,658237.2733638,6.59506824
1663203600000,2022-09-15 01:00:00,ETH/RUB,100747.82,100747.82,99366.91,100597.47,516363.51089505985,5.13296717
1663200000000,2022-09-15 00:00:00,ETH/RUB,101231.42,101891.65,100472.45,100472.45,462573.1212139895,4.60397971
1663196400000,2022-09-14 23:00:00,ETH/RUB,101324.09,101361.09,100416.88,101094.2,448147.45872356795,4.43296904
1663192800000,2022-09-14 22:00:00,ETH/RUB,100138.99,101341.47,99815.66,101341.47,527357.660805312,5.2037696
1663189200000,2022-09-14 21:00:00,ETH/RUB,98875.07,100590.35,98391.27,100021.47,465343.39078009414,4.65243503
1663185600000,2022-09-14 20:00:00,ETH/RUB,98636.26,98988.36,98521.34,98964.31,594961.6371535342,6.01188082
1663182000000,2022-09-14 19:00:00,ETH/RUB,97839.48,99130.29,97595.91,98618.35,585466.8395172285,5.93669271
1663178400000,2022-09-14 18:00:00,ETH/RUB,98262.66,99390.35,97441.5,97664.54,446215.7977403168,4.56886192
1663174800000,2022-09-14 17:00:00,ETH/RUB,98177.9,98908.8,98150.01,98257.56,508854.68648506916,5.17878407
1663171200000,2022-09-14 16:00:00,ETH/RUB,98686.19,99191.77,98150.01,98372.6,724896.7847972901,7.36888915
1663167600000,2022-09-14 15:00:00,ETH/RUB,98843.39,99636.41,98377.66,98388.42,648763.9437743099,6.5939055
1663164000000,2022-09-14 14:00:00,ETH/RUB,99011.25,99485.61,98150.01,98810.85,564989.881372569,5.71789314
1663160400000,2022-09-14 13:00:00,ETH/RUB,99087.36,99587.89,98150.01,98986.02,530943.1561817124,5.36381962
1663156800000,2022-09-14 12:00:00,ETH/RUB,98524.15,99174.3,98150.01,99162.64,594739.4679982847,5.99761632
1663153200000,2022-09-14 11:00:00,ETH/RUB,98734.46,99495.46,98150.0,98537.39,478281.3403182535,4.85380565
1663149600000,2022-09-14 10:00:00,ETH/RUB,99245.93,99250.19,98469.91,98715.32,459839.59103330167,4.65823938
1663146000000,2022-09-14 09:00:00,ETH/RUB,98766.18,99394.21,98747.95,99117.67,537006.5645305271,5.41786913
