https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POLC,Volume USDT
1661126400,2022-08-22 00:00:00,POLC/USDT,0.05245,0.05468,0.04906,0.05201,2017445.09520677,102869.8040824918941
1661040000,2022-08-21 00:00:00,POLC/USDT,0.05104,0.05349,0.05081,0.05251,782649.86652939,40703.1961049710526
1660953600,2022-08-20 00:00:00,POLC/USDT,0.05254,0.05376,0.05018,0.05109,1596812.36217782,83247.9269851408952
1660867200,2022-08-19 00:00:00,POLC/USDT,0.05952,0.05999,0.0525,0.05252,2310447.75120395,127464.1684889226495
1660780800,2022-08-18 00:00:00,POLC/USDT,0.06264,0.0634,0.05883,0.05952,2437530.87663537,149926.2072387492525
1660694400,2022-08-17 00:00:00,POLC/USDT,0.06386,0.0654,0.06262,0.06264,2099564.44941196,133614.2846510409357
1660608000,2022-08-16 00:00:00,POLC/USDT,0.06459,0.06638,0.06207,0.06383,1822534.58657787,115613.9848934162643
1660521600,2022-08-15 00:00:00,POLC/USDT,0.068,0.06958,0.0645,0.06476,1046143.24825787,69895.9775664823955
1660435200,2022-08-14 00:00:00,POLC/USDT,0.06875,0.07081,0.0679,0.06804,950316.31906185,65856.9992350054754
1660348800,2022-08-13 00:00:00,POLC/USDT,0.07056,0.071,0.06718,0.0688,1379252.88263894,95303.2252359598345
1660262400,2022-08-12 00:00:00,POLC/USDT,0.06903,0.0758,0.0671,0.07056,1835456.31959837,126912.6702252158741
1660176000,2022-08-11 00:00:00,POLC/USDT,0.07333,0.0749,0.06896,0.06935,1704936.46009632,122553.510861691476
1660089600,2022-08-10 00:00:00,POLC/USDT,0.06922,0.0748,0.06697,0.07376,2203776.49248595,154962.0089809104794
1660003200,2022-08-09 00:00:00,POLC/USDT,0.0699,0.07152,0.06665,0.06945,1151872.48121552,79167.9015166676302
1659916800,2022-08-08 00:00:00,POLC/USDT,0.06745,0.0735,0.06745,0.07041,1257138.7287348,89255.8004977101948
1659830400,2022-08-07 00:00:00,POLC/USDT,0.0678,0.06929,0.06653,0.06754,517292.46279558,35036.482802228417
1659744000,2022-08-06 00:00:00,POLC/USDT,0.06907,0.06986,0.0675,0.06786,789588.53592884,54260.7725418056718
1659657600,2022-08-05 00:00:00,POLC/USDT,0.06538,0.0705,0.06527,0.06918,1195967.51357071,80769.9990005713147
1659571200,2022-08-04 00:00:00,POLC/USDT,0.06676,0.06832,0.0642,0.0656,957118.92068091,63713.7225214542274
1659484800,2022-08-03 00:00:00,POLC/USDT,0.06789,0.06999,0.06645,0.06673,903008.20485561,61817.7730707191167
1659398400,2022-08-02 00:00:00,POLC/USDT,0.06965,0.07046,0.06588,0.06789,1108666.5620885,76116.0447755707881
1659312000,2022-08-01 00:00:00,POLC/USDT,0.06897,0.07029,0.06778,0.06946,891644.02466143,61686.0153046791446
1659225600,2022-07-31 00:00:00,POLC/USDT,0.07209,0.074,0.0685,0.06899,1303008.23804923,93968.5547959224111
1659139200,2022-07-30 00:00:00,POLC/USDT,0.07185,0.07622,0.07068,0.07214,1658875.53384468,121338.9367096241262
1659052800,2022-07-29 00:00:00,POLC/USDT,0.0695,0.07587,0.06921,0.07194,2475145.12785228,178771.3182159112951
1658966400,2022-07-28 00:00:00,POLC/USDT,0.067,0.07192,0.06627,0.0693,2002094.97720644,138530.9426307275269
1658880000,2022-07-27 00:00:00,POLC/USDT,0.06406,0.07074,0.06401,0.06706,1609202.62607923,106675.7121116699588
1658793600,2022-07-26 00:00:00,POLC/USDT,0.06567,0.06616,0.06156,0.06431,1566675.50896512,99652.1625804424056
1658707200,2022-07-25 00:00:00,POLC/USDT,0.06902,0.0705,0.06562,0.06604,1986157.83017042,134370.4731455723615
1658620800,2022-07-24 00:00:00,POLC/USDT,0.06824,0.07227,0.0678,0.06951,1602152.09333225,112462.6072701312558
1658534400,2022-07-23 00:00:00,POLC/USDT,0.07042,0.07748,0.06627,0.06854,2868509.03509293,201204.3112572502047
1658448000,2022-07-22 00:00:00,POLC/USDT,0.07711,0.0806,0.06923,0.07,2868594.90799768,214169.7938995325866
1658361600,2022-07-21 00:00:00,POLC/USDT,0.08237,0.08317,0.06892,0.07738,7833427.94896039,579594.5205857105128
1658275200,2022-07-20 00:00:00,POLC/USDT,0.08702,0.09684,0.0812,0.08266,5908608.8553153,522800.2578354617439
1658188800,2022-07-19 00:00:00,POLC/USDT,0.08578,0.0891,0.08123,0.08664,4717374.3718846,404992.9551329871673
1658102400,2022-07-18 00:00:00,POLC/USDT,0.07895,0.09145,0.0782,0.08619,12443714.6991512,1055249.9270448716139
1658016000,2022-07-17 00:00:00,POLC/USDT,0.08779,0.09299,0.07813,0.07869,12637083.97888895,1060255.4636244140495
1657929600,2022-07-16 00:00:00,POLC/USDT,0.07962,0.09998,0.07604,0.0878,31681418.22428546,2771759.8340665421036
1657843200,2022-07-15 00:00:00,POLC/USDT,0.06512,0.08221,0.06425,0.07978,14876039.61832271,1062211.2560050852674
1657756800,2022-07-14 00:00:00,POLC/USDT,0.06258,0.06937,0.0621,0.06514,8251619.93193357,530706.3049675742163
1657670400,2022-07-13 00:00:00,POLC/USDT,0.0587,0.06309,0.05808,0.0627,8996145.23939698,545088.1953728533853
1657584000,2022-07-12 00:00:00,POLC/USDT,0.06276,0.06495,0.05837,0.05881,6925279.711964,420571.9564658068161
1657497600,2022-07-11 00:00:00,POLC/USDT,0.06163,0.07,0.0604,0.06294,7730944.14099944,498102.728727743641
1657411200,2022-07-10 00:00:00,POLC/USDT,0.06335,0.06405,0.061,0.06179,1462029.03955193,91378.2182270413606
1657324800,2022-07-09 00:00:00,POLC/USDT,0.06327,0.0651,0.06182,0.06303,1507225.57217062,95154.6361551647349
1657238400,2022-07-08 00:00:00,POLC/USDT,0.06344,0.0723,0.06103,0.06296,6285092.53936049,413583.5902490399194
1657152000,2022-07-07 00:00:00,POLC/USDT,0.06032,0.06472,0.06009,0.06366,3138043.20979787,196728.3364039920155
1657065600,2022-07-06 00:00:00,POLC/USDT,0.0591,0.06115,0.058,0.06046,2136788.08897426,128825.7695851912984
1656979200,2022-07-05 00:00:00,POLC/USDT,0.06018,0.0623,0.0585,0.0586,1466272.6069374,88235.7215628655374
1656892800,2022-07-04 00:00:00,POLC/USDT,0.05814,0.0622,0.05751,0.06018,4026177.76392154,239300.780556395088
1656806400,2022-07-03 00:00:00,POLC/USDT,0.0572,0.05894,0.05699,0.05814,1443706.89672008,83866.0502785470271
1656720000,2022-07-02 00:00:00,POLC/USDT,0.0594,0.05962,0.05686,0.057,1484006.31742176,85779.1330188958697
1656633600,2022-07-01 00:00:00,POLC/USDT,0.05857,0.06184,0.05759,0.05962,1884131.3463546,111832.4077460507318
1656547200,2022-06-30 00:00:00,POLC/USDT,0.06188,0.0623,0.0581,0.05833,1845876.79482303,110776.5779979938102
1656460800,2022-06-29 00:00:00,POLC/USDT,0.06221,0.0755,0.0569,0.062,5434134.8340238,344972.9017662746695
1656374400,2022-06-28 00:00:00,POLC/USDT,0.06025,0.075,0.05935,0.06243,11920607.51354589,797859.5133793990136
1656288000,2022-06-27 00:00:00,POLC/USDT,0.06078,0.06317,0.0574,0.06041,2840091.10642279,170727.2677378387607
1656201600,2022-06-26 00:00:00,POLC/USDT,0.06257,0.06479,0.06,0.06114,3065115.20006693,191661.5306084283645
1656115200,2022-06-25 00:00:00,POLC/USDT,0.06226,0.0638,0.05961,0.0627,2229688.88453718,138069.5477552244001
1656028800,2022-06-24 00:00:00,POLC/USDT,0.05986,0.06416,0.0589,0.06192,3304406.4942492,204117.6434480625975
1655942400,2022-06-23 00:00:00,POLC/USDT,0.05838,0.0616,0.0567,0.05979,2076237.41882603,122683.9301080240053
1655856000,2022-06-22 00:00:00,POLC/USDT,0.06172,0.0675,0.05762,0.05829,7505321.30251775,460973.7449669005644
1655769600,2022-06-21 00:00:00,POLC/USDT,0.06154,0.0657,0.0603,0.06171,5477863.74385872,342670.0603751614613
1655683200,2022-06-20 00:00:00,POLC/USDT,0.06067,0.07165,0.0569,0.06172,9190757.46540895,572621.2492746477501
1655596800,2022-06-19 00:00:00,POLC/USDT,0.05627,0.068,0.053,0.06083,9259712.69358684,539504.591300453964
1655510400,2022-06-18 00:00:00,POLC/USDT,0.05666,0.05789,0.05069,0.05654,6194864.43167023,341960.600281861311
1655424000,2022-06-17 00:00:00,POLC/USDT,0.05579,0.0595,0.0551,0.05663,4522679.75063777,257186.8286072300319
1655337600,2022-06-16 00:00:00,POLC/USDT,0.0641,0.0648,0.0556,0.05603,6238807.32205798,373071.5435921683402
1655251200,2022-06-15 00:00:00,POLC/USDT,0.0541,0.0689,0.051,0.0641,10187661.65159111,578412.2748860826146
1655164800,2022-06-14 00:00:00,POLC/USDT,0.0544,0.0636,0.05,0.0543,11276430.07128223,614767.413541071339
1655078400,2022-06-13 00:00:00,POLC/USDT,0.0591,0.06,0.0527,0.0544,12136470.64338012,684671.54713530098
1654992000,2022-06-12 00:00:00,POLC/USDT,0.0665,0.0684,0.059,0.0596,9241618.60657884,588049.54021550234
1654905600,2022-06-11 00:00:00,POLC/USDT,0.0711,0.074,0.0658,0.0666,5680563.0726391,395729.295974124935
1654819200,2022-06-10 00:00:00,POLC/USDT,0.077,0.0782,0.0706,0.0713,4859879.8826289,364177.417447522587
1654732800,2022-06-09 00:00:00,POLC/USDT,0.0785,0.0807,0.0759,0.0771,4826661.03708345,377448.125384217893
1654646400,2022-06-08 00:00:00,POLC/USDT,0.0798,0.0832,0.077,0.0782,4642618.85308405,369606.15837707391
1654560000,2022-06-07 00:00:00,POLC/USDT,0.0794,0.0839,0.0764,0.08,5615304.32310311,444946.416427385634
1654473600,2022-06-06 00:00:00,POLC/USDT,0.079,0.0887,0.0782,0.0799,8616690.67561583,716024.029741362659
1654387200,2022-06-05 00:00:00,POLC/USDT,0.0767,0.0845,0.07,0.0792,8853625.06945599,689813.081984038474
1654300800,2022-06-04 00:00:00,POLC/USDT,0.077,0.0786,0.0755,0.0769,4804349.93748071,371989.839250914317
1654214400,2022-06-03 00:00:00,POLC/USDT,0.0803,0.0806,0.0749,0.0768,4886058.735616,379091.550102755517
1654128000,2022-06-02 00:00:00,POLC/USDT,0.0764,0.082,0.0754,0.0805,4627382.25967019,361942.06187426372
1654041600,2022-06-01 00:00:00,POLC/USDT,0.0812,0.0887,0.0747,0.0766,6889695.74202572,554652.421740441046
1653955200,2022-05-31 00:00:00,POLC/USDT,0.0822,0.0859,0.0786,0.0815,5447453.70831982,446252.21710475405
1653868800,2022-05-30 00:00:00,POLC/USDT,0.0765,0.0829,0.0761,0.0823,5654126.04405382,454185.783951592984
1653782400,2022-05-29 00:00:00,POLC/USDT,0.0776,0.0799,0.075,0.0767,4834449.47340552,371149.532608208565
1653696000,2022-05-28 00:00:00,POLC/USDT,0.0737,0.08,0.0728,0.0776,6099525.66499801,453692.531392830613
1653609600,2022-05-27 00:00:00,POLC/USDT,0.0802,0.0821,0.0733,0.0739,12590220.93525086,981274.702429967061
1653523200,2022-05-26 00:00:00,POLC/USDT,0.0831,0.0845,0.0792,0.0805,7092984.4791481,586110.529103971186
1653436800,2022-05-25 00:00:00,POLC/USDT,0.0909,0.0919,0.0825,0.0826,6773905.60685343,582077.004299118248
1653350400,2022-05-24 00:00:00,POLC/USDT,0.0878,0.093,0.0845,0.0912,6587638.90653386,582667.547392247363
1653264000,2022-05-23 00:00:00,POLC/USDT,0.0877,0.0983,0.0865,0.0879,8221624.91300274,750569.996355680505
1653177600,2022-05-22 00:00:00,POLC/USDT,0.0837,0.0962,0.0827,0.0881,7777773.14707524,680256.380441498982
1653091200,2022-05-21 00:00:00,POLC/USDT,0.0816,0.0858,0.0808,0.084,4937126.41608565,411059.042428488284
1653004800,2022-05-20 00:00:00,POLC/USDT,0.0858,0.088,0.0816,0.0821,5054718.61404906,427665.35144542227
1652918400,2022-05-19 00:00:00,POLC/USDT,0.0842,0.0889,0.0819,0.0855,4903286.9356599,415349.0996530778
1652832000,2022-05-18 00:00:00,POLC/USDT,0.0995,0.1003,0.0821,0.0842,7727098.16098285,709691.001745764353
1652745600,2022-05-17 00:00:00,POLC/USDT,0.0958,0.1073,0.0958,0.1,6662152.40800562,665358.042847523137
1652659200,2022-05-16 00:00:00,POLC/USDT,0.0836,0.1093,0.0784,0.0963,12176297.81293651,1123837.10126621061
1652572800,2022-05-15 00:00:00,POLC/USDT,0.08,0.0851,0.0774,0.084,5441066.57329562,438577.779527467492
1652486400,2022-05-14 00:00:00,POLC/USDT,0.0805,0.0881,0.0783,0.0797,5705467.32866888,459166.932035445483
1652400000,2022-05-13 00:00:00,POLC/USDT,0.0691,0.1627,0.0672,0.0807,7087013.18375128,610430.774169754456
1652313600,2022-05-12 00:00:00,POLC/USDT,0.0641,0.073,0.0551,0.0691,3809415.84067015,239792.557104180082
1652227200,2022-05-11 00:00:00,POLC/USDT,0.0996,0.103,0.0611,0.0638,8006103.26043042,642920.053185531065
1652140800,2022-05-10 00:00:00,POLC/USDT,0.0962,0.1059,0.0926,0.0997,3219928.00905696,323024.732897925823
1652054400,2022-05-09 00:00:00,POLC/USDT,0.1105,0.1135,0.095,0.0967,4026039.76078034,414713.795076549661
1651968000,2022-05-08 00:00:00,POLC/USDT,0.1176,0.118,0.11,0.1106,3155473.57242382,355698.227451014184
1651881600,2022-05-07 00:00:00,POLC/USDT,0.1204,0.123,0.1149,0.1176,1585962.87632891,189437.304349751855
1651795200,2022-05-06 00:00:00,POLC/USDT,0.1222,0.1245,0.116,0.1206,3548634.55294761,426784.561344394751
1651708800,2022-05-05 00:00:00,POLC/USDT,0.1334,0.1434,0.1178,0.1224,7194177.59824078,936100.560483769958
1651622400,2022-05-04 00:00:00,POLC/USDT,0.1158,0.135,0.1152,0.1331,5117250.60882616,636393.768257151848
1651536000,2022-05-03 00:00:00,POLC/USDT,0.1234,0.1255,0.115,0.116,3060295.59317357,367977.570589036951
1651449600,2022-05-02 00:00:00,POLC/USDT,0.1236,0.1288,0.1188,0.1236,3667920.10585926,453717.329485344153
1651363200,2022-05-01 00:00:00,POLC/USDT,0.1166,0.1276,0.1137,0.124,4133542.40550104,492650.351558593974
1651276800,2022-04-30 00:00:00,POLC/USDT,0.1297,0.1364,0.1164,0.1169,3238645.77630178,416266.160422038902
1651190400,2022-04-29 00:00:00,POLC/USDT,0.1381,0.1423,0.1252,0.1301,4838967.01878719,645568.384183575524
1651104000,2022-04-28 00:00:00,POLC/USDT,0.141,0.1443,0.135,0.1386,4047690.85649613,567218.724754512118
1651017600,2022-04-27 00:00:00,POLC/USDT,0.1337,0.1573,0.1255,0.1414,6042722.82422845,849596.652233118609
1650931200,2022-04-26 00:00:00,POLC/USDT,0.1536,0.1546,0.1311,0.1341,5978040.36371832,869996.108258713685
1650844800,2022-04-25 00:00:00,POLC/USDT,0.1639,0.1656,0.1433,0.1535,4798424.38595702,733714.841511892875
1650758400,2022-04-24 00:00:00,POLC/USDT,0.1692,0.1707,0.1615,0.1642,5834518.09764598,964274.213881068378
1650672000,2022-04-23 00:00:00,POLC/USDT,0.1933,0.1952,0.1583,0.17,8771391.73858828,1550596.762476707533
1650585600,2022-04-22 00:00:00,POLC/USDT,0.2044,0.2107,0.1891,0.1941,3318307.71146044,659554.04021035184
1650499200,2022-04-21 00:00:00,POLC/USDT,0.1989,0.3048,0.1974,0.2044,6341600.98196887,1456711.370681831999
1650412800,2022-04-20 00:00:00,POLC/USDT,0.2078,0.2115,0.1969,0.1997,1736919.26048446,352267.693351992595
1650326400,2022-04-19 00:00:00,POLC/USDT,0.198,0.215,0.1954,0.2078,1907786.14383044,390116.604127254864
1650240000,2022-04-18 00:00:00,POLC/USDT,0.2041,0.2183,0.1695,0.1985,3581185.77467986,711465.891965172295
1650153600,2022-04-17 00:00:00,POLC/USDT,0.2129,0.2339,0.1999,0.2041,2995184.35555037,635210.045478818915
1650067200,2022-04-16 00:00:00,POLC/USDT,0.2145,0.2218,0.2102,0.213,1200120.07258628,257981.48377344382
1649980800,2022-04-15 00:00:00,POLC/USDT,0.2166,0.2237,0.2123,0.2145,1397377.02693933,303157.75417392474
1649894400,2022-04-14 00:00:00,POLC/USDT,0.2344,0.2416,0.2112,0.2169,3102638.12625457,708116.138333322631
1649808000,2022-04-13 00:00:00,POLC/USDT,0.2343,0.2421,0.2278,0.2344,2208457.60154725,516506.023325492197
1649721600,2022-04-12 00:00:00,POLC/USDT,0.2279,0.2448,0.2233,0.2337,2379926.47867484,550793.816656753406
1649635200,2022-04-11 00:00:00,POLC/USDT,0.2517,0.2592,0.226,0.228,3370104.56237859,802439.785182566931
1649548800,2022-04-10 00:00:00,POLC/USDT,0.255,0.283,0.2503,0.2517,2081704.80194952,539666.454817047017
1649462400,2022-04-09 00:00:00,POLC/USDT,0.2554,0.2625,0.251,0.2553,1191123.12964535,304410.177135521825
1649376000,2022-04-08 00:00:00,POLC/USDT,0.2786,0.2794,0.2526,0.2555,2249104.06991694,601364.578380629445
1649289600,2022-04-07 00:00:00,POLC/USDT,0.275,0.2846,0.2701,0.2783,1874045.73967594,520004.779285261657
1649203200,2022-04-06 00:00:00,POLC/USDT,0.3043,0.3059,0.2719,0.2751,3743743.95273298,1075836.854998680038
1649116800,2022-04-05 00:00:00,POLC/USDT,0.3209,0.3299,0.3004,0.3044,2878460.81056945,910177.052094405456
1649030400,2022-04-04 00:00:00,POLC/USDT,0.3321,0.3472,0.2992,0.3213,6082954.84116064,1965775.907053260508
1648944000,2022-04-03 00:00:00,POLC/USDT,0.3137,0.35,0.2932,0.3321,4955321.17000943,1568658.316260584789
1648857600,2022-04-02 00:00:00,POLC/USDT,0.3003,0.3249,0.2993,0.3137,3047939.20996806,946531.856895984288
1648771200,2022-04-01 00:00:00,POLC/USDT,0.2927,0.3183,0.2781,0.3005,3629080.18178582,1064927.007895452926
1648684800,2022-03-31 00:00:00,POLC/USDT,0.3009,0.3274,0.29,0.2931,4247429.30132927,1293220.124744255097
1648598400,2022-03-30 00:00:00,POLC/USDT,0.3075,0.317,0.2912,0.3016,5242540.2054971,1593637.769980806498
1648512000,2022-03-29 00:00:00,POLC/USDT,0.3145,0.3447,0.301,0.3082,3401739.90090623,1091796.565594531506
1648425600,2022-03-28 00:00:00,POLC/USDT,0.3126,0.34,0.3053,0.3144,3720294.16612012,1203789.345002477621
1648339200,2022-03-27 00:00:00,POLC/USDT,0.3029,0.3199,0.2931,0.3135,3308813.75939983,1003598.240716817016
1648252800,2022-03-26 00:00:00,POLC/USDT,0.2888,0.313,0.2851,0.3032,2536520.66749432,758745.612992085884
1648166400,2022-03-25 00:00:00,POLC/USDT,0.3019,0.327,0.2845,0.2897,6881477.15674821,2080209.696055610929
1648080000,2022-03-24 00:00:00,POLC/USDT,0.3148,0.3265,0.2902,0.3027,4805814.61408204,1481779.769383810424
1647993600,2022-03-23 00:00:00,POLC/USDT,0.2694,0.3515,0.253,0.314,9014677.37613896,2685172.316716058673
1647907200,2022-03-22 00:00:00,POLC/USDT,0.2469,0.2725,0.2442,0.2696,2493945.594128,641719.77692925086
1647820800,2022-03-21 00:00:00,POLC/USDT,0.2459,0.2546,0.2406,0.2473,3926762.93983552,971681.392029369103
1647734400,2022-03-20 00:00:00,POLC/USDT,0.2526,0.2568,0.2415,0.2449,3022357.55954768,752608.737644740678
1647648000,2022-03-19 00:00:00,POLC/USDT,0.2508,0.2679,0.2486,0.2531,2413138.76360914,618403.935535192172
1647561600,2022-03-18 00:00:00,POLC/USDT,0.254,0.2761,0.2429,0.2501,4637723.59145554,1173304.629843516675
1647475200,2022-03-17 00:00:00,POLC/USDT,0.2489,0.2711,0.2429,0.2544,3089788.39520943,787239.189404515693
1647388800,2022-03-16 00:00:00,POLC/USDT,0.2366,0.256,0.2327,0.2488,1373679.81501973,331028.97107448039
1647302400,2022-03-15 00:00:00,POLC/USDT,0.2319,0.2621,0.2232,0.2363,1629292.74742516,384854.46189710324
1647216000,2022-03-14 00:00:00,POLC/USDT,0.2348,0.2372,0.2238,0.2321,1487282.92859244,343273.945328026768
1647129600,2022-03-13 00:00:00,POLC/USDT,0.2609,0.2625,0.195,0.2347,3552211.21612621,842086.441418033646
1647043200,2022-03-12 00:00:00,POLC/USDT,0.2503,0.2663,0.2482,0.2608,1088834.38151071,279275.105562890887
1646956800,2022-03-11 00:00:00,POLC/USDT,0.2596,0.265,0.24,0.2502,1580300.87627301,403633.84362463008
1646870400,2022-03-10 00:00:00,POLC/USDT,0.2787,0.2799,0.2586,0.26,1014356.64025315,269963.523344813822
1646784000,2022-03-09 00:00:00,POLC/USDT,0.2844,0.2927,0.2729,0.2791,2946761.31860077,841570.449942098864
1646697600,2022-03-08 00:00:00,POLC/USDT,0.2945,0.3047,0.2779,0.2849,1907496.45045866,547461.446911340379
1646611200,2022-03-07 00:00:00,POLC/USDT,0.3055,0.317,0.291,0.2944,1325759.32620142,400627.501567283833
1646524800,2022-03-06 00:00:00,POLC/USDT,0.3062,0.3117,0.2921,0.3057,1448848.10936215,434005.465322438136
1646438400,2022-03-05 00:00:00,POLC/USDT,0.308,0.3237,0.3041,0.3068,1130298.71287335,350009.773518808183
1646352000,2022-03-04 00:00:00,POLC/USDT,0.32,0.3308,0.3048,0.3086,1769497.91832177,562477.703697416889
1646265600,2022-03-03 00:00:00,POLC/USDT,0.3312,0.3345,0.3139,0.3205,1721379.97519363,555193.176043493872
1646179200,2022-03-02 00:00:00,POLC/USDT,0.3392,0.3477,0.3266,0.3306,2630820.52448438,881604.280948231018
1646092800,2022-03-01 00:00:00,POLC/USDT,0.3521,0.3792,0.3341,0.3392,5422933.62278397,1895466.265439663756
1646006400,2022-02-28 00:00:00,POLC/USDT,0.2863,0.3877,0.2797,0.3511,6130791.20918158,2062834.894580966315
1645920000,2022-02-27 00:00:00,POLC/USDT,0.3157,0.3174,0.2802,0.2863,2671077.61062421,803757.927083661196
1645833600,2022-02-26 00:00:00,POLC/USDT,0.3032,0.3306,0.3032,0.3172,1641454.54642989,526280.883154140682
1645747200,2022-02-25 00:00:00,POLC/USDT,0.2793,0.3063,0.2781,0.3036,2576167.18292359,755322.185055871097
1645660800,2022-02-24 00:00:00,POLC/USDT,0.2996,0.3044,0.2375,0.2793,2712128.46925604,725246.960265071271
1645574400,2022-02-23 00:00:00,POLC/USDT,0.3141,0.3468,0.295,0.3006,1575181.35524224,498700.083524336238
1645488000,2022-02-22 00:00:00,POLC/USDT,0.3025,0.321,0.29,0.3156,1350548.95363113,411070.627640783705
1645401600,2022-02-21 00:00:00,POLC/USDT,0.3329,0.3583,0.3,0.3025,2079866.44023517,694459.061735833376
1645315200,2022-02-20 00:00:00,POLC/USDT,0.3824,0.3834,0.3232,0.3323,1650594.36760247,571626.627597742583
1645228800,2022-02-19 00:00:00,POLC/USDT,0.3736,0.3914,0.365,0.3831,1413614.38177803,534009.350267845404
1645142400,2022-02-18 00:00:00,POLC/USDT,0.3783,0.4288,0.365,0.3736,2892480.08989765,1126670.840452408632
1645056000,2022-02-17 00:00:00,POLC/USDT,0.4003,0.4387,0.3625,0.3783,4159493.16495668,1614976.27665633278
1644969600,2022-02-16 00:00:00,POLC/USDT,0.4225,0.4263,0.3887,0.4009,1852765.93426275,745959.337163588625
1644883200,2022-02-15 00:00:00,POLC/USDT,0.3761,0.4487,0.3753,0.4233,2684339.73693546,1110731.783104407381
1644796800,2022-02-14 00:00:00,POLC/USDT,0.365,0.3974,0.346,0.3775,1973966.1226777,729278.681618996308
1644710400,2022-02-13 00:00:00,POLC/USDT,0.4096,0.4159,0.36,0.3654,1430182.53549772,552238.797593238656
1644624000,2022-02-12 00:00:00,POLC/USDT,0.4204,0.4295,0.3706,0.4096,1547308.56076781,629223.518039885868
1644537600,2022-02-11 00:00:00,POLC/USDT,0.4524,0.4784,0.3844,0.42,5607200.39199666,2461597.509870657227
1644451200,2022-02-10 00:00:00,POLC/USDT,0.5159,0.545,0.4519,0.4533,6778706.19037041,3373292.832852200106
1644364800,2022-02-09 00:00:00,POLC/USDT,0.4621,0.5578,0.4405,0.5165,6361099.5301031,3071807.885868545892
1644278400,2022-02-08 00:00:00,POLC/USDT,0.4967,0.5766,0.4161,0.462,5040593.86558527,2348513.235190369388
1644192000,2022-02-07 00:00:00,POLC/USDT,0.4533,0.5957,0.4076,0.4987,8734388.03681228,4306053.797923252944
