https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DG,Volume USDT
1659225600,2022-07-31 00:00:00,DG/USDT,0.08027,0.08383,0.07616,0.07702,4671830.8541,374384.577693853
1659139200,2022-07-30 00:00:00,DG/USDT,0.08279,0.0888,0.08028,0.08028,4604177.8549,384607.001191865
1659052800,2022-07-29 00:00:00,DG/USDT,0.07779,0.0835,0.077,0.08282,4306153.0549,348152.69479174
1658966400,2022-07-28 00:00:00,DG/USDT,0.07371,0.08151,0.07272,0.07781,6281261.32918627,478193.247225474989
1658880000,2022-07-27 00:00:00,DG/USDT,0.06319,0.07645,0.0628,0.07378,7093887.0908,494315.293101377
1658793600,2022-07-26 00:00:00,DG/USDT,0.05901,0.0632,0.05758,0.0632,6874847.869,408401.573100876
1658707200,2022-07-25 00:00:00,DG/USDT,0.0669,0.06692,0.05863,0.05903,4006704.0822,253486.671758107
1658620800,2022-07-24 00:00:00,DG/USDT,0.06582,0.06973,0.06574,0.06691,6444512.1547,434496.221016005
1658534400,2022-07-23 00:00:00,DG/USDT,0.06465,0.06838,0.0634,0.06663,4209960.5563,275898.598671634
1658448000,2022-07-22 00:00:00,DG/USDT,0.0689,0.07055,0.06376,0.06498,3259122.9439,219953.398909605
1658361600,2022-07-21 00:00:00,DG/USDT,0.06353,0.06906,0.06037,0.0687,3984544.6776,259067.788671827
1658275200,2022-07-20 00:00:00,DG/USDT,0.06991,0.07189,0.06165,0.06353,2898020.15862598,195934.374315928507
1658188800,2022-07-19 00:00:00,DG/USDT,0.07179,0.07179,0.06577,0.06996,4170968.875647,285514.0000619459492
1658102400,2022-07-18 00:00:00,DG/USDT,0.06524,0.07358,0.06402,0.07234,5479825.53700446,376337.3362770297027
1658016000,2022-07-17 00:00:00,DG/USDT,0.06538,0.06996,0.06289,0.06522,5647700.2023301,371335.6589237971849
1657929600,2022-07-16 00:00:00,DG/USDT,0.05921,0.06897,0.05532,0.06538,4673056.87015071,286294.9459817985825
1657843200,2022-07-15 00:00:00,DG/USDT,0.0584,0.05999,0.0555,0.0592,3525786.78930026,204057.1404377162916
1657756800,2022-07-14 00:00:00,DG/USDT,0.0516,0.06503,0.05,0.05876,10643969.68310428,574663.9846979977486
1657670400,2022-07-13 00:00:00,DG/USDT,0.0449,0.05166,0.0428,0.05152,6345246.60467529,291093.0507519383827
1657584000,2022-07-12 00:00:00,DG/USDT,0.0464,0.04819,0.0439,0.0448,3728325.70303287,174297.4846086139779
1657497600,2022-07-11 00:00:00,DG/USDT,0.0544,0.05441,0.04638,0.0464,5054638.91853413,258269.9318012798628
1657411200,2022-07-10 00:00:00,DG/USDT,0.05382,0.0546,0.05148,0.0544,5355461.9676942,282287.1527769341825
1657324800,2022-07-09 00:00:00,DG/USDT,0.05653,0.05731,0.05321,0.05399,7111836.18581412,392612.6919991087361
1657238400,2022-07-08 00:00:00,DG/USDT,0.0569,0.06419,0.05402,0.05652,4138529.29591076,233574.7385386461861
1657152000,2022-07-07 00:00:00,DG/USDT,0.0511,0.05823,0.04959,0.05693,6082393.50971813,322804.482032762652
1657065600,2022-07-06 00:00:00,DG/USDT,0.0456,0.05195,0.04503,0.05109,4910204.42979767,234573.6365152738073
1656979200,2022-07-05 00:00:00,DG/USDT,0.0448,0.04683,0.04091,0.0456,6646970.55978689,297914.1166551451433
1656892800,2022-07-04 00:00:00,DG/USDT,0.04047,0.0454,0.0393,0.0448,4195872.89081163,170799.3096980860251
1656806400,2022-07-03 00:00:00,DG/USDT,0.0421,0.0421,0.0393,0.04048,8483561.45055748,346778.1167587040926
1656720000,2022-07-02 00:00:00,DG/USDT,0.0403,0.0425,0.03964,0.0421,8394499.73580293,338747.3438452400213
1656633600,2022-07-01 00:00:00,DG/USDT,0.041,0.04184,0.0383,0.0401,9168558.12549929,369682.8937567737187
1656547200,2022-06-30 00:00:00,DG/USDT,0.039,0.04187,0.0351,0.041,4736006.91593917,175212.4592807810636
1656460800,2022-06-29 00:00:00,DG/USDT,0.04137,0.04168,0.03869,0.039,4992379.69527694,199998.8895798449147
1656374400,2022-06-28 00:00:00,DG/USDT,0.0419,0.04296,0.0401,0.04138,3882763.09494372,162878.2665729092752
1656288000,2022-06-27 00:00:00,DG/USDT,0.045,0.0455,0.04138,0.04198,3448603.03532982,148196.3027652454683
1656201600,2022-06-26 00:00:00,DG/USDT,0.0468,0.0484,0.04439,0.04506,5215674.0286469,242627.5966374907952
1656115200,2022-06-25 00:00:00,DG/USDT,0.04662,0.04765,0.044,0.0468,7233694.0001269,333886.8017580697047
1656028800,2022-06-24 00:00:00,DG/USDT,0.0441,0.0498,0.04323,0.04663,10465342.17264016,475161.8366873362367
1655942400,2022-06-23 00:00:00,DG/USDT,0.04031,0.0447,0.04,0.0439,7288598.56499185,306135.1974293625127
1655856000,2022-06-22 00:00:00,DG/USDT,0.0392,0.04199,0.03682,0.0403,6591761.0269369,255278.0423507965024
1655769600,2022-06-21 00:00:00,DG/USDT,0.03878,0.04508,0.03878,0.03944,5046200.29546442,204287.4392016608669
1655683200,2022-06-20 00:00:00,DG/USDT,0.04,0.04029,0.03703,0.0387,7348427.10093558,284603.0947417726638
1655596800,2022-06-19 00:00:00,DG/USDT,0.03652,0.04095,0.03501,0.04009,4101753.24423948,154342.8019012373701
1655510400,2022-06-18 00:00:00,DG/USDT,0.03885,0.04054,0.03213,0.0364,8229253.71529819,294364.1095511932454
1655424000,2022-06-17 00:00:00,DG/USDT,0.0361,0.04196,0.03582,0.03885,12375829.62301244,468456.4420053914562
1655337600,2022-06-16 00:00:00,DG/USDT,0.04,0.04122,0.0357,0.0361,14279965.63787305,548521.6988999467812
1655251200,2022-06-15 00:00:00,DG/USDT,0.04,0.047,0.03441,0.0398,11396541.67362729,443650.4645221265913
1655164800,2022-06-14 00:00:00,DG/USDT,0.037,0.0438,0.0335,0.04,8452654.64700212,325543.475851123798
1655078400,2022-06-13 00:00:00,DG/USDT,0.0454,0.0465,0.0352,0.037,9921923.7349663,392655.299741739805
1654992000,2022-06-12 00:00:00,DG/USDT,0.0449,0.0496,0.0419,0.0454,6995268.70228412,315043.076854735672
1654905600,2022-06-11 00:00:00,DG/USDT,0.0509,0.0515,0.0435,0.0449,4242161.92816492,196108.731199661441
1654819200,2022-06-10 00:00:00,DG/USDT,0.0541,0.0554,0.0505,0.0511,2391137.82750934,127858.622323601603
1654732800,2022-06-09 00:00:00,DG/USDT,0.0526,0.0593,0.0518,0.0541,3690445.46782541,202377.23626971994
1654646400,2022-06-08 00:00:00,DG/USDT,0.0494,0.06,0.0482,0.0525,6050470.98705088,307390.469153070929
1654560000,2022-06-07 00:00:00,DG/USDT,0.0513,0.0536,0.046,0.0497,5706652.45292906,278576.447884115621
1654473600,2022-06-06 00:00:00,DG/USDT,0.0493,0.058,0.0432,0.0513,8826171.09738079,430236.488236945665
1654387200,2022-06-05 00:00:00,DG/USDT,0.0487,0.052,0.0476,0.0492,4451416.35477003,219752.766880007069
1654300800,2022-06-04 00:00:00,DG/USDT,0.0494,0.052,0.0472,0.0487,6100946.16024828,298860.216744946229
1654214400,2022-06-03 00:00:00,DG/USDT,0.049,0.0516,0.0442,0.0494,7624432.98473411,360156.884933493077
1654128000,2022-06-02 00:00:00,DG/USDT,0.053,0.06,0.0463,0.0489,8427565.11644391,410507.030756763968
1654041600,2022-06-01 00:00:00,DG/USDT,0.0527,0.057,0.0491,0.0534,7531470.0536289,384703.019615169038
1653955200,2022-05-31 00:00:00,DG/USDT,0.0544,0.0584,0.047,0.0526,6966027.58294078,371491.251967118743
1653868800,2022-05-30 00:00:00,DG/USDT,0.052,0.0617,0.0504,0.0544,8416702.21922818,451009.548461033657
1653782400,2022-05-29 00:00:00,DG/USDT,0.0541,0.0592,0.0528,0.0541,8347126.77415978,457002.938579126716
1653696000,2022-05-28 00:00:00,DG/USDT,0.0526,0.059,0.0512,0.0541,9629386.86605979,515523.837193696985
1653609600,2022-05-27 00:00:00,DG/USDT,0.0623,0.0631,0.0518,0.0526,7773671.44554741,446217.758309852557
1653523200,2022-05-26 00:00:00,DG/USDT,0.0681,0.0704,0.0583,0.0619,6834974.65356994,438293.431062275419
1653436800,2022-05-25 00:00:00,DG/USDT,0.0692,0.0696,0.068,0.0682,4995426.51266018,343746.938884675731
1653350400,2022-05-24 00:00:00,DG/USDT,0.0674,0.0738,0.0668,0.0692,7781024.67260451,536489.801239830676
1653264000,2022-05-23 00:00:00,DG/USDT,0.0767,0.0876,0.0666,0.0678,6649393.89262316,514118.67935732684
1653177600,2022-05-22 00:00:00,DG/USDT,0.0769,0.08,0.0757,0.0764,5465889.60503877,427071.379937867948
1653091200,2022-05-21 00:00:00,DG/USDT,0.0755,0.08,0.0749,0.0769,3277482.28047404,251039.388570438463
1653004800,2022-05-20 00:00:00,DG/USDT,0.0771,0.0783,0.0729,0.0755,6392429.18324421,488260.362716866633
1652918400,2022-05-19 00:00:00,DG/USDT,0.0743,0.0813,0.0704,0.0771,4240644.095435,316692.033771389722
1652832000,2022-05-18 00:00:00,DG/USDT,0.0834,0.1007,0.0709,0.0743,1591237.67292758,122876.86967371622
1652745600,2022-05-17 00:00:00,DG/USDT,0.0879,0.0898,0.0817,0.0834,702296.12728459,59986.347940444923
1652659200,2022-05-16 00:00:00,DG/USDT,0.0896,0.0934,0.0768,0.0879,1727721.03793288,147949.407212477168
1652572800,2022-05-15 00:00:00,DG/USDT,0.0811,0.0907,0.0784,0.0896,4895857.67933876,401164.40231949088
1652486400,2022-05-14 00:00:00,DG/USDT,0.0862,0.0878,0.0758,0.0811,5722526.26000469,475508.777786714198
1652400000,2022-05-13 00:00:00,DG/USDT,0.0792,0.0938,0.0775,0.0863,5376436.24245903,461956.295186263374
1652313600,2022-05-12 00:00:00,DG/USDT,0.0864,0.0883,0.0699,0.0792,5409497.94650897,427833.875143329364
1652227200,2022-05-11 00:00:00,DG/USDT,0.1077,0.1147,0.0863,0.0863,4678663.5083297,466272.081644106995
1652140800,2022-05-10 00:00:00,DG/USDT,0.112,0.1204,0.1033,0.1077,1248711.54629302,140823.28881778629
1652054400,2022-05-09 00:00:00,DG/USDT,0.1325,0.1333,0.1045,0.1113,1113052.08999594,131197.29514499386
1651968000,2022-05-08 00:00:00,DG/USDT,0.1453,0.1454,0.1278,0.1323,736032.50714825,99198.831312883577
1651881600,2022-05-07 00:00:00,DG/USDT,0.1397,0.1585,0.1376,0.1447,2127888.50690669,309155.392919591455
1651795200,2022-05-06 00:00:00,DG/USDT,0.1498,0.1524,0.1391,0.1397,598333.08491909,89753.238739676471
1651708800,2022-05-05 00:00:00,DG/USDT,0.1627,0.1652,0.145,0.1479,2632354.66303856,400929.99474267266
1651622400,2022-05-04 00:00:00,DG/USDT,0.1548,0.1652,0.1492,0.1624,2377862.98418364,371198.243362951821
1651536000,2022-05-03 00:00:00,DG/USDT,0.1572,0.175,0.1443,0.1548,4296232.88336915,662862.364552967637
1651449600,2022-05-02 00:00:00,DG/USDT,0.1581,0.1733,0.1519,0.1572,2728234.16603019,426212.479409438052
1651363200,2022-05-01 00:00:00,DG/USDT,0.1541,0.1654,0.1493,0.1581,181792.29440805,28692.346551651281
1651276800,2022-04-30 00:00:00,DG/USDT,0.1832,0.1957,0.1534,0.1534,1156227.03082278,207389.384023795347
1651190400,2022-04-29 00:00:00,DG/USDT,0.1372,0.3,0.1372,0.1832,3086065.16866722,618520.006545535427
