https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNFI,Volume USDT
1644796800,2022-02-14 00:00:00,UNFI/USDT,4.978,5.233,4.86,5.158,16932.11126862,84989.21522757009
1644710400,2022-02-13 00:00:00,UNFI/USDT,5.064,5.271,4.925,4.98,15000.40447361,76414.69231871039
1644624000,2022-02-12 00:00:00,UNFI/USDT,5.022,5.238,4.768,5.052,31078.35632321,156710.63874459063
1644537600,2022-02-11 00:00:00,UNFI/USDT,5.343,5.845,4.928,5.023,45848.8147669,249537.53903851449
1644451200,2022-02-10 00:00:00,UNFI/USDT,5.593,5.75,5.254,5.339,12631.5467128,69074.29264579128
1644364800,2022-02-09 00:00:00,UNFI/USDT,5.578,5.734,5.438,5.618,6174.52250197,34400.80517106314
1644278400,2022-02-08 00:00:00,UNFI/USDT,5.983,6.175,5.406,5.532,9098.76411211,53005.5861896539
1644192000,2022-02-07 00:00:00,UNFI/USDT,5.888,6.221,5.748,5.998,28729.63444421,174945.773136145
1644105600,2022-02-06 00:00:00,UNFI/USDT,5.861,6.007,5.657,5.863,5065.31250652,29588.14167912523
1644019200,2022-02-05 00:00:00,UNFI/USDT,5.587,6.02,5.566,5.813,8615.1492569,50501.64958476465
1643932800,2022-02-04 00:00:00,UNFI/USDT,5.161,5.63,5.154,5.583,13613.30790772,74102.56411514522
1643846400,2022-02-03 00:00:00,UNFI/USDT,4.987,5.164,4.828,5.164,12883.9772555,64406.33680264067
1643760000,2022-02-02 00:00:00,UNFI/USDT,5.336,5.496,4.93,4.996,9076.07361022,47508.31421404302
1643673600,2022-02-01 00:00:00,UNFI/USDT,5.212,5.445,5.207,5.339,14619.23050252,78368.12465954873
1643587200,2022-01-31 00:00:00,UNFI/USDT,5.009,5.227,4.777,5.225,6868.44963846,34959.61094150722
1643500800,2022-01-30 00:00:00,UNFI/USDT,5.058,5.302,4.946,5.029,15617.21874596,80127.0013988686
1643414400,2022-01-29 00:00:00,UNFI/USDT,5.05,5.286,5,5.059,21371.97263881,110416.50636355088
1643328000,2022-01-28 00:00:00,UNFI/USDT,4.949,5.08,4.698,5.074,26908.20142807,132596.21970226995
1643241600,2022-01-27 00:00:00,UNFI/USDT,5.095,5.206,4.749,4.96,42124.83834548,208620.20991568319
1643155200,2022-01-26 00:00:00,UNFI/USDT,5.787,5.861,4.915,5.117,38293.75766086,208307.91966549516
1643068800,2022-01-25 00:00:00,UNFI/USDT,6.034,6.499,5.634,5.765,107407.94837926,641090.08110817639
