https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UNFI,Volume USDT
1642982400,2022-01-24 00:00:00,UNFI/USDT,5.154,6.85,4.322,6.127,165159.15908551,965038.87883831723
1642896000,2022-01-23 00:00:00,UNFI/USDT,4.968,5.292,4.907,5.191,8052.36634429,41006.30096835621
1642809600,2022-01-22 00:00:00,UNFI/USDT,5.671,5.838,4.527,4.998,20161.212554,102235.348935577
1642723200,2022-01-21 00:00:00,UNFI/USDT,6.573,6.681,5.502,5.673,14544.04953074,90166.12817968398
1642636800,2022-01-20 00:00:00,UNFI/USDT,6.912,7.303,6.586,6.586,19905.70344622,142492.07682214216
1642550400,2022-01-19 00:00:00,UNFI/USDT,7.082,7.4,6.737,6.889,4961.32562138,35103.85162474822
1642464000,2022-01-18 00:00:00,UNFI/USDT,7.551,7.703,6.889,7.104,13708.70214863,96740.50285917767
1642377600,2022-01-17 00:00:00,UNFI/USDT,7.421,7.653,7.176,7.511,14679.85970508,109940.090784405
1642291200,2022-01-16 00:00:00,UNFI/USDT,7.369,7.44,7.174,7.398,12485.72122936,91607.39832934305
1642204800,2022-01-15 00:00:00,UNFI/USDT,7.496,7.817,7.383,7.383,29468.38875605,221170.65418807385
1642118400,2022-01-14 00:00:00,UNFI/USDT,7.379,7.55,7.14,7.528,21387.26231967,159375.27503921749
1642032000,2022-01-13 00:00:00,UNFI/USDT,7.819,7.855,7.379,7.379,8505.88685484,64788.47506594938
1641945600,2022-01-12 00:00:00,UNFI/USDT,7.49,8.289,7.415,7.827,4624.74593118,36401.38721353528
1641859200,2022-01-11 00:00:00,UNFI/USDT,6.818,7.673,6.765,7.431,14756.32870245,107723.75807901652
1641772800,2022-01-10 00:00:00,UNFI/USDT,7.281,7.397,6.578,6.826,7281.96614987,50808.81598897668
1641686400,2022-01-09 00:00:00,UNFI/USDT,7.033,7.439,6.968,7.255,4217.11863787,30406.46354415788
1641600000,2022-01-08 00:00:00,UNFI/USDT,7.231,7.614,6.702,7.033,34901.46964706,245573.69915783766
1641513600,2022-01-07 00:00:00,UNFI/USDT,7.727,7.738,7.089,7.238,8160.75346973,60364.49078305533
1641427200,2022-01-06 00:00:00,UNFI/USDT,7.976,8.061,7.433,7.744,7110.18826768,55032.55577626216
1641340800,2022-01-05 00:00:00,UNFI/USDT,8.695,9.256,7.574,7.98,13678.71945976,118555.72301185739
1641254400,2022-01-04 00:00:00,UNFI/USDT,8.723,9.113,8.52,8.731,6150.11190757,54720.67691526253
1641168000,2022-01-03 00:00:00,UNFI/USDT,8.594,8.978,8.38,8.728,11289.14782805,97953.13438160434
1641081600,2022-01-02 00:00:00,UNFI/USDT,8.433,8.727,8.322,8.6,17437.92463433,148646.78667809819
1640995200,2022-01-01 00:00:00,UNFI/USDT,7.927,8.44,7.927,8.433,11686.78348179,95856.84652058869
1640908800,2021-12-31 00:00:00,UNFI/USDT,8.13,8.4,7.641,7.91,5464.43510041,44398.16034371576
1640822400,2021-12-30 00:00:00,UNFI/USDT,7.931,8.381,7.654,8.164,12827.58822819,104087.50174328616
1640736000,2021-12-29 00:00:00,UNFI/USDT,8.094,8.317,7.758,7.908,10270.09652972,83115.47316206943
1640649600,2021-12-28 00:00:00,UNFI/USDT,8.76,8.76,7.819,8.036,12221.26020329,100625.14511156048
