https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume OMG
1663549200000,2022-09-19 01:00:00,OMG/ETH,0.00126497,0.0012657,0.0012578,0.00126394,0.21790325600000002,172.4
1663545600000,2022-09-19 00:00:00,OMG/ETH,0.00126185,0.00126665,0.00125526,0.00126411,0.735964842,582.2
1663542000000,2022-09-18 23:00:00,OMG/ETH,0.00125592,0.00125887,0.00125223,0.00125412,0.7493367000000001,597.5
1663538400000,2022-09-18 22:00:00,OMG/ETH,0.00126696,0.00126696,0.00125185,0.00125587,0.8273947851400001,658.822
1663534800000,2022-09-18 21:00:00,OMG/ETH,0.00127965,0.00128045,0.00123437,0.00126677,1.082424704575588,854.47611214
1663531200000,2022-09-18 20:00:00,OMG/ETH,0.00128103,0.00128103,0.00126723,0.00127773,0.788487183,617.1
1663527600000,2022-09-18 19:00:00,OMG/ETH,0.00128537,0.00128537,0.00127878,0.00128102,0.668180032,521.6
1663524000000,2022-09-18 18:00:00,OMG/ETH,0.00127867,0.00128564,0.00127596,0.00128464,0.833602896,648.9
1663520400000,2022-09-18 17:00:00,OMG/ETH,0.00126988,0.00127961,0.00126919,0.00127698,0.7816482551152201,612.106889
1663516800000,2022-09-18 16:00:00,OMG/ETH,0.00126118,0.00127104,0.00125782,0.00127104,0.7370760959999999,579.9
1663513200000,2022-09-18 15:00:00,OMG/ETH,0.00125731,0.00126274,0.00125582,0.00126205,0.7245429050000001,574.1
1663509600000,2022-09-18 14:00:00,OMG/ETH,0.00125681,0.00126013,0.00125517,0.00125749,0.7925959469999999,630.3
1663506000000,2022-09-18 13:00:00,OMG/ETH,0.0012625,0.0012625,0.00125625,0.00125874,0.8103768119999999,643.8
1663502400000,2022-09-18 12:00:00,OMG/ETH,0.00125766,0.00126212,0.0012551,0.00126212,0.772165016,611.8
1663498800000,2022-09-18 11:00:00,OMG/ETH,0.00125823,0.00126168,0.00125613,0.0012591,0.7283893499999999,578.5
1663495200000,2022-09-18 10:00:00,OMG/ETH,0.00126036,0.00126248,0.00125673,0.0012578,0.7595854200000001,603.9
1663491600000,2022-09-18 09:00:00,OMG/ETH,0.00125332,0.00126126,0.00125332,0.00125887,0.689608986,547.8
1663488000000,2022-09-18 08:00:00,OMG/ETH,0.00125384,0.0012586,0.00125263,0.00125533,0.7429042939999999,591.8
1663484400000,2022-09-18 07:00:00,OMG/ETH,0.00125414,0.00125622,0.00125215,0.00125515,0.7455591,594.0
1663480800000,2022-09-18 06:00:00,OMG/ETH,0.00125453,0.00125826,0.00125308,0.00125372,0.828583548,660.9
1663477200000,2022-09-18 05:00:00,OMG/ETH,0.00125308,0.00125788,0.00125148,0.00125616,0.78008401368624,621.006889
1663473600000,2022-09-18 04:00:00,OMG/ETH,0.00124686,0.00125412,0.00124021,0.0012523,0.83816439,669.3
1663470000000,2022-09-18 03:00:00,OMG/ETH,0.00124939,0.00125264,0.00124711,0.00124865,0.75643217,605.8
1663466400000,2022-09-18 02:00:00,OMG/ETH,0.00125253,0.00125406,0.00124819,0.0012492,0.84783204,678.7
1663462800000,2022-09-18 01:00:00,OMG/ETH,0.00124821,0.00125293,0.00124491,0.00125268,0.736325304,587.8
1663459200000,2022-09-18 00:00:00,OMG/ETH,0.00124676,0.00125183,0.00124416,0.00124771,0.7562370310000001,606.1
1663455600000,2022-09-17 23:00:00,OMG/ETH,0.00124233,0.00124796,0.00124233,0.00124381,0.8225315529999999,661.3
1663452000000,2022-09-17 22:00:00,OMG/ETH,0.00124786,0.00124989,0.00124254,0.0012443,0.60199234,483.8
1663448400000,2022-09-17 21:00:00,OMG/ETH,0.00124008,0.00125335,0.00123783,0.00124967,0.679070678,543.4
1663444800000,2022-09-17 20:00:00,OMG/ETH,0.00123273,0.00123589,0.00123119,0.00123476,0.6656591159999999,539.1
1663441200000,2022-09-17 19:00:00,OMG/ETH,0.00123314,0.00123552,0.00122939,0.00123199,0.597884747,485.3
1663437600000,2022-09-17 18:00:00,OMG/ETH,0.00123322,0.00123718,0.00123062,0.00123275,0.776262675,629.7
1663434000000,2022-09-17 17:00:00,OMG/ETH,0.00123432,0.00124341,0.00123267,0.00123454,0.70430507,570.5
1663430400000,2022-09-17 16:00:00,OMG/ETH,0.00124278,0.00125115,0.0012333,0.0012352,0.6626848000000001,536.5
1663426800000,2022-09-17 15:00:00,OMG/ETH,0.0012487,0.00124903,0.00123866,0.0012427,0.90145458,725.4
1663423200000,2022-09-17 14:00:00,OMG/ETH,0.00125114,0.00125461,0.00124298,0.00124771,0.8448779719762598,677.14290338
1663419600000,2022-09-17 13:00:00,OMG/ETH,0.00124638,0.00125426,0.0012461,0.00124904,0.6682816688068353,535.03624288
1663416000000,2022-09-17 12:00:00,OMG/ETH,0.0012391,0.00124849,0.00123887,0.0012464,0.7584913729439999,608.54571
1663412400000,2022-09-17 11:00:00,OMG/ETH,0.00123621,0.0012391,0.00123475,0.00123836,0.6983112039999999,563.9
1663408800000,2022-09-17 10:00:00,OMG/ETH,0.00123652,0.00123889,0.00123367,0.00123667,0.760428383,614.9
1663405200000,2022-09-17 09:00:00,OMG/ETH,0.00123445,0.00123906,0.00123268,0.00123621,0.602775996,487.6
1663401600000,2022-09-17 08:00:00,OMG/ETH,0.00123184,0.00123751,0.00123184,0.00123411,0.7592244720000001,615.2
1663398000000,2022-09-17 07:00:00,OMG/ETH,0.00123251,0.00123534,0.00123055,0.00123418,0.8288752880000001,671.6
1663394400000,2022-09-17 06:00:00,OMG/ETH,0.00123336,0.00123752,0.00123167,0.001234,0.8389966,679.9
1663390800000,2022-09-17 05:00:00,OMG/ETH,0.00123479,0.00123586,0.0012312,0.00123252,0.7317471240000001,593.7
1663387200000,2022-09-17 04:00:00,OMG/ETH,0.0012329,0.00123691,0.00122761,0.00123533,0.6807903630000001,551.1
1663383600000,2022-09-17 03:00:00,OMG/ETH,0.00123684,0.00123688,0.00122993,0.00123372,0.743439672,602.6
1663380000000,2022-09-17 02:00:00,OMG/ETH,0.00123117,0.00123835,0.00123011,0.00123671,0.724217376,585.6
1663376400000,2022-09-17 01:00:00,OMG/ETH,0.00123111,0.00123526,0.0012291,0.00123083,0.7405904110000001,601.7
1663372800000,2022-09-17 00:00:00,OMG/ETH,0.00123094,0.00123988,0.00122852,0.00123031,0.6741917206244,547.98524
1663369200000,2022-09-16 23:00:00,OMG/ETH,0.00122781,0.00123287,0.00122702,0.00123154,0.617124694,501.1
1663365600000,2022-09-16 22:00:00,OMG/ETH,0.00122782,0.00123107,0.00122596,0.00122829,0.772103094,628.6
1663362000000,2022-09-16 21:00:00,OMG/ETH,0.00123085,0.00123309,0.00121983,0.0012305,0.7387922,600.4
1663358400000,2022-09-16 20:00:00,OMG/ETH,0.00122834,0.00123444,0.00122564,0.0012304,0.753271497542112,612.21675678
1663354800000,2022-09-16 19:00:00,OMG/ETH,0.00122382,0.0012287,0.0012212,0.0012287,0.7173235245143,583.806889
1663351200000,2022-09-16 18:00:00,OMG/ETH,0.00121843,0.0012254,0.00121717,0.00122311,0.7518777984047407,614.72622937
1663347600000,2022-09-16 17:00:00,OMG/ETH,0.00120957,0.00122026,0.00120777,0.00121957,0.7885914479385503,646.61433779
1663344000000,2022-09-16 16:00:00,OMG/ETH,0.00120056,0.00121012,0.00119904,0.00121012,0.778837699521016,643.6036918
1663340400000,2022-09-16 15:00:00,OMG/ETH,0.00119566,0.00120382,0.00119371,0.00120049,0.682598614,568.6
1663336800000,2022-09-16 14:00:00,OMG/ETH,0.00119644,0.00120106,0.00119161,0.00119759,0.7567175973084829,631.86699731
