https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MIM,Volume BTC
1663545600000,2022-09-19 00:00:00,BTC/MIM,19440,19518,19383,19518,31.10798358,0.00159381
1663459200000,2022-09-18 00:00:00,BTC/MIM,20124,20124,19348,19418,1954.8624886,0.1006727
1663372800000,2022-09-17 00:00:00,BTC/MIM,19803,20182,19747,20133,1727.5720613400001,0.08580798
1663286400000,2022-09-16 00:00:00,BTC/MIM,19652,19861,19413,19727,1117.53178822,0.05664986
1663200000000,2022-09-15 00:00:00,BTC/MIM,20252,20252,19526,19734,2297.37248598,0.11641697
1663113600000,2022-09-14 00:00:00,BTC/MIM,20181,20449,19594,20223,1011.85699608,0.05003496
1663027200000,2022-09-13 00:00:00,BTC/MIM,22446,22713,20078,20098,1486.0541592,0.0739404
1662940800000,2022-09-12 00:00:00,BTC/MIM,21845,22470,21567,22325,1551.05103025,0.06947597
1662854400000,2022-09-11 00:00:00,BTC/MIM,21680,21802,21385,21802,958.58989996,0.043967980000000004
1662768000000,2022-09-10 00:00:00,BTC/MIM,21384,21790,21112,21687,6429.0157272,0.2964456
1662681600000,2022-09-09 00:00:00,BTC/MIM,19346,21476,19301,21138,1070.3258007000002,0.050635150000000004
1662595200000,2022-09-08 00:00:00,BTC/MIM,19265,19421,19006,19325,1245.20734125,0.06443505
1662508800000,2022-09-07 00:00:00,BTC/MIM,18792,19431,18577,19294,889.41616258,0.04609807
1662422400000,2022-09-06 00:00:00,BTC/MIM,19768,20187,18814,18857,37560.39766652,1.99185436
1662336000000,2022-09-05 00:00:00,BTC/MIM,20007,20007,19606,19846,1803.7644387599998,0.09088805999999999
1662249600000,2022-09-04 00:00:00,BTC/MIM,19875,20008,19650,19991,1562.45957665,0.07815815
1662163200000,2022-09-03 00:00:00,BTC/MIM,19967,20093,19648,19766,1034.8775907,0.05235645
1662076800000,2022-09-02 00:00:00,BTC/MIM,20082,20369,19762,19937,47304.44134822,2.37269606
1661990400000,2022-09-01 00:00:00,BTC/MIM,20112,20191,19623,20160,1882.5260832,0.09337927
1661904000000,2022-08-31 00:00:00,BTC/MIM,19858,20435,19858,20039,6718.92821101,0.33529259
1661817600000,2022-08-30 00:00:00,BTC/MIM,20245,20526,19597,19822,50260.5908497,2.53559635
1661731200000,2022-08-29 00:00:00,BTC/MIM,19592,20343,19562,20343,1858.8690880499998,0.09137635
1661644800000,2022-08-28 00:00:00,BTC/MIM,20035,20146,19579,19579,884.5012955799999,0.04517602
1661558400000,2022-08-27 00:00:00,BTC/MIM,20214,20343,19831,20073,789.17320668,0.03931516
1661472000000,2022-08-26 00:00:00,BTC/MIM,21484,21789,20253,20253,2002.8272712,0.0988904
1661385600000,2022-08-25 00:00:00,BTC/MIM,21330,21820,21325,21598,1314.47004654,0.06086073
1661299200000,2022-08-24 00:00:00,BTC/MIM,21500,21826,21184,21374,1108.3282509599999,0.05185404
1661212800000,2022-08-23 00:00:00,BTC/MIM,21383,21693,20964,21538,1343.74957398,0.06238971
1661126400000,2022-08-22 00:00:00,BTC/MIM,21499,21547,20931,21403,1475.9532343300002,0.06896011
1661040000000,2022-08-21 00:00:00,BTC/MIM,21104,21665,21065,21539,1517.64547865,0.07046035
1660953600000,2022-08-20 00:00:00,BTC/MIM,20916,21415,20812,21172,3350.4315255600004,0.15824823000000002
1660867200000,2022-08-19 00:00:00,BTC/MIM,23203,23203,20899,20899,1314.4288116599998,0.06289433999999999
1660780800000,2022-08-18 00:00:00,BTC/MIM,23366,23667,23230,23273,850.71914743,0.03655391
1660694400000,2022-08-17 00:00:00,BTC/MIM,23888,24506,23260,23399,1470.41679299,0.06284101
1660608000000,2022-08-16 00:00:00,BTC/MIM,24194,24347,23735,23920,1049.2197039999999,0.0438637
1660521600000,2022-08-15 00:00:00,BTC/MIM,24260,25099,23837,24236,1590.60189392,0.06562972
1660435200000,2022-08-14 00:00:00,BTC/MIM,24382,25038,24218,24426,1219.2311178,0.0499153
1660348800000,2022-08-13 00:00:00,BTC/MIM,24464,24902,24336,24445,1533.8386814,0.06274652
1660262400000,2022-08-12 00:00:00,BTC/MIM,24023,24513,23714,24393,1147.2079125300002,0.04703021
1660176000000,2022-08-11 00:00:00,BTC/MIM,23997,25087,23939,23949,1216.92317139,0.05081311
1660089600000,2022-08-10 00:00:00,BTC/MIM,23156,24543,22783,23974,39872.519924500004,1.6631567500000002
1660003200000,2022-08-09 00:00:00,BTC/MIM,23876,24129,22889,23206,8488.3533362,0.36578269999999996
1659916800000,2022-08-08 00:00:00,BTC/MIM,23277,24325,23229,23893,1068.40464446,0.04471622
1659830400000,2022-08-07 00:00:00,BTC/MIM,22983,23416,22876,23227,1326.4310248299998,0.05710729
1659744000000,2022-08-06 00:00:00,BTC/MIM,23355,23361,23005,23029,997.15961493,0.04330017
1659657600000,2022-08-05 00:00:00,BTC/MIM,22712,23563,22692,23284,1327.96871252,0.05703353
1659571200000,2022-08-04 00:00:00,BTC/MIM,22887,23374,22517,22731,1110.04315359,0.04883389
1659484800000,2022-08-03 00:00:00,BTC/MIM,23053,23685,22737,22937,1403.01248033,0.06116809
1659398400000,2022-08-02 00:00:00,BTC/MIM,23261,23505,22706,23089,43170.43263225,1.86974025
1659312000000,2022-08-01 00:00:00,BTC/MIM,23332,23605,22980,23332,1250.2312207999998,0.0535844
1659225600000,2022-07-31 00:00:00,BTC/MIM,23700,24132,23337,23433,49662.82556262,2.11935414
1659139200000,2022-07-30 00:00:00,BTC/MIM,23838,24721,23609,23666,1508.45332716,0.06373926
1659052800000,2022-07-29 00:00:00,BTC/MIM,23890,24264,23519,23942,1406.71005522,0.05875491
1658966400000,2022-07-28 00:00:00,BTC/MIM,23039,24162,22770,23995,1315.52707475,0.05482505
1658880000000,2022-07-27 00:00:00,BTC/MIM,21310,23012,21111,23012,51472.387164440006,2.23676287
1658793600000,2022-07-26 00:00:00,BTC/MIM,21373,21388,20840,21362,16035.5925114,0.7506597
1658707200000,2022-07-25 00:00:00,BTC/MIM,22858,23315,21385,21385,13287.308853,0.6213378
1658620800000,2022-07-24 00:00:00,BTC/MIM,22672,23556,22469,22857,1069.22600301,0.04677893
1658534400000,2022-07-23 00:00:00,BTC/MIM,22905,23554,22108,22587,690.11529255,0.03055365
1658448000000,2022-07-22 00:00:00,BTC/MIM,23848,24726,22678,22832,1098.0970488,0.04809465
1658361600000,2022-07-21 00:00:00,BTC/MIM,23321,23913,22665,23508,1330.60780872,0.05660234
1658275200000,2022-07-20 00:00:00,BTC/MIM,23721,25215,23113,23877,3570.53482359,0.14953867
1658188800000,2022-07-19 00:00:00,BTC/MIM,22438,24137,21632,23755,2765.52930665,0.11641883
1658102400000,2022-07-18 00:00:00,BTC/MIM,20950,23612,20950,22939,2552.52093831,0.11127429
1658016000000,2022-07-17 00:00:00,BTC/MIM,21344,22229,20950,20950,1498.1573355,0.07151109
1657929600000,2022-07-16 00:00:00,BTC/MIM,21496,22102,20522,21203,2637.5917113,0.1243971
1657843200000,2022-07-15 00:00:00,BTC/MIM,20615,22800,20546,20950,3525.8518990000002,0.16829842
1657756800000,2022-07-14 00:00:00,BTC/MIM,20315,21470,19691,21257,5875.283237590001,0.27639287
1657670400000,2022-07-13 00:00:00,BTC/MIM,19349,20989,19102,20207,6255.32721473,0.30956239
1657584000000,2022-07-12 00:00:00,BTC/MIM,19974,20835,19308,19388,2097.0688971199997,0.10816324
1657497600000,2022-07-11 00:00:00,BTC/MIM,20058,21557,19966,19966,3112.4540178600005,0.15588771
1657411200000,2022-07-10 00:00:00,BTC/MIM,21610,22424,20158,20852,3373.78520544,0.16179672
1657324800000,2022-07-09 00:00:00,BTC/MIM,21613,22672,21439,21607,3519.92333834,0.16290662
1657238400000,2022-07-08 00:00:00,BTC/MIM,21667,22944,21224,22273,4540.97669857,0.20387809
1657152000000,2022-07-07 00:00:00,BTC/MIM,20609,22650,20299,21669,4050.1677416099997,0.18691069
1657065600000,2022-07-06 00:00:00,BTC/MIM,20197,21203,19805,20608,7339.36671104,0.35614163
1656979200000,2022-07-05 00:00:00,BTC/MIM,20237,21255,19350,20208,8247.785874719999,0.40814459
1656892800000,2022-07-04 00:00:00,BTC/MIM,19308,20773,19065,20609,8100.3324147,0.3930483
1656806400000,2022-07-03 00:00:00,BTC/MIM,19273,20132,18998,19313,5455.109808959999,0.28245792
1656720000000,2022-07-02 00:00:00,BTC/MIM,19290,19935,19013,19272,6387.09791016,0.33141853
1656633600000,2022-07-01 00:00:00,BTC/MIM,20016,22120,19040,19923,4926.77919069,0.24729103
1656547200000,2022-06-30 00:00:00,BTC/MIM,20136,20741,18998,20017,13331.93091714,0.66603042
1656460800000,2022-06-29 00:00:00,BTC/MIM,20285,22184,19914,20094,12868.64449056,0.64042224
1656374400000,2022-06-28 00:00:00,BTC/MIM,20769,22886,20209,20278,9671.50125456,0.47694552
1656288000000,2022-06-27 00:00:00,BTC/MIM,21071,22286,20592,20726,6441.802255539999,0.31080779
1656201600000,2022-06-26 00:00:00,BTC/MIM,21482,22254,21023,21023,5234.57647532,0.24899284
1656115200000,2022-06-25 00:00:00,BTC/MIM,21277,22163,20941,22004,3335.5463127199996,0.15158818
1656028800000,2022-06-24 00:00:00,BTC/MIM,21118,22475,20806,21277,4961.6240563,0.2331919
1655942400000,2022-06-23 00:00:00,BTC/MIM,19989,22368,19989,21127,5933.420131989999,0.28084537
1655856000000,2022-06-22 00:00:00,BTC/MIM,20823,22074,18995,19979,5382.45288408,0.26940552
1655769600000,2022-06-21 00:00:00,BTC/MIM,20590,23189,20387,20830,3753.1527328,0.18018016
1655683200000,2022-06-20 00:00:00,BTC/MIM,20657,22481,19774,20584,4717.60867376,0.22918814
1655596800000,2022-06-19 00:00:00,BTC/MIM,19240,22278,18177,20559,4239.33241116,0.20620324
1655510400000,2022-06-18 00:00:00,BTC/MIM,20450,22084,17942,20577,44067.27375801001,2.14157913
1655424000000,2022-06-17 00:00:00,BTC/MIM,20361,21665,20265,20461,3813.39186648,0.18637367999999999
1655337600000,2022-06-16 00:00:00,BTC/MIM,22642,23267,20241,20382,4114.91240046,0.20188953
1655251200000,2022-06-15 00:00:00,BTC/MIM,22036,23204,20118,22624,4330.0781731199995,0.19139313
1655164800000,2022-06-14 00:00:00,BTC/MIM,22428,23682,20906,22178,5266.76579312,0.23747704
1655078400000,2022-06-13 00:00:00,BTC/MIM,26590,27008,22131,22441,4745.347604029999,0.21145883
1654992000000,2022-06-12 00:00:00,BTC/MIM,28423,28690,26685,26685,5541.45646725,0.20766185
1654905600000,2022-06-11 00:00:00,BTC/MIM,29103,29577,28192,28542,4231.95601956,0.14827118
1654819200000,2022-06-10 00:00:00,BTC/MIM,30084,30899,28938,29094,4950.8546997,0.17016755
1654732800000,2022-06-09 00:00:00,BTC/MIM,30202,31071,28900,30119,6768.30373006,0.22471874
1654646400000,2022-06-08 00:00:00,BTC/MIM,31183,31800,29950,30389,6972.65363907,0.22944663
1654560000000,2022-06-07 00:00:00,BTC/MIM,31362,31714,29265,31168,5864.02668672,0.18814254
1654473600000,2022-06-06 00:00:00,BTC/MIM,30084,31921,29929,31555,5583.44740925,0.17694335
1654387200000,2022-06-05 00:00:00,BTC/MIM,29860,30280,29581,29929,4161.49516382,0.13904558
1654300800000,2022-06-04 00:00:00,BTC/MIM,29714,30674,29503,29853,7628.82488802,0.25554634
1654214400000,2022-06-03 00:00:00,BTC/MIM,30461,31364,29345,29713,20469.487154140003,0.68890678
1654128000000,2022-06-02 00:00:00,BTC/MIM,29803,30821,29611,30475,22254.87737775,0.73026669
1654041600000,2022-06-01 00:00:00,BTC/MIM,31825,32647,29476,29797,22480.64908955,0.75446015
1653955200000,2022-05-31 00:00:00,BTC/MIM,31739,32508,31259,31818,20487.7342902,0.6439039
1653868800000,2022-05-30 00:00:00,BTC/MIM,29452,32074,29320,31948,24515.377989480003,0.76735251
1653782400000,2022-05-29 00:00:00,BTC/MIM,29056,29687,28300,29446,20964.86944172,0.71197682
1653696000000,2022-05-28 00:00:00,BTC/MIM,28594,29443,28557,29075,18851.920642,0.64838936
1653609600000,2022-05-27 00:00:00,BTC/MIM,29221,29482,27646,28587,28596.983438010004,1.00034923
1653523200000,2022-05-26 00:00:00,BTC/MIM,29529,30032,27926,29234,25664.52333788,0.87789982
1653436800000,2022-05-25 00:00:00,BTC/MIM,29653,30392,29367,29718,21330.148586760002,0.71775182
1653350400000,2022-05-24 00:00:00,BTC/MIM,29115,29937,28770,29646,20720.465439300002,0.69892955
1653264000000,2022-05-23 00:00:00,BTC/MIM,30247,30997,28944,29114,21956.713518739998,0.75416341
