https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALPHA,Volume USDT
1661731200,2022-08-29 00:00:00,ALPHA/USDT,0.115,0.1262,0.1133,0.1258,152759.08728794,18181.558655029196
1661644800,2022-08-28 00:00:00,ALPHA/USDT,0.1195,0.1216,0.1143,0.1146,104815.77325523,12469.713647040794
1661558400,2022-08-27 00:00:00,ALPHA/USDT,0.1194,0.1218,0.1174,0.119,137840.79593316,16482.062798847199
1661472000,2022-08-26 00:00:00,ALPHA/USDT,0.1337,0.1352,0.118,0.1192,199860.21477329,25632.175779257552
1661385600,2022-08-25 00:00:00,ALPHA/USDT,0.1316,0.1358,0.1307,0.1342,56588.19769228,7529.505332729665
1661299200,2022-08-24 00:00:00,ALPHA/USDT,0.1314,0.1353,0.1279,0.1316,40414.3541298,5349.083599676138
1661212800,2022-08-23 00:00:00,ALPHA/USDT,0.1278,0.132,0.1236,0.1315,64369.61918185,8302.249558166583
1661126400,2022-08-22 00:00:00,ALPHA/USDT,0.1289,0.1295,0.1216,0.1271,304581.91475035,37939.543629495677
1661040000,2022-08-21 00:00:00,ALPHA/USDT,0.1246,0.1315,0.1242,0.1298,126332.04290722,16318.067702701504
1660953600,2022-08-20 00:00:00,ALPHA/USDT,0.1241,0.129,0.1203,0.1252,975838.95012039,120895.137471980247
1660867200,2022-08-19 00:00:00,ALPHA/USDT,0.138,0.1386,0.1224,0.1237,205897.69168793,26492.522354068878
1660780800,2022-08-18 00:00:00,ALPHA/USDT,0.1432,0.148,0.1373,0.1385,313637.25892223,45470.957669911748
1660694400,2022-08-17 00:00:00,ALPHA/USDT,0.1537,0.158,0.1409,0.1428,388195.29779113,57648.033781783923
1660608000,2022-08-16 00:00:00,ALPHA/USDT,0.1555,0.1578,0.151,0.1529,174903.74670227,26863.278469960684
1660521600,2022-08-15 00:00:00,ALPHA/USDT,0.1546,0.1587,0.1509,0.1556,216500.65393072,33609.862625688619
1660435200,2022-08-14 00:00:00,ALPHA/USDT,0.1609,0.1641,0.1519,0.1544,239041.50993115,38121.212615651704
1660348800,2022-08-13 00:00:00,ALPHA/USDT,0.1647,0.1659,0.1602,0.1609,99246.1009844,16232.262213227024
1660262400,2022-08-12 00:00:00,ALPHA/USDT,0.1603,0.1647,0.1571,0.1647,160687.88692817,25940.804126366206
1660176000,2022-08-11 00:00:00,ALPHA/USDT,0.1663,0.1686,0.1586,0.1601,144975.52870279,23755.88039134963
1660089600,2022-08-10 00:00:00,ALPHA/USDT,0.1597,0.1674,0.1555,0.1665,158424.53420787,26021.303601574748
1660003200,2022-08-09 00:00:00,ALPHA/USDT,0.1728,0.1749,0.1554,0.1597,312541.48492525,51646.344367624434
1659916800,2022-08-08 00:00:00,ALPHA/USDT,0.1757,0.1827,0.1682,0.1736,607166.03227369,107280.119889173526
1659830400,2022-08-07 00:00:00,ALPHA/USDT,0.176,0.1799,0.1717,0.1753,342980.22759211,60572.655189651728
1659744000,2022-08-06 00:00:00,ALPHA/USDT,0.1712,0.1803,0.1691,0.1755,1139414.20326977,200698.664624449491
1659657600,2022-08-05 00:00:00,ALPHA/USDT,0.1663,0.1723,0.1656,0.171,532478.55640499,90736.418094325449
1659571200,2022-08-04 00:00:00,ALPHA/USDT,0.1625,0.1805,0.1625,0.1664,544432.89728171,91315.218908741465
1659484800,2022-08-03 00:00:00,ALPHA/USDT,0.1626,0.174,0.1574,0.1625,876917.06837023,148128.541152493275
1659398400,2022-08-02 00:00:00,ALPHA/USDT,0.1612,0.1659,0.1504,0.1619,576446.44177889,91496.506080517043
1659312000,2022-08-01 00:00:00,ALPHA/USDT,0.1512,0.1847,0.1508,0.1622,1628062.8756811,275352.533970326227
1659225600,2022-07-31 00:00:00,ALPHA/USDT,0.1552,0.1629,0.1498,0.1519,405691.3071496,64190.604149383881
1659139200,2022-07-30 00:00:00,ALPHA/USDT,0.1674,0.1724,0.1527,0.1556,913857.1554358,148017.661367140575
1659052800,2022-07-29 00:00:00,ALPHA/USDT,0.1385,0.1697,0.1372,0.1677,1721540.516944,264012.10506982132
1658966400,2022-07-28 00:00:00,ALPHA/USDT,0.128,0.1438,0.1255,0.1379,363752.32551471,48475.15467980305
1658880000,2022-07-27 00:00:00,ALPHA/USDT,0.1211,0.128,0.1176,0.1279,168447.10630627,20626.07019753976
1658793600,2022-07-26 00:00:00,ALPHA/USDT,0.1209,0.1213,0.1153,0.1213,171308.80387355,20312.734485085103
1658707200,2022-07-25 00:00:00,ALPHA/USDT,0.1347,0.1362,0.1211,0.1211,172642.29669479,21820.883109956038
1658620800,2022-07-24 00:00:00,ALPHA/USDT,0.1341,0.1394,0.1316,0.1347,196543.65290898,26854.303881311336
1658534400,2022-07-23 00:00:00,ALPHA/USDT,0.1299,0.1353,0.1284,0.1334,96443.23359591,12770.602912816586
1658448000,2022-07-22 00:00:00,ALPHA/USDT,0.135,0.1407,0.1288,0.1296,168438.69796695,22771.82704781133
1658361600,2022-07-21 00:00:00,ALPHA/USDT,0.1328,0.1363,0.1272,0.1352,229972.32759507,30511.406279845755
1658275200,2022-07-20 00:00:00,ALPHA/USDT,0.143,0.148,0.131,0.132,239657.87943414,33184.573926600018
1658188800,2022-07-19 00:00:00,ALPHA/USDT,0.1383,0.1495,0.1352,0.1428,634671.37971338,89954.863009920978
1658102400,2022-07-18 00:00:00,ALPHA/USDT,0.127,0.1413,0.1265,0.1389,900959.76372163,120383.85205005594
1658016000,2022-07-17 00:00:00,ALPHA/USDT,0.1252,0.1313,0.1229,0.1266,1382027.92311368,175276.874722031323
1657929600,2022-07-16 00:00:00,ALPHA/USDT,0.1175,0.1258,0.1143,0.1252,484604.20700948,58832.62621311471
1657843200,2022-07-15 00:00:00,ALPHA/USDT,0.1165,0.12,0.1138,0.1172,205130.84766493,24115.785475235046
1657756800,2022-07-14 00:00:00,ALPHA/USDT,0.1086,0.1293,0.1079,0.116,1992918.58734191,238273.45428382336
1657670400,2022-07-13 00:00:00,ALPHA/USDT,0.1036,0.1086,0.1,0.1086,169358.9050018,17650.197322776868
1657584000,2022-07-12 00:00:00,ALPHA/USDT,0.106,0.109,0.1036,0.1038,62044.29536349,6651.950979850441
1657497600,2022-07-11 00:00:00,ALPHA/USDT,0.1194,0.1194,0.1053,0.1061,129105.1922576,14545.031788818123
1657411200,2022-07-10 00:00:00,ALPHA/USDT,0.1252,0.1256,0.118,0.1194,130101.14448559,15798.671809968514
1657324800,2022-07-09 00:00:00,ALPHA/USDT,0.1217,0.1277,0.1217,0.1261,248677.44053721,31006.466364009544
1657238400,2022-07-08 00:00:00,ALPHA/USDT,0.122,0.1255,0.1179,0.12,74895.68518626,9102.402878683395
1657152000,2022-07-07 00:00:00,ALPHA/USDT,0.1164,0.1235,0.116,0.122,338731.77601941,40635.658243330428
1657065600,2022-07-06 00:00:00,ALPHA/USDT,0.1138,0.1182,0.1118,0.1164,115747.34278981,13313.657230585675
1656979200,2022-07-05 00:00:00,ALPHA/USDT,0.1182,0.1195,0.1108,0.1138,92246.33446672,10627.701416625161
1656892800,2022-07-04 00:00:00,ALPHA/USDT,0.1137,0.1185,0.11,0.1178,115642.16626894,13315.486633872756
1656806400,2022-07-03 00:00:00,ALPHA/USDT,0.1118,0.1144,0.1085,0.1128,228153.68936189,25115.949241919142
1656720000,2022-07-02 00:00:00,ALPHA/USDT,0.1109,0.113,0.1078,0.1112,118182.22078962,12989.642139465661
1656633600,2022-07-01 00:00:00,ALPHA/USDT,0.1138,0.1165,0.1077,0.1102,351002.66859675,39321.971889140275
1656547200,2022-06-30 00:00:00,ALPHA/USDT,0.1146,0.1152,0.1065,0.1135,326234.7134312,35639.541481950882
1656460800,2022-06-29 00:00:00,ALPHA/USDT,0.1162,0.119,0.1113,0.1145,414553.0798159,47532.963585101539
1656374400,2022-06-28 00:00:00,ALPHA/USDT,0.1242,0.1275,0.1138,0.1163,511149.75820227,62470.276351890282
1656288000,2022-06-27 00:00:00,ALPHA/USDT,0.1236,0.1319,0.1214,0.1242,695203.03449733,87766.74857242387
1656201600,2022-06-26 00:00:00,ALPHA/USDT,0.1321,0.1376,0.1231,0.1236,595762.06645156,79582.14506680643
1656115200,2022-06-25 00:00:00,ALPHA/USDT,0.1282,0.1361,0.1238,0.1326,1014780.82393054,131712.992160416712
1656028800,2022-06-24 00:00:00,ALPHA/USDT,0.12,0.1331,0.1194,0.1278,1455520.6158791,184386.085374490652
1655942400,2022-06-23 00:00:00,ALPHA/USDT,0.1095,0.1197,0.1093,0.1192,250793.69560599,29185.341427259045
1655856000,2022-06-22 00:00:00,ALPHA/USDT,0.1174,0.1182,0.1096,0.1099,606854.33790901,68727.253268909399
1655769600,2022-06-21 00:00:00,ALPHA/USDT,0.1155,0.1243,0.1135,0.1172,1068005.91158809,127023.202776409238
1655683200,2022-06-20 00:00:00,ALPHA/USDT,0.1101,0.118,0.105,0.1154,715055.11724377,81216.216214240989
1655596800,2022-06-19 00:00:00,ALPHA/USDT,0.102,0.1111,0.096,0.1102,451588.75823862,47183.415569002271
1655510400,2022-06-18 00:00:00,ALPHA/USDT,0.1082,0.1105,0.094,0.1009,380346.77039356,37719.559108154905
1655424000,2022-06-17 00:00:00,ALPHA/USDT,0.1046,0.112,0.104,0.1098,465084.0590622,50575.944600785033
1655337600,2022-06-16 00:00:00,ALPHA/USDT,0.12,0.1227,0.1025,0.1052,1245638.93806804,137224.596449271076
1655251200,2022-06-15 00:00:00,ALPHA/USDT,0.1099,0.1199,0.0987,0.1197,945394.01535737,102704.882965396466
1655164800,2022-06-14 00:00:00,ALPHA/USDT,0.1088,0.1153,0.0998,0.1104,717463.94915594,78468.836284072088
1655078400,2022-06-13 00:00:00,ALPHA/USDT,0.1228,0.123,0.0996,0.109,645149.32080681,69315.171872258822
1654992000,2022-06-12 00:00:00,ALPHA/USDT,0.1345,0.1365,0.1211,0.1217,491422.35083299,63665.001433023976
1654905600,2022-06-11 00:00:00,ALPHA/USDT,0.1455,0.1524,0.1324,0.1345,594359.05496583,84301.458157341448
1654819200,2022-06-10 00:00:00,ALPHA/USDT,0.157,0.1583,0.1352,0.1456,923678.96156703,138696.87184051279
1654732800,2022-06-09 00:00:00,ALPHA/USDT,0.1736,0.1751,0.1541,0.1568,1592697.71030501,257643.125221959505
1654646400,2022-06-08 00:00:00,ALPHA/USDT,0.16,0.185,0.1558,0.1732,3591083.82266043,601930.689900766215
1654560000,2022-06-07 00:00:00,ALPHA/USDT,0.1538,0.1707,0.1423,0.1606,860877.39018928,133464.32156511545
1654473600,2022-06-06 00:00:00,ALPHA/USDT,0.1504,0.1679,0.1497,0.1547,789162.52559058,122079.883436359723
1654387200,2022-06-05 00:00:00,ALPHA/USDT,0.1539,0.1545,0.148,0.1506,429729.23394715,65043.626408864646
1654300800,2022-06-04 00:00:00,ALPHA/USDT,0.1474,0.1545,0.1452,0.1537,614667.89939611,92860.09131613572
1654214400,2022-06-03 00:00:00,ALPHA/USDT,0.1524,0.1536,0.1419,0.148,138870.66753468,20400.252838200453
1654128000,2022-06-02 00:00:00,ALPHA/USDT,0.147,0.1546,0.1438,0.1525,370969.37665699,55696.073819996933
1654041600,2022-06-01 00:00:00,ALPHA/USDT,0.1666,0.1735,0.1429,0.1476,1207363.90740361,193395.487135214512
1653955200,2022-05-31 00:00:00,ALPHA/USDT,0.1636,0.1733,0.157,0.1658,768985.44147961,127345.644698383106
1653868800,2022-05-30 00:00:00,ALPHA/USDT,0.1453,0.1668,0.1437,0.1637,1413777.66206418,222897.175649158404
1653782400,2022-05-29 00:00:00,ALPHA/USDT,0.1409,0.1475,0.1373,0.1451,777602.89298789,111181.678638152134
1653696000,2022-05-28 00:00:00,ALPHA/USDT,0.1394,0.145,0.1364,0.1413,478687.29260759,67573.638708333036
1653609600,2022-05-27 00:00:00,ALPHA/USDT,0.1466,0.1512,0.1365,0.1392,691359.16816129,100235.09136234182
1653523200,2022-05-26 00:00:00,ALPHA/USDT,0.1648,0.1687,0.1421,0.1461,741344.3033634,113027.74050127224
1653436800,2022-05-25 00:00:00,ALPHA/USDT,0.1747,0.1802,0.163,0.1646,1442251.68207814,248804.709196796443
1653350400,2022-05-24 00:00:00,ALPHA/USDT,0.1529,0.1889,0.1522,0.1758,3231491.42154797,565038.997379067142
1653264000,2022-05-23 00:00:00,ALPHA/USDT,0.1642,0.1715,0.1496,0.1522,714317.94753277,117180.999304452855
1653177600,2022-05-22 00:00:00,ALPHA/USDT,0.1586,0.1712,0.1559,0.1651,1076216.41425265,176914.517649845912
1653091200,2022-05-21 00:00:00,ALPHA/USDT,0.1508,0.161,0.1468,0.1585,636175.22146395,98249.12188855603
1653004800,2022-05-20 00:00:00,ALPHA/USDT,0.158,0.1638,0.1459,0.1498,925451.90530876,143411.214549612852
1652918400,2022-05-19 00:00:00,ALPHA/USDT,0.1448,0.1618,0.1404,0.1584,1256402.2237542,192369.627100311874
1652832000,2022-05-18 00:00:00,ALPHA/USDT,0.1611,0.1722,0.1425,0.1448,582828.57243303,91177.048777692286
1652745600,2022-05-17 00:00:00,ALPHA/USDT,0.1499,0.1673,0.1483,0.161,519828.63347912,81707.012491006098
1652659200,2022-05-16 00:00:00,ALPHA/USDT,0.165,0.1652,0.1439,0.15,448682.34535807,68232.892259423562
1652572800,2022-05-15 00:00:00,ALPHA/USDT,0.164,0.1665,0.136,0.1649,694819.09885093,105935.980869693019
1652486400,2022-05-14 00:00:00,ALPHA/USDT,0.1564,0.1676,0.1427,0.1649,471855.59546631,72497.923406240383
1652400000,2022-05-13 00:00:00,ALPHA/USDT,0.1573,0.1823,0.155,0.1571,438189.44893424,73632.077324349176
1652313600,2022-05-12 00:00:00,ALPHA/USDT,0.1723,0.1817,0.1332,0.1571,1139327.26318717,174977.373916915732
1652227200,2022-05-11 00:00:00,ALPHA/USDT,0.2201,0.2258,0.1603,0.1717,1357612.21909522,263095.241131423882
1652140800,2022-05-10 00:00:00,ALPHA/USDT,0.2058,0.3147,0.2,0.2205,2755510.33712168,650995.247029890183
1652054400,2022-05-09 00:00:00,ALPHA/USDT,0.2547,0.2612,0.2045,0.2045,522511.93086654,120089.060053943407
1651968000,2022-05-08 00:00:00,ALPHA/USDT,0.2546,0.2877,0.2461,0.2541,855544.4100733,222284.907413239165
1651881600,2022-05-07 00:00:00,ALPHA/USDT,0.2685,0.2711,0.2491,0.2548,121798.1330564,31967.755605130379
1651795200,2022-05-06 00:00:00,ALPHA/USDT,0.2722,0.2758,0.2589,0.2691,152096.59731905,40638.346615462669
1651708800,2022-05-05 00:00:00,ALPHA/USDT,0.309,0.3168,0.265,0.2738,361342.37223482,106607.141604135657
1651622400,2022-05-04 00:00:00,ALPHA/USDT,0.2705,0.31,0.2705,0.308,344082.51135073,100502.613673406875
1651536000,2022-05-03 00:00:00,ALPHA/USDT,0.2796,0.2874,0.265,0.2711,315637.1461022,88344.867769203589
1651449600,2022-05-02 00:00:00,ALPHA/USDT,0.2862,0.2907,0.2674,0.28,179889.76690758,50154.248375070275
1651363200,2022-05-01 00:00:00,ALPHA/USDT,0.2657,0.2894,0.2578,0.288,252503.38939856,69634.215521878276
1651276800,2022-04-30 00:00:00,ALPHA/USDT,0.3006,0.3097,0.2481,0.2644,501739.02098436,141743.674137103037
1651190400,2022-04-29 00:00:00,ALPHA/USDT,0.3268,0.3292,0.2917,0.2988,303263.48565462,93956.904720009925
1651104000,2022-04-28 00:00:00,ALPHA/USDT,0.329,0.3383,0.3183,0.3263,384385.70554063,126484.768360936094
1651017600,2022-04-27 00:00:00,ALPHA/USDT,0.3208,0.3366,0.3189,0.3302,949423.39285854,311903.528089190365
1650931200,2022-04-26 00:00:00,ALPHA/USDT,0.3522,0.3643,0.3145,0.3203,1133715.06956778,393674.364327285038
1650844800,2022-04-25 00:00:00,ALPHA/USDT,0.3544,0.355,0.3284,0.3517,577744.50039197,196456.602933312844
1650758400,2022-04-24 00:00:00,ALPHA/USDT,0.3645,0.3741,0.35,0.3543,437134.91175493,158250.588006739945
1650672000,2022-04-23 00:00:00,ALPHA/USDT,0.374,0.3765,0.3614,0.3647,644571.90878912,239110.95871092216
1650585600,2022-04-22 00:00:00,ALPHA/USDT,0.394,0.4128,0.368,0.3736,1131690.02657202,441625.343512113104
1650499200,2022-04-21 00:00:00,ALPHA/USDT,0.3913,0.4265,0.3808,0.3935,2621545.62493104,1066367.967584437094
1650412800,2022-04-20 00:00:00,ALPHA/USDT,0.3711,0.4127,0.3568,0.3909,2753169.47790692,1077605.888701561514
1650326400,2022-04-19 00:00:00,ALPHA/USDT,0.3625,0.3728,0.355,0.3714,506905.86571275,184112.474016444961
1650240000,2022-04-18 00:00:00,ALPHA/USDT,0.3552,0.3625,0.3348,0.3621,633595.18047234,219990.363473302727
1650153600,2022-04-17 00:00:00,ALPHA/USDT,0.3756,0.378,0.354,0.3558,394393.49520405,144759.897857951903
1650067200,2022-04-16 00:00:00,ALPHA/USDT,0.3756,0.3832,0.3677,0.3755,424655.02886854,159735.8741987169
1649980800,2022-04-15 00:00:00,ALPHA/USDT,0.3814,0.3903,0.3662,0.3749,824258.67924549,309482.61075588342
1649894400,2022-04-14 00:00:00,ALPHA/USDT,0.4024,0.4136,0.369,0.3819,1437125.92872746,566227.249741171086
1649808000,2022-04-13 00:00:00,ALPHA/USDT,0.3688,0.4064,0.3568,0.4018,1075404.83279467,409916.348579849367
1649721600,2022-04-12 00:00:00,ALPHA/USDT,0.3488,0.3888,0.344,0.369,1536395.42522245,573385.727859355326
1649635200,2022-04-11 00:00:00,ALPHA/USDT,0.3913,0.3952,0.341,0.3484,839478.57537713,308506.517229407167
1649548800,2022-04-10 00:00:00,ALPHA/USDT,0.4144,0.421,0.3898,0.3919,1052647.57761116,427509.752446705998
1649462400,2022-04-09 00:00:00,ALPHA/USDT,0.3966,0.4214,0.396,0.4148,1467025.60631392,598915.93472381033
1649376000,2022-04-08 00:00:00,ALPHA/USDT,0.4324,0.4437,0.3904,0.3964,1597009.59383805,667603.107319185265
1649289600,2022-04-07 00:00:00,ALPHA/USDT,0.4244,0.4451,0.4104,0.4337,1251184.28276915,537525.556930305745
1649203200,2022-04-06 00:00:00,ALPHA/USDT,0.4919,0.4939,0.4218,0.4247,2687593.18798338,1246812.236363205393
1649116800,2022-04-05 00:00:00,ALPHA/USDT,0.5787,0.5801,0.4883,0.492,4019557.10754202,2183046.997356648838
1649030400,2022-04-04 00:00:00,ALPHA/USDT,0.5409,0.5926,0.5085,0.5785,5105075.56534315,2788321.124316490519
1648944000,2022-04-03 00:00:00,ALPHA/USDT,0.5569,0.6107,0.5297,0.5414,2805905.06299152,1599911.919599408874
1648857600,2022-04-02 00:00:00,ALPHA/USDT,0.5701,0.6981,0.551,0.5568,10111871.44832653,6387484.115909129541
1648771200,2022-04-01 00:00:00,ALPHA/USDT,0.4199,0.6405,0.3869,0.5705,13511941.26018928,7567299.111753029147
1648684800,2022-03-31 00:00:00,ALPHA/USDT,0.4171,0.4466,0.3812,0.4196,3173473.38656161,1335674.883401393505
1648598400,2022-03-30 00:00:00,ALPHA/USDT,0.3715,0.4274,0.353,0.4167,2506734.08272275,1001274.396454551935
1648512000,2022-03-29 00:00:00,ALPHA/USDT,0.3411,0.3858,0.3411,0.3729,1170985.27562802,431998.163874938014
1648425600,2022-03-28 00:00:00,ALPHA/USDT,0.384,0.3952,0.3246,0.341,2234723.03708246,821030.871200230967
1648339200,2022-03-27 00:00:00,ALPHA/USDT,0.3317,0.393,0.3301,0.3843,3533660.13344651,1281576.622433754355
1648252800,2022-03-26 00:00:00,ALPHA/USDT,0.3101,0.3386,0.3054,0.3313,2298307.44690513,744480.545330441317
1648166400,2022-03-25 00:00:00,ALPHA/USDT,0.3075,0.326,0.2973,0.31,3909340.82048184,1228746.902887555194
1648080000,2022-03-24 00:00:00,ALPHA/USDT,0.2911,0.3199,0.2833,0.3068,2705537.67253772,812948.692254626615
1647993600,2022-03-23 00:00:00,ALPHA/USDT,0.2841,0.2945,0.2768,0.2914,679934.6363854,194121.574392452878
1647907200,2022-03-22 00:00:00,ALPHA/USDT,0.2821,0.292,0.2807,0.2828,917157.25222649,263312.329670945268
1647820800,2022-03-21 00:00:00,ALPHA/USDT,0.2853,0.295,0.2769,0.283,678786.93905081,195231.406190923237
1647734400,2022-03-20 00:00:00,ALPHA/USDT,0.296,0.2986,0.2775,0.2832,504104.82924541,145925.854652938801
1647648000,2022-03-19 00:00:00,ALPHA/USDT,0.2904,0.31,0.2872,0.2958,372170.39249749,110663.946242791544
1647561600,2022-03-18 00:00:00,ALPHA/USDT,0.2757,0.2938,0.2721,0.2901,272231.51434186,77453.983386736674
1647475200,2022-03-17 00:00:00,ALPHA/USDT,0.2764,0.2836,0.2735,0.2756,87679.16978101,24491.896570542414
1647388800,2022-03-16 00:00:00,ALPHA/USDT,0.2661,0.2821,0.2646,0.2785,194694.54647411,53647.046788500922
1647302400,2022-03-15 00:00:00,ALPHA/USDT,0.2626,0.2695,0.2528,0.2663,393206.83340562,102920.63875892119
1647216000,2022-03-14 00:00:00,ALPHA/USDT,0.2562,0.2646,0.2514,0.2626,300052.6707545,77335.626254822939
1647129600,2022-03-13 00:00:00,ALPHA/USDT,0.2651,0.3199,0.2561,0.2561,1430402.47505238,408049.589705766141
1647043200,2022-03-12 00:00:00,ALPHA/USDT,0.2649,0.2748,0.2642,0.2658,115461.07715703,31088.687847883392
1646956800,2022-03-11 00:00:00,ALPHA/USDT,0.2731,0.2786,0.2624,0.264,196988.08537706,53006.62783188393
1646870400,2022-03-10 00:00:00,ALPHA/USDT,0.2796,0.2808,0.2638,0.2732,154494.14333076,41933.523075413924
1646784000,2022-03-09 00:00:00,ALPHA/USDT,0.2731,0.2945,0.2731,0.2802,147023.02860194,41747.14654654689
1646697600,2022-03-08 00:00:00,ALPHA/USDT,0.2764,0.286,0.2682,0.2731,101631.88089342,28440.313649081697
1646611200,2022-03-07 00:00:00,ALPHA/USDT,0.294,0.3042,0.2729,0.2771,164155.37994788,47725.873678462345
1646524800,2022-03-06 00:00:00,ALPHA/USDT,0.3107,0.3131,0.2943,0.2946,39258.22059993,11970.93227764017
1646438400,2022-03-05 00:00:00,ALPHA/USDT,0.3016,0.3125,0.2937,0.3114,84977.75367516,25600.296974956264
1646352000,2022-03-04 00:00:00,ALPHA/USDT,0.3256,0.3256,0.2995,0.3021,85018.47669962,26593.243471651304
1646265600,2022-03-03 00:00:00,ALPHA/USDT,0.3432,0.3443,0.3205,0.3257,68491.97784814,22766.344575730538
1646179200,2022-03-02 00:00:00,ALPHA/USDT,0.3445,0.3534,0.3335,0.3432,245087.30026407,84629.901091180767
1646092800,2022-03-01 00:00:00,ALPHA/USDT,0.3423,0.357,0.3369,0.3466,248872.96653994,86278.325447104078
1646006400,2022-02-28 00:00:00,ALPHA/USDT,0.3048,0.3425,0.3014,0.3413,598427.47750244,195334.081815847871
1645920000,2022-02-27 00:00:00,ALPHA/USDT,0.3168,0.3246,0.2987,0.306,68668.37841955,21546.385855992073
1645833600,2022-02-26 00:00:00,ALPHA/USDT,0.3226,0.3319,0.3144,0.316,65925.73770609,21356.764703563648
1645747200,2022-02-25 00:00:00,ALPHA/USDT,0.2987,0.3258,0.2934,0.3223,91537.21613808,28329.326337645324
1645660800,2022-02-24 00:00:00,ALPHA/USDT,0.306,0.309,0.2627,0.2987,216660.46428579,60606.302171083467
1645574400,2022-02-23 00:00:00,ALPHA/USDT,0.3193,0.3329,0.3067,0.3073,70753.40175455,22853.109228720319
1645488000,2022-02-22 00:00:00,ALPHA/USDT,0.304,0.3226,0.2898,0.3191,109309.39217428,33274.800486213763
1645401600,2022-02-21 00:00:00,ALPHA/USDT,0.3247,0.3449,0.3008,0.3032,109902.565497,35602.287234929677
1645315200,2022-02-20 00:00:00,ALPHA/USDT,0.3556,0.3556,0.3201,0.325,181894.48731729,60146.708687841344
1645228800,2022-02-19 00:00:00,ALPHA/USDT,0.3586,0.3656,0.3406,0.3565,137215.62182568,48443.57362140141
1645142400,2022-02-18 00:00:00,ALPHA/USDT,0.3612,0.3814,0.354,0.3586,293929.30616806,107910.658358133464
1645056000,2022-02-17 00:00:00,ALPHA/USDT,0.3944,0.4018,0.3573,0.3613,341114.83675328,130550.968714204518
1644969600,2022-02-16 00:00:00,ALPHA/USDT,0.4122,0.4143,0.3837,0.3942,463361.82214185,185515.510564874625
1644883200,2022-02-15 00:00:00,ALPHA/USDT,0.3836,0.4488,0.3836,0.4124,744805.19744893,299791.964368688241
1644796800,2022-02-14 00:00:00,ALPHA/USDT,0.3762,0.388,0.3571,0.3843,1058613.65976692,399416.023272634575
1644710400,2022-02-13 00:00:00,ALPHA/USDT,0.4006,0.4072,0.3418,0.3765,310545.81217746,119383.088407380228
1644624000,2022-02-12 00:00:00,ALPHA/USDT,0.4027,0.4144,0.3847,0.4004,378096.95984817,150019.430856723927
1644537600,2022-02-11 00:00:00,ALPHA/USDT,0.4292,0.4697,0.3945,0.4045,843385.85368954,372336.556472106693
1644451200,2022-02-10 00:00:00,ALPHA/USDT,0.4433,0.49,0.4235,0.4293,648662.13775428,293666.767020086559
