https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EUR,tradecount
1663462800000,2022-09-18 01:00:00,BTC/EUR,19982.65000000,20054.28000000,19969.06000000,19990.81000000,31.25301000,625407.67431090,2103
1663459200000,2022-09-18 00:00:00,BTC/EUR,20108.33000000,20112.14000000,19951.52000000,19979.32000000,54.76557000,1095315.65234040,3431
1663455600000,2022-09-17 23:00:00,BTC/EUR,20128.24000000,20143.89000000,20090.00000000,20105.01000000,67.30594000,1353961.77215190,2071
1663452000000,2022-09-17 22:00:00,BTC/EUR,20038.72000000,20136.44000000,20025.48000000,20122.79000000,64.52385000,1296724.07071940,3308
1663448400000,2022-09-17 21:00:00,BTC/EUR,20084.00000000,20097.57000000,19938.99000000,20032.94000000,69.14393000,1385238.79629970,2628
1663444800000,2022-09-17 20:00:00,BTC/EUR,20014.82000000,20090.80000000,19982.99000000,20084.96000000,54.55898000,1093176.06035530,2206
1663441200000,2022-09-17 19:00:00,BTC/EUR,20078.00000000,20081.50000000,19983.33000000,20014.26000000,53.97389000,1080325.14870590,2718
1663437600000,2022-09-17 18:00:00,BTC/EUR,20079.25000000,20105.47000000,20028.19000000,20074.29000000,43.22445000,867806.88460440,2114
1663434000000,2022-09-17 17:00:00,BTC/EUR,20131.44000000,20181.34000000,20042.70000000,20079.24000000,73.79401000,1483754.65313360,3057
1663430400000,2022-09-17 16:00:00,BTC/EUR,19957.37000000,20186.96000000,19930.00000000,20130.13000000,155.81376000,3130725.34636060,6920
1663426800000,2022-09-17 15:00:00,BTC/EUR,19911.26000000,20010.00000000,19869.03000000,19957.69000000,59.54178000,1187146.96874510,3095
1663423200000,2022-09-17 14:00:00,BTC/EUR,19896.74000000,19945.53000000,19865.34000000,19915.00000000,71.19676000,1417720.48400700,3312
1663419600000,2022-09-17 13:00:00,BTC/EUR,19855.58000000,19900.00000000,19843.25000000,19895.80000000,53.35423000,1060193.61749740,2935
1663416000000,2022-09-17 12:00:00,BTC/EUR,19809.42000000,19868.60000000,19743.90000000,19853.49000000,58.60061000,1160906.35446680,3603
1663412400000,2022-09-17 11:00:00,BTC/EUR,19859.11000000,19868.81000000,19806.59000000,19807.34000000,40.23466000,798482.76820850,2825
1663408800000,2022-09-17 10:00:00,BTC/EUR,19872.17000000,19896.19000000,19806.53000000,19863.36000000,48.06685000,954533.92041620,3454
1663405200000,2022-09-17 09:00:00,BTC/EUR,19867.88000000,19907.74000000,19856.47000000,19869.68000000,51.10779000,1015764.94662250,2828
1663401600000,2022-09-17 08:00:00,BTC/EUR,19835.91000000,19887.01000000,19833.02000000,19867.97000000,36.87522000,732588.20841710,2369
1663398000000,2022-09-17 07:00:00,BTC/EUR,19835.91000000,19853.27000000,19790.00000000,19830.25000000,42.24899000,837619.22367900,2569
1663394400000,2022-09-17 06:00:00,BTC/EUR,19840.14000000,19865.00000000,19773.49000000,19829.73000000,31.33359000,621283.75437120,2160
1663390800000,2022-09-17 05:00:00,BTC/EUR,19927.94000000,19927.94000000,19810.61000000,19846.81000000,41.82517000,830120.36405640,2256
1663387200000,2022-09-17 04:00:00,BTC/EUR,19871.87000000,19968.72000000,19865.52000000,19928.23000000,45.68606000,910042.75105080,2006
1663383600000,2022-09-17 03:00:00,BTC/EUR,19893.12000000,19912.79000000,19861.49000000,19873.42000000,20.35784000,404857.06238420,1324
1663380000000,2022-09-17 02:00:00,BTC/EUR,19982.10000000,19998.13000000,19854.94000000,19894.38000000,30.55574000,608451.25540330,2007
1663376400000,2022-09-17 01:00:00,BTC/EUR,19937.01000000,20043.58000000,19934.55000000,19989.74000000,28.48333000,569416.83241260,2169
1663372800000,2022-09-17 00:00:00,BTC/EUR,19798.53000000,20046.78000000,19768.68000000,19934.55000000,98.24468000,1956382.27200400,4707
1663369200000,2022-09-16 23:00:00,BTC/EUR,19722.57000000,19803.63000000,19693.00000000,19797.25000000,33.17563000,654735.78031550,2091
1663365600000,2022-09-16 22:00:00,BTC/EUR,19740.00000000,19760.21000000,19693.00000000,19725.60000000,51.55589000,1017272.08118900,3019
1663362000000,2022-09-16 21:00:00,BTC/EUR,19744.78000000,19800.00000000,19702.91000000,19732.45000000,52.19234000,1030680.23693110,2118
1663358400000,2022-09-16 20:00:00,BTC/EUR,19610.28000000,19749.12000000,19606.60000000,19749.12000000,62.24860000,1225981.53247390,2717
1663354800000,2022-09-16 19:00:00,BTC/EUR,19571.95000000,19648.38000000,19565.85000000,19613.79000000,91.75002000,1798701.18252800,4346
1663351200000,2022-09-16 18:00:00,BTC/EUR,19468.62000000,19592.19000000,19406.62000000,19572.06000000,106.44056000,2077217.12497140,6043
1663347600000,2022-09-16 17:00:00,BTC/EUR,19546.46000000,19564.80000000,19339.23000000,19468.07000000,144.96886000,2816688.14882850,8025
1663344000000,2022-09-16 16:00:00,BTC/EUR,19657.24000000,19657.24000000,19473.98000000,19546.57000000,127.03326000,2483659.52499370,6638
1663340400000,2022-09-16 15:00:00,BTC/EUR,19615.56000000,19715.04000000,19583.58000000,19663.10000000,142.87644000,2807087.61551210,5982
1663336800000,2022-09-16 14:00:00,BTC/EUR,19597.08000000,19787.89000000,19560.61000000,19618.16000000,241.94858000,4763396.91285360,9628
1663333200000,2022-09-16 13:00:00,BTC/EUR,19792.46000000,19860.32000000,19524.02000000,19590.54000000,255.22173000,5040089.78685130,9451
1663329600000,2022-09-16 12:00:00,BTC/EUR,19944.05000000,19967.66000000,19775.00000000,19788.96000000,153.61658000,3053852.37071000,7277
1663326000000,2022-09-16 11:00:00,BTC/EUR,19837.72000000,19955.21000000,19828.18000000,19942.10000000,139.35862000,2771913.49038640,6668
1663322400000,2022-09-16 10:00:00,BTC/EUR,19836.80000000,19892.20000000,19817.26000000,19837.80000000,107.67260000,2137544.78085410,6029
1663318800000,2022-09-16 09:00:00,BTC/EUR,19792.14000000,19849.67000000,19774.62000000,19837.08000000,110.31205000,2185690.76183660,5971
1663315200000,2022-09-16 08:00:00,BTC/EUR,19841.43000000,19853.92000000,19697.29000000,19791.55000000,114.53011000,2265680.20851770,7398
1663311600000,2022-09-16 07:00:00,BTC/EUR,19792.55000000,19876.30000000,19777.90000000,19842.07000000,87.91435000,1742337.45572920,5804
1663308000000,2022-09-16 06:00:00,BTC/EUR,19794.58000000,19842.54000000,19776.35000000,19788.60000000,77.03130000,1525956.46451960,4429
1663304400000,2022-09-16 05:00:00,BTC/EUR,19843.68000000,19861.84000000,19780.00000000,19799.01000000,48.19481000,955071.31864820,2659
1663300800000,2022-09-16 04:00:00,BTC/EUR,19763.63000000,19871.37000000,19757.82000000,19839.68000000,49.35500000,977814.34702210,2939
1663297200000,2022-09-16 03:00:00,BTC/EUR,19780.75000000,19795.35000000,19722.55000000,19762.97000000,48.98240000,967857.92768560,2776
1663293600000,2022-09-16 02:00:00,BTC/EUR,19745.43000000,19798.00000000,19708.00000000,19783.76000000,40.40522000,798210.01411110,3151
1663290000000,2022-09-16 01:00:00,BTC/EUR,19797.47000000,19812.25000000,19720.08000000,19747.00000000,43.06621000,851555.95732810,3020
1663286400000,2022-09-16 00:00:00,BTC/EUR,19753.54000000,19795.76000000,19634.42000000,19791.80000000,102.24292000,2017371.21768470,7357
1663282800000,2022-09-15 23:00:00,BTC/EUR,19770.88000000,19804.59000000,19683.00000000,19746.94000000,59.03187000,1165666.61000900,3402
1663279200000,2022-09-15 22:00:00,BTC/EUR,19863.41000000,19872.27000000,19628.86000000,19774.44000000,78.57849000,1552903.15014850,4103
1663275600000,2022-09-15 21:00:00,BTC/EUR,19885.22000000,19930.20000000,19820.22000000,19870.00000000,56.39629000,1121385.92691320,2468
1663272000000,2022-09-15 20:00:00,BTC/EUR,19825.25000000,19896.56000000,19795.84000000,19885.27000000,55.50574000,1101677.19881710,2883
1663268400000,2022-09-15 19:00:00,BTC/EUR,19801.03000000,19882.32000000,19722.51000000,19827.46000000,69.34746000,1372846.60791220,4389
1663264800000,2022-09-15 18:00:00,BTC/EUR,19865.98000000,19905.72000000,19770.00000000,19801.50000000,68.75713000,1364032.84287420,3650
1663261200000,2022-09-15 17:00:00,BTC/EUR,19879.85000000,19949.18000000,19820.00000000,19865.67000000,89.18100000,1773282.42786880,4985
1663257600000,2022-09-15 16:00:00,BTC/EUR,19771.88000000,19890.40000000,19680.44000000,19880.50000000,158.94503000,3146266.62750430,6847
1663254000000,2022-09-15 15:00:00,BTC/EUR,19727.87000000,19874.00000000,19518.50000000,19779.13000000,373.55997000,7375000.81112030,13823
1663250400000,2022-09-15 14:00:00,BTC/EUR,20139.84000000,20189.20000000,19675.69000000,19729.00000000,341.20949000,6792272.80908750,11212
1663246800000,2022-09-15 13:00:00,BTC/EUR,20129.05000000,20167.76000000,20028.99000000,20136.79000000,204.15476000,4104088.82970030,7102
1663243200000,2022-09-15 12:00:00,BTC/EUR,20201.98000000,20228.37000000,20118.98000000,20133.65000000,135.68724000,2735888.76309360,5212
1663239600000,2022-09-15 11:00:00,BTC/EUR,20200.61000000,20247.68000000,20141.72000000,20202.45000000,101.18596000,2043856.96918030,4375
1663236000000,2022-09-15 10:00:00,BTC/EUR,20161.50000000,20248.58000000,20136.50000000,20199.89000000,162.86334000,3291230.55573810,5041
1663232400000,2022-09-15 09:00:00,BTC/EUR,20187.46000000,20228.05000000,20094.14000000,20165.39000000,126.24628000,2546395.72982990,4870
1663228800000,2022-09-15 08:00:00,BTC/EUR,20271.47000000,20290.00000000,20084.30000000,20184.13000000,142.67523000,2876651.38849340,6768
1663225200000,2022-09-15 07:00:00,BTC/EUR,20194.89000000,20416.69000000,20165.57000000,20277.46000000,152.42584000,3092793.23176000,6485
1663221600000,2022-09-15 06:00:00,BTC/EUR,20239.49000000,20406.03000000,20071.92000000,20196.58000000,278.01543000,5617875.59263930,11320
1663218000000,2022-09-15 05:00:00,BTC/EUR,20106.39000000,20290.00000000,20083.94000000,20240.00000000,98.90482000,1997142.61045680,4140
1663214400000,2022-09-15 04:00:00,BTC/EUR,20093.38000000,20165.03000000,20030.00000000,20103.09000000,61.89608000,1244182.01626790,3968
1663210800000,2022-09-15 03:00:00,BTC/EUR,20162.99000000,20172.22000000,19997.89000000,20091.91000000,85.24217000,1712289.47870430,4912
1663207200000,2022-09-15 02:00:00,BTC/EUR,20244.20000000,20251.52000000,20089.09000000,20163.66000000,62.47583000,1259011.43940850,3732
1663203600000,2022-09-15 01:00:00,BTC/EUR,20225.03000000,20248.22000000,20027.07000000,20245.56000000,87.95655000,1772766.63940570,4659
1663200000000,2022-09-15 00:00:00,BTC/EUR,20271.58000000,20335.52000000,20212.74000000,20219.92000000,73.80761000,1496309.35462330,4345
1663196400000,2022-09-14 23:00:00,BTC/EUR,20343.49000000,20364.37000000,20239.43000000,20269.78000000,49.40162000,1003242.86471650,2031
1663192800000,2022-09-14 22:00:00,BTC/EUR,20259.97000000,20439.63000000,20194.18000000,20345.30000000,137.27698000,2789761.36742450,4554
1663189200000,2022-09-14 21:00:00,BTC/EUR,20007.04000000,20292.99000000,19918.38000000,20259.97000000,84.78964000,1705037.68949360,2942
1663185600000,2022-09-14 20:00:00,BTC/EUR,20000.56000000,20048.38000000,19952.27000000,20000.68000000,82.28035000,1645992.91876980,2790
1663182000000,2022-09-14 19:00:00,BTC/EUR,19828.66000000,20059.59000000,19782.54000000,20004.91000000,166.16147000,3308333.20280480,6424
1663178400000,2022-09-14 18:00:00,BTC/EUR,20144.72000000,20175.06000000,19668.23000000,19828.21000000,430.92487000,8582767.34780300,14616
1663174800000,2022-09-14 17:00:00,BTC/EUR,20166.20000000,20260.68000000,20134.09000000,20147.81000000,114.36225000,2309696.47271020,3508
1663171200000,2022-09-14 16:00:00,BTC/EUR,20209.55000000,20233.65000000,20130.00000000,20167.64000000,235.86716000,4761970.42882650,5833
1663167600000,2022-09-14 15:00:00,BTC/EUR,20312.34000000,20337.46000000,20189.66000000,20208.53000000,92.23431000,1868927.04532890,3666
1663164000000,2022-09-14 14:00:00,BTC/EUR,20343.70000000,20361.46000000,20178.00000000,20311.95000000,175.57964000,3559639.86757270,6831
1663160400000,2022-09-14 13:00:00,BTC/EUR,20332.01000000,20399.00000000,20223.00000000,20339.35000000,189.46810000,3852733.42119590,7513
1663156800000,2022-09-14 12:00:00,BTC/EUR,20253.14000000,20360.00000000,20090.00000000,20328.77000000,249.43850000,5051934.08532100,10106
1663153200000,2022-09-14 11:00:00,BTC/EUR,20340.25000000,20365.04000000,20123.86000000,20257.54000000,117.35361000,2378252.72658750,4591
1663149600000,2022-09-14 10:00:00,BTC/EUR,20336.37000000,20389.84000000,20289.84000000,20333.53000000,70.67350000,1437645.85104160,3750
1663146000000,2022-09-14 09:00:00,BTC/EUR,20411.41000000,20422.44000000,20314.57000000,20339.92000000,85.10282000,1734011.19037970,4580
1663142400000,2022-09-14 08:00:00,BTC/EUR,20283.97000000,20455.00000000,20212.52000000,20411.41000000,121.22606000,2463042.29433740,6896
1663138800000,2022-09-14 07:00:00,BTC/EUR,20329.90000000,20390.78000000,20168.95000000,20285.79000000,102.61104000,2081736.18560500,5825
1663135200000,2022-09-14 06:00:00,BTC/EUR,20365.17000000,20384.78000000,20294.96000000,20329.29000000,61.75062000,1256089.29128130,3578
1663131600000,2022-09-14 05:00:00,BTC/EUR,20414.25000000,20417.78000000,20347.22000000,20363.52000000,46.76767000,953410.75888230,2656
1663128000000,2022-09-14 04:00:00,BTC/EUR,20367.29000000,20428.59000000,20324.65000000,20414.70000000,60.46791000,1232865.73742920,3313
1663124400000,2022-09-14 03:00:00,BTC/EUR,20481.04000000,20503.35000000,20344.52000000,20367.28000000,47.57530000,970827.61210660,2998
1663120800000,2022-09-14 02:00:00,BTC/EUR,20353.07000000,20572.88000000,20338.37000000,20486.36000000,67.74462000,1385111.39857660,4395
1663117200000,2022-09-14 01:00:00,BTC/EUR,20256.75000000,20372.68000000,20238.35000000,20358.70000000,52.79725000,1073365.48744110,3455
1663113600000,2022-09-14 00:00:00,BTC/EUR,20235.94000000,20275.04000000,20120.00000000,20254.79000000,81.46157000,1647728.64129010,4792
1663110000000,2022-09-13 23:00:00,BTC/EUR,20302.98000000,20320.16000000,20185.90000000,20239.66000000,44.38543000,898463.17050980,1404
1663106400000,2022-09-13 22:00:00,BTC/EUR,20210.00000000,20360.33000000,20164.94000000,20299.44000000,81.28224000,1646149.73960840,2400
1663102800000,2022-09-13 21:00:00,BTC/EUR,20310.57000000,20332.75000000,19956.94000000,20224.86000000,132.64341000,2677369.43842420,3699
1663099200000,2022-09-13 20:00:00,BTC/EUR,20355.51000000,20505.00000000,20309.98000000,20310.02000000,148.67094000,3030237.53402300,3585
1663095600000,2022-09-13 19:00:00,BTC/EUR,20317.87000000,20432.96000000,20118.00000000,20353.32000000,265.90310000,5394061.78327620,7643
1663092000000,2022-09-13 18:00:00,BTC/EUR,20809.51000000,20830.81000000,20301.24000000,20316.22000000,347.34755000,7167406.16104730,11486
1663088400000,2022-09-13 17:00:00,BTC/EUR,20790.07000000,20946.42000000,20754.24000000,20813.87000000,218.76564000,4557785.95853230,7511
1663084800000,2022-09-13 16:00:00,BTC/EUR,20852.13000000,20902.23000000,20708.40000000,20794.67000000,230.05605000,4787002.50580190,7363
1663081200000,2022-09-13 15:00:00,BTC/EUR,20990.99000000,21061.22000000,20766.88000000,20853.95000000,220.74776000,4616713.68176160,8127
1663077600000,2022-09-13 14:00:00,BTC/EUR,21143.08000000,21225.62000000,20838.16000000,20986.42000000,341.23774000,7190076.84390990,11582
1663074000000,2022-09-13 13:00:00,BTC/EUR,21306.88000000,21475.02000000,21139.41000000,21154.00000000,369.58378000,7883076.71700670,12244
1663070400000,2022-09-13 12:00:00,BTC/EUR,22159.19000000,22423.19000000,21250.01000000,21306.89000000,935.08025000,20351866.38747880,23825
1663066800000,2022-09-13 11:00:00,BTC/EUR,22157.63000000,22320.43000000,22112.34000000,22159.19000000,206.94278000,4596426.45099790,6999
1663063200000,2022-09-13 10:00:00,BTC/EUR,22034.79000000,22227.20000000,22006.46000000,22154.53000000,189.97143000,4200433.03476740,6837
1663059600000,2022-09-13 09:00:00,BTC/EUR,21898.50000000,22083.00000000,21890.00000000,22038.92000000,130.75235000,2876126.98708420,4861
1663056000000,2022-09-13 08:00:00,BTC/EUR,21961.69000000,22007.82000000,21855.93000000,21894.73000000,112.28810000,2462161.21661060,3785
1663052400000,2022-09-13 07:00:00,BTC/EUR,22020.42000000,22112.90000000,21942.00000000,21959.77000000,172.70984000,3806963.87131440,4720
1663048800000,2022-09-13 06:00:00,BTC/EUR,22095.55000000,22257.00000000,21959.39000000,22023.76000000,215.83663000,4766904.26754330,5196
1663045200000,2022-09-13 05:00:00,BTC/EUR,22018.56000000,22146.69000000,21995.79000000,22097.46000000,89.48272000,1975079.93506890,3185
1663041600000,2022-09-13 04:00:00,BTC/EUR,21955.55000000,22093.62000000,21906.91000000,22016.22000000,68.34265000,1504388.78547190,2472
1663038000000,2022-09-13 03:00:00,BTC/EUR,21981.15000000,22009.82000000,21892.71000000,21959.96000000,36.92801000,810529.69301460,1985
1663034400000,2022-09-13 02:00:00,BTC/EUR,21961.31000000,21997.16000000,21791.78000000,21976.92000000,71.89892000,1573702.21225460,2794
1663030800000,2022-09-13 01:00:00,BTC/EUR,21931.61000000,22001.98000000,21874.70000000,21958.34000000,63.75299000,1399120.81865610,2960
1663027200000,2022-09-13 00:00:00,BTC/EUR,22114.25000000,22138.41000000,21824.22000000,21931.59000000,159.23462000,3497808.79909050,5570
1663023600000,2022-09-12 23:00:00,BTC/EUR,22071.39000000,22132.91000000,22047.57000000,22116.76000000,58.50889000,1292521.98708530,2172
1663020000000,2022-09-12 22:00:00,BTC/EUR,22100.00000000,22146.06000000,22002.91000000,22066.94000000,49.10330000,1083789.04129520,1772
1663016400000,2022-09-12 21:00:00,BTC/EUR,22147.00000000,22169.99000000,22002.25000000,22083.66000000,48.71977000,1075928.99802820,2024
1663012800000,2022-09-12 20:00:00,BTC/EUR,22178.53000000,22235.14000000,22110.93000000,22152.47000000,92.70878000,2054506.30660880,2558
1663009200000,2022-09-12 19:00:00,BTC/EUR,22159.69000000,22207.07000000,22116.24000000,22181.00000000,92.53544000,2050953.50615810,2322
1663005600000,2022-09-12 18:00:00,BTC/EUR,22073.92000000,22172.33000000,21999.85000000,22155.79000000,86.49940000,1911141.06558240,2974
1663002000000,2022-09-12 17:00:00,BTC/EUR,21921.36000000,22102.12000000,21850.00000000,22070.00000000,122.53609000,2693786.99626940,3399
1662998400000,2022-09-12 16:00:00,BTC/EUR,21857.58000000,21984.22000000,21745.58000000,21921.48000000,181.03527000,3959274.50887320,4476
1662994800000,2022-09-12 15:00:00,BTC/EUR,22053.38000000,22076.94000000,21753.62000000,21851.01000000,206.26593000,4528655.69198830,4955
1662991200000,2022-09-12 14:00:00,BTC/EUR,22145.88000000,22195.03000000,22023.92000000,22047.71000000,154.57568000,3418185.88290850,4580
1662987600000,2022-09-12 13:00:00,BTC/EUR,22060.12000000,22221.77000000,22003.00000000,22141.00000000,179.92995000,3976372.25119760,5131
1662984000000,2022-09-12 12:00:00,BTC/EUR,22009.97000000,22127.43000000,21897.50000000,22060.76000000,166.80575000,3672342.45492310,5878
1662980400000,2022-09-12 11:00:00,BTC/EUR,21862.70000000,22168.36000000,21818.71000000,22011.50000000,171.34066000,3770999.55653040,5939
1662976800000,2022-09-12 10:00:00,BTC/EUR,21854.88000000,21944.44000000,21686.92000000,21864.19000000,195.31739000,4264649.61783350,7208
1662973200000,2022-09-12 09:00:00,BTC/EUR,21835.22000000,21890.00000000,21793.48000000,21856.19000000,183.30588000,4005210.03859680,5535
1662969600000,2022-09-12 08:00:00,BTC/EUR,21835.31000000,21923.76000000,21754.44000000,21833.13000000,305.83222000,6681739.81958380,6774
1662966000000,2022-09-12 07:00:00,BTC/EUR,21531.99000000,21868.82000000,21486.82000000,21830.35000000,284.07983000,6155088.04524130,7450
1662962400000,2022-09-12 06:00:00,BTC/EUR,21607.58000000,21618.73000000,21516.60000000,21532.42000000,97.98017000,2113537.41921950,3099
1662958800000,2022-09-12 05:00:00,BTC/EUR,21551.79000000,21616.40000000,21493.36000000,21603.31000000,67.99937000,1465941.11913330,2177
1662955200000,2022-09-12 04:00:00,BTC/EUR,21488.25000000,21586.53000000,21457.72000000,21559.88000000,35.25626000,759032.78098440,1519
1662951600000,2022-09-12 03:00:00,BTC/EUR,21574.11000000,21645.39000000,21367.14000000,21484.01000000,137.25808000,2947406.95264160,4081
1662948000000,2022-09-12 02:00:00,BTC/EUR,21828.66000000,21883.67000000,21468.97000000,21581.48000000,159.13069000,3439656.34071330,5777
1662944400000,2022-09-12 01:00:00,BTC/EUR,21481.74000000,22147.19000000,21404.11000000,21821.39000000,297.00279000,6482896.25989170,8393
1662940800000,2022-09-12 00:00:00,BTC/EUR,21652.96000000,21689.00000000,21476.47000000,21479.79000000,61.74032000,1333703.33160050,2468
1662937200000,2022-09-11 23:00:00,BTC/EUR,21491.79000000,21678.46000000,21438.13000000,21657.93000000,75.60469000,1628990.18705510,1723
1662933600000,2022-09-11 22:00:00,BTC/EUR,21328.50000000,21538.74000000,21328.50000000,21491.04000000,104.30640000,2237646.75907070,2797
1662930000000,2022-09-11 21:00:00,BTC/EUR,21449.57000000,21547.49000000,21285.58000000,21325.58000000,103.84184000,2226190.96121780,2797
1662926400000,2022-09-11 20:00:00,BTC/EUR,21490.91000000,21536.75000000,21301.43000000,21449.57000000,122.14559000,2616429.42172250,3966
1662922800000,2022-09-11 19:00:00,BTC/EUR,21457.63000000,21525.61000000,21451.73000000,21492.22000000,70.19505000,1509086.08124320,2601
1662919200000,2022-09-11 18:00:00,BTC/EUR,21512.58000000,21584.40000000,21435.00000000,21459.33000000,105.56121000,2271228.21271090,3261
1662915600000,2022-09-11 17:00:00,BTC/EUR,21585.99000000,21756.19000000,21471.96000000,21511.91000000,204.73398000,4420426.90116160,4660
1662912000000,2022-09-11 16:00:00,BTC/EUR,21528.01000000,21622.00000000,21480.00000000,21584.90000000,89.91788000,1939386.62946850,2666
1662908400000,2022-09-11 15:00:00,BTC/EUR,21414.36000000,21650.00000000,21402.00000000,21529.51000000,125.74386000,2710314.65306520,3500
1662904800000,2022-09-11 14:00:00,BTC/EUR,21444.00000000,21466.06000000,21366.00000000,21415.23000000,70.41400000,1507522.28077560,2627
1662901200000,2022-09-11 13:00:00,BTC/EUR,21507.01000000,21519.89000000,21401.99000000,21441.81000000,55.51601000,1191370.42098520,2441
1662897600000,2022-09-11 12:00:00,BTC/EUR,21501.31000000,21537.89000000,21416.32000000,21509.38000000,74.08871000,1591785.54688290,2562
1662894000000,2022-09-11 11:00:00,BTC/EUR,21492.00000000,21589.99000000,21488.81000000,21505.08000000,71.39451000,1538339.25778490,2489
1662890400000,2022-09-11 10:00:00,BTC/EUR,21494.59000000,21572.73000000,21461.55000000,21489.19000000,52.87618000,1137871.57503950,2421
1662886800000,2022-09-11 09:00:00,BTC/EUR,21553.34000000,21582.18000000,21475.00000000,21491.60000000,56.46594000,1215485.89840420,2556
1662883200000,2022-09-11 08:00:00,BTC/EUR,21491.06000000,21603.06000000,21439.98000000,21554.79000000,99.83323000,2149679.69390220,3674
1662879600000,2022-09-11 07:00:00,BTC/EUR,21317.77000000,21506.31000000,21304.47000000,21490.00000000,85.20405000,1826716.22889980,2701
1662876000000,2022-09-11 06:00:00,BTC/EUR,21461.19000000,21515.82000000,21220.76000000,21320.18000000,121.22970000,2589727.78179510,3888
1662872400000,2022-09-11 05:00:00,BTC/EUR,21425.38000000,21478.72000000,21395.26000000,21461.19000000,48.17117000,1033423.15803950,1457
1662868800000,2022-09-11 04:00:00,BTC/EUR,21402.01000000,21490.00000000,21399.01000000,21417.63000000,34.84249000,747312.72814350,1506
1662865200000,2022-09-11 03:00:00,BTC/EUR,21353.63000000,21425.97000000,21353.62000000,21404.74000000,23.15730000,495344.03559240,1157
1662861600000,2022-09-11 02:00:00,BTC/EUR,21455.96000000,21472.49000000,21307.90000000,21360.17000000,37.11567000,793883.87247190,1369
1662858000000,2022-09-11 01:00:00,BTC/EUR,21408.74000000,21520.00000000,21385.50000000,21460.00000000,53.27811000,1143220.03668030,2031
1662854400000,2022-09-11 00:00:00,BTC/EUR,21519.80000000,21556.72000000,21394.83000000,21403.48000000,52.46614000,1126311.49232290,1936
