https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume NEO
1650848400000,2022-04-25 01:00:00,NEO/ETH,0.0068882,0.0068882,0.0068859,0.0068859,0.00089424153504,0.1298656
1650844800000,2022-04-25 00:00:00,NEO/ETH,0.0068645,0.0068645,0.0068645,0.0068645,0.001068953669,0.155722
1650819600000,2022-04-24 17:00:00,NEO/ETH,0.0069236,0.0069236,0.0069236,0.0069236,0.000648950205012,0.09373017
1650816000000,2022-04-24 16:00:00,NEO/ETH,0.0069619,0.0069619,0.0069619,0.0069619,0.0010227914565110001,0.14691269
1650801600000,2022-04-24 12:00:00,NEO/ETH,0.0070276,0.0070276,0.0070276,0.0070276,0.001150734291724,0.16374499
1650776400000,2022-04-24 05:00:00,NEO/ETH,0.0070863,0.0070863,0.0070863,0.0070863,0.00061556633073,0.0868671
1650762000000,2022-04-24 01:00:00,NEO/ETH,0.0071543,0.0071543,0.0071543,0.0071543,0.001042738366484,0.14574988
1650711600000,2022-04-23 11:00:00,NEO/ETH,0.0070796,0.0070796,0.0070796,0.0070796,0.0071434650716,1.009021
1650636000000,2022-04-22 14:00:00,NEO/ETH,0.0070715,0.0070815,0.0070715,0.0070815,0.00379591315734,0.53603236
1650632400000,2022-04-22 13:00:00,NEO/ETH,0.0070837,0.0070837,0.0070731,0.0070731,0.224237010385521,31.70279091
1650625200000,2022-04-22 11:00:00,NEO/ETH,0.00703,0.007054,0.00703,0.007054,0.07014872731720001,9.9445318
1650621600000,2022-04-22 10:00:00,NEO/ETH,0.0070387,0.0070387,0.0070387,0.0070387,0.001430357665871,0.20321333
1650571200000,2022-04-21 20:00:00,NEO/ETH,0.006973,0.006973,0.006973,0.006973,0.001854852865,0.266005
1650567600000,2022-04-21 19:00:00,NEO/ETH,0.0070676,0.0070676,0.0070676,0.0070676,0.0017932955070720001,0.25373472
1650553200000,2022-04-21 15:00:00,NEO/ETH,0.0070599,0.0071389,0.0070599,0.0071389,0.03262923124305,4.5706245
1650546000000,2022-04-21 13:00:00,NEO/ETH,0.007107,0.007107,0.007107,0.007107,0.0007983587329799999,0.11233414
1650542400000,2022-04-21 12:00:00,NEO/ETH,0.0070883,0.0070883,0.0070883,0.0070883,0.0015994916942709998,0.22565237
1650535200000,2022-04-21 10:00:00,NEO/ETH,0.0070294,0.0070294,0.0070294,0.0070294,0.29269981278384,41.6393736
1650520800000,2022-04-21 06:00:00,NEO/ETH,0.0070016,0.0070016,0.0070016,0.0070016,0.000632284599168,0.09030573
1650510000000,2022-04-21 03:00:00,NEO/ETH,0.0070218,0.0070218,0.0070218,0.0070218,0.000760557068442,0.10831369
1650502800000,2022-04-21 01:00:00,NEO/ETH,0.007022,0.007022,0.007022,0.007022,0.017372161164,2.473962
1650484800000,2022-04-20 20:00:00,NEO/ETH,0.0069433,0.0069433,0.0069433,0.0069433,0.001048224029762,0.15096914
1650470400000,2022-04-20 16:00:00,NEO/ETH,0.0070175,0.0070175,0.0070175,0.0070175,0.002995295174025,0.42683223
1650463200000,2022-04-20 14:00:00,NEO/ETH,0.0069588,0.0069704,0.0069588,0.0069704,0.001641615354144,0.23551236
1650459600000,2022-04-20 13:00:00,NEO/ETH,0.0069472,0.0069472,0.0069472,0.0069472,0.005256409985632,0.75662281
1650456000000,2022-04-20 12:00:00,NEO/ETH,0.0069946,0.0069946,0.0069838,0.0069838,0.21896641546612,31.3534774
1650452400000,2022-04-20 11:00:00,NEO/ETH,0.0070414,0.0070414,0.0070414,0.0070414,0.02350363622526,3.3379209
1650448800000,2022-04-20 10:00:00,NEO/ETH,0.0070659,0.0070659,0.0070659,0.0070659,0.01624239987498,2.2987022
1650441600000,2022-04-20 08:00:00,NEO/ETH,0.0070575,0.0070575,0.0070575,0.0070575,0.000824745166575,0.11686081
1650398400000,2022-04-19 20:00:00,NEO/ETH,0.0070835,0.0070835,0.0070835,0.0070835,0.000781090674005,0.11026903
1650322800000,2022-04-18 23:00:00,NEO/ETH,0.00697,0.00697,0.00697,0.00697,0.17425,25.0
1650315600000,2022-04-18 21:00:00,NEO/ETH,0.0070878,0.0070878,0.0070878,0.0070878,0.0032592006517439998,0.45983248
1650312000000,2022-04-18 20:00:00,NEO/ETH,0.0070718,0.0070718,0.0070718,0.0070718,0.000612011110064,0.08654248
1650297600000,2022-04-18 16:00:00,NEO/ETH,0.0070235,0.0070235,0.0070235,0.0070235,0.00047578390018499997,0.06774171
1650261600000,2022-04-18 06:00:00,NEO/ETH,0.0068664,0.0068664,0.0068664,0.0068664,0.00041385955716,0.06027315
1650258000000,2022-04-18 05:00:00,NEO/ETH,0.0068701,0.0068701,0.0068701,0.0068701,0.0019187126495529996,0.27928453
1650243600000,2022-04-18 01:00:00,NEO/ETH,0.0069174,0.0069174,0.0069174,0.0069174,0.000581207280444,0.08402106
1650236400000,2022-04-17 23:00:00,NEO/ETH,0.0068621,0.0068621,0.0068621,0.0068621,0.004464855215135,0.65065435
1650222000000,2022-04-17 19:00:00,NEO/ETH,0.0070072,0.0070072,0.0070072,0.0070072,0.000911358253872,0.13006026
