https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume BTC
1663545600000.0,2022-09-19 00:00:00,BNB/BTC,0.0137212,0.0137336,0.0137006,0.0137251,10.098398991628475,0.138601536
1663459200000.0,2022-09-18 00:00:00,BNB/BTC,0.0138858,0.0140401,0.013541,0.0137212,1013.1076305279422,13.90105242
1663372800000.0,2022-09-17 00:00:00,BNB/BTC,0.0138944,0.0139829,0.0138242,0.0138858,518.3970320039176,7.198357507
1663286400000.0,2022-09-16 00:00:00,BNB/BTC,0.0137568,0.0140658,0.0137112,0.0138944,3525.270217857554,48.981514515
1663200000000.0,2022-09-15 00:00:00,BNB/BTC,0.013819,0.0138634,0.0135692,0.0137568,913.6430653204234,12.568804921
1663113600000.0,2022-09-14 00:00:00,BNB/BTC,0.0137606,0.0139725,0.0136415,0.013819,1427.4826372385846,19.726382564
1663027200000.0,2022-09-13 00:00:00,BNB/BTC,0.0131295,0.0138932,0.0130119,0.0137606,6290.477290452452,86.560741803
1662940800000.0,2022-09-12 00:00:00,BNB/BTC,0.0135376,0.013559,0.0130552,0.0131295,9827.838024905746,129.034599348
1662854400000.0,2022-09-11 00:00:00,BNB/BTC,0.0137143,0.0137861,0.0134709,0.0135376,1233.5374960111099,16.699137206
1662768000000.0,2022-09-10 00:00:00,BNB/BTC,0.0137279,0.0138693,0.0135979,0.0137143,915.1688488657824,12.550900144
1662681600000.0,2022-09-09 00:00:00,BNB/BTC,0.0145325,0.0145477,0.0136133,0.0137279,15559.161101115247,213.59460768
1662595200000.0,2022-09-08 00:00:00,BNB/BTC,0.0144689,0.0146294,0.0144102,0.0145325,1554.9632584895921,22.597503554
1662508800000.0,2022-09-07 00:00:00,BNB/BTC,0.0139636,0.01448,0.013923,0.0144689,3574.5491657969856,51.719794425
1662422400000.0,2022-09-06 00:00:00,BNB/BTC,0.01398,0.0143888,0.0138366,0.0139636,2986.6074733593055,41.703792115
1662336000000.0,2022-09-05 00:00:00,BNB/BTC,0.0139566,0.0140598,0.0138465,0.01398,1913.2168301859801,26.746771286
1662249600000.0,2022-09-04 00:00:00,BNB/BTC,0.014013,0.0141509,0.0139372,0.0139566,2259.4698422251836,31.5345168
1662163200000.0,2022-09-03 00:00:00,BNB/BTC,0.0138961,0.01406,0.0138726,0.014013,391.01286812245775,5.479263321
1662076800000.0,2022-09-02 00:00:00,BNB/BTC,0.0138364,0.0139869,0.0137638,0.0138961,639.6889299875505,8.88918134
1661990400000.0,2022-09-01 00:00:00,BNB/BTC,0.0139318,0.0139479,0.0137018,0.0138364,1045.1598254603798,14.461249409
1661904000000.0,2022-08-31 00:00:00,BNB/BTC,0.0142196,0.01426,0.0138883,0.0139318,844.7772673308547,11.769267933
1661817600000.0,2022-08-30 00:00:00,BNB/BTC,0.0141033,0.0143163,0.01407,0.0142196,2458.72011463051,34.962016542
1661731200000.0,2022-08-29 00:00:00,BNB/BTC,0.014133,0.0141467,0.0137469,0.0141033,1147.4220662539972,16.182437627
1661644800000.0,2022-08-28 00:00:00,BNB/BTC,0.0138761,0.0141331,0.0138333,0.014133,1114.127001627397,15.745956914
